botid, date, time, press, phos, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0860200208, 080297, 074755,  149.5,   0.14,
0860200206, 080297, 074559,  175.0,   0.18,
0860200204, 080297, 074401,  199.6,   0.23,
0860201224, 080397, 141711,    4.9,   0.07,
0860201223, 080397, 141521,   51.3,   0.06,
0860201222, 080397, 141331,   90.4,   0.05,
0860201221, 080397, 141155,  130.7,   0.07,
0860201220, 080397, 141045,  141.6,   0.10,
0860201219, 080397, 140859,  190.5,   0.21,
0860201324, 080397, 190427,    4.8,   0.07,
0860201323, 080397, 190229,   77.2,   0.05,
0870200222, 092597, 090724,    4.5,   0.04,
0870200221, 092597, 090604,   14.0,   0.04,
0870200219, 092597, 090440,   25.2,   0.04,
0870200217, 092597, 090208,   44.7,   0.04,
0870200216, 092597, 090042,   59.6,   0.04,
0870200215, 092597, 085908,   75.5,   0.04,
0870200214, 092597, 085804,   84.6,   0.04,
0870200213, 092597, 085700,   93.9,   0.04,
0870200212, 092597, 085544,  104.6,   0.04,
0870200211, 092597, 085440,  114.1,   0.06,
0870200210, 092597, 085332,  125.0,   0.07,
0870200208, 092597, 085100,  149.6,   0.11,
0870200206, 092597, 084840,  174.3,   0.17,
0870200204, 092597, 084616,  198.4,   0.14,
0870200624, 092597, 215547,    4.1,   0.03,
0870200623, 092597, 215357,   38.7,   0.02,
0870200622, 092597, 215231,   72.9,   0.02,
0870200621, 092597, 215127,   90.0,   0.03,
0870200620, 092597, 215017,  103.5,   0.05,
0870200619, 092597, 214847,  161.2,   0.12,
0870200618, 092597, 214747,  179.0,   0.17,
0870200724, 092697, 033018,    4.5,   0.04,
0870200723, 092697, 032810,   60.7,   0.04,
0880200221, 120597, 050854,    5.3,   0.06,
0880200220, 120597, 050746,   14.6,   0.05,
0880200219, 120597, 050632,   25.3,   0.05,
0880200218, 120597, 050524,   33.2,   0.05,
0880200217, 120597, 050412,   43.6,   0.05,
0880200216, 120597, 050305,   59.4,   0.04,
0880200215, 120597, 050152,   73.8,   0.08,
0880200214, 120597, 050045,   84.5,   0.05,
0880200213, 120597, 045942,   95.3,   0.05,
0880200212, 120597, 045828,  106.7,   0.06,
0880200211, 120597, 045717,  115.2,   0.06,
0880200210, 120597, 045609,  124.5,   0.06,
0880200209, 120597, 045507,  134.0,   0.08,
0880200208, 120597, 045353,  148.7,   0.12,
0880200207, 120597, 045255,  159.4,   0.17,
0880200206, 120597, 045143,  173.6,   0.22,
0880200205, 120597, 045035,  185.2,   0.24,
0880200724, 120697, 021824,    4.6,   0.06,
0880200723, 120697, 021642,   50.2,   0.07,
0880200722, 120697, 021452,  110.5,   0.06,
0880200721, 120697, 021352,  120.3,   0.08,
0880200720, 120697, 021258,  130.6,   0.07,
0880200719, 120697, 021118,  180.0,   0.21,
0880200824, 120697, 082601,    4.4,   0.08,
0890200124, 011098, 155517,    5.1,   0.09,
0890200224, 011098, 191258,   10.6,   0.07,
0890200223, 011098, 191100,   73.9,   0.06,
0890200222, 011098, 190942,  103.4,   0.07,
0890200221, 011098, 190806,  145.3,   0.15,
0890200220, 011098, 190658,  170.0,   0.22,
0890200622, 011198, 070203,    4.6,   0.07,
0890200621, 011198, 070037,   14.7,   0.05,
0890200619, 011198, 065903,   24.6,   0.05,
0890200618, 011198, 065743,   34.6,   0.06,
0890200617, 011198, 065623,   43.6,   0.05,
0890200616, 011198, 065443,   59.1,   0.03,
0890200615, 011198, 065317,   75.3,   0.03,
0890200614, 011198, 065203,   84.9,   0.03,
0890200613, 011198, 065053,   94.8,   0.04,
0890200612, 011198, 064953,  104.3,   0.06,
0890200611, 011198, 064843,  114.7,   0.09,
0890200610, 011198, 064733,  124.4,   0.09,
0890200609, 011198, 064627,  134.7,   0.12,
0890200608, 011198, 064517,  149.4,   0.16,
0890200606, 011198, 064257,  173.6,   0.23,
0900200124, 021898, 172852,    5.4,   0.06,
0900200224, 021898, 205408,    5.2,   0.07,
0900200223, 021898, 205202,   50.5,   0.06,
0900200222, 021898, 205008,   94.0,   0.08,
0900200221, 021898, 204758,  144.5,   0.20,
0900200220, 021898, 204607,  199.1,   0.27,
0900200522, 021998, 060516,    5.1,   0.10,
0900200521, 021998, 060402,   13.8,   0.11,
0900200519, 021998, 060222,   24.5,   0.09,
0900200518, 021998, 060042,   34.9,   0.08,
0900200517, 021998, 055926,   44.6,   0.07,
0900200516, 021998, 055752,   59.5,   0.07,
0900200515, 021998, 055616,   74.0,   0.07,
0900200514, 021998, 055502,   84.6,   0.08,
0900200513, 021998, 055348,   94.5,   0.09,
0900200512, 021998, 055232,  105.2,   0.11,
0900200511, 021998, 055116,  116.1,   0.15,
0900200510, 021998, 054952,  125.8,   0.15,
0900200509, 021998, 054832,  135.0,   0.18,
0900200508, 021998, 054712,  149.0,   0.19,
0900200506, 021998, 054422,  174.2,   0.23,
0900200504, 021998, 054146,  199.8,   0.29,
0910200124, 031798, 165654,    4.9,   0.06,
0910200123, 031798, 165320,  110.7,   0.08,
0910200224, 031798, 200206,    5.0,   0.11,
0910200223, 031798, 200036,   24.5,   0.11,
0910200222, 031798, 195736,   66.7,   0.09,
0910200221, 031798, 195535,  124.2,   0.10,
0910200220, 031798, 195351,  175.0,   0.27,
0910200622, 031898, 070348,    4.1,   0.12,
0910200621, 031898, 070238,   14.8,   0.09,
0910200619, 031898, 070122,   25.7,   0.09,
0910200618, 031898, 070002,   34.9,   0.08,
0910200617, 031898, 065852,   44.9,   0.08,
0910200616, 031898, 065732,   59.7,   0.08,
0910200615, 031898, 065612,   74.6,   0.09,
0910200614, 031898, 065502,   85.0,   0.09,
0910200613, 031898, 065358,   94.5,   0.08,
0910200612, 031898, 065252,  105.1,   0.09,
0910200611, 031898, 065138,  114.7,   0.10,
0910200610, 031898, 065032,  124.6,   0.09,
0910200609, 031898, 064922,  134.1,   0.09,
0910200608, 031898, 064808,  149.3,   0.08,
0910200606, 031898, 064548,  174.8,   0.21,
0920200224, 041498, 174006,    3.6,   0.06,
0920200223, 041498, 173821,   51.7,   0.06,
0920200222, 041498, 173646,   97.3,   0.05,
0920200221, 041498, 173502,  120.2,   0.03,
0920200220, 041498, 173257,  181.6,   0.20,
0920200324, 041498, 223551,    9.7,   0.06,
0920200622, 041598, 070718,    5.1,   0.08,
0920200621, 041598, 070618,   14.1,   0.08,
0920200619, 041598, 070502,   25.1,   0.08,
0920200618, 041598, 070404,   34.1,   0.07,
0920200617, 041598, 070304,   45.5,   0.09,
0920200616, 041598, 070148,   60.3,   0.07,
0920200615, 041598, 070034,   74.3,   0.07,
0920200614, 041598, 065920,   84.6,   0.08,
0920200613, 041598, 065818,   94.1,   0.07,
0920200612, 041598, 065718,  104.3,   0.07,
0920200611, 041598, 065618,  114.2,   0.07,
0920200610, 041598, 065518,  124.9,   0.07,
0920200608, 041598, 065318,  148.8,   0.07,
0920200606, 041598, 065104,  177.1,   0.09,
0930200224, 051298, 191504,    5.2,   0.08,
0930200223, 051298, 191333,   50.0,   0.07,
0930200222, 051298, 191218,   92.5,   0.07,
0930200221, 051298, 191048,  126.2,   0.09,
0930200220, 051298, 190903,  169.0,   0.14,
0930200219, 051298, 190748,  200.0,   0.20,
0930200622, 051398, 070747,    4.4,   0.08,
0930200621, 051398, 070623,   14.8,   0.07,
0930200619, 051398, 070453,   24.9,   0.07,
0930200618, 051398, 070348,   35.1,   0.06,
0930200617, 051398, 070242,   44.7,   0.08,
0930200616, 051398, 070122,   59.8,   0.05,
0930200615, 051398, 070007,   74.6,   0.06,
0930200614, 051398, 065852,   85.8,   0.05,
0930200613, 051398, 065746,   94.7,   0.05,
0930200612, 051398, 065634,  104.8,   0.05,
0930200611, 051398, 065527,  115.4,   0.07,
0930200610, 051398, 065422,  125.2,   0.07,
0930200609, 051398, 065312,  134.1,   0.11,
0930200608, 051398, 065151,  151.0,   0.13,
0930200606, 051398, 064926,  174.8,   0.18,
0940200124, 061698, 231119,    5.0,   0.07,
0940200123, 061698, 230856,   77.1,   0.06,
0940200224, 061798, 051914,    5.2,   0.12,
0940200223, 061798, 051725,   47.8,   0.07,
0940200222, 061798, 051559,   84.8,   0.05,
0940200221, 061798, 051439,  115.2,   0.05,
0940200220, 061798, 051249,  174.8,   0.16,
0940200322, 061798, 081229,    5.6,   0.08,
0940200321, 061798, 081124,   14.9,   0.08,
0940200319, 061798, 080949,   25.3,   0.08,
0940200318, 061798, 080829,   35.7,   0.08,
0940200317, 061798, 080724,   45.9,   0.08,
0940200316, 061798, 080609,   60.4,   0.06,
0940200315, 061798, 080449,   74.7,   0.06,
0940200314, 061798, 080329,   84.9,   0.06,
0940200313, 061798, 080219,   95.1,   0.05,
0940200312, 061798, 080109,  105.4,   0.06,
0940200311, 061798, 075959,  115.9,   0.08,
0940200310, 061798, 075849,  125.8,   0.08,
0940200309, 061798, 075739,  135.5,   0.11,
0940200308, 061798, 075624,  150.4,   0.14,
0940200307, 061798, 075504,  160.0,   0.15,
0950200124, 071598, 023347,    5.7,   0.08,
0950200224, 071598, 050754,    5.1,   0.04,
0950200223, 071598, 050621,   30.2,   0.04,
0950200222, 071598, 050459,   55.5,   0.03,
0950200221, 071598, 050346,   74.7,   0.04,
0950200220, 071598, 050247,   82.0,   0.04,
0950200219, 071598, 050109,  129.5,   0.13,
0950200322, 071598, 080955,    5.6,   0.06,
0950200321, 071598, 080831,   14.5,   0.05,
0950200319, 071598, 080700,   25.3,   0.04,
0950200318, 071598, 080543,   36.0,   0.04,
0950200317, 071598, 080427,   45.2,   0.04,
0950200316, 071598, 080304,   61.1,   0.05,
0950200315, 071598, 080131,   75.6,   0.08,
0950200314, 071598, 080002,   84.8,   0.07,
0950200313, 071598, 075850,   95.7,   0.07,
0950200312, 071598, 075728,  105.4,   0.05,
0950200311, 071598, 075600,  114.9,   0.05,
0950200310, 071598, 075436,  125.4,   0.08,
0950200309, 071598, 075310,  135.6,   0.10,
0950200308, 071598, 075137,  150.8,   0.14,
0950200306, 071598, 074836,  174.5,   0.18,
0960200322, 081098, 070726,    5.3,   0.10,
0960200321, 081098, 070615,   15.1,   0.10,
0960200319, 081098, 070450,   25.8,   0.10,
0960200318, 081098, 070335,   35.5,   0.12,
0960200317, 081098, 070222,   46.1,   0.12,
0960200316, 081098, 070050,   60.6,   0.13,
0960200315, 081098, 065930,   75.1,   0.15,
0960200314, 081098, 065820,   85.3,   0.14,
0960200313, 081098, 065701,   95.2,   0.14,
0960200312, 081098, 065550,  105.6,   0.13,
0960200311, 081098, 065440,  114.7,   0.11,
0960200310, 081098, 065330,  125.4,   0.14,
0960200309, 081098, 065151,  136.3,   0.15,
0960200308, 081098, 065020,  150.2,   0.12,
0960200306, 081098, 064755,  176.0,   0.22,
0960200304, 081098, 064516,  199.7,   0.24,
0960201324, 081198, 152154,    4.9,   0.07,
0960201323, 081198, 152056,    9.8,   0.09,
0960201322, 081198, 151911,   43.1,   0.08,
0960201321, 081198, 151719,   90.3,   0.10,
0960201320, 081198, 151517,  150.6,   0.10,
0960201319, 081198, 151406,  155.9,   0.14,
0960201424, 081198, 212357,    5.8,   0.09,
0970200322, 092898, 080422,    5.0,   0.06,
0970200321, 092898, 080312,   15.8,   0.06,
0970200319, 092898, 080157,   25.9,   0.07,
0970200318, 092898, 080047,   35.8,   0.08,
0970200317, 092898, 075937,   45.7,   0.07,
0970200316, 092898, 075817,   59.8,   0.06,
0970200315, 092898, 075707,   75.0,   0.07,
0970200314, 092898, 075557,   85.8,   0.08,
0970200313, 092898, 075452,   94.8,   0.09,
0970200312, 092898, 075342,  105.5,   0.09,
0970200311, 092898, 075237,  115.5,   0.10,
0970200310, 092898, 075132,  125.7,   0.10,
0970200309, 092898, 075022,  135.3,   0.10,
0970200308, 092898, 074912,  149.9,   0.12,
0970200306, 092898, 074637,  175.5,   0.15,
0970201224, 092998, 110312,    5.7,   0.10,
0970201223, 092998, 110102,   81.1,   0.09,
0970201222, 092998, 105922,  122.3,   0.12,
0970201221, 092998, 105727,  181.9,   0.17,
0970201324, 092998, 165644,    5.5,   0.11,
0980200124, 101898, 173640,    5.6,   0.06,
0980200224, 101898, 200847,    5.9,   0.04,
0980200223, 101898, 200639,   60.9,   0.05,
0980200222, 101898, 200518,   78.2,   0.07,
0980200221, 101898, 200348,  109.4,   0.06,
0980200220, 101898, 200221,  146.0,   0.06,
0980200219, 101898, 200116,  149.6,   0.06,
0980200622, 101998, 080414,    4.8,   0.09,
0980200621, 101998, 080310,   14.9,   0.08,
0980200619, 101998, 080152,   25.4,   0.06,
0980200618, 101998, 080055,   35.0,   0.07,
0980200617, 101998, 075950,   45.1,   0.07,
0980200616, 101998, 075850,   60.1,   0.06,
0980200615, 101998, 075741,   74.8,   0.07,
0980200614, 101998, 075640,   85.8,   0.09,
0980200613, 101998, 075545,   95.4,   0.08,
0980200612, 101998, 075440,  105.2,   0.06,
0980200611, 101998, 075330,  115.0,   0.07,
0980200610, 101998, 075220,  125.7,   0.09,
0980200609, 101998, 075120,  134.9,   0.12,
0980200608, 101998, 075020,  149.9,   0.10,
0980200606, 101998, 074810,  175.2,   0.14,
0990200224, 111098, 191849,    5.8,   0.03,
0990200223, 111098, 191644,   45.4,   0.04,
0990200222, 111098, 191519,   76.6,   0.03,
0990200221, 111098, 191359,  104.4,   0.04,
0990200220, 111098, 191234,  141.5,   0.12,
0990200219, 111098, 191039,  191.3,   0.22,
0990200622, 111198, 070340,    5.5,   0.05,
0990200621, 111198, 070233,   15.6,   0.05,
0990200619, 111198, 070118,   25.7,   0.05,
0990200618, 111198, 070011,   35.6,   0.05,
0990200617, 111198, 065903,   45.7,   0.05,
0990200616, 111198, 065742,   60.4,   0.04,
0990200615, 111198, 065622,   75.7,   0.04,
0990200614, 111198, 065507,   85.6,   0.05,
0990200613, 111198, 065358,   95.5,   0.05,
0990200612, 111198, 065246,  105.3,   0.05,
0990200611, 111198, 065136,  115.5,   0.08,
0990200610, 111198, 065025,  125.5,   0.09,
0990200609, 111198, 064916,  135.4,   0.12,
0990200608, 111198, 064758,  150.7,   0.16,
0990200606, 111198, 064526,  175.4,   0.24,
1000200124, 120898, 172857,    6.0,   0.09,
1000200224, 120898, 210607,    5.2,   0.10,
1000200223, 120898, 210437,   50.7,   0.09,
1000200222, 120898, 210307,  101.1,   0.09,
1000200221, 120898, 210142,  136.2,   0.15,
1000200220, 120898, 210037,  154.1,   0.16,
1000200219, 120898, 205912,  189.9,   0.15,
1000200623, 120998, 090212,    5.9,   0.07,
1000200621, 120998, 090051,   15.7,   0.07,
1000200619, 120998, 085942,   25.7,   0.07,
1000200618, 120998, 085842,   30.2,   0.08,
1000200617, 120998, 085727,   45.8,   0.07,
1000200616, 120998, 085616,   60.0,   0.07,
1000200615, 120998, 085456,   75.6,   0.06,
1000200614, 120998, 085336,   85.6,   0.06,
1000200613, 120998, 085232,   95.8,   0.06,
1000200612, 120998, 085126,  105.6,   0.07,
1000200611, 120998, 085022,  115.0,   0.11,
1000200610, 120998, 084917,  126.3,   0.11,
1000200609, 120998, 084807,  136.7,   0.12,
1000200608, 120998, 084642,  150.9,   0.13,
1000200606, 120998, 084426,  175.5,   0.13,
1010200124, 011299, 191812,   10.3,   0.10,
1010200224, 011299, 220132,    5.4,   0.10,
1010200223, 011299, 215957,   51.0,   0.11,
1010200222, 011299, 215818,  101.5,   0.11,
1010200221, 011299, 215630,  165.7,   0.18,
1010200622, 011399, 095757,    5.2,   0.12,
1010200621, 011399, 095657,   15.0,   0.15,
1010200619, 011399, 095552,   24.9,   0.14,
1010200618, 011399, 095452,   35.8,   0.13,
1010200617, 011399, 095352,   44.9,   0.11,
1010200616, 011399, 095252,   59.5,   0.11,
1010200615, 011399, 095132,   74.6,   0.12,
1010200614, 011399, 095033,   84.8,   0.11,
1010200613, 011399, 094932,   94.9,   0.12,
1010200612, 011399, 094832,  105.4,   0.11,
1010200611, 011399, 094732,  114.4,   0.15,
1010200610, 011399, 094633,  125.6,   0.13,
1010200609, 011399, 094532,  133.6,   0.12,
1010200608, 011399, 094432,  150.0,   0.14,
1010200606, 011399, 094232,  175.6,   0.20,
1010200604, 011399, 094032,  199.7,   0.20,
1020200124, 021799, 221309,    5.7,   0.09,
1020200123, 021799, 221118,   61.3,   0.08,
1020200122, 021799, 220939,  121.7,   0.07,
1020200121, 021799, 220758,  168.8,   0.24,
1020200224, 021899, 034400,    5.9,   0.08,
1020200422, 021899, 092754,    5.1,   0.13,
1020200421, 021899, 092649,   16.1,   0.13,
1020200419, 021899, 092538,   26.1,   0.16,
1020200418, 021899, 092434,   35.2,   0.13,
1020200417, 021899, 092334,   45.5,   0.13,
1020200416, 021899, 092229,   60.9,   0.12,
1020200415, 021899, 092129,   76.1,   0.13,
1020200414, 021899, 092029,   85.9,   0.13,
1020200413, 021899, 091929,   96.7,   0.12,
1020200412, 021899, 091828,  105.6,   0.16,
1020200411, 021899, 091729,  115.9,   0.12,
1020200410, 021899, 091630,  126.0,   0.12,
1020200409, 021899, 091529,  135.5,   0.13,
1020200408, 021899, 091424,  150.8,   0.21,
1020200406, 021899, 091215,  175.6,   0.26,
1030200124, 031699, 162746,   10.4,   0.09,
1030200224, 031699, 200811,    5.4,   0.13,
1030200223, 031699, 200631,   51.6,   0.11,
1030200222, 031699, 200448,   93.4,   0.09,
1030200221, 031699, 200301,  140.5,   0.05,
1030200220, 031699, 200116,  179.9,   0.22,
1030200622, 031799, 080014,    5.3,   0.08,
1030200621, 031799, 075904,   15.7,   0.08,
1030200619, 031799, 075742,   25.7,   0.08,
1030200618, 031799, 075643,   33.8,   0.08,
1030200617, 031799, 075535,   45.4,   0.09,
1030200616, 031799, 075418,   60.7,   0.08,
1030200615, 031799, 075303,   75.3,   0.06,
1030200614, 031799, 075153,   85.8,   0.08,
1030200613, 031799, 075046,   94.1,   0.10,
1030200612, 031799, 074937,  105.5,   0.10,
1030200611, 031799, 074837,  115.1,   0.08,
1030200610, 031799, 074733,  125.6,   0.07,
1030200609, 031799, 074624,  135.8,   0.07,
1030200608, 031799, 074517,  150.6,   0.09,
1030200606, 031799, 074255,  176.3,   0.20,
1040200323, 041399, 201130,    4.7,   0.12,
1040200424, 041399, 224725,    4.8,   0.16,
1040200423, 041399, 224534,   40.5,   0.15,
1040200422, 041399, 224346,   90.0,   0.13,
1040200421, 041399, 224221,  121.8,   0.12,
1040200420, 041399, 224048,  159.4,   0.11,
1040200712, 041499, 070218,    5.3,   0.13,
1040200711, 041499, 065817,  179.9,   0.13,
1040200823, 041499, 095713,    4.7,   0.13,
1040200822, 041499, 095614,   14.9,   0.13,
1040200820, 041499, 095503,   25.1,   0.13,
1040200819, 041499, 095404,   35.4,   0.14,
1040200818, 041499, 095309,   45.3,   0.13,
1040200817, 041499, 095205,   59.0,   0.13,
1040200816, 041499, 095058,   75.1,   0.14,
1040200815, 041499, 094959,   85.0,   0.13,
1040200814, 041499, 094854,   95.4,   0.14,
1040200813, 041499, 094749,  104.2,   0.14,
1040200812, 041499, 094704,  114.2,   0.15,
1040200811, 041499, 094613,  124.0,   0.15,
1040200810, 041499, 094518,  135.6,   0.13,
1040200809, 041499, 094418,  149.4,   0.12,
1040200808, 041499, 094318,  174.5,   0.12,
1040200807, 041499, 094204,  199.1,   0.14,
1050200124, 050999, 171111,   12.7,   0.08,
1050200224, 050999, 200420,    6.7,   0.09,
1050200223, 050999, 200240,   58.6,   0.08,
1050200222, 050999, 200100,  100.6,   0.09,
1050200221, 050999, 195935,  135.1,   0.21,
1050200220, 050999, 195810,  165.6,   0.34,
1050200219, 050999, 195650,  197.4,   0.48,
1050200622, 051099, 080152,    5.3,   0.09,
1050200621, 051099, 080052,   15.1,   0.10,
1050200619, 051099, 075947,   24.6,   0.08,
1050200618, 051099, 075847,   34.9,   0.09,
1050200617, 051099, 075746,   44.8,   0.08,
1050200616, 051099, 075646,   59.7,   0.08,
1050200615, 051099, 075546,   75.7,   0.09,
1050200614, 051099, 075446,   85.8,   0.08,
1050200613, 051099, 075347,   95.3,   0.07,
1050200612, 051099, 075247,  104.6,   0.08,
1050200611, 051099, 075146,  114.7,   0.08,
1050200610, 051099, 075047,  124.9,   0.09,
1050200609, 051099, 074946,  135.2,   0.16,
1050200608, 051099, 074842,  150.1,   0.21,
1050200606, 051099, 074632,  177.2,   0.35,
1050200604, 051099, 074432,  197.8,   0.44,
1060200124, 071399, 150140,    4.9,   0.15,
1060200123, 071399, 145950,   55.2,   0.11,
1060200122, 071399, 145750,  116.1,   0.08,
1060200121, 071399, 145606,  167.9,   0.09,
1060200224, 071399, 202445,    5.2,   0.09,
1060200223, 071399, 202039,  195.9,   0.08,
1060200622, 071499, 080210,    4.3,   0.11,
1060200621, 071499, 080045,   14.6,   0.11,
1060200619, 071499, 075921,   24.7,   0.11,
1060200618, 071499, 075810,   33.8,   0.11,
1060200617, 071499, 075640,   44.4,   0.10,
1060200616, 071499, 075530,   59.4,   0.10,
1060200615, 071499, 075415,   73.9,   0.11,
1060200614, 071499, 075310,   84.0,   0.11,
1060200613, 071499, 075151,   95.0,   0.11,
1060200612, 071499, 075030,  104.6,   0.11,
1060200611, 071499, 074920,  113.8,   0.13,
1060200610, 071499, 074820,  124.2,   0.13,
1060200609, 071499, 074730,  134.3,   0.14,
1060200608, 071499, 074620,  149.5,   0.11,
1060200606, 071499, 074420,  174.2,   0.08,
1070200424, 081399, 182051,    4.6,   0.07,
1070200524, 081399, 212915,    4.5,   0.07,
1070200523, 081399, 212807,   19.3,   0.07,
1070200522, 081399, 212639,   59.2,   0.09,
1070200521, 081399, 212546,   64.4,   0.10,
1070200520, 081399, 212546,   99.4,   0.14,
1070200518, 081399, 212118,  196.3,   0.43,
1070200922, 081499, 075717,    4.6,   0.07,
1070200921, 081499, 075613,   14.0,   0.06,
1070200919, 081499, 075501,   25.0,   0.06,
1070200918, 081499, 075358,   34.6,   0.06,
1070200917, 081499, 075257,   44.4,   0.06,
1070200916, 081499, 075142,   60.0,   0.11,
1070200915, 081499, 075021,   75.0,   0.12,
1070200914, 081499, 074925,   84.2,   0.13,
1070200913, 081499, 074824,   94.7,   0.13,
1070200912, 081499, 074720,  104.7,   0.16,
1070200911, 081499, 074621,  114.6,   0.23,
1070200910, 081499, 074523,  124.5,   0.20,
1070200909, 081499, 074423,  134.6,   0.28,
1070200908, 081499, 074313,  149.7,   0.38,
1070200906, 081499, 074102,  174.6,   0.38,
1080200124, 101499, 172856,    4.8,   0.09,
1080200224, 101499, 210135,    4.3,   0.09,
1080200223, 101499, 210010,   39.3,   0.13,
1080200222, 101499, 205845,   79.8,   0.14,
1080200221, 101499, 205735,   98.9,   0.10,
1080200220, 101499, 205610,  137.0,   0.17,
1080200219, 101499, 205425,  195.7,   0.21,
1080200622, 101599, 085501,    5.0,   0.09,
1080200621, 101599, 085356,   15.1,   0.10,
1080200619, 101599, 085241,   24.6,   0.09,
1080200618, 101599, 085141,   34.9,   0.10,
1080200617, 101599, 085041,   44.2,   0.09,
1080200616, 101599, 084931,   59.4,   0.10,
1080200615, 101599, 084832,   74.1,   0.09,
1080200614, 101599, 084727,   84.5,   0.10,
1080200613, 101599, 084632,   94.5,   0.07,
1080200612, 101599, 084527,  105.3,   0.11,
1080200611, 101599, 084427,  114.5,   0.07,
1080200610, 101599, 084321,  123.8,   0.08,
1080200609, 101599, 084227,  134.2,   0.14,
1080200608, 101599, 084126,  149.7,   0.19,
1080200606, 101599, 083926,  174.9,   0.21,
1080200604, 101599, 083731,  200.0,   0.22,
1090200124, 110899, 165424,    4.8,   0.08,
1090200224, 110899, 194606,    4.3,   0.04,
1090200223, 110899, 194526,    9.1,   0.03,
1090200222, 110899, 194336,   78.4,   0.04,
1090200221, 110899, 194236,   93.8,   0.05,
1090200220, 110899, 194126,  115.6,   0.10,
1090200219, 110899, 194007,  165.2,   0.19,
1090200218, 110899, 193854,  191.9,   0.27,
1090200622, 110999, 065637,    5.3,   0.04,
1090200621, 110999, 065541,   14.9,   0.04,
1090200619, 110999, 065436,   25.3,   0.04,
1090200618, 110999, 065341,   35.0,   0.03,
1090200617, 110999, 065246,   45.1,   0.02,
1090200616, 110999, 065146,   60.1,   0.03,
1090200615, 110999, 065047,   74.9,   0.03,
1090200614, 110999, 064951,   84.4,   0.02,
1090200613, 110999, 064852,   94.5,   0.07,
1090200612, 110999, 064752,  104.1,   0.10,
1090200611, 110999, 064651,  114.5,   0.14,
1090200610, 110999, 064551,  124.4,   0.17,
1090200609, 110999, 064456,  135.0,   0.17,
1090200608, 110999, 064356,  150.1,   0.15,
1090200606, 110999, 064156,  174.7,   0.21,
1090200604, 110999, 063951,  199.5,   0.28,
1100200124, 121499, 171515,    4.4,   0.15,
1100200224, 121499, 200038,    3.9,   0.09,
1100200223, 121499, 195908,   44.8,   0.14,
1100200222, 121499, 195739,   89.7,   0.10,
1100200221, 121499, 195618,  125.0,   0.18,
1100200220, 121499, 195443,  171.0,   0.25,
1100200219, 121499, 195333,  200.0,   0.29,
1100200623, 121599, 075536,    4.6,   0.10,
1100200621, 121599, 075436,   14.9,   0.10,
1100200619, 121599, 075335,   24.3,   0.10,
1100200618, 121599, 075241,   34.5,   0.10,
1100200617, 121599, 075146,   44.8,   0.10,
1100200616, 121599, 075046,   59.6,   0.10,
1100200615, 121599, 074945,   74.5,   0.10,
1100200614, 121599, 074851,   84.3,   0.10,
1100200613, 121599, 074801,   93.8,   0.10,
1100200612, 121599, 074705,  104.6,   0.14,
1100200611, 121599, 074616,  114.3,   0.17,
1100200610, 121599, 074516,  124.8,   0.18,
1100200609, 121599, 074421,  135.3,   0.20,
1100200608, 121599, 074316,  149.6,   0.22,
1100200606, 121599, 074116,  174.6,   0.26,
1110200124, 020200, 161837,    5.0,   0.11,
1110200224, 020200, 190011,    4.7,   0.11,
1110200223, 020200, 185842,   49.6,   0.09,
1110200222, 020200, 185706,  110.6,   0.12,
1110200221, 020200, 185542,  148.3,   0.25,
1110200220, 020200, 185437,  179.7,   0.33,
1110200517, 020300, 040025,    4.2,   0.12,
1110200516, 020300, 035823,   59.0,   0.08,
1110200622, 020300, 070624,    4.4,   0.10,
1110200621, 020300, 070456,   14.3,   0.10,
1110200619, 020300, 070322,   24.6,   0.13,
1110200618, 020300, 070159,   34.7,   0.12,
1110200617, 020300, 070044,   44.7,   0.09,
1110200616, 020300, 065913,   59.7,   0.08,
1110200615, 020300, 065732,   74.7,   0.08,
1110200612, 020300, 065325,  104.5,   0.07,
1110200610, 020300, 065035,  124.3,   0.12,
1110200608, 020300, 064738,  150.1,   0.19,
1110200606, 020300, 064439,  175.2,   0.24,
1120200124, 022900, 162102,    5.0,   0.12,
1120200222, 022900, 185512,   97.8,   0.15,
1120200221, 022900, 185347,  149.1,   0.20,
1120200220, 022900, 185231,  178.9,   0.21,
1120200722, 030100, 065558,    4.5,   0.12,
1120200721, 030100, 065459,   15.3,   0.13,
1120200719, 030100, 065349,   25.1,   0.12,
1120200718, 030100, 065243,   34.3,   0.11,
1120200717, 030100, 065139,   45.7,   0.13,
1120200715, 030100, 064934,   75.6,   0.10,
1120200714, 030100, 064834,   83.3,   0.08,
1120200713, 030100, 064734,   95.3,   0.11,
1120200712, 030100, 064629,  105.5,   0.13,
1120200711, 030100, 064534,  113.8,   0.14,
1120200710, 030100, 064434,  124.0,   0.20,
1120200709, 030100, 064334,  135.0,   0.15,
1120200708, 030100, 064234,  148.6,   0.15,
1120200706, 030100, 064009,  174.5,   0.23,
1130200224, 032800, 200333,    4.4,   0.12,
1130200223, 032800, 200118,   45.2,   0.09,
1130200222, 032800, 195944,   89.6,   0.07,
1130200221, 032800, 195808,  124.5,   0.11,
1130200220, 032800, 195633,  170.0,   0.22,
1130200219, 032800, 195508,  199.4,   0.23,
1130200522, 032900, 045650,    4.2,   0.08,
