botid, date, time, press, phos, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1130200521, 032900, 045400,  100.2,   0.06,
1130200622, 032900, 075439,    4.6,   0.10,
1130200621, 032900, 075340,   14.3,   0.07,
1130200619, 032900, 075231,   23.5,   0.07,
1130200618, 032900, 075130,   33.8,   0.10,
1130200617, 032900, 075031,   44.7,   0.07,
1130200616, 032900, 074929,   59.7,   0.07,
1130200615, 032900, 074821,   74.2,   0.05,
1130200614, 032900, 074723,   84.3,   0.09,
1130200613, 032900, 074625,   93.5,   0.05,
1130200611, 032900, 074423,  115.1,   0.04,
1130200610, 032900, 074321,  125.2,   0.10,
1130200609, 032900, 074223,  134.0,   0.11,
1130200608, 032900, 074121,  149.3,   0.20,
1130200606, 032900, 073923,  174.8,   0.22,
1140200124, 042500, 171551,    4.4,   0.09,
1140200224, 042500, 195959,    5.2,   0.15,
1140200223, 042500, 195720,   45.0,   0.13,
1140200221, 042500, 195404,  140.1,   0.20,
1140200622, 042600, 075937,    4.9,   0.09,
1140200621, 042600, 075829,   14.9,   0.09,
1140200619, 042600, 075709,   25.0,   0.10,
1140200617, 042600, 075502,   44.7,   0.13,
1140200616, 042600, 075347,   60.7,   0.10,
1140200615, 042600, 075153,   75.0,   0.11,
1140200614, 042600, 075049,   83.9,   0.10,
1140200613, 042600, 074944,   94.8,   0.11,
1140200612, 042600, 074843,  104.0,   0.11,
1140200611, 042600, 074739,  114.2,   0.08,
1140200610, 042600, 074633,  124.6,   0.13,
1140200609, 042600, 074532,  134.7,   0.13,
1140200608, 042600, 074423,  149.3,   0.15,
1140200606, 042600, 074216,  174.2,   0.24,
1150200124, 052300, 171454,    5.0,   0.08,
1150200224, 052300, 195823,   33.3,   0.06,
1150200223, 052300, 195708,   59.0,   0.05,
1150200222, 052300, 195603,   75.8,   0.02,
1150200221, 052300, 195418,  124.6,   0.06,
1150200220, 052300, 195309,  159.9,   0.13,
1150200624, 052400, 075836,    4.9,   0.11,
1150200619, 052400, 075449,   35.0,   0.10,
1150200617, 052400, 075335,   45.3,   0.10,
1150200616, 052400, 075224,   59.8,   0.08,
1150200615, 052400, 075120,   74.1,   0.07,
1150200614, 052400, 075018,   84.9,   0.05,
1150200613, 052400, 074918,   94.8,   0.11,
1150200612, 052400, 074814,  104.2,   0.08,
1150200611, 052400, 074713,  114.0,   0.09,
1150200610, 052400, 074605,  124.2,   0.09,
1150200609, 052400, 074506,  134.3,   0.09,
1150200608, 052400, 074357,  150.2,   0.15,
1150200606, 052400, 074150,  175.1,   0.21,
1150200604, 052400, 073930,  199.4,   0.23,
1160200224, 062000, 170506,    5.1,   0.07,
1160200324, 062000, 195610,    4.7,   0.09,
1160200323, 062000, 195441,   51.3,   0.04,
1160200322, 062000, 195340,   74.4,   0.05,
1160200321, 062000, 195210,  123.6,   0.06,
1160200320, 062000, 195030,  175.4,   0.19,
1160200319, 062000, 194930,  194.7,   0.23,
1160200722, 062100, 080017,    4.6,   0.08,
1160200721, 062100, 075852,   14.4,   0.08,
1160200719, 062100, 075731,   24.7,   0.07,
1160200718, 062100, 075628,   34.3,   0.07,
1160200717, 062100, 075526,   44.4,   0.10,
1160200715, 062100, 075255,   74.8,   0.04,
1160200714, 062100, 075137,   84.8,   0.05,
1160200713, 062100, 075032,   94.4,   0.09,
1160200712, 062100, 074927,  104.1,   0.06,
1160200711, 062100, 074822,  115.0,   0.05,
1160200710, 062100, 074717,  124.9,   0.05,
1160200709, 062100, 074612,  134.4,   0.06,
1160200708, 062100, 074507,  149.8,   0.13,
1160200706, 062100, 074307,  174.5,   0.21,
1170200124, 072500, 171937,    5.0,   0.03,
1170200224, 072500, 201335,    4.1,   0.07,
1170200223, 072500, 201115,   46.8,   0.07,
1170200222, 072500, 200946,   69.6,   0.07,
1170200221, 072500, 200736,  115.3,   0.08,
1170200220, 072500, 200534,  169.4,   0.21,
1170200522, 072600, 080738,    4.5,   0.04,
1170200521, 072600, 080604,   14.4,   0.05,
1170200519, 072600, 080434,   23.4,   0.04,
1170200518, 072600, 080320,   34.3,   0.04,
1170200517, 072600, 080206,   45.0,   0.04,
1170200516, 072600, 080040,   59.1,   0.04,
1170200515, 072600, 075924,   75.1,   0.03,
1170200514, 072600, 075804,   85.3,   0.03,
1170200513, 072600, 075650,   94.7,   0.02,
1170200512, 072600, 075532,  106.0,   0.04,
1170200511, 072600, 075242,  114.1,   0.04,
1170200510, 072600, 075132,  124.4,   0.06,
1170200509, 072600, 075024,  134.0,   0.08,
1170200508, 072600, 074908,  150.1,   0.16,
1170200506, 072600, 074648,  174.7,   0.21,
1170200504, 072600, 074422,  199.6,   0.32,
1180200224, 082200, 164423,    5.9,   0.03,
1180200324, 082200, 194603,    1.9,   0.05,
1180200323, 082200, 194522,    2.4,   0.08,
1180200322, 082200, 194345,    9.9,   0.05,
1180200321, 082200, 194157,   44.2,   0.05,
1180200320, 082200, 194015,   82.0,   0.07,
1180200319, 082200, 193910,   89.8,   0.07,
1180200318, 082200, 193744,  117.9,   0.07,
1180200317, 082200, 193628,  134.5,   0.09,
1180200316, 082200, 193434,  192.0,   0.22,
1180200617, 082300, 041450,    5.1,   0.07,
1180200616, 082300, 041157,   91.4,   0.07,
1180200722, 082300, 065625,    5.0,   0.05,
1180200721, 082300, 065521,   15.2,   0.05,
1180200719, 082300, 065409,   24.9,   0.06,
1180200718, 082300, 065312,   34.7,   0.05,
1180200717, 082300, 065214,   44.9,   0.06,
1180200716, 082300, 065114,   60.0,   0.08,
1180200715, 082300, 065010,   73.9,   0.08,
1180200714, 082300, 064905,   85.1,   0.07,
1180200713, 082300, 064758,   94.7,   0.08,
1180200712, 082300, 064652,  105.3,   0.10,
1180200711, 082300, 064548,  114.8,   0.10,
1180200710, 082300, 064447,  126.0,   0.13,
1180200709, 082300, 064347,  134.9,   0.14,
1180200708, 082300, 064238,  149.0,   0.16,
1180200707, 082300, 064133,  159.5,   0.17,
1180200706, 082300, 064031,  173.9,   0.21,
1180200705, 082300, 063931,  185.4,   0.24,
1190200224, 101700, 191509,    3.9,   0.06,
1190200324, 101700, 220439,    9.8,   0.05,
1190200323, 101700, 220248,   72.3,   0.04,
1190200322, 101700, 220148,   89.4,   0.04,
1190200321, 101700, 220028,  114.3,   0.06,
1190200320, 101700, 215903,  154.3,   0.10,
1190200720, 101800, 100516,    4.9,   0.09,
1190200717, 101800, 100235,   24.9,   0.11,
1190200715, 101800, 100010,   44.7,   0.09,
1190200713, 101800, 095723,   75.0,   0.07,
1190200711, 101800, 095449,   99.7,   0.08,
1190200709, 101800, 095203,  126.0,   0.10,
1190200707, 101800, 094927,  151.3,   0.15,
1190200705, 101800, 094641,  174.7,   0.18,
1200200224, 112900, 182444,    5.1,   0.09,
1200200324, 112900, 215607,    4.9,   0.10,
1200200323, 112900, 215447,   50.4,   0.09,
1200200322, 112900, 215317,   99.3,   0.11,
1200200321, 112900, 215218,  124.5,   0.17,
1200200320, 112900, 215038,  192.5,   0.24,
1200200622, 113000, 065955,    4.6,   0.12,
1200200620, 113000, 065832,   14.8,   0.12,
1200200619, 113000, 065718,   25.2,   0.11,
1200200617, 113000, 065551,   35.0,   0.11,
1200200616, 113000, 065443,   44.8,   0.11,
1200200615, 113000, 065329,   60.1,   0.10,
1200200614, 113000, 065213,   74.5,   0.09,
1200200612, 113000, 064949,   99.6,   0.08,
1200200610, 113000, 064717,  125.1,   0.12,
1200200609, 113000, 064555,  150.1,   0.15,
1200200607, 113000, 064330,  174.6,   0.18,
1210200224, 121900, 161747,    4.7,   0.08,
1210200324, 121900, 190856,    3.9,   0.13,
1210200323, 121900, 190725,   49.6,   0.11,
1210200322, 121900, 190540,  104.1,   0.06,
1210200321, 121900, 190425,  126.7,   0.08,
1210200320, 121900, 190235,  179.9,   0.20,
1210200818, 122000, 095546,    4.6,   0.12,
1210200817, 122000, 095443,   15.1,   0.12,
1210200815, 122000, 095324,   23.9,   0.13,
1210200814, 122000, 095219,   34.5,   0.12,
1210200813, 122000, 095118,   45.3,   0.12,
1210200812, 122000, 095013,   58.9,   0.12,
1210200811, 122000, 094904,   72.8,   0.11,
1210200809, 122000, 094637,   99.3,   0.07,
1210200807, 122000, 094412,  122.2,   0.08,
1210200806, 122000, 094226,  150.4,   0.10,
1210200804, 122000, 094022,  172.3,   0.15,
1210200803, 122000, 093908,  199.6,   0.18,
1220200124, 011601, 162944,    4.1,   0.11,
1220200224, 011601, 190556,    3.4,   0.11,
1220200223, 011601, 190407,   48.3,   0.12,
1220200222, 011601, 190217,   99.0,   0.05,
1220200221, 011601, 190047,  148.9,   0.12,
1220200618, 011701, 064943,    4.2,   0.12,
1220200617, 011701, 064842,   13.6,   0.13,
1220200615, 011701, 064734,   23.3,   0.12,
1220200614, 011701, 064641,   33.7,   0.12,
1220200613, 011701, 064552,   43.2,   0.12,
1220200612, 011701, 064456,   58.1,   0.12,
1220200611, 011701, 064400,   74.1,   0.12,
1220200609, 011701, 064212,   98.4,   0.10,
1220200607, 011701, 064020,  124.1,   0.09,
1220200606, 011701, 063909,  148.5,   0.08,
1220200604, 011701, 063714,  172.8,   0.18,
1220200603, 011701, 063600,  198.9,   0.22,
1230200224, 021401, 042149,    4.3,   0.07,
1230200319, 021501, 031618,    4.2,   0.07,
1230200318, 021501, 031510,   13.9,   0.07,
1230200316, 021501, 031356,   25.0,   0.06,
1230200315, 021501, 031300,   33.8,   0.07,
1230200314, 021501, 031205,   43.9,   0.06,
1230200313, 021501, 031110,   59.5,   0.07,
1230200312, 021501, 031005,   73.8,   0.05,
1230200310, 021501, 030705,   99.1,   0.07,
1230200308, 021501, 030440,  123.2,   0.14,
1230200307, 021501, 030310,  151.3,   0.20,
1230200305, 021501, 030040,  173.8,   0.22,
1230200304, 021501, 025905,  198.4,   0.35,
1230200724, 021501, 180935,    4.1,   0.06,
1230200723, 021501, 180752,   48.0,   0.06,
1230200722, 021501, 180634,   88.0,   0.06,
1230200721, 021501, 180537,   99.3,   0.08,
1230200720, 021501, 180359,  151.6,   0.17,
1240200121, 032101, 013848,    4.1,   0.07,
1240200120, 032101, 013741,   11.9,   0.08,
1240200118, 032101, 013603,   20.2,   0.07,
1240200117, 032101, 013452,   33.8,   0.08,
1240200116, 032101, 013343,   44.2,   0.08,
1240200115, 032101, 013226,   58.9,   0.06,
1240200114, 032101, 013101,   73.4,   0.05,
1240200112, 032101, 012748,   98.6,   0.04,
1240200110, 032101, 012520,  124.6,   0.08,
1240200109, 032101, 012354,  148.5,   0.21,
1240200107, 032101, 012155,  164.2,   0.23,
1240200105, 032101, 011925,  174.0,   0.20,
1240200224, 032101, 070254,    4.1,   0.13,
1240200324, 032101, 100227,    2.9,   0.14,
1240200323, 032101, 100018,   73.3,   0.07,
1240200322, 032101, 095856,   98.6,   0.06,
1240200320, 032101, 095612,  147.6,   0.18,
1240200319, 032101, 095434,  198.6,   0.22,
1240201524, 032301, 014946,    4.0,   0.09,
1240201624, 032301, 043103,    3.8,   0.11,
1240201623, 032301, 042917,   23.6,   0.11,
1240201622, 032301, 042620,   98.8,   0.06,
1240201621, 032301, 042425,  123.9,   0.03,
1240201620, 032301, 042306,  134.1,   0.04,
1240201619, 032301, 042136,  149.4,   0.09,
1240201617, 032301, 041842,  183.4,   0.20,
1250200124, 041701, 154536,    3.7,   0.12,
1250200224, 041701, 190558,    3.7,   0.08,
1250200223, 041701, 190416,   44.3,   0.06,
1250200222, 041701, 190240,   78.4,   0.07,
1250200221, 041701, 190056,  128.1,   0.03,
1250200220, 041701, 185929,  163.2,   0.09,
1250200615, 041801, 065520,   33.8,   0.10,
1250200614, 041801, 065425,   43.9,   0.10,
1250200613, 041801, 065325,   59.3,   0.09,
1250200611, 041801, 065125,   83.8,   0.09,
1250200609, 041801, 064910,  114.0,   0.08,
1250200607, 041801, 064550,  148.2,   0.07,
1250200606, 041801, 064445,  163.4,   0.10,
1250200604, 041801, 064235,  199.5,   0.16,
1260200124, 051601, 152308,    4.8,   0.14,
1260200223, 051601, 190256,    8.9,   0.11,
1260200222, 051601, 190206,   19.5,   0.09,
1260200221, 051601, 190046,   59.1,   0.05,
1260200220, 051601, 185916,  104.4,   0.05,
1260200219, 051601, 185812,  124.2,   0.06,
1260200218, 051601, 185651,  169.6,   0.27,
1260200618, 051701, 065602,    4.8,   0.09,
1260200617, 051701, 065450,   14.7,   0.06,
1260200615, 051701, 065327,   24.9,   0.07,
1260200614, 051701, 065224,   34.2,   0.05,
1260200613, 051701, 065113,   44.6,   0.02,
1260200612, 051701, 064956,   60.0,   0.02,
1260200611, 051701, 064810,   75.0,   0.05,
1260200609, 051701, 064542,   99.3,   0.02,
1260200607, 051701, 064310,  124.4,   0.11,
1260200606, 051701, 064144,  149.8,   0.21,
1260200604, 051701, 063905,  175.2,   0.28,
1270200124, 061301, 163906,    4.0,   0.04,
1270200224, 061301, 201621,    3.6,   0.04,
1270200223, 061301, 201436,   49.0,   0.02,
1270200222, 061301, 201238,  103.5,   0.03,
1270200221, 061301, 201101,  138.5,   0.05,
1270200220, 061301, 200921,  178.8,   0.11,
1280201324, 071201, 122559,    4.1,   0.03,
1280201424, 071201, 183530,    3.9,   0.04,
1280201423, 071201, 183358,   34.3,   0.05,
1280201422, 071201, 183233,   58.6,   0.03,
1280201421, 071201, 183053,   95.1,   0.02,
1280201420, 071201, 182926,  124.2,   0.02,
1280201419, 071201, 182721,  178.4,   0.19,
1290201524, 080901, 065959,    5.2,   0.03,
1290201523, 080901, 065841,   29.5,   0.02,
1290201522, 080901, 065714,   60.8,   0.04,
1290201521, 080901, 065608,   74.5,   0.05,
1290201520, 080901, 065508,   82.6,   0.05,
1290201519, 080901, 065339,  118.0,   0.09,
1290201518, 080901, 065154,  159.5,   0.20,
1290201517, 080901, 065019,  198.6,   0.27,
1290201624, 080901, 122257,    5.0,   0.03,
1300200124, 100101, 160824,    5.1,   0.02,
1300200224, 100101, 190757,    5.4,   0.02,
1300200223, 100101, 190623,   53.7,   0.03,
1300200222, 100101, 190518,   72.3,   0.01,
1300200221, 100101, 190402,   98.9,   0.02,
1300200220, 100101, 190258,  125.3,   0.03,
1300200219, 100101, 190133,  167.4,   0.12,
1310200124, 102201, 163505,    4.6,   0.03,
1310200224, 102201, 190634,    4.4,   0.04,
1310200223, 102201, 190444,   64.9,   0.04,
1310200222, 102201, 190323,   92.6,   0.05,
1320200124, 111601, 153219,    4.2,   0.04,
1320200224, 111601, 191215,    3.7,   0.03,
1320200223, 111601, 191120,    8.9,   0.01,
1320200222, 111601, 191005,   33.9,   0.01,
1320200221, 111601, 190855,   59.6,   0.01,
1320200220, 111601, 190727,   95.9,   0.02,
1320200219, 111601, 190629,   98.6,   0.02,
1320200218, 111601, 190524,  108.7,   0.03,
1320200217, 111601, 190425,  123.3,   0.03,
1330200524, 121501, 181720,    4.8,   0.01,
1330200523, 121501, 181515,   50.2,   0.04,
1330200522, 121501, 181315,   92.3,   0.01,
1330200521, 121501, 181145,  114.5,   0.06,
1330200520, 121501, 180950,  167.1,   0.07,
1330200624, 121501, 225259,    4.4,   0.01,
1340200124, 011502, 162805,    4.7,   0.02,
1340200224, 011502, 190235,    4.0,   0.03,
1340200223, 011502, 190024,   48.2,   0.03,
1340200222, 011502, 185849,   98.6,   0.04,
1340200221, 011502, 185709,  142.8,   0.04,
1340200220, 011502, 185529,  189.8,   0.09,
1350200124, 022002, 153356,    4.8,   0.02,
1350200224, 022002, 190540,    3.9,   0.04,
1350200223, 022002, 190410,   24.3,   0.03,
1350200222, 022002, 190240,   44.0,   0.05,
1350200221, 022002, 190110,   75.2,   0.05,
1350200220, 022002, 185939,  115.0,   0.10,
1350200219, 022002, 185825,  125.7,   0.06,
1360200224, 031202, 161359,    4.8,   0.03,
1360200324, 031202, 190054,   24.7,   0.03,
1360200323, 031202, 185924,   74.6,   0.03,
1360200322, 031202, 185804,  109.7,   0.02,
1360200321, 031202, 185634,  150.1,   0.04,
1360200320, 031202, 185524,  178.8,   0.05,
1370200124, 052002, 162052,    4.5,   0.03,
1370200224, 052002, 191122,    4.0,   0.03,
1370200223, 052002, 190941,   38.5,   0.06,
1370200222, 052002, 190831,   49.2,   0.04,
1380200124, 062902, 165410,   27.2,   0.02,
1380200224, 062902, 195714,    4.4,   0.02,
1380200223, 062902, 195532,   55.3,   0.05,
1380200222, 062902, 195431,   69.2,   0.06,
1380200221, 062902, 195254,  109.0,   0.07,
1380200220, 062902, 195124,  144.1,   0.08,
1390200124, 082702, 165654,    5.6,   0.10,
1390200224, 082702, 201252,    4.8,   0.05,
1390200223, 082702, 201122,   24.9,   0.04,
1390200222, 082702, 200907,   68.1,   0.03,
1390200221, 082702, 200747,   84.2,   0.02,
1390200220, 082702, 200632,   99.7,   0.03,
1400200124, 100602, 163254,    4.4,   0.04,
1400200224, 100602, 191358,    9.7,   0.04,
1400200223, 100602, 191218,   66.1,   0.03,
1400200222, 100602, 191123,   84.6,   0.03,
1400200221, 100602, 191009,  124.6,   0.03,
1410200124, 110302, 153904,    5.1,   0.01,
1410200224, 110302, 192303,   15.0,   0.03,
1410200223, 110302, 192018,   73.8,   0.03,
1410200222, 110302, 191913,   81.6,   0.01,
1410200221, 110302, 191723,  110.8,   0.05,
1420200124, 112402, 162847,    9.5,   0.02,
1420200224, 112402, 202439,    8.8,   0.01,
1420200223, 112402, 202304,   51.4,   0.02,
1420200222, 112402, 202104,   96.5,   0.02,
1430200124, 121802, 151809,    4.8,   0.02,
1430200224, 121802, 190754,   10.4,   0.02,
1430200223, 121802, 190503,   54.3,   0.03,
1430200222, 121802, 190323,  102.8,   0.09,
1430200221, 121802, 190203,  124.8,   0.14,
1430200220, 121802, 190013,  173.9,   0.28,
1440200124, 011603, 190241,    4.1,   0.02,
1440200224, 011603, 221110,    4.9,   0.02,
1440200223, 011603, 220950,   38.1,   0.02,
1440200222, 011603, 220835,   71.1,   0.02,
1440200221, 011603, 220716,  105.0,   0.02,
1440200220, 011603, 220610,  138.3,   0.05,
1440200219, 011603, 220350,  180.9,   0.13,
1450200124, 022503, 153217,    4.9,   0.01,
1450200224, 022503, 190405,    3.9,   0.01,
1450200223, 022503, 190234,   40.4,   0.02,
1450200222, 022503, 190040,   74.1,   0.03,
1450200221, 022503, 185920,  101.2,   0.04,
1450200220, 022503, 185726,  164.7,   0.08,
1450200219, 022503, 185555,  198.5,   0.18,
1460200124, 032803, 160331,    7.5,   0.04,
1460200224, 032803, 202330,    3.6,   0.04,
1460200223, 032803, 202059,   59.4,   0.04,
1460200222, 032803, 201844,  114.6,   0.04,
1460200221, 032803, 201713,  148.7,   0.08,
1460200220, 032803, 201529,  185.7,   0.11,
1470200124, 042303, 164801,    3.9,   0.03,
1470200224, 042303, 193735,    4.1,   0.03,
1470200223, 042303, 193550,   57.9,   0.06,
1470200222, 042303, 193445,   83.5,   0.07,
1470200219, 042303, 193045,  197.8,   0.41,
1480200124, 052003, 171415,    4.3,   0.03,
1480200224, 052003, 195855,    4.1,   0.05,
1480200223, 052003, 195740,   33.7,   0.06,
1480200222, 052003, 195610,   76.9,   0.03,
1480200221, 052003, 195456,  112.3,   0.03,
1490200124, 061903, 153155,    5.0,   0.03,
1490200224, 061903, 191808,    4.7,   0.04,
1490200223, 061903, 191643,   43.5,   0.03,
1490200222, 061903, 191524,   67.1,   0.02,
1490200221, 061903, 191353,  104.9,   0.02,
1490200220, 061903, 191223,  139.9,   0.02,
1490200219, 061903, 191108,  172.5,   0.02,
1500200124, 071903, 162140,    4.5,   0.03,
1500200224, 071903, 193108,    5.2,   0.02,
1500200223, 071903, 192953,   39.1,   0.02,
1500200222, 071903, 192838,   75.1,   0.02,
1500200221, 071903, 192733,  104.9,   0.03,
1510200124, 082003, 161250,    4.8,   0.02,
1510200224, 082003, 185734,    5.3,   0.04,
1510200223, 082003, 185609,   43.0,   0.04,
1510200222, 082003, 185449,   82.6,   0.02,
1510200221, 082003, 185339,  109.3,   0.05,
1510200220, 082003, 185218,  142.1,   0.05,
1520200124, 101403, 155658,    4.9,   0.02,
1520200224, 101403, 192111,    5.8,   0.02,
1520200223, 101403, 191941,   47.8,   0.03,
1520200222, 101403, 191747,   88.4,   0.03,
1520200221, 101403, 191611,  128.3,   0.01,
1520200220, 101403, 191446,  176.4,   0.03,
1530200124, 110903, 143528,    5.3,   0.08,
1530200224, 110903, 192309,    5.0,   0.01,
1530200223, 110903, 192142,   41.8,   0.02,
1530200222, 110903, 191939,   79.0,   0.01,
1530200221, 110903, 191824,   93.7,   0.01,
1530200220, 110903, 191709,  108.2,   0.02,
1540200124, 121903, 181347,    4.7,   0.01,
1540200224, 121903, 222830,    4.1,   0.01,
1540200223, 121903, 222605,   24.5,   0.00,
1540200222, 121903, 222424,   61.2,   0.00,
1540200221, 121903, 222256,   95.2,   0.01,
1550200124, 012104, 151905,    4.2,   0.00,
1550200224, 012104, 190104,    4.1,   0.01,
1550200223, 012104, 185924,   54.1,   0.00,
1550200222, 012104, 185754,  102.0,   0.01,
1550200221, 012104, 185624,  146.7,   0.03,
1560200124, 022404, 153604,    4.8,   0.02,
1560200224, 022404, 190408,    3.8,   0.02,
1560200223, 022404, 190253,   26.7,   0.07,
1560200222, 022404, 190118,   73.4,   0.06,
1560200221, 022404, 185953,  117.4,   0.01,
1570200124, 031904, 155915,    8.4,   0.01,
1570200224, 031904, 191938,    4.5,   0.01,
1570200223, 031904, 191332,   64.1,   0.08,
1570200222, 031904, 191051,  124.7,   0.04,
1580200124, 042004, 162955,    4.3,   0.01,
1580200224, 042004, 190009,    3.7,   0.10,
1580200223, 042004, 185814,   57.0,   0.04,
1580200222, 042004, 185639,  109.9,   0.08,
1580200221, 042004, 185454,  154.6,   0.04,
1590200124, 051804, 151756,    4.4,   0.00,
1590200224, 051804, 185949,    4.1,   0.10,
1590200223, 051804, 185804,   47.1,   0.08,
1590200222, 051804, 185644,   74.0,   0.08,
1600200224, 061504, 160105,    4.4,   0.03,
1600200324, 061504, 192659,    4.7,   0.02,
1600200323, 061504, 192509,   62.5,   0.09,
1600200322, 061504, 192339,  111.4,   0.08,
1600200321, 061504, 192224,  146.9,   0.12,
1610200224, 071304, 223603,    4.9,   0.01,
1610200222, 071304, 223233,   95.9,   0.08,
1610200221, 071304, 223038,  149.9,   0.10,
1610200220, 071304, 222854,  198.5,   0.20,
1610200322, 071404, 002513,    4.9,   0.01,
1610200319, 071404, 002333,   25.1,   0.01,
1610200317, 071404, 002158,   43.4,   0.02,
1610200315, 071404, 002038,   60.0,   0.02,
1610200314, 071404, 001933,   74.4,   0.00,
1610200311, 071404, 001703,   99.7,   0.00,
1610200308, 071404, 001452,  125.1,   0.01,
1610200305, 071404, 001242,  149.8,   0.01,
1610200303, 071404, 001113,  174.8,   0.03,
1610200301, 071404, 000922,  200.0,   0.06,
1620200224, 081504, 163019,    4.7,   0.01,
1620200324, 081504, 194734,    4.7,   0.03,
1620200323, 081504, 194553,   50.5,   0.00,
1620200322, 081504, 194429,   86.7,   0.01,
1620200321, 081504, 194314,  118.6,   0.00,
1620200320, 081504, 194204,  150.7,   0.04,
1630200224, 092804, 161734,    7.4,   0.02,
1630200324, 092804, 200553,    4.9,   0.02,
1630200323, 092804, 200333,   50.7,   0.02,
1630200322, 092804, 200223,   61.4,   0.03,
1630200321, 092804, 200103,   82.3,   0.02,
1630200320, 092804, 195913,  121.1,   0.02,
1630200319, 092804, 195723,  167.6,   0.21,
1640200224, 103004, 184424,    4.8,   0.01,
1640200324, 103004, 221753,    4.6,   0.01,
1640200323, 103004, 221528,   64.6,   0.01,
1640200322, 103004, 221348,   92.7,   0.02,
1650200224, 112704, 163254,    4.8,   0.02,
1650200324, 112704, 193119,   24.4,   0.03,
1650200323, 112704, 192934,   71.2,   0.04,
1650200322, 112704, 192834,   80.9,   0.02,
1650200321, 112704, 192734,   97.9,   0.04,
1650200320, 112704, 192554,  150.6,   0.07,
1650200319, 112704, 192424,  192.6,   0.36,
1660200324, 122004, 152012,    4.9,   0.03,
1660200424, 122004, 191309,    5.1,   0.03,
1660200423, 122004, 191120,   47.2,   0.04,
1660200422, 122004, 190939,   88.3,   0.02,
1660200421, 122004, 190830,  102.0,   0.05,
1660200420, 122004, 190709,  122.7,   0.06,
1660200419, 122004, 190505,  174.3,   0.37,
1670200224, 020105, 170939,    4.3,   0.01,
1670200324, 020105, 200809,    4.6,   0.02,
1670200323, 020105, 200628,   43.2,   0.02,
1670200322, 020105, 200453,   81.9,   0.03,
1670200321, 020105, 200253,  139.8,   0.08,
1680200224, 030405, 152209,    6.2,   0.04,
1680200324, 030405, 191743,    5.2,   0.02,
1680200323, 030405, 191522,   55.7,   0.01,
1680200322, 030405, 191307,  114.8,   0.02,
1680200321, 030405, 191037,  172.2,   0.14,
1690200124, 051705, 202825,   11.4,   0.04,
1690200224, 051705, 233744,    8.5,   0.06,
1690200223, 051705, 233604,   36.4,   0.06,
1690200222, 051705, 233414,   79.1,   0.03,
1690200221, 051705, 233229,  120.1,   0.02,
1690200220, 051705, 233024,  179.0,   0.13,
1700200324, 061405, 181740,   15.1,   0.10,
1700200424, 061405, 222709,   13.2,   0.02,
1700200423, 061405, 222525,   49.1,   0.01,
1700200421, 061405, 222144,  138.2,   0.19,
1710201521, 071805, 042128,    5.2,   0.02,
1710201520, 071805, 041925,   54.9,   0.00,
1710201519, 071805, 041804,   76.1,   0.00,
1710201518, 071805, 041458,  132.6,   0.06,
1710201517, 071805, 041303,  182.5,   0.14,
1710201624, 071805, 111152,    5.0,   0.03,
1720200324, 081305, 172143,    5.2,   0.04,
1720200424, 081305, 213951,    5.3,   0.04,
1720200423, 081305, 213636,   71.0,   0.04,
1720200422, 081305, 213516,   97.5,   0.04,
1720200421, 081305, 213401,  136.6,   0.05,
1720200420, 081305, 213216,  174.8,   0.08,
1720200419, 081305, 213116,  196.4,   0.16,
1730200324, 090905, 184824,   12.0,   0.04,
1730200424, 090905, 222313,   13.3,   0.06,
1730200423, 090905, 222104,   69.6,   0.05,
1730200422, 090905, 221954,   94.1,   0.03,
1730200421, 090905, 221824,  138.9,   0.05,
1730200420, 090905, 221704,  173.7,   0.14,
1740200824, 100805, 191049,    5.5,   0.04,
1740200924, 100805, 222456,   12.3,   0.02,
1740200923, 100805, 222132,   50.0,   0.02,
1740200922, 100805, 221941,   89.1,   0.03,
1740200921, 100805, 221809,  114.5,   0.04,
1740200920, 100805, 221629,  139.0,   0.10,
1740200919, 100805, 221429,  189.6,   0.17,
1750200524, 111105, 182925,    9.6,   0.03,
1750200724, 111205, 055903,    9.7,   0.03,
1750200723, 111205, 055522,   43.7,   0.04,
1750200722, 111205, 055150,   81.4,   0.04,
1750200721, 111205, 054952,   97.5,   0.06,
1750200720, 111205, 054703,  139.8,   0.10,
1760200324, 121205, 193223,    4.5,   0.02,
1760200424, 121205, 220525,    4.5,   0.02,
1760200423, 121205, 220347,   49.7,  -0.00,
1760200422, 121205, 220132,   96.6,   0.01,
1760200421, 121205, 220002,  124.9,   0.05,
1760200420, 121205, 215812,  186.5,   0.23,
1770201121, 012606, 162829,   13.1,   0.07,
1770201120, 012606, 162654,   45.6,   0.06,
1770201119, 012606, 162504,   81.0,   0.06,
1770201118, 012606, 162249,  115.3,   0.08,
1780200424, 021406, 192735,   15.3,   0.03,
1780200524, 021406, 222814,   11.4,   0.03,
1780200523, 021406, 222554,   40.3,   0.03,
1780200522, 021406, 222425,   71.3,   0.02,
1780200521, 021406, 222239,   98.6,   0.02,
1780200520, 021406, 222115,  128.8,   0.16,
1790201724, 031106, 083607,   15.4,   0.05,
1790201723, 031106, 083359,   33.7,   0.05,
1790201722, 031106, 083018,   95.4,   0.04,
1790201721, 031106, 082647,  153.6,   0.06,
1790201720, 031106, 082422,  199.7,   0.21,
