botid, date, time, press, atp, 
#, mmddyy, hhmmss, dbar, ng/kg, 
1800200514, 040206, 014758,   99.4,  23.33,
1800200512, 040206, 014548,  124.6,  15.94,
1800200510, 040206, 014352,  148.7,  13.70,
1810200622, 052706, 010438,    7.8,  18.43,
1810200621, 052706, 010204,   25.4,  19.71,
1810200619, 052706, 010033,   44.7,  31.91,
1810200618, 052706, 005913,   75.2,  33.71,
1810200615, 052706, 005738,  100.4,  27.85,
1810200613, 052706, 005624,  125.3,  12.79,
1810200610, 052706, 005503,  150.4,  12.62,
1820200519, 061406, 010007,    7.4,  31.97,
1820200518, 061406, 005703,   25.5,  24.84,
1820200517, 061406, 005554,   44.8,  38.00,
1820200516, 061406, 005423,   74.3,  41.99,
1820200514, 061406, 005243,  101.1,  36.01,
1820200512, 061406, 005133,  124.2,  20.22,
1820200510, 061406, 005013,  151.2,  10.24,
1830200619, 071306, 015808,    7.0,  19.68,
1830200618, 071306, 015359,   24.3,  30.22,
1830200617, 071306, 015159,   44.1,  39.70,
1830200616, 071306, 015023,   74.5,  37.59,
1830200614, 071306, 014833,  100.1,  26.14,
1830200612, 071306, 014700,  124.8,  25.21,
1830200610, 071306, 014429,  149.4,  11.46,
1840200620, 080906, 014737,    5.2,  31.30,
1840200619, 080906, 014536,   25.9,  12.42,
1840200618, 080906, 014349,   44.9,  33.67,
1840200617, 080906, 014142,   74.5,  44.76,
1840200615, 080906, 013947,   99.9,  20.43,
1840200613, 080906, 013727,  125.3,  21.77,
1840200611, 080906, 013524,  150.3,  11.03,
1850200524, 091606, 005642,    5.6,  36.19,
1850200523, 091606, 005524,   26.0,  49.39,
1850200522, 091606, 005413,   45.2,  36.62,
1850200521, 091606, 005242,   75.7,  43.19,
1850200519, 091606, 005105,  100.2,  29.22,
1850200517, 091606, 004939,  124.9,   9.50,
1850200515, 091606, 004817,  151.3,   8.97,
1860201424, 102106, 010325,    7.7,  27.48,
1860201423, 102106, 010114,   24.4,  19.77,
1860201422, 102106, 005909,   45.3,  29.32,
1860201419, 102106, 005654,   76.3,  11.74,
1860201416, 102106, 005309,  100.9,  17.60,
1860201414, 102106, 005136,  125.3,   7.56,
1860201412, 102106, 005013,  148.9,   9.68,
1870200524, 110906, 015138,    9.0,  33.61,
1870200523, 110906, 014803,   24.8,  44.39,
1870200522, 110906, 014633,   45.9,  29.14,
1870200521, 110906, 014439,   75.4,  38.92,
1870200519, 110906, 014243,   99.5,  38.64,
1870200517, 110906, 014053,  126.7,   9.69,
1870200515, 110906, 013853,  148.8,   9.81,
1880200524, 121006, 011023,    7.5,  17.83,
1880200523, 121006, 010838,   27.5,  16.66,
1880200522, 121006, 010609,   46.9,  25.97,
1880200521, 121006, 010439,   75.0,  13.08,
1880200519, 121006, 010307,  100.5,  22.49,
1880200517, 121006, 010140,  123.2,   9.91,
1880200515, 121006, 010008,  150.7,   5.86,
1890200624, 020707, 010658,    4.7,   7.46,
1890200623, 020707, 010441,   24.4,  10.95,
1890200622, 020707, 010230,   45.2,  13.25,
1890200621, 020707, 010030,   75.4,  11.48,
1890200619, 020707, 005739,   99.5,  10.78,
1890200617, 020707, 005504,  123.7,   9.06,
1890200615, 020707, 005239,  149.5,   1.81,
1900200620, 032107, 005550,    5.7,  24.01,
1900200619, 032107, 005425,   24.7,  22.57,
1900200618, 032107, 005311,   44.6,  38.79,
1900200617, 032107, 005149,   74.8,  29.56,
1900200615, 032107, 005029,  100.7,  14.95,
1900200613, 032107, 004850,  125.8,  13.65,
1900200611, 032107, 004713,  149.9,  22.66,
1910200621, 050507, 015023,    7.1,  34.07,
1910200619, 050507, 014658,   24.4,  29.25,
1910200618, 050507, 014505,   44.7,  19.99,
1910200617, 050507, 014253,   73.4,  37.66,
1910200615, 050507, 014038,   99.8,  21.44,
1910200613, 050507, 013825,  125.3,  19.08,
1910200611, 050507, 013544,  150.1,  12.85,
1920200520, 061007, 031734,    7.2,  40.14,
1920200519, 061007, 031324,   25.7,  37.08,
1920200518, 061007, 031123,   45.4,  43.22,
1920200517, 061007, 030913,   75.4,  34.89,
1920200515, 061007, 030654,  101.1,  36.71,
1920200513, 061007, 030422,  125.3,  28.65,
1920200511, 061007, 030149,  151.2,  27.85,
1930200320, 070807, 010122,    6.7,  33.60,
1930200319, 070807, 005831,   25.3,  27.13,
1930200318, 070807, 005546,   46.3,  25.28,
1930200317, 070807, 005346,   76.0,  32.75,
1930200315, 070807, 005151,  100.3,  21.39,
1930200313, 070807, 005016,  124.4,  19.96,
1930200311, 070807, 004841,  150.2,  13.90,
1940200521, 080407, 013157,    5.5,  34.56,
1940200520, 080407, 012932,   24.1,  21.61,
1940200518, 080407, 012718,   44.6,  40.62,
1940200517, 080407, 012528,   76.2,  37.33,
1940200515, 080407, 012332,  100.2,  40.02,
1940200513, 080407, 012132,  125.9,  18.61,
1940200511, 080407, 011942,  149.4,  15.16,
1950200524, 090307, 010832,    5.8,  17.05,
1950200523, 090307, 010337,   27.2,  17.34,
1950200522, 090307, 010152,   45.4,  21.35,
1950200521, 090307, 005952,   75.5,  16.99,
1950200519, 090307, 005754,  101.0,  13.69,
1950200517, 090307, 005602,  126.1,   4.55,
1950200515, 090307, 005432,  150.5,   2.09,
1960201324, 100407, 005857,    5.3,  28.39,
1960201323, 100407, 005742,   25.3,  31.65,
1960201322, 100407, 005634,   45.5,  38.42,
1960201321, 100407, 005457,   75.0,  36.12,
1960201319, 100407, 005332,  100.3,  28.01,
1960201317, 100407, 005142,  125.1,  14.78,
1960201315, 100407, 004942,  149.4,   4.45,
1970201324, 120307, 021801,    5.9,  41.31,
1970201323, 120307, 021325,   26.0,  34.45,
1970201322, 120307, 021145,   48.4,  29.80,
1970201321, 120307, 020950,   75.4,  28.17,
1970201319, 120307, 020740,  100.9,  22.02,
1970201317, 120307, 020540,  127.3,   9.27,
1970201315, 120307, 020335,  150.9,   4.83,
1980201420, 122207, 010907,    7.7,  29.11,
1980201419, 122207, 010647,   27.5,  31.06,
1980201418, 122207, 010436,   46.5,  28.81,
1980201417, 122207, 010304,   75.0,  46.18,
1980201415, 122207, 010124,   98.6,  29.32,
1980201413, 122207, 005942,  124.5,  18.37,
1980201411, 122207, 005731,  149.9,  11.32,
1990201323, 013108, 011215,    7.8,  28.91,
1990201322, 013108, 011031,   23.7,  25.74,
1990201321, 013108, 010736,   45.3,  22.16,
1990201320, 013108, 010508,   72.9,  21.69,
1990201318, 013108, 010221,   98.7,  25.34,
1990201316, 013108, 005943,  123.0,   8.32,
1990201314, 013108, 005721,  149.7,   6.33,
2000201320, 022508, 010834,    7.4,  42.49,
2000201319, 022508, 010531,   25.7,  30.19,
2000201318, 022508, 010340,   46.1,  34.45,
2000201317, 022508, 010150,   75.4,  15.48,
2000201315, 022508, 010000,  100.6,  32.26,
2000201313, 022508, 005806,  125.3,  10.67,
2000201311, 022508, 005555,  149.5,   4.69,
2010201324, 052908, 010818,    6.9,  27.29,
2010201323, 052908, 010524,   25.9,  41.86,
2010201322, 052908, 010349,   45.1,  49.49,
2010201321, 052908, 010214,   75.4,  34.82,
2010201320, 052908, 010048,  100.8,  30.23,
2010201319, 052908, 005918,  125.5,  19.86,
2010201318, 052908, 005748,  151.8,  18.63,
2020201324, 062708, 011302,    6.3,  18.43,
2020201323, 062708, 011035,   23.8,  17.39,
2020201322, 062708, 010749,   45.0,  33.65,
2020201321, 062708, 010602,   74.3,  19.71,
2020201320, 062708, 010426,   99.1,  35.66,
2020201319, 062708, 010221,  124.1,  25.64,
2020201318, 062708, 010046,  149.7,   7.87,
2030201424, 072808, 011626,    6.0,  17.74,
2030201423, 072808, 011305,   25.1,  24.37,
2030201422, 072808, 011110,   44.9,  36.24,
2030201421, 072808, 010855,   74.6,  24.08,
2030201420, 072808, 010615,   99.8,  16.02,
2030201419, 072808, 010345,  124.4,  18.05,
2030201418, 072808, 010105,  149.8,   6.78,
2040201324, 081808, 011551,    6.9,  34.04,
2040201323, 081808, 011301,   25.9,  30.61,
2040201322, 081808, 011106,   45.7,  48.01,
2040201321, 081808, 010911,   74.8,  38.91,
2040201320, 081808, 010726,  100.4,  35.37,
2040201319, 081808, 010541,  126.4,  22.71,
2040201318, 081808, 010356,  150.4,  14.69,
2050201324, 101208, 011526,    6.3,  48.08,
2050201323, 101208, 011050,   25.2,  46.93,
2050201322, 101208, 010906,   43.9,  48.00,
2050201321, 101208, 010725,   75.1,  42.18,
2050201320, 101208, 010515,   99.8,  37.41,
2050201319, 101208, 010321,  125.8,  13.72,
2050201318, 101208, 010106,  149.9,  12.59,
2060201224, 120208, 013657,    6.0,  45.26,
2060201223, 120208, 013322,   25.8,  48.71,
2060201222, 120208, 013123,   45.2,  42.74,
2060201221, 120208, 012848,   75.3,  39.27,
2060201220, 120208, 012618,   99.4,  28.31,
2060201219, 120208, 012400,  124.4,  18.66,
2060201218, 120208, 012243,  149.8,   7.26,
2080201224, 012209, 031802,    7.0,  23.88,
2080201223, 012209, 031437,   24.4,  24.16,
2080201222, 012209, 031247,   44.6,  24.96,
2080201221, 012209, 031031,   75.6,  25.37,
2080201220, 012209, 030832,   99.6,  21.68,
2080201219, 012209, 030622,  124.5,  14.16,
2080201218, 012209, 030337,  149.7,  12.04,
2090201324, 021909, 011009,    7.4,  27.34,
2090201323, 021909, 010711,   25.3,  29.71,
2090201322, 021909, 010551,   44.9,  26.66,
2090201321, 021909, 010436,   74.5,  32.97,
2090201320, 021909, 010326,  100.0,  33.20,
2090201319, 021909, 010213,  125.4,  13.61,
2090201318, 021909, 010059,  150.5,   7.02,
2100201324, 043009, 011652,    5.4,  26.39,
2100201323, 043009, 011458,   24.7,  27.47,
2100201322, 043009, 011328,   44.4,  42.49,
2100201321, 043009, 011128,   74.9,  29.94,
2100201320, 043009, 010938,  100.0,  31.74,
2100201319, 043009, 010753,  124.9,  21.12,
2100201318, 043009, 010628,  150.4,  18.67,
2110201321, 052909, 014412,    5.0,  27.69,
2110201319, 052909, 014156,   25.5,  27.50,
2110201317, 052909, 013945,   45.4,  36.05,
2110201315, 052909, 013711,   75.7,  32.74,
2110201313, 052909, 013456,  100.3,  30.18,
2110201311, 052909, 013242,  126.0,  24.38,
2110201310, 052909, 013057,  152.2,  13.51,
2120201424, 070509, 015343,    6.7,  20.76,
2120201423, 070509, 015031,   25.0,  17.38,
2120201422, 070509, 014856,   45.2,  34.33,
2120201421, 070509, 014701,   75.1,  43.36,
2120201420, 070509, 014412,  100.3,  30.64,
2120201419, 070509, 014147,  124.1,  22.83,
2120201418, 070509, 013948,  148.9,  13.52,
2130200924, 072609, 014011,    5.8,  33.08,
2130200923, 072609, 013646,   25.0,  38.32,
2130200922, 072609, 013503,   44.5,  48.16,
2130200921, 072609, 013236,   74.4,  46.70,
2130200920, 072609, 013051,   99.5,  33.80,
2130200919, 072609, 012856,  124.1,  32.00,
2130200918, 072609, 012546,  150.1,  12.64,
2140201324, 082009, 020054,    4.7,  41.57,
2140201323, 082009, 015853,   25.1,  47.62,
2140201322, 082009, 015559,   45.3,  73.38,
2140201321, 082009, 015314,   75.3,  43.00,
2140201320, 082009, 015044,   98.9,  23.11,
2140201319, 082009, 014915,  125.6,  11.04,
2140201318, 082009, 014700,  148.9,  13.94,
2150201424, 092609, 010933,    4.9,  26.95,
2150201423, 092609, 010804,   24.4,  27.86,
2150201422, 092609, 010638,   44.9,  24.62,
2150201421, 092609, 010513,   73.9,  27.10,
2150201420, 092609, 010323,   98.7,  21.61,
2150201419, 092609, 010155,  124.1,   9.75,
2150201418, 092609, 010043,  150.6,   4.25,
2160201324, 110509, 010812,    4.8,  27.38,
2160201323, 110509, 010656,   24.4,  33.11,
2160201322, 110509, 010532,   44.1,  26.30,
2160201321, 110509, 010341,   77.4,  31.79,
2160201320, 110509, 010142,   99.8,  21.77,
2160201319, 110509, 005947,  123.6,  14.35,
2160201318, 110509, 005827,  150.5,   3.86,
2170201424, 121109, 005913,    4.6,  16.50,
2170201423, 121109, 005800,   25.0,  26.02,
2170201422, 121109, 005648,   44.9,  22.39,
2170201421, 121109, 005511,   75.8,  29.87,
2170201420, 121109, 005354,   99.1,  21.56,
2170201419, 121109, 005237,  124.6,   7.47,
2170201418, 121109, 005114,  149.8,   7.22,
2190200622, 031010, 212254,    4.4,  19.70,
2190200620, 031010, 212134,   15.5,  18.84,
2190200619, 031010, 212046,   25.4,  20.37,
2190200615, 031010, 211047,   74.5,  32.82,
2190200612, 031010, 210652,  100.9,  21.93,
2190200611, 031010, 210523,  125.0,  22.98,
2190200610, 031010, 210352,  150.5,   8.14,
2200201324, 040810, 011750,    5.3,  18.22,
2200201323, 040810, 011629,   24.9,  26.21,
2200201322, 040810, 011516,   44.9,  30.20,
2200201321, 040810, 011351,   75.1,  37.82,
2200201320, 040810, 011220,  100.2,  33.62,
2200201319, 040810, 011100,  126.3,  24.39,
2200201318, 040810, 010930,  152.7,   9.51,
2210201424, 052010, 005755,    4.5,  29.51,
2210201422, 052010, 005529,   24.3,  37.80,
2210201421, 052010, 005419,   45.2,  42.77,
2210201420, 052010, 005248,   74.9,  30.98,
2210201419, 052010, 005134,   98.5,  27.98,
2210201418, 052010, 005020,  125.0,  18.39,
2210201417, 052010, 004905,  149.5,  10.13,
2220201424, 061010, 011050,    5.6,  25.23,
2220201423, 061010, 010925,   25.2,  27.59,
2220201422, 061010, 010806,   45.7,  45.28,
2220201421, 061010, 010635,   75.7,  33.01,
2220201420, 061010, 010512,  101.2,  29.80,
2220201419, 061010, 010351,  127.1,  35.27,
2220201418, 061010, 010226,  151.8,  25.79,
2230201424, 071010, 015306,    7.4,  35.08,
2230201423, 071010, 014957,   26.0,  55.58,
2230201420, 071010, 014657,   45.3,  42.62,
2230201419, 071010, 014447,   74.9,  43.04,
2230201418, 071010, 014246,  100.3,  28.75,
2230201417, 071010, 014041,  125.9,  23.90,
2230201416, 071010, 013801,  150.5,  13.43,
2240201424, 080910, 013404,    6.2,  22.74,
2240201422, 080910, 012918,   25.3,  34.12,
2240201421, 080910, 012750,   44.8,  32.13,
2240201420, 080910, 012547,   75.5,  36.28,
2240201419, 080910, 012356,  101.1,  25.57,
2240201418, 080910, 012218,  125.4,  19.03,
2240201417, 080910, 012037,  150.7,  13.76,
2250201323, 090510, 010127,    4.8,  20.56,
2250201322, 090510, 005804,   25.4,  31.30,
2250201321, 090510, 005635,   45.4,  36.60,
2250201320, 090510, 005456,   74.4,  41.17,
2250201319, 090510, 005321,  100.4,  34.71,
2250201318, 090510, 005155,  125.5,  18.47,
2250201317, 090510, 005033,  149.7,  13.21,
2260201423, 100510, 011344,    5.8,  27.37,
2260201422, 100510, 011154,   25.2,  28.87,
2260201421, 100510, 011013,   46.2,  30.67,
2260201420, 100510, 010804,   75.4,  30.93,
2260201419, 100510, 010614,  100.0,  26.42,
2260201418, 100510, 010410,  124.9,  13.50,
2260201417, 100510, 010204,  150.1,  10.51,
2270200624, 112110, 234614,    5.5,  17.07,
2270200623, 112110, 234426,   25.0,  20.75,
2270200612, 112110, 234113,   44.7,  22.65,
2270200610, 112110, 233829,   74.9,  19.58,
2270200608, 112110, 233545,  100.8,  27.47,
2270200607, 112110, 233419,  124.7,  12.11,
2270200606, 112110, 233253,  149.4,   8.11,
2290201324, 013011, 021805,    6.3,  22.17,
2290201323, 013011, 021440,   24.7,  20.27,
2290201322, 013011, 021239,   45.1,  27.66,
2290201321, 013011, 021010,   73.4,  19.45,
2290201320, 013011, 020750,  100.5,  27.26,
2290201319, 013011, 020524,  124.1,  12.20,
2290201318, 013011, 020314,  150.4,   6.27,
2300201323, 030211, 012454,    6.6,  27.02,
2300201322, 030211, 012233,   25.2,  22.36,
2300201321, 030211, 012103,   45.0,  22.30,
2300201320, 030211, 011908,   74.7,  25.45,
2300201319, 030211, 011738,   99.1,  40.52,
2300201318, 030211, 011603,  126.7,  17.20,
2300201317, 030211, 011438,  150.3,   8.22,
2310201224, 041311, 021659,    7.3,  29.52,
2310201223, 041311, 021438,   25.1,  27.02,
2310201222, 041311, 021253,   46.5,  33.98,
2310201221, 041311, 021119,   74.7,  30.99,
2310201220, 041311, 020949,   99.7,  26.17,
2310201219, 041311, 020823,  126.2,  20.32,
2310201218, 041311, 020653,  149.5,   8.33,
2320201323, 051111, 010009,    4.7,  30.16,
2320201322, 051111, 005849,   25.2,  25.43,
2320201321, 051111, 005738,   44.4,  43.84,
2320201320, 051111, 005629,   74.1,  23.23,
2320201319, 051111, 005514,   98.6,  29.96,
2320201318, 051111, 005404,  126.0,  15.10,
2320201317, 051111, 005249,  150.6,  10.77,
2330201424, 072111, 012033,    5.1,  18.50,
2330201423, 072111, 011818,   24.8,  26.05,
2330201422, 072111, 011643,   45.0,  28.92,
2330201421, 072111, 011503,   74.8,  31.72,
2330201420, 072111, 011323,   99.6,  22.13,
2330201419, 072111, 011148,  124.6,  17.46,
2330201417, 072111, 011008,  149.3,  14.49,
2340200523, 083111, 041040,    6.0,  43.21,
2340200522, 083111, 040910,   25.4,  31.03,
2340200521, 083111, 040810,   45.1,  46.04,
2340200520, 083111, 040652,   74.6,  28.43,
2340200519, 083111, 040540,   99.8,  35.94,
2340200518, 083111, 040425,  124.4,  18.02,
2340200517, 083111, 040310,  149.6,  17.13,
2350200424, 092711, 071834,    5.5,  32.63,
2350200423, 092711, 071704,   25.2,  35.89,
2350200422, 092711, 071534,   45.7,  42.40,
2350200421, 092711, 071353,   75.1,  34.00,
2350200420, 092711, 071224,   99.7,  30.36,
2350200419, 092711, 071054,  125.6,  13.67,
2350200418, 092711, 070914,  151.1,  10.38,
2360201224, 110611, 005800,    5.4,  42.95,
2360201223, 110611, 005645,   25.1,  42.72,
2360201222, 110611, 005530,   45.3,  42.30,
2360201221, 110611, 005407,   75.5,  46.67,
2360201220, 110611, 005241,   99.8,  29.19,
2360201219, 110611, 005111,  124.8,  14.79,
2360201217, 110611, 004941,  150.0,   8.48,
2370201023, 113011, 025805,    7.3,  40.78,
2370201022, 113011, 025637,   23.6,  38.11,
2370201021, 113011, 025520,   45.8,  35.14,
2370201020, 113011, 025354,   75.7,  37.88,
2370201019, 113011, 025221,   99.5,  42.73,
2370201018, 113011, 025104,  126.3,  18.57,
2370201017, 113011, 024935,  150.5,  11.87,
2380201224, 122111, 001631,    6.0,  28.00,
2380201223, 122111, 001501,   25.6,  20.19,
2380201222, 122111, 001241,   43.4,  26.12,
2380201221, 122111, 001049,   74.5,  28.34,
2380201219, 122111, 000916,  100.5,  27.64,
2380201218, 122111, 000747,  124.9,  27.97,
2380201217, 122111, 000614,  148.7,  10.93,
2390201319, 012012, 010035,    5.1,  17.37,
2390201318, 012012, 005920,   24.6,  26.22,
2390201317, 012012, 005750,   45.0,  26.68,
2390201316, 012012, 005620,   74.7,  29.45,
2390201315, 012012, 005445,  100.3,  17.18,
2390201314, 012012, 005251,  125.3,  16.26,
2390201313, 012012, 005052,  151.0,   8.65,
2400201024, 032612, 191628,    7.4,  21.92,
2400201023, 032612, 191347,   25.7,  17.63,
2400201022, 032612, 191237,   45.7,  27.99,
2400201021, 032612, 191112,   74.8,  21.31,
2400201020, 032612, 190942,  100.8,  19.61,
2400201019, 032612, 190828,  125.1,  12.30,
2400201018, 032612, 190713,  149.6,  12.31,
2410201324, 050412, 002647,    6.7,  17.24,
2410201319, 050412, 002509,   26.0,  20.41,
2410201318, 050412, 002409,   44.7,  23.64,
2410201317, 050412, 002308,   74.1,  25.83,
2410201316, 050412, 002209,  100.3,  24.46,
2410201315, 050412, 002109,  124.8,  17.33,
2410201314, 050412, 002005,  151.2,  10.48,
2420201223, 060112, 005703,    5.0,  21.99,
2420201222, 060112, 005600,   24.7,  26.59,
2420201221, 060112, 005502,   44.8,  25.85,
2420201220, 060112, 005358,   76.2,  26.39,
2420201219, 060112, 005253,   98.8,  19.36,
2420201218, 060112, 005147,  124.4,  20.30,
2420201217, 060112, 005032,  149.8,  18.29,
2430201124, 062812, 012110,    6.5,  25.52,
2430201122, 062812, 011931,   25.7,  26.05,
2430201121, 062812, 011805,   43.9,  32.75,
2430201120, 062812, 011621,   75.1,  31.60,
2430201119, 062812, 011455,   99.3,  26.60,
2430201118, 062812, 011331,  125.2,  18.53,
2430201117, 062812, 011121,  149.6,  10.11,
2440201323, 080212, 005934,    9.7,  24.22,
2440201322, 080212, 005814,   25.4,  45.31,
2440201321, 080212, 005709,   45.6,  37.73,
2440201320, 080212, 005554,   75.0,  34.72,
2440201319, 080212, 005444,  100.4,  38.24,
2440201318, 080212, 005329,  125.4,  26.77,
2440201317, 080212, 005219,  149.8,  13.37,
2450201223, 081912, 005541,    5.4,  24.92,
2450201222, 081912, 005411,   25.3,  32.76,
2450201221, 081912, 005301,   45.5,  33.17,
2450201220, 081912, 005151,   75.8,  36.53,
2450201219, 081912, 005046,  100.4,  33.80,
2450201218, 081912, 004936,  125.3,  20.14,
2450201217, 081912, 004826,  150.5,  17.17,
2460201223, 091612, 010319,    6.0,  28.01,
2460201222, 091612, 010139,   25.1,  32.16,
2460201221, 091612, 010024,   45.7,  36.10,
2460201220, 091612, 005844,   75.5,  34.08,
2460201219, 091612, 005719,  100.3,  35.79,
2460201218, 091612, 005549,  125.6,  25.43,
2460201217, 091612, 005429,  150.4,  18.00,
2470201224, 100912, 010633,    5.5,  24.61,
2470201223, 100912, 010448,   25.4,  26.18,
2470201222, 100912, 010333,   45.1,  26.34,
2470201221, 100912, 010148,   75.6,  34.49,
2470201220, 100912, 010023,  100.4,  20.26,
2470201219, 100912, 005902,  125.5,  16.05,
2470201218, 100912, 005738,  150.5,   8.41,
2480201224, 120512, 013629,    4.8,  19.79,
2480201223, 120512, 013334,   25.0,  27.90,
2480201222, 120512, 013204,   45.3,  27.82,
2480201221, 120512, 013019,   75.0,  13.07,
2480201220, 120512, 012839,  100.0,  12.16,
2480201219, 120512, 012639,  124.9,   7.85,
2480201218, 120512, 012504,  151.2,   2.99,
2490201223, 021413, 011549,    7.3,  20.78,
2490201222, 021413, 011258,   24.4,  20.59,
2490201221, 021413, 011109,   45.9,  18.26,
2490201220, 021413, 010859,   76.0,  13.55,
2490201219, 021413, 010654,  100.5,  20.25,
2490201218, 021413, 010518,  125.4,  10.55,
2490201217, 021413, 010338,  151.2,   3.75,
2500201323, 030813, 011209,    6.3,  12.93,
2500201322, 030813, 010930,   24.7,  20.12,
2500201321, 030813, 010759,   44.9,  20.41,
2500201320, 030813, 010609,   75.4,  26.64,
2500201319, 030813, 010429,  100.4,  20.32,
2500201318, 030813, 010259,  126.1,  17.36,
2500201317, 030813, 010139,  150.0,  14.51,
2510201223, 040713, 010017,    4.3,  18.07,
2510201222, 040713, 005857,   25.2,  22.50,
2510201221, 040713, 005738,   44.9,  26.24,
2510201220, 040713, 005607,   74.8,  26.65,
2510201219, 040713, 005437,  100.8,  21.50,
2510201218, 040713, 005307,  125.7,  15.91,
2510201217, 040713, 005147,  151.0,  11.83,
2520201324, 051913, 010900,    6.6,  18.89,
2520201323, 051913, 010629,   25.2,  17.10,
2520201321, 051913, 010449,   45.8,  28.14,
2520201320, 051913, 010309,   73.7,  19.94,
2520201319, 051913, 010139,  100.1,  22.89,
2520201318, 051913, 005959,  126.2,  19.40,
2520201317, 051913, 005809,  150.5,  12.75,
2530201323, 062713, 010650,    6.6,  24.97,
2530201322, 062713, 010440,   25.0,  22.20,
2530201321, 062713, 010320,   44.8,  30.16,
2530201320, 062713, 010130,   75.6,  26.92,
2530201319, 062713, 010000,  100.3,  22.58,
2530201318, 062713, 005840,  124.8,  23.33,
2530201317, 062713, 005721,  150.8,  10.65,
2540201223, 091313, 010930,    6.0,  41.78,
2540201222, 091313, 010700,   25.6,  46.36,
2540201221, 091313, 010526,   45.3,  45.10,
2540201220, 091313, 010340,   74.9,  29.23,
2540201219, 091313, 010205,  100.7,  21.11,
2540201218, 091313, 010035,  125.3,  14.32,
2540201217, 091313, 005903,  150.7,   4.27,
2550201223, 100313, 011035,    7.7,  37.91,
2550201222, 100313, 010754,   25.2,  43.94,
2550201221, 100313, 010614,   45.0,  38.40,
2550201220, 100313, 010424,   75.5,  49.73,
2550201219, 100313, 010254,  100.0,  29.19,
2550201218, 100313, 010124,  124.9,  16.26,
2550201217, 100313, 010004,  150.8,   7.06,
2560201223, 102913, 011657,    8.3,  26.54,
2560201222, 102913, 011457,   24.3,  31.52,
2560201221, 102913, 011317,   44.8,  38.05,
2560201220, 102913, 011117,   75.2,  29.35,
2560201219, 102913, 010917,  100.4,  20.48,
2560201218, 102913, 010747,  123.5,   8.35,
2560201217, 102913, 010607,  149.5,   6.51,
2570201222, 112813, 010410,    6.9,  28.80,
2570201219, 112813, 010140,   25.4,  30.51,
2570201217, 112813, 010000,   45.3,  33.86,
2570201216, 112813, 005830,   74.6,  34.77,
2570201215, 112813, 005700,  100.4,  23.28,
2570201214, 112813, 005540,  124.8,  12.22,
2570201213, 112813, 005410,  149.6,   8.80,
2580201224, 122213, 020249,    7.9,  28.54,
2580201222, 122213, 020040,   24.2,  37.73,
2580201221, 122213, 015850,   45.6,  38.52,
2580201220, 122213, 015705,   74.7,  25.27,
2580201219, 122213, 015537,   98.6,  12.10,
2580201218, 122213, 015400,  122.2,   8.95,
2580201217, 122213, 015223,  150.1,   9.14,
2590201224, 011714, 013434,    6.9,  21.10,
2590201222, 011714, 013234,   25.4,  21.31,
2590201221, 011714, 013104,   45.0,  22.58,
2590201220, 011714, 012915,   76.4,  22.56,
2590201219, 011714, 012755,  100.2,   8.89,
2590201218, 011714, 012605,  125.9,   7.16,
2590201217, 011714, 012434,  150.5,   8.77,
2600201117, 021614, 014650,    6.6,  21.85,
2600201115, 021614, 014452,   24.7,  30.24,
2600201114, 021614, 014309,   45.9,  21.52,
2600201113, 021614, 014137,   76.2,  28.85,
2600201112, 021614, 014020,  101.2,  17.72,
2600201111, 021614, 013859,  125.8,   9.82,
2600201110, 021614, 013740,  150.1,  11.51,
2610201217, 030714, 011153,    6.1,  30.09,
2610201215, 030714, 011003,   25.6,  32.60,
2610201214, 030714, 010813,   45.7,  38.33,
2610201213, 030714, 010623,   75.8,  24.49,
2610201212, 030714, 010437,  100.6,  24.70,
2610201211, 030714, 010249,  125.6,  15.72,
2610201210, 030714, 010103,  150.0,   6.91,
2620201217, 041214, 005845,    4.9,  35.20,
2620201215, 041214, 005705,   25.1,  27.43,
2620201214, 041214, 005540,   44.2,  47.98,
2620201213, 041214, 005425,   74.7,  25.99,
2620201212, 041214, 005245,   99.9,  37.78,
2620201211, 041214, 005120,  124.8,  22.03,
2620201210, 041214, 004955,  150.6,  18.27,
2630201117, 060214, 011827,    4.7,  30.56,
2630201115, 060214, 011647,   24.7,  19.94,
2630201114, 060214, 011517,   44.2,  27.49,
2630201113, 060214, 011343,   74.7,  30.32,
2630201112, 060214, 011158,   99.3,  26.93,
2630201111, 060214, 011017,  125.5,  23.26,
2630201110, 060214, 010847,  149.6,   7.90,
2640201217, 070214, 010235,    4.7,  45.12,
2640201215, 070214, 010038,   24.8,  40.20,
2640201214, 070214, 005905,   45.6,  51.39,
2640201213, 070214, 005723,   75.3,  36.65,
2640201212, 070214, 005548,   99.7,  32.03,
2640201211, 070214, 005423,  125.2,  25.59,
2640201210, 070214, 005248,  149.5,  11.88,
2650201217, 091614, 010101,    5.8,  37.88,
2650201215, 091614, 005923,   25.8,  40.36,
2650201214, 091614, 005825,   45.2,  34.64,
2650201213, 091614, 005720,   75.1,  35.63,
2650201212, 091614, 005619,  100.3,  22.79,
2650201211, 091614, 005517,  125.7,  13.86,
2650201210, 091614, 005416,  149.4,   8.27,
2660201223, 101514, 010912,    6.1,  44.93,
2660201221, 101514, 010717,   24.2,  43.39,
2660201220, 101514, 010539,   44.9,  57.18,
2660201218, 101514, 010322,   75.1,  31.93,
