botid, date, time, press, chlb, 
#, mmddyy, hhmmss, dbar, ng/l, 
1970200710, 120207, 083001,  116.0,  99.0,
1970200708, 120207, 082819,  125.2,  80.0,
1970200707, 120207, 082641,  134.4,  28.0,
1970200705, 120207, 082443,  149.8,  20.0,
1970200703, 120207, 082156,  177.0,  11.0,
1980200821, 122107, 070205,    6.5,  19.0,
1980200819, 122107, 065803,   24.9,  19.0,
1980200817, 122107, 065617,   44.9,  21.0,
1980200816, 122107, 065501,   60.0,  26.0,
1980200814, 122107, 065334,   74.9,  41.0,
1980200813, 122107, 065222,   84.7,  44.0,
1980200811, 122107, 065104,  100.6, 112.0,
1980200810, 122107, 064952,  114.0, 154.0,
1980200808, 122107, 064838,  123.5, 110.0,
1980200807, 122107, 064719,  134.9,  70.0,
1980200805, 122107, 064550,  149.4,  60.0,
1980200803, 122107, 064407,  173.9,  16.0,
1990200721, 013008, 073231,    8.3,  33.0,
1990200719, 013008, 072736,   25.0,  33.0,
1990200717, 013008, 072538,   44.0,  47.0,
1990200716, 013008, 072419,   58.5,  48.0,
1990200714, 013008, 072221,   75.9,  46.0,
1990200713, 013008, 072024,   82.4,  48.0,
1990200711, 013008, 071822,   98.5,  47.0,
1990200710, 013008, 071631,  114.4,  51.0,
1990200708, 013008, 071457,  122.4, 116.0,
1990200707, 013008, 071302,  135.1, 194.0,
1990200705, 013008, 071125,  148.3, 100.0,
1990200703, 013008, 070902,  174.4,  30.0,
2000201521, 022508, 065903,    7.4,  64.0,
2000201519, 022508, 065544,   25.5,  89.0,
2000201517, 022508, 065348,   45.1, 233.0,
2000201516, 022508, 065228,   60.6, 154.0,
2000201514, 022508, 065103,   73.0, 189.0,
2000201513, 022508, 064924,   85.5, 175.0,
2000201511, 022508, 064739,   99.8, 218.0,
2000201510, 022508, 064625,  115.7, 240.0,
2000201508, 022508, 064459,  126.0, 305.0,
2000201507, 022508, 064343,  134.6, 228.0,
2000201505, 022508, 064208,  151.0, 170.0,
2000201503, 022508, 064023,  175.6, 123.0,
2010201521, 052908, 070639,    7.2,  12.0,
2010201519, 052908, 070338,   26.3,   7.0,
2010201517, 052908, 070153,   45.5,  30.0,
2010201516, 052908, 070019,   60.5,  30.0,
2010201514, 052908, 065849,   75.5,  38.0,
2010201513, 052908, 065723,   86.0,  58.0,
2010201511, 052908, 065539,  100.5, 130.0,
2010201510, 052908, 065414,  114.8, 166.0,
2010201508, 052908, 065248,  124.3, 250.0,
2010201507, 052908, 065134,  135.4, 382.0,
2010201505, 052908, 064939,  150.7, 152.0,
2010201503, 052908, 064705,  174.9,  92.0,
2020201523, 062708, 070354,    6.3,   7.0,
2020201520, 062708, 070014,   24.9,   7.0,
2020201518, 062708, 065839,   44.4,  12.0,
2020201517, 062708, 065729,   60.1,   8.0,
2020201515, 062708, 065554,   75.0,  16.0,
2020201514, 062708, 065444,   84.8,  23.0,
2020201512, 062708, 065319,  100.0,  46.0,
2020201511, 062708, 065150,  114.8,  86.0,
2020201508, 062708, 065020,  124.0, 117.0,
2020201507, 062708, 064859,  135.3, 159.0,
2020201505, 062708, 064730,  150.6, 142.0,
2020201503, 062708, 064544,  175.3,  72.0,
2030201622, 072808, 071230,    6.4,   6.0,
2030201620, 072808, 070912,   24.6,   7.0,
2030201618, 072808, 070641,   45.0,  15.0,
2030201617, 072808, 070458,   59.7,  18.0,
2030201615, 072808, 070223,   75.9,  31.0,
2030201614, 072808, 070053,   84.9,  45.0,
2030201612, 072808, 065907,  100.5,  67.0,
2030201610, 072808, 065612,  114.9, 137.0,
2030201608, 072808, 065414,  124.5, 153.0,
2030201607, 072808, 065243,  135.1, 132.0,
2030201605, 072808, 065053,  149.7,  88.0,
2030201603, 072808, 064843,  174.4,  40.0,
2040201521, 081808, 070415,    7.1,  19.0,
2040201519, 081808, 070126,   24.2,  20.0,
2040201517, 081808, 065945,   44.9,  20.0,
2040201516, 081808, 065830,   59.5,  20.0,
2040201514, 081808, 065710,   74.9,  29.0,
2040201513, 081808, 065555,   84.6,  68.0,
2040201511, 081808, 065430,  100.3, 118.0,
2040201510, 081808, 065325,  114.3, 143.0,
2040201508, 081808, 065210,  124.4, 165.0,
2040201507, 081808, 065110,  133.9, 190.0,
2040201505, 081808, 064955,  149.8, 128.0,
2040201503, 081808, 064815,  174.4,  53.0,
2050201523, 101208, 070834,    6.0,  12.0,
2050201520, 101208, 070459,   25.1,  12.0,
2050201518, 101208, 070309,   44.8,  25.0,
2050201517, 101208, 070144,   58.2,  66.0,
2050201515, 101208, 070000,   74.8, 156.0,
2050201514, 101208, 065840,   84.6, 209.0,
2050201511, 101208, 065539,  100.0, 179.0,
2050201510, 101208, 065354,  115.6, 115.0,
2050201508, 101208, 065144,  124.7,  97.0,
2050201507, 101208, 064954,  133.9,  81.0,
2050201505, 101208, 064804,  151.4,  27.0,
2050201503, 101208, 064535,  174.5,  10.0,
2060201422, 120208, 070346,    5.0,  12.0,
2060201419, 120208, 070046,   25.2,   8.0,
2060201417, 120208, 065856,   45.2,  17.0,
2060201416, 120208, 065722,   59.1,  17.0,
2060201414, 120208, 065531,   75.1,  35.0,
2060201413, 120208, 065407,   85.8,  76.0,
2060201411, 120208, 065222,  100.2, 153.0,
2060201410, 120208, 065056,  114.5, 171.0,
2060201408, 120208, 064921,  124.2, 119.0,
2060201407, 120208, 064756,  134.6,  93.0,
2060201405, 120208, 064616,  149.1,  35.0,
2060201403, 120208, 064436,  174.9,   8.0,
2080201421, 012209, 090325,    5.5,  15.0,
2080201419, 012209, 085915,   24.5,  14.0,
2080201417, 012209, 085655,   45.6,  14.0,
2080201416, 012209, 085420,   59.1,  13.0,
2080201414, 012209, 085220,   73.5,  15.0,
2080201413, 012209, 085020,   84.7,  22.0,
2080201411, 012209, 084810,  100.9,  46.0,
2080201408, 012209, 084355,  125.2,  90.0,
2080201407, 012209, 084215,  135.1, 101.0,
2080201405, 012209, 084016,  149.6,  24.0,
2080201403, 012209, 083755,  174.9,   6.0,
2090201523, 021909, 072915,    5.9,  12.0,
2090201520, 021909, 072445,   24.9,  10.0,
2090201518, 021909, 072225,   44.3,  16.0,
2090201517, 021909, 072016,   60.7,  17.0,
2090201515, 021909, 071812,   75.3,  19.0,
2090201514, 021909, 071626,   84.6,  41.0,
2090201512, 021909, 071410,  100.2,  87.0,
2090201511, 021909, 071211,  114.5, 125.0,
2090201508, 021909, 071022,  124.3, 108.0,
2090201507, 021909, 070847,  136.0,  83.0,
2090201505, 021909, 070647,  150.2,  51.0,
2090201503, 021909, 070427,  174.8,  14.0,
2100201522, 043009, 070206,    5.0,   6.0,
2100201520, 043009, 070027,   24.7,   4.0,
2100201518, 043009, 065856,   44.7,  14.0,
2100201517, 043009, 065736,   59.7,  11.0,
2100201515, 043009, 065626,   75.0,  12.0,
2100201514, 043009, 065526,   85.0,  14.0,
2100201512, 043009, 065406,   99.4,  27.0,
2100201511, 043009, 065256,  114.5,  76.0,
2100201508, 043009, 065057,  124.2, 103.0,
2100201507, 043009, 064936,  134.9,  97.0,
2100201505, 043009, 064807,  150.0,  90.0,
2100201503, 043009, 064616,  174.8,  64.0,
2110201521, 052909, 070755,    5.3,   4.0,
2110201519, 052909, 070604,   24.9,   8.0,
2110201517, 052909, 070424,   45.3,  11.0,
2110201516, 052909, 070305,   60.1,  22.0,
2110201514, 052909, 070134,   75.0,  32.0,
2110201513, 052909, 070016,   85.3,  45.0,
2110201511, 052909, 065844,  100.1,  54.0,
2110201510, 052909, 065714,  115.0, 123.0,
2110201508, 052909, 065544,  125.1, 120.0,
2110201507, 052909, 065424,  135.2, 101.0,
2110201505, 052909, 065245,  150.6, 131.0,
2110201503, 052909, 065025,  176.2,  88.0,
2120201623, 070509, 065801,    4.9,   5.0,
2120201621, 070509, 065431,   24.5,   6.0,
2120201619, 070509, 065311,   44.4,   9.0,
2120201618, 070509, 065211,   59.6,  14.0,
2120201616, 070509, 065051,   74.1,  16.0,
2120201615, 070509, 064951,   84.8,  26.0,
2120201613, 070509, 064831,   98.8,  59.0,
2120201612, 070509, 064731,  113.9, 169.0,
2120201610, 070509, 064621,  124.4, 167.0,
2120201609, 070509, 064511,  134.5, 115.0,
2120201607, 070509, 064351,  149.6,  70.0,
2120201605, 070509, 064221,  173.7,   0.0,
2130201322, 072609, 131615,    8.0,   5.0,
2130201320, 072609, 131336,   25.3,   6.0,
2130201318, 072609, 131050,   45.5,   7.0,
2130201317, 072609, 130924,   60.5,  12.0,
2130201315, 072609, 130744,   75.2,  38.0,
2130201314, 072609, 130624,   85.1,  74.0,
2130201312, 072609, 130451,  100.5, 191.0,
2130201311, 072609, 130257,  115.6, 121.0,
2130201309, 072609, 130134,  125.7,  51.0,
2130201308, 072609, 125954,  135.1,  38.0,
2130201306, 072609, 125729,  149.6,  23.0,
2130201304, 072609, 125534,  175.2,  13.0,
2140201521, 082009, 071915,    6.5,   7.0,
2140201519, 082009, 071454,   24.4,   7.0,
2140201517, 082009, 071250,   44.0,  13.0,
2140201516, 082009, 071129,   60.9,  25.0,
2140201514, 082009, 070900,   74.5,  30.0,
2140201513, 082009, 070746,   85.0,  40.0,
2140201511, 082009, 070607,  100.3,  80.0,
2140201510, 082009, 070449,  115.2, 133.0,
2140201508, 082009, 070314,  124.7, 158.0,
2140201507, 082009, 070150,  136.2, 119.0,
2140201505, 082009, 065939,  149.8,  42.0,
2140201503, 082009, 065629,  174.6,  19.0,
2150201622, 092609, 070104,    5.0,   6.0,
2150201619, 092609, 065912,   26.1,   4.0,
2150201617, 092609, 065732,   44.9,  11.0,
2150201616, 092609, 065556,   60.0,  16.0,
2150201614, 092609, 065412,   76.7,  31.0,
2150201611, 092609, 065124,   99.4,  40.0,
2150201610, 092609, 064952,  114.6, 177.0,
2150201608, 092609, 064822,  125.8, 229.0,
2150201607, 092609, 064702,  134.8, 204.0,
2150201603, 092609, 064332,  173.9, 148.0,
2160201521, 110509, 070655,    5.0,   9.0,
2160201519, 110509, 070455,   24.7,   8.0,
2160201517, 110509, 070315,   44.1,  10.0,
2160201516, 110509, 070150,   60.5,  12.0,
2160201514, 110509, 070021,   74.9,  41.0,
2160201513, 110509, 065900,   84.7,  53.0,
2160201511, 110509, 065706,  101.6, 131.0,
2160201510, 110509, 065417,  114.2, 180.0,
2160201508, 110509, 065251,  124.9, 131.0,
2160201507, 110509, 065016,  135.2, 108.0,
2160201505, 110509, 064816,  149.6,  78.0,
2160201503, 110509, 064555,  177.4,  20.0,
2170201621, 121109, 070038,    4.7,   9.0,
2170201619, 121109, 065908,   25.7,  10.0,
2170201617, 121109, 065739,   45.5,  13.0,
2170201616, 121109, 065618,   59.1,   5.0,
2170201614, 121109, 065438,   75.2,  20.0,
2170201613, 121109, 065329,   84.8,  62.0,
2170201611, 121109, 065158,   99.5, 176.0,
2170201610, 121109, 065043,  115.1, 156.0,
2170201608, 121109, 064913,  125.6, 107.0,
2170201607, 121109, 064618,  134.7,  76.0,
2170201605, 121109, 064448,  149.7,  23.0,
2170201603, 121109, 064303,  177.1,   6.0,
2190200721, 031110, 002324,    4.9,   6.0,
2190200719, 031110, 002125,   25.0,   6.0,
2190200717, 031110, 001950,   45.5,   8.0,
2190200716, 031110, 001840,   59.7,   6.0,
2190200714, 031110, 001722,   74.9,  10.0,
2190200713, 031110, 001618,   86.5,  13.0,
2190200711, 031110, 001504,  100.3,  17.0,
2190200710, 031110, 001415,  113.5,  71.0,
2190200708, 031110, 001259,  124.9, 124.0,
2190200707, 031110, 001202,  133.7, 141.0,
2190200705, 031110, 001040,  152.1,  77.0,
2190200703, 031110, 000833,  175.4,  22.0,
2200201521, 040810, 065933,    5.4,   4.0,
2200201519, 040810, 065808,   24.5,   4.0,
2200201517, 040810, 065643,   45.4,   7.0,
2200201516, 040810, 065537,   59.4,  34.0,
2200201514, 040810, 065424,   74.9,  30.0,
2200201513, 040810, 065322,   83.9,  48.0,
2200201511, 040810, 065203,   99.1,  57.0,
2200201510, 040810, 065053,  115.3,  78.0,
2200201508, 040810, 064938,  126.1, 137.0,
2200201507, 040810, 064835,  135.1, 104.0,
2200201505, 040810, 064717,  151.2,  78.0,
2200201503, 040810, 064549,  176.5,  24.0,
2210201621, 052010, 070129,    5.5,   2.0,
2210201619, 052010, 065959,   24.9,   2.0,
2210201617, 052010, 065829,   47.5,   4.0,
2210201616, 052010, 065549,   60.3,   3.0,
2210201614, 052010, 065434,   74.1,   5.0,
2210201613, 052010, 065329,   85.7,   8.0,
2210201611, 052010, 065204,  100.5,  16.0,
2210201610, 052010, 065054,  115.1,  47.0,
2210201608, 052010, 064939,  124.5,  87.0,
2210201607, 052010, 064834,  135.5, 151.0,
2210201605, 052010, 064714,  150.4, 101.0,
2210201603, 052010, 064544,  173.7,  45.0,
2220201621, 061010, 070829,    4.9,   2.0,
2220201619, 061010, 070643,   23.8,   1.0,
2220201617, 061010, 070509,   45.4,   4.0,
2220201616, 061010, 070328,   59.7,   6.0,
2220201614, 061010, 070149,   75.3,   7.0,
2220201613, 061010, 070039,   84.9,   9.0,
2220201611, 061010, 065854,  100.9,  13.0,
2220201610, 061010, 065658,  113.5, 128.0,
2220201608, 061010, 065424,  126.0, 199.0,
2220201607, 061010, 065313,  134.6, 151.0,
2220201605, 061010, 065119,  151.0,  88.0,
2220201603, 061010, 064939,  175.4,  44.0,
2230201621, 071010, 070303,    7.1,   3.0,
2230201619, 071010, 065957,   25.5,   2.0,
2230201617, 071010, 065752,   45.5,   3.0,
2230201616, 071010, 065606,   60.5,   7.0,
2230201614, 071010, 065402,   75.4,  12.0,
2230201613, 071010, 065216,   85.2,  18.0,
2230201611, 071010, 065032,   99.7,  30.0,
2230201610, 071010, 064845,  115.0,  71.0,
2230201608, 071010, 064712,  124.8, 112.0,
2230201607, 071010, 064542,  134.2, 114.0,
2230201605, 071010, 064347,  149.4,  29.0,
2230201603, 071010, 064127,  174.1,   0.0,
2240201621, 080910, 070014,    4.6,   1.0,
2240201619, 080910, 065619,   25.1,   5.0,
2240201617, 080910, 065418,   45.6,   2.0,
2240201616, 080910, 065249,   59.9,   6.0,
2240201614, 080910, 065114,   75.2,  16.0,
2240201613, 080910, 065004,   85.3,  30.0,
2240201611, 080910, 064822,  100.1,  72.0,
2240201610, 080910, 064650,  115.6, 110.0,
2240201608, 080910, 064523,  125.1,  65.0,
2240201607, 080910, 064411,  134.8,  94.0,
2240201605, 080910, 064229,  150.0, 121.0,
2240201603, 080910, 064045,  175.8,  39.0,
2250201523, 090510, 070053,    5.1,   2.0,
2250201521, 090510, 065800,   24.9,   7.0,
2250201519, 090510, 065555,   45.6,   4.0,
2250201518, 090510, 065412,   60.3,  10.0,
2250201515, 090510, 065110,   75.1,  21.0,
2250201514, 090510, 064942,   84.9,  68.0,
2250201512, 090510, 064740,  100.5, 215.0,
2250201510, 090510, 064429,  115.0, 138.0,
2250201508, 090510, 064205,  125.6, 101.0,
2250201507, 090510, 063954,  135.0,  70.0,
2250201505, 090510, 063747,  150.0,  41.0,
2250201503, 090510, 063526,  175.2,  26.0,
2260201622, 100510, 070233,    6.9,   3.0,
2260201619, 100510, 065938,   25.7,   5.0,
2260201617, 100510, 065714,   46.1,   4.0,
2260201616, 100510, 065509,   61.2,  14.0,
2260201614, 100510, 065254,   74.6,  19.0,
2260201613, 100510, 065110,   85.6,  36.0,
2260201611, 100510, 064854,   99.9,  74.0,
2260201610, 100510, 064633,  116.0, 150.0,
2260201608, 100510, 064439,  125.6, 172.0,
2260201607, 100510, 064259,  135.6, 138.0,
2260201605, 100510, 064054,  150.7,  80.0,
2260201603, 100510, 063824,  175.6,  28.0,
2270200823, 112210, 053802,    3.8,   2.0,
2270200821, 112210, 053634,   25.0,   4.0,
2270200819, 112210, 053524,   44.5,  11.0,
2270200818, 112210, 053422,   59.7,   7.0,
2270200816, 112210, 053302,   75.1,  11.0,
2270200815, 112210, 053207,   84.4,  16.0,
2270200813, 112210, 053026,  100.2,  29.0,
2270200812, 112210, 052855,  113.6, 193.0,
2270200810, 112210, 052728,  124.3, 184.0,
2270200809, 112210, 052611,  135.1, 156.0,
2270200807, 112210, 052433,  149.6,  93.0,
2270200805, 112210, 052238,  173.3,  44.0,
2290201521, 013011, 070000,    6.0,   5.0,
2290201519, 013011, 065700,   25.1,   8.0,
2290201517, 013011, 065445,   44.8,  18.0,
2290201516, 013011, 065301,   60.8,  20.0,
2290201514, 013011, 065110,   74.5,  22.0,
2290201513, 013011, 064935,   86.8,  37.0,
2290201511, 013011, 064745,  100.8, 131.0,
2290201510, 013011, 064545,  116.2, 159.0,
2290201508, 013011, 064350,  126.0, 121.0,
2290201507, 013011, 064220,  135.0,  71.0,
2290201505, 013011, 064031,  151.1,  11.0,
2290201503, 013011, 063820,  173.8,   2.0,
2300201521, 030211, 070336,    7.4,  12.0,
2300201519, 030211, 070044,   24.7,  11.0,
2300201517, 030211, 065848,   46.3,  26.0,
2300201516, 030211, 065719,   60.1,  29.0,
2300201514, 030211, 065539,   75.1,  31.0,
2300201513, 030211, 065413,   84.3,  40.0,
2300201511, 030211, 065228,   99.6, 195.0,
2300201510, 030211, 065054,  114.6, 153.0,
2300201508, 030211, 064918,  124.7, 134.0,
2300201507, 030211, 064739,  135.2, 109.0,
2300201505, 030211, 064549,  151.3,  42.0,
2300201503, 030211, 064324,  175.1,  17.0,
2310201421, 041311, 080842,    8.0,  14.0,
2310201419, 041311, 080654,   25.9,  25.0,
2310201417, 041311, 080509,   45.5,  31.0,
2310201416, 041311, 080326,   59.6,  51.0,
2310201414, 041311, 080154,   75.6,  60.0,
2310201413, 041311, 080040,   84.4,  64.0,
2310201411, 041311, 075910,  100.9, 129.0,
2310201410, 041311, 075749,  114.9, 205.0,
2310201408, 041311, 075604,  125.8, 172.0,
2310201407, 041311, 075439,  135.0, 161.0,
2310201405, 041311, 075304,  150.0,  99.0,
2310201403, 041311, 075109,  173.6,  38.0,
2320201521, 051111, 065014,    5.0,   8.0,
2320201519, 051111, 064844,   25.0,  10.0,
2320201517, 051111, 064719,   46.4,  32.0,
2320201516, 051111, 064614,   60.9,  31.0,
2320201514, 051111, 064505,   72.9,  82.0,
2320201513, 051111, 064400,   85.1,  89.0,
2320201511, 051111, 064249,  100.2, 174.0,
2320201510, 051111, 064134,  114.9, 147.0,
2320201508, 051111, 064015,  126.4, 106.0,
2320201507, 051111, 063914,  135.7, 101.0,
2320201505, 051111, 063805,  148.9,  85.0,
2320201503, 051111, 063625,  175.5,  43.0,
2330201623, 072111, 065707,    4.7,  10.0,
2330201619, 072111, 065508,   25.0,   7.0,
2330201617, 072111, 065318,   44.5,  10.0,
2330201616, 072111, 065159,   59.8,  13.0,
2330201614, 072111, 065038,   74.1,  16.0,
2330201613, 072111, 064934,   85.0,  21.0,
2330201611, 072111, 064808,   99.5,  29.0,
2330201610, 072111, 064649,  114.6,  83.0,
2330201608, 072111, 064539,  124.7, 156.0,
2330201607, 072111, 064434,  134.3, 182.0,
2330201605, 072111, 064308,  149.1, 115.0,
2330201603, 072111, 064118,  174.1,  81.0,
2340200622, 083111, 071046,    6.0,  11.0,
2340200619, 083111, 070850,   24.2,  12.0,
2340200617, 083111, 070646,   44.5,  25.0,
2340200616, 083111, 070530,   59.6,  30.0,
2340200614, 083111, 070310,   74.8,  40.0,
2340200613, 083111, 070151,   84.4,  63.0,
2340200611, 083111, 070021,   99.7, 123.0,
2340200610, 083111, 065850,  114.5, 182.0,
2340200608, 083111, 065736,  123.8, 153.0,
2340200607, 083111, 065621,  134.5, 148.0,
2340200605, 083111, 065451,  149.7,  85.0,
2340200603, 083111, 065246,  174.6,  45.0,
2350200523, 092711, 095839,    6.1,   7.0,
2350200519, 092711, 095554,   25.8,   9.0,
2350200517, 092711, 095324,   45.5,  16.0,
2350200516, 092711, 095129,   60.6,  17.0,
2350200511, 092711, 094604,  100.3,  91.0,
2350200510, 092711, 094413,  114.7, 178.0,
2350200508, 092711, 094234,  125.8, 152.0,
2350200507, 092711, 094059,  135.3, 119.0,
2350200505, 092711, 093859,  151.3,  74.0,
2350200503, 092711, 093619,  175.6,  39.0,
2360201422, 110611, 065555,    5.2,  13.0,
2360201420, 110611, 065420,   24.9,  12.0,
2360201417, 110611, 065240,   45.0,  28.0,
2360201416, 110611, 065131,   62.3,  59.0,
2360201414, 110611, 064931,   73.1, 132.0,
2360201413, 110611, 064821,   85.1, 148.0,
2360201411, 110611, 064701,   99.7,  97.0,
2360201410, 110611, 064550,  115.7,  51.0,
2360201408, 110611, 064430,  125.4,  44.0,
2360201407, 110611, 064337,  136.6,  26.0,
2360201405, 110611, 064211,  150.7,   7.0,
2360201403, 110611, 064051,  174.4,  10.0,
2370200521, 112911, 120119,    5.5,  35.0,
2370200519, 112911, 115932,   25.3,  35.0,
2370200517, 112911, 115743,   45.4,  37.0,
2370200516, 112911, 115626,   59.6,  36.0,
2370200514, 112911, 115442,   75.5,  25.0,
2370200513, 112911, 115325,   85.3,  35.0,
2370200511, 112911, 115205,  100.4,  41.0,
2370200510, 112911, 115040,  115.3, 119.0,
2370200508, 112911, 114853,  125.3, 102.0,
2370200507, 112911, 114730,  134.8,  61.0,
2370200505, 112911, 114558,  150.9,  30.0,
2370200503, 112911, 114357,  175.2,  11.0,
2380201421, 122111, 055928,    5.8,  27.0,
2380201419, 122111, 055738,   24.6,  30.0,
2380201417, 122111, 055503,   44.2,  27.0,
2380201416, 122111, 055333,   59.4,  45.0,
2380201414, 122111, 055148,   74.1,  43.0,
2380201413, 122111, 055038,   84.0,  45.0,
2380201411, 122111, 054854,   98.9,  55.0,
2380201410, 122111, 054724,  114.7,  69.0,
2380201408, 122111, 054553,  124.3,  82.0,
2380201407, 122111, 054433,  134.8,  48.0,
2380201405, 122111, 054258,  150.2,  28.0,
2380201403, 122111, 054103,  175.2,  14.0,
2390201523, 012012, 064830,    5.7,  13.0,
2390201519, 012012, 064650,   25.9,  16.0,
2390201517, 012012, 064531,   45.5,  51.0,
2390201516, 012012, 064430,   59.4,  57.0,
2390201514, 012012, 064315,   75.0,  52.0,
2390201513, 012012, 064221,   84.3,  57.0,
2390201511, 012012, 064111,   99.6,  54.0,
2390201510, 012012, 064011,  115.8, 132.0,
2390201508, 012012, 063910,  124.7, 119.0,
2390201507, 012012, 063816,  135.5, 115.0,
2390201505, 012012, 063700,  149.9,  68.0,
2390201503, 012012, 063541,  174.8,  16.0,
2400200923, 032612, 112812,    7.5,  11.0,
2400200921, 032612, 112517,   25.5,  10.0,
2400200919, 032612, 112338,   45.0,  19.0,
2400200918, 032612, 112207,   60.0,  25.0,
2400200916, 032612, 112033,   74.7,  26.0,
2400200915, 032612, 111917,   85.0,  20.0,
2400200913, 032612, 111732,  100.7,  50.0,
2400200912, 032612, 111613,  114.9, 106.0,
2400200910, 032612, 111452,  124.9, 141.0,
2400200909, 032612, 111327,  134.6, 176.0,
2400200907, 032612, 111153,  150.4,  18.0,
2400200905, 032612, 111017,  174.5,  11.0,
2410201423, 050412, 021933,    5.4,   6.0,
2410201417, 050412, 021739,   24.4,   6.0,
2410201415, 050412, 021618,   45.2,   8.0,
2410201414, 050412, 021519,   62.0,   8.0,
2410201412, 050412, 021403,   74.0,   9.0,
2410201411, 050412, 021309,   84.9,  10.0,
2410201410, 050412, 021204,  101.5,  17.0,
2410201409, 050412, 021104,  113.4,  53.0,
2410201406, 050412, 020959,  123.9, 142.0,
2410201405, 050412, 020904,  134.2, 149.0,
2410201404, 050412, 020803,  150.0,  88.0,
2410201403, 050412, 020653,  174.4,  66.0,
2420201422, 060112, 065904,    5.4,   5.0,
2420201420, 060112, 065730,   26.2,   3.0,
2420201418, 060112, 065550,   46.8,   8.0,
2420201417, 060112, 065434,   58.9,  12.0,
2420201414, 060112, 065136,   88.4,  17.0,
2420201412, 060112, 064955,   98.1,  31.0,
2420201411, 060112, 064830,  115.3, 122.0,
2420201409, 060112, 064714,  125.1, 156.0,
2420201408, 060112, 064604,  135.3, 151.0,
2420201405, 060112, 064429,  150.4,  96.0,
2420201403, 060112, 064250,  176.8,  21.0,
2430201321, 062812, 071407,    6.0,   6.0,
2430201319, 062812, 071132,   25.8,   3.0,
2430201317, 062812, 070942,   44.3,   8.0,
2430201316, 062812, 070841,   59.6,   8.0,
2430201314, 062812, 070726,   74.6,  15.0,
2430201313, 062812, 070626,   85.0,  17.0,
2430201311, 062812, 070512,   99.4,  57.0,
2430201310, 062812, 070356,  114.8, 138.0,
2430201308, 062812, 070251,  124.8, 149.0,
2430201307, 062812, 070141,  134.8, 121.0,
2430201305, 062812, 070017,  148.4, 100.0,
2430201303, 062812, 065822,  174.4,  25.0,
2440201521, 080212, 065223,    9.5,   5.0,
2440201519, 080212, 065043,   25.5,   5.0,
2440201517, 080212, 064923,   45.6,   6.0,
2440201516, 080212, 064813,   60.2,  14.0,
2440201514, 080212, 064658,   75.0,  19.0,
2440201513, 080212, 064603,   85.2,  19.0,
2440201511, 080212, 064438,  100.4,  27.0,
2440201510, 080212, 064323,  115.2,  53.0,
2440201508, 080212, 064218,  125.3, 140.0,
2440201507, 080212, 064109,  135.0, 160.0,
2440201505, 080212, 063948,  150.5, 123.0,
2440201503, 080212, 063823,  174.9,  65.0,
2450201421, 081912, 070516,    4.6,   4.0,
2450201419, 081912, 070337,   25.8,   6.0,
2450201417, 081912, 070207,   46.3,   7.0,
2450201416, 081912, 070057,   60.8,  11.0,
2450201414, 081912, 065921,   75.6,  17.0,
2450201413, 081912, 065816,   85.0,  21.0,
2450201411, 081912, 065652,  100.5,  31.0,
2450201410, 081912, 065142,  114.4,  45.0,
2450201408, 081912, 064912,  124.7, 115.0,
2450201407, 081912, 064812,  135.5, 209.0,
2450201405, 081912, 064706,  150.8,  95.0,
2450201403, 081912, 064541,  175.9,  27.0,
2460201421, 091612, 065920,    5.0,   4.0,
2460201419, 091612, 065730,   25.6,   6.0,
2460201417, 091612, 065601,   45.9,   6.0,
2460201416, 091612, 065445,   60.2,   9.0,
2460201414, 091612, 065331,   75.2,  14.0,
2460201413, 091612, 065231,   85.5,  25.0,
2460201411, 091612, 065055,  100.5, 104.0,
2460201410, 091612, 064932,  115.1, 108.0,
2460201408, 091612, 064810,  125.1, 104.0,
2460201407, 091612, 064652,  135.3, 117.0,
2460201405, 091612, 064521,  150.4,  83.0,
2460201403, 091612, 064258,  175.5,  33.0,
2470201421, 100912, 070732,    6.3,   5.0,
2470201419, 100912, 070552,   24.7,   5.0,
2470201417, 100912, 070352,   45.3,   9.0,
2470201416, 100912, 070223,   60.2,  11.0,
2470201414, 100912, 070043,   75.2,  20.0,
2470201413, 100912, 065932,   85.1,  24.0,
2470201411, 100912, 065743,   99.7,  36.0,
2470201410, 100912, 065612,  115.2,  46.0,
2470201408, 100912, 065452,  125.0, 106.0,
2470201407, 100912, 065342,  135.0, 168.0,
2470201405, 100912, 065213,  149.9, 116.0,
2470201403, 100912, 065012,  175.2,  63.0,
2480201421, 120512, 070749,    8.6,  10.0,
2480201419, 120512, 070509,   25.9,  13.0,
2480201417, 120512, 070319,   47.3,  16.0,
2480201416, 120512, 070155,   63.2,  17.0,
2480201414, 120512, 070034,   77.1,  19.0,
2480201413, 120512, 065920,   86.9,  20.0,
2480201411, 120512, 065749,  100.6, 172.0,
2480201410, 120512, 065629,  115.7, 190.0,
2480201408, 120512, 065509,  125.9, 155.0,
2480201407, 120512, 065404,  135.7, 118.0,
2480201405, 120512, 065239,  151.2,  73.0,
2480201403, 120512, 065034,  176.1,  17.0,
2490201421, 021413, 065730,    7.1,   6.0,
2490201419, 021413, 065530,   24.7,   7.0,
2490201417, 021413, 065329,   46.1,   8.0,
2490201416, 021413, 065159,   60.3,   8.0,
2490201414, 021413, 065009,   76.9,   9.0,
2490201413, 021413, 064859,   86.5,  11.0,
