botid, date, time, press, dop, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1150200620, 052400, 075555,   25.1,   0.21,
1150200619, 052400, 075449,   35.0,   0.28,
1150200617, 052400, 075335,   45.3,   0.26,
1150200616, 052400, 075224,   59.8,   0.25,
1150200615, 052400, 075120,   74.1,   0.28,
1150200614, 052400, 075018,   84.9,   0.25,
1150200613, 052400, 074918,   94.8,   0.28,
1150200612, 052400, 074814,  104.2,   0.30,
1150200611, 052400, 074713,  114.0,   0.30,
1150200610, 052400, 074605,  124.2,   0.37,
1150200609, 052400, 074506,  134.3,   0.40,
1150200608, 052400, 074357,  150.2,   0.25,
1150200606, 052400, 074150,  175.1,   0.18,
1150200604, 052400, 073930,  199.4,   0.19,
1160200722, 062100, 080017,    4.6,   0.24,
1160200721, 062100, 075852,   14.4,   0.21,
1160200719, 062100, 075731,   24.7,   0.23,
1160200718, 062100, 075628,   34.3,   0.23,
1160200717, 062100, 075526,   44.4,   0.24,
1160200715, 062100, 075255,   74.8,   0.21,
1160200714, 062100, 075137,   84.8,   0.25,
1160200713, 062100, 075032,   94.4,   0.20,
1160200712, 062100, 074927,  104.1,   0.22,
1160200711, 062100, 074822,  115.0,   0.22,
1160200710, 062100, 074717,  124.9,   0.22,
1160200709, 062100, 074612,  134.4,   0.18,
1160200708, 062100, 074507,  149.8,   0.22,
1160200706, 062100, 074307,  174.5,   0.16,
1160200704, 062100, 074042,  202.0,   0.12,
1170200522, 072600, 080738,    4.5,   0.19,
1170200521, 072600, 080604,   14.4,   0.21,
1170200519, 072600, 080434,   23.4,   0.21,
1170200518, 072600, 080320,   34.3,   0.19,
1170200517, 072600, 080206,   45.0,   0.21,
1170200516, 072600, 080040,   59.1,   0.21,
1170200515, 072600, 075924,   75.1,   0.21,
1170200514, 072600, 075804,   85.3,   0.22,
1170200513, 072600, 075650,   94.7,   0.24,
1170200512, 072600, 075532,  106.0,   0.21,
1170200511, 072600, 075242,  114.1,   0.21,
1170200510, 072600, 075132,  124.4,   0.20,
1170200509, 072600, 075024,  134.0,   0.18,
1170200508, 072600, 074908,  150.1,   0.15,
1170200506, 072600, 074648,  174.7,   0.17,
1170200504, 072600, 074422,  199.6,   0.13,
1180200617, 082300, 041450,    5.1,   0.23,
1180200616, 082300, 041157,   91.4,   0.21,
1180200722, 082300, 065625,    5.0,   0.21,
1180200721, 082300, 065521,   15.2,   0.21,
1180200719, 082300, 065409,   24.9,   0.21,
1180200718, 082300, 065312,   34.7,   0.21,
1180200717, 082300, 065214,   44.9,   0.26,
1180200716, 082300, 065114,   60.0,   0.35,
1180200715, 082300, 065010,   73.9,   0.24,
1180200714, 082300, 064905,   85.1,   0.23,
1180200713, 082300, 064758,   94.7,   0.21,
1180200712, 082300, 064652,  105.3,   0.16,
1180200711, 082300, 064548,  114.8,   0.21,
1180200710, 082300, 064447,  126.0,   0.19,
1180200709, 082300, 064347,  134.9,   0.17,
1180200708, 082300, 064238,  149.0,   0.16,
1180200707, 082300, 064133,  159.5,   0.15,
1180200706, 082300, 064031,  173.9,   0.14,
1180200705, 082300, 063931,  185.4,   0.21,
1180200704, 082300, 063826,  201.1,   0.12,
1190200720, 101800, 100516,    4.9,   0.22,
1190200717, 101800, 100235,   24.9,   0.20,
1190200715, 101800, 100010,   44.7,   0.19,
1190200713, 101800, 095723,   75.0,   0.20,
1190200711, 101800, 095449,   99.7,   0.16,
1190200709, 101800, 095203,  126.0,   0.15,
1190200707, 101800, 094927,  151.3,   0.13,
1190200705, 101800, 094641,  174.7,   0.11,
1190200704, 101800, 094516,  200.7,   0.12,
1200200622, 113000, 065955,    4.6,   0.20,
1200200620, 113000, 065832,   14.8,   0.20,
1200200619, 113000, 065718,   25.2,   0.19,
1200200617, 113000, 065551,   35.0,   0.21,
1200200616, 113000, 065443,   44.8,   0.20,
1200200615, 113000, 065329,   60.1,   0.21,
1200200614, 113000, 065213,   74.5,   0.20,
1200200612, 113000, 064949,   99.6,   0.19,
1200200610, 113000, 064717,  125.1,   0.18,
1200200609, 113000, 064555,  150.1,   0.15,
1200200607, 113000, 064330,  174.6,   0.13,
1200200606, 113000, 064202,  201.0,   0.13,
1210200818, 122000, 095546,    4.6,   0.24,
1210200817, 122000, 095443,   15.1,   0.26,
1210200815, 122000, 095324,   23.9,   0.26,
1210200814, 122000, 095219,   34.5,   0.28,
1210200813, 122000, 095118,   45.3,   0.23,
1210200812, 122000, 095013,   58.9,   0.21,
1210200811, 122000, 094904,   72.8,   0.26,
1210200809, 122000, 094637,   99.3,   0.19,
1210200807, 122000, 094412,  122.2,   0.19,
1210200806, 122000, 094226,  150.4,   0.20,
1210200804, 122000, 094022,  172.3,   0.15,
1210200803, 122000, 093908,  199.6,   0.15,
1220200618, 011701, 064943,    4.2,   0.21,
1220200617, 011701, 064842,   13.6,   0.21,
1220200615, 011701, 064734,   23.3,   0.22,
1220200614, 011701, 064641,   33.7,   0.22,
1220200613, 011701, 064552,   43.2,   0.28,
1220200612, 011701, 064456,   58.1,   0.22,
1220200611, 011701, 064400,   74.1,   0.24,
1220200609, 011701, 064212,   98.4,   0.21,
1220200607, 011701, 064020,  124.1,   0.22,
1220200606, 011701, 063909,  148.5,   0.17,
1220200604, 011701, 063714,  172.8,   0.17,
1220200603, 011701, 063600,  198.9,   0.15,
1230200319, 021501, 031618,    4.2,   0.23,
1230200318, 021501, 031510,   13.9,   0.21,
1230200316, 021501, 031356,   25.0,   0.22,
1230200315, 021501, 031300,   33.8,   0.20,
1230200314, 021501, 031205,   43.9,   0.21,
1230200313, 021501, 031110,   59.5,   0.21,
1230200312, 021501, 031005,   73.8,   0.23,
1230200310, 021501, 030705,   99.1,   0.21,
1230200308, 021501, 030440,  123.2,   0.20,
1230200307, 021501, 030310,  151.3,   0.13,
1230200305, 021501, 030040,  173.8,   0.15,
1230200304, 021501, 025905,  198.4,   0.20,
