botid, date, time, press, boxy, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1370200606, 052102, 064236,  150.4,  207.2,
1370200605, 052102, 064141,  165.4,  204.0,
1370200604, 052102, 064040,  174.9,  200.9,
1370201514, 052202, 120728,    4.8,  213.2,
1370201513, 052202, 120433,   74.4,  225.5,
1380200124, 062902, 165410,   27.2,  207.0,
1380200224, 062902, 195714,    4.4,  206.9,
1380200223, 062902, 195532,   55.3,  214.8,
1380200222, 062902, 195431,   69.2,  217.0,
1380200221, 062902, 195254,  109.0,  215.6,
1380200220, 062902, 195124,  144.1,  199.4,
1380200219, 062902, 194944,  188.7,  185.6,
1380200518, 063002, 015712,    4.0,  205.8,
1380200515, 063002, 015502,   24.2,  206.9,
1380200513, 063002, 015302,   44.3,  216.9,
1380200511, 063002, 015042,   74.6,  217.7,
1380200510, 063002, 014937,   84.7,  217.2,
1380200509, 063002, 014827,  100.3,  215.3,
1380200508, 063002, 014722,  113.7,  209.9,
1380200507, 063002, 014617,  124.2,  204.7,
1380200506, 063002, 014501,  148.7,  197.1,
1380200505, 063002, 014349,  164.3,  190.1,
1380200504, 063002, 014244,  174.7,  186.6,
1380200503, 063002, 014112,  200.0,  185.2,
1390200124, 082702, 165654,    5.6,  204.0,
1390200224, 082702, 201252,    4.8,  205.1,
1390200223, 082702, 201122,   24.9,  204.7,
1390200222, 082702, 200907,   68.1,  216.5,
1390200221, 082702, 200747,   84.2,  222.1,
1390200220, 082702, 200632,   99.7,  218.6,
1390200219, 082702, 200423,  142.2,  205.3,
1390200218, 082702, 200232,  178.1,  195.3,
1390200618, 082802, 072140,    5.3,  204.5,
1390200615, 082802, 071920,   25.4,  204.8,
1390200613, 082802, 071715,   44.6,  209.4,
1390200611, 082802, 071430,   75.4,  215.6,
1390200610, 082802, 071330,   84.1,  215.4,
1390200609, 082802, 071200,   99.4,  217.9,
1390200608, 082802, 071020,  115.3,  214.8,
1390200607, 082802, 070909,  124.8,  215.4,
1390200606, 082802, 070720,  150.3,  203.0,
1390200605, 082802, 070551,  165.4,  199.3,
1390200604, 082802, 070316,  174.1,  196.4,
1390201524, 082902, 132319,   26.8,  205.2,
1390201520, 082902, 131904,  101.2,  220.1,
1400200124, 100602, 163254,    4.4,  203.9,
1400200224, 100602, 191358,    9.7,  204.6,
1400200223, 100602, 191218,   66.1,  217.4,
1400200222, 100602, 191123,   84.6,  217.5,
1400200221, 100602, 191009,  124.6,  204.9,
1400200220, 100602, 190833,  179.7,  197.8,
1400200619, 100702, 065410,    4.9,  204.2,
1400200615, 100702, 065150,   24.3,  204.3,
1400200613, 100702, 064950,   44.3,  204.1,
1400200611, 100702, 064750,   77.3,  206.7,
1400200610, 100702, 064645,   89.6,  220.5,
1400200609, 100702, 064535,   98.7,  216.9,
1400200608, 100702, 064405,  112.5,  214.8,
1400200607, 100702, 064305,  124.5,  210.1,
1400200606, 100702, 064150,  149.1,  207.3,
1400200605, 100702, 064040,  165.5,  207.4,
1400200604, 100702, 063940,  174.5,  203.7,
1400201519, 100802, 123911,    4.8,  204.2,
1400201514, 100802, 122456,  150.6,  195.3,
1410200124, 110302, 153904,    5.1,  207.3,
1410200224, 110302, 192303,   15.0,  205.0,
1410200223, 110302, 192018,   73.8,  217.2,
1410200222, 110302, 191913,   81.6,  219.7,
1410200221, 110302, 191723,  110.8,  206.6,
1410200220, 110302, 191454,  164.7,  192.8,
1410200719, 110402, 095727,    4.6,  205.1,
1410200718, 110402, 095717,    4.6,  205.5,
1410200717, 110402, 095558,   14.5,  205.1,
1410200716, 110402, 095507,   25.2,  204.9,
1410200715, 110402, 095457,   25.1,  204.7,
1410200714, 110402, 095357,   35.4,  204.9,
1410200713, 110402, 095307,   45.2,  205.3,
1410200712, 110402, 095208,   60.5,  215.2,
1410200711, 110402, 095108,   75.1,  216.2,
1410200710, 110402, 095008,   85.3,  212.8,
1410200709, 110402, 094858,  100.8,  204.0,
1410200708, 110402, 094738,  114.8,  201.8,
1410200707, 110402, 094628,  124.9,  199.1,
1410200706, 110402, 094508,  149.2,  192.4,
1410200705, 110402, 094348,  165.6,  191.8,
1410200704, 110402, 094248,  174.3,  191.7,
1410201519, 110502, 120549,    4.7,  205.1,
1410201517, 110502, 120209,  100.3,  215.2,
1410201516, 110502, 120029,  150.6,  198.2,
1480200124, 052003, 171415,    4.3,  211.2,
1480200224, 052003, 195855,    4.1,  208.3,
1480200223, 052003, 195740,   33.7,  208.5,
1480200222, 052003, 195610,   76.9,  213.3,
1480200221, 052003, 195456,  112.3,  206.5,
1480200220, 052003, 195335,  148.4,  198.1,
1480200219, 052003, 195220,  178.2,  196.8,
1480200718, 052103, 095612,    4.6,  209.1,
1480200715, 052103, 095346,   24.2,  209.0,
1480200713, 052103, 095142,   45.2,  214.1,
1480200711, 052103, 094928,   74.2,  214.5,
1480200710, 052103, 094826,   83.9,  213.1,
1480200709, 052103, 094717,   99.4,  210.3,
1480200708, 052103, 094611,  113.4,  207.5,
1480200707, 052103, 094457,  124.7,  205.7,
1480200706, 052103, 094337,  148.9,  203.1,
1480200705, 052103, 094217,  164.3,  198.7,
1480200704, 052103, 094117,  174.2,  199.6,
1480200703, 052103, 093958,  199.7,  196.0,
1480201510, 052203, 120635,    4.1,  209.0,
1480201509, 052203, 120305,  120.9,  205.2,
1490200124, 061903, 153155,    5.0,  207.7,
1490200224, 061903, 191808,    4.7,  207.7,
1490200223, 061903, 191643,   43.5,  217.6,
1490200222, 061903, 191524,   67.1,  213.6,
1490200221, 061903, 191353,  104.9,  212.8,
1490200220, 061903, 191223,  139.9,  207.7,
1490200219, 061903, 191108,  172.5,  210.5,
1490200718, 062003, 100235,    5.1,  210.5,
1490200715, 062003, 100010,   24.9,  208.0,
1490200713, 062003, 095754,   45.1,  212.7,
1490200711, 062003, 095509,   74.8,  217.6,
1490200710, 062003, 095405,   84.7,  210.9,
1490200709, 062003, 095239,   99.5,  209.8,
1490200708, 062003, 095119,  115.0,  213.8,
1490200707, 062003, 095015,  124.6,  211.5,
1490200706, 062003, 094839,  149.6,  206.4,
1490200705, 062003, 094719,  165.0,  206.7,
1490200704, 062003, 094609,  175.5,  209.1,
1490201511, 062103, 115843,    4.4,  206.4,
1490201510, 062103, 115527,  125.1,  209.1,
1500200224, 071903, 193108,    5.2,  206.9,
1500200223, 071903, 192953,   39.1,  210.6,
1500200222, 071903, 192838,   75.1,  224.2,
1500200221, 071903, 192733,  104.9,  221.7,
1500200220, 071903, 192553,  163.4,  213.8,
1500200719, 072003, 101350,    4.8,  205.8,
1500200716, 072003, 101047,   24.9,  207.4,
1500200714, 072003, 100841,   45.0,  209.6,
1500200712, 072003, 100607,   74.5,  224.3,
1500200711, 072003, 100344,   84.4,  222.4,
1500200710, 072003, 100231,   98.7,  222.9,
1500200709, 072003, 100118,  114.1,  221.9,
1500200708, 072003, 100005,  124.8,  222.2,
1500200707, 072003, 095842,  148.9,  216.3,
1500200706, 072003, 095730,  164.2,  202.5,
1500200705, 072003, 095637,  174.0,  202.3,
1500201509, 072103, 120129,    4.2,  205.2,
1500201508, 072103, 115916,   73.0,  223.3,
1500201507, 072103, 115811,   82.8,  223.1,
1510200124, 082003, 161250,    4.8,  206.9,
1510200224, 082003, 185734,    5.3,  204.3,
1510200223, 082003, 185609,   43.0,  205.1,
1510200222, 082003, 185449,   82.6,  217.9,
1510200221, 082003, 185339,  109.3,  214.5,
1510200220, 082003, 185218,  142.1,  201.4,
1510200719, 082103, 095708,    4.5,  205.6,
1510200716, 082103, 095453,   25.3,  206.4,
1510200714, 082103, 095245,   44.7,  206.7,
1510200712, 082103, 095030,   74.1,  219.3,
1510200711, 082103, 094938,   84.9,  218.6,
1510200710, 082103, 094837,  100.1,  216.6,
1510200709, 082103, 094745,  113.9,  213.5,
1510200708, 082103, 094700,  123.7,  213.3,
1510200707, 082103, 094553,  149.2,  199.8,
1510200706, 082103, 094453,  164.0,  195.4,
1510200705, 082103, 094406,  174.9,  196.5,
1510200704, 082103, 094252,  198.9,  196.9,
1510201612, 082203, 121918,    5.4,  205.5,
1510201610, 082203, 121548,   90.0,  220.3,
1510201609, 082203, 121326,  131.4,  212.7,
1520200124, 101403, 155658,    4.9,  203.6,
1520200224, 101403, 192111,    5.8,  203.9,
1520200223, 101403, 191941,   47.8,  203.9,
1520200222, 101403, 191747,   88.4,  220.3,
1520200221, 101403, 191611,  128.3,  207.9,
1520200220, 101403, 191446,  176.4,  196.2,
1520200719, 101503, 100934,    4.6,  206.9,
1520200712, 101503, 100203,   74.2,  216.6,
1520200711, 101503, 100043,   85.4,  221.4,
1520200710, 101503, 095921,  100.5,  216.7,
1520200709, 101503, 095733,  115.4,  210.7,
1520200708, 101503, 095613,  125.5,  207.8,
1520200707, 101503, 095444,  150.1,  199.5,
1520200706, 101503, 095309,  164.7,  196.8,
1520200705, 101503, 095149,  174.9,  196.2,
1520201519, 101603, 122121,   10.9,  204.4,
1520201510, 101603, 120736,  151.2,  196.7,
1530200124, 110903, 143528,    5.3,  202.9,
1530200224, 110903, 192309,    5.0,  203.3,
1530200223, 110903, 192142,   41.8,  203.3,
1530200222, 110903, 191939,   79.0,  216.2,
1530200221, 110903, 191824,   93.7,  221.3,
1530200220, 110903, 191709,  108.2,  220.4,
1530200219, 110903, 191510,  154.2,  199.9,
1530200708, 111003, 101347,  116.4,  211.1,
1530200707, 111003, 101234,  124.5,  208.6,
1530200706, 111003, 101050,  151.8,  197.8,
1530200705, 111003, 100935,  165.1,  193.4,
1530200704, 111003, 100814,  175.2,  189.1,
1540200124, 121903, 181347,    4.7,  210.0,
1540200224, 121903, 222830,    4.1,  209.1,
1540200223, 121903, 222605,   24.5,  208.8,
1540200222, 121903, 222424,   61.2,  209.2,
1540200221, 121903, 222256,   95.2,  209.7,
1540200220, 121903, 222104,  154.3,  199.9,
1540200219, 121903, 221949,  186.2,  201.3,
1540200618, 122003, 101115,    6.5,  210.0,
1540200615, 122003, 100749,   24.1,  211.5,
1540200613, 122003, 100528,   44.9,  211.1,
1540200611, 122003, 100243,   75.4,  209.9,
1540200610, 122003, 100118,   84.3,  211.9,
1540200609, 122003, 100008,  100.5,  209.9,
1540200608, 122003, 095849,  115.1,  204.2,
1540200607, 122003, 095753,  124.8,  203.0,
1540200606, 122003, 095632,  149.6,  198.9,
1540200605, 122003, 095514,  166.4,  199.4,
1540200604, 122003, 095357,  181.0,  200.8,
1540200603, 122003, 095209,  199.8,  199.0,
1540201421, 122103, 122654,    6.8,  210.8,
1550200124, 012104, 151905,    4.2,  209.2,
1550200223, 012104, 185924,   54.1,  209.7,
1550200222, 012104, 185754,  102.0,  208.1,
1550200221, 012104, 185624,  146.7,  203.3,
1550200220, 012104, 185454,  193.6,  198.5,
1550200718, 012204, 095251,    3.6,  209.4,
1550200715, 012204, 095052,   24.7,  209.8,
1550200713, 012204, 094900,   43.2,  209.5,
1550200711, 012204, 094711,   73.5,  209.2,
1550200710, 012204, 094620,   84.1,  209.0,
1550200709, 012204, 094520,   99.1,  209.5,
1550200708, 012204, 094425,  113.8,  207.9,
1550200707, 012204, 094336,  123.2,  207.2,
1550200706, 012204, 094225,  148.7,  199.7,
1550200705, 012204, 094115,  165.6,  200.6,
1550200704, 012204, 094015,  175.4,  198.7,
1550201508, 012304, 133209,    4.4,  209.8,
1560200124, 022404, 153604,    4.8,  209.4,
1560200224, 022404, 190408,    3.8,  209.3,
1560200223, 022404, 190253,   26.7,  212.7,
1560200222, 022404, 190118,   73.4,  214.6,
1560200221, 022404, 185953,  117.4,  204.4,
1560200220, 022404, 185813,  176.0,  197.4,
1560200718, 022504, 095850,    4.7,  209.8,
1560200715, 022504, 095640,   23.9,  212.9,
1560200713, 022504, 095351,   45.1,  213.9,
1560200711, 022504, 095142,   72.9,  214.1,
1560200710, 022504, 095056,   84.0,  214.7,
1560200709, 022504, 094950,   99.4,  213.8,
1560200707, 022504, 094735,  124.7,  209.8,
1560200706, 022504, 094630,  148.7,  199.9,
1560200705, 022504, 094530,  165.1,  197.2,
1560200704, 022504, 094431,  177.5,  197.6,
1560201514, 022604, 115923,    5.0,  210.2,
1560201513, 022604, 115652,   99.6,  209.1,
1570200124, 031904, 155915,    8.4,  213.1,
1570200224, 031904, 191938,    4.5,  212.6,
1570200223, 031904, 191332,   64.1,  213.0,
1570200222, 031904, 191051,  124.7,  200.7,
1570200221, 031904, 190831,  167.7,  195.1,
1570200719, 032004, 102505,    8.0,  212.7,
1570200716, 032004, 102259,   24.7,  212.7,
1570200714, 032004, 102044,   46.3,  212.6,
1570200712, 032004, 101745,   73.6,  211.8,
1570200711, 032004, 101635,   84.2,  212.7,
1570200710, 032004, 101521,   99.6,  215.5,
1570200709, 032004, 101410,  114.9,  214.8,
1570200708, 032004, 101300,  124.5,  205.4,
1570200707, 032004, 101130,  149.5,  196.3,
1570200706, 032004, 101010,  164.9,  195.5,
1570200704, 032004, 100701,  199.8,  208.5,
1580200124, 042004, 162955,    4.3,  212.4,
1580200224, 042004, 190009,    3.7,  212.4,
1580200223, 042004, 185814,   57.0,  212.4,
1580200222, 042004, 185639,  109.9,  211.5,
1580200221, 042004, 185454,  154.6,  198.2,
1580200220, 042004, 185335,  191.8,  195.2,
1580200719, 042104, 103330,    4.7,  212.5,
1580200718, 042104, 103151,   14.4,  212.7,
1580200716, 042104, 103010,   24.9,  212.6,
1580200715, 042104, 102822,   35.0,  212.9,
1580200714, 042104, 102651,   44.4,  212.9,
1580200713, 042104, 102521,   60.9,  212.5,
1580200712, 042104, 102346,   75.1,  211.9,
1580200711, 042104, 102211,   84.9,  211.6,
1580200710, 042104, 102030,   99.9,  211.9,
1580200709, 042104, 101851,  113.4,  211.4,
1580200708, 042104, 101720,  125.2,  207.9,
1580200707, 042104, 101501,  149.4,  205.8,
1580200706, 042104, 101320,  164.5,  195.8,
1580200705, 042104, 101150,  173.8,  195.8,
1580200704, 042104, 101001,  199.3,  196.5,
1580201514, 042204, 104742,    4.4,  212.2,
1580201511, 042204, 104242,  159.6,  200.9,
1590200124, 051804, 151756,    4.4,  211.2,
1590200224, 051804, 185949,    4.1,  211.8,
1590200223, 051804, 185804,   47.1,  214.9,
1590200222, 051804, 185644,   74.0,  214.6,
1590200221, 051804, 185504,  125.3,  196.3,
1590200220, 051804, 185324,  174.9,  198.2,
1590200719, 051904, 095636,    3.8,  210.3,
1590200716, 051904, 095406,   24.2,  213.9,
1590200714, 051904, 095147,   43.9,  215.3,
1590200712, 051904, 094923,   73.9,  217.5,
1590200711, 051904, 094813,   83.4,  215.8,
1590200710, 051904, 094541,   98.3,  208.5,
1590200709, 051904, 094416,  113.6,  200.0,
1590200708, 051904, 094301,  123.8,  196.2,
1590200707, 051904, 094122,  149.2,  193.0,
1590200706, 051904, 094001,  164.4,  193.2,
1590200705, 051904, 093852,  174.4,  195.1,
1590200704, 051904, 093722,  198.3,  196.8,
1590201508, 052004, 122520,   24.3,  210.8,
1600200224, 061504, 160105,    4.4,  207.4,
1600200324, 061504, 192659,    4.7,  207.7,
1600200323, 061504, 192509,   62.5,  214.9,
1600200322, 061504, 192339,  111.4,  209.3,
1600200321, 061504, 192224,  146.9,  206.6,
1600200819, 061604, 095305,    3.8,  207.6,
1600200816, 061604, 095100,   24.0,  208.2,
1600200814, 061604, 094850,   44.6,  208.5,
1600200812, 061604, 094605,   74.0,  213.2,
1600200811, 061604, 094513,   83.6,  210.6,
1600200810, 061604, 094410,   99.0,  210.6,
1600200809, 061604, 094314,  114.2,  208.0,
1600200808, 061604, 094225,  123.0,  205.3,
1600200807, 061604, 094114,  149.2,  201.3,
1600200806, 061604, 094015,  163.9,  199.3,
1600200805, 061604, 093929,  173.7,  205.7,
1600200804, 061604, 093805,  198.5,  190.6,
1600201611, 061704, 115443,    4.2,  208.6,
1610200224, 071304, 223603,    4.9,  205.0,
1610200222, 071304, 223233,   95.9,  213.0,
1610200221, 071304, 223038,  149.9,  204.8,
1610200220, 071304, 222854,  198.5,  195.5,
1610200322, 071404, 002513,    4.9,  205.3,
1610200319, 071404, 002333,   25.1,  205.4,
1610200317, 071404, 002158,   43.4,  205.0,
1610200314, 071404, 001933,   74.4,  215.8,
1610200312, 071404, 001814,   84.5,  216.6,
1610200311, 071404, 001703,   99.7,  214.8,
1610200309, 071404, 001548,  114.4,  212.3,
1610200308, 071404, 001452,  125.1,  209.3,
1610200305, 071404, 001242,  149.8,  203.2,
1610200303, 071404, 001113,  174.8,  200.3,
1610200301, 071404, 000922,  200.0,  192.2,
1620200224, 081504, 163019,    4.7,  203.1,
1620200324, 081504, 194734,    4.7,  202.9,
1620200323, 081504, 194553,   50.5,  212.5,
1620200322, 081504, 194429,   86.7,  209.1,
1620200321, 081504, 194314,  118.6,  214.4,
1620200320, 081504, 194204,  150.7,  200.3,
1620200918, 081704, 035025,    5.2,  202.9,
1620201119, 081704, 102258,    4.2,  202.8,
1620201116, 081704, 102057,   24.8,  203.6,
1620201114, 081704, 101902,   44.8,  220.3,
1620201112, 081704, 101706,   74.5,  212.5,
1620201111, 081704, 101612,   84.1,  209.5,
1620201110, 081704, 101512,   99.9,  208.1,
1620201109, 081704, 101417,  113.0,  200.5,
1620201108, 081704, 101308,  124.6,  193.8,
1620201107, 081704, 101149,  149.6,  202.7,
1620201106, 081704, 101047,  164.0,  206.2,
1620201105, 081704, 100941,  175.0,  198.2,
1620201104, 081704, 100825,  199.2,  194.8,
1630200224, 092804, 161734,    7.4,  202.3,
1630200324, 092804, 200553,    4.9,  201.3,
1630200323, 092804, 200333,   50.7,  215.6,
1630200322, 092804, 200223,   61.4,  221.6,
1630200321, 092804, 200103,   82.3,  221.9,
1630200320, 092804, 195913,  121.1,  212.9,
1630200319, 092804, 195723,  167.6,  203.2,
1630200819, 092904, 095158,    4.9,  201.4,
1630200816, 092904, 094939,   24.4,  201.7,
1630200814, 092904, 094753,   44.7,  206.3,
1630200812, 092904, 094558,   73.1,  217.3,
1630200811, 092904, 094508,   84.8,  220.5,
1630200810, 092904, 094418,   99.3,  216.5,
1630200809, 092904, 094214,  114.5,  212.2,
1630200808, 092904, 094108,  124.4,  206.4,
1630200807, 092904, 093943,  149.5,  205.6,
1630200806, 092904, 093848,  164.4,  202.4,
1630200805, 092904, 093748,  174.9,  199.9,
1630200804, 092904, 093633,  199.5,  204.8,
1630201608, 093004, 115435,    4.5,  202.1,
1630201607, 093004, 115146,   49.1,  217.2,
1640200224, 103004, 184424,    4.8,  203.8,
1640200324, 103004, 221753,    4.6,  203.5,
1640200323, 103004, 221528,   64.6,  215.9,
1640200322, 103004, 221348,   92.7,  219.2,
1640200321, 103004, 221133,  152.5,  203.1,
1640200320, 103004, 220923,  190.6,  201.9,
1640200719, 103104, 095221,    5.0,  203.5,
1640200716, 103104, 095015,   24.5,  203.4,
1640200714, 103104, 094825,   44.7,  203.4,
1640200712, 103104, 094625,   75.2,  228.1,
1640200711, 103104, 094536,   84.4,  222.9,
1640200710, 103104, 094432,   99.4,  216.2,
1640200709, 103104, 094326,  113.4,  209.2,
1640200708, 103104, 094205,  124.2,  208.3,
1640200707, 103104, 094053,  149.7,  203.8,
1640200706, 103104, 093951,  164.8,  202.7,
1640200705, 103104, 093900,  175.8,  202.8,
1640201508, 110104, 120433,    4.6,  204.6,
1640201507, 110104, 120132,   60.5,  228.9,
1650200224, 112704, 163254,    4.8,  202.9,
1650200324, 112704, 193119,   24.4,  204.3,
1650200323, 112704, 192934,   71.2,  217.9,
1650200322, 112704, 192834,   80.9,  222.2,
1650200321, 112704, 192734,   97.9,  207.4,
1650200320, 112704, 192554,  150.6,  200.1,
1650200319, 112704, 192424,  192.6,  195.4,
1650200822, 112804, 095807,    5.0,  202.8,
1650200818, 112804, 095442,   24.4,  202.7,
1650200814, 112804, 094925,   74.9,  221.6,
1650200812, 112804, 094759,   84.3,  215.9,
1650200810, 112804, 094626,   98.7,  213.5,
1650200809, 112804, 094506,  114.7,  209.7,
1650200808, 112804, 094352,  126.8,  202.6,
1650200807, 112804, 094223,  148.1,  201.8,
1650200806, 112804, 094102,  163.6,  198.2,
1650200805, 112804, 093953,  174.3,  197.0,
1650201608, 112904, 120858,    4.5,  204.9,
1660200324, 122004, 152012,    4.9,  205.3,
1660200424, 122004, 191309,    5.1,  205.5,
1660200423, 122004, 191120,   47.2,  205.3,
1660200422, 122004, 190939,   88.3,  204.8,
1660200421, 122004, 190830,  102.0,  206.0,
1660200420, 122004, 190709,  122.7,  196.7,
1660200419, 122004, 190505,  174.3,  184.6,
1660200919, 122104, 101124,    5.1,  205.6,
1660200916, 122104, 100803,   25.1,  205.3,
1660200914, 122104, 100451,   44.5,  205.6,
1660200911, 122104, 100003,   84.5,  205.4,
1660200910, 122104, 095803,  100.5,  204.6,
1660200909, 122104, 095607,  113.9,  199.1,
1660200908, 122104, 095433,  125.6,  196.8,
1660200907, 122104, 095203,  149.4,  188.6,
1660200906, 122104, 095010,  165.8,  186.6,
1660200905, 122104, 094839,  174.1,  185.7,
1660200904, 122104, 094622,  199.6,  186.6,
1660201717, 122204, 121043,    4.1,  206.3,
1670200324, 020105, 200809,    4.6,  209.0,
1670200323, 020105, 200628,   43.2,  208.6,
1670200322, 020105, 200453,   81.9,  204.4,
1670200321, 020105, 200253,  139.8,  198.0,
1670200819, 020205, 101014,    4.7,  210.2,
1670200816, 020205, 100713,   25.6,  209.5,
1670200814, 020205, 100414,   45.3,  209.3,
1670200812, 020205, 100114,   75.3,  209.1,
1670200811, 020205, 095950,   85.1,  207.2,
1670200810, 020205, 095826,  100.1,  202.8,
1670200809, 020205, 095647,  115.4,  206.0,
1670200808, 020205, 095535,  126.1,  199.2,
1670200807, 020205, 095341,  151.4,  191.6,
1670200806, 020205, 095212,  164.8,  192.1,
1670200805, 020205, 095052,  174.3,  196.1,
1670200804, 020205, 094913,  199.6,  198.7,
1670201617, 020305, 130014,    4.6,  209.8,
1680200224, 030405, 152209,    6.2,  210.7,
1680200324, 030405, 191743,    5.2,  209.5,
1680200323, 030405, 191522,   55.7,  212.1,
1680200322, 030405, 191307,  114.8,  211.9,
1680200321, 030405, 191037,  172.2,  193.5,
1680200819, 030505, 102006,    4.8,  210.5,
1680200818, 030505, 101848,   15.1,  210.4,
1680200816, 030505, 101709,   25.5,  210.6,
1680200815, 030505, 101605,   34.1,  210.7,
1680200814, 030505, 101455,   45.0,  214.4,
1680200813, 030505, 101334,   60.6,  215.1,
1680200812, 030505, 101200,   75.5,  214.9,
1680200811, 030505, 101049,   85.2,  212.5,
1680200810, 030505, 100935,   99.7,  200.4,
1680200809, 030505, 100819,  115.2,  208.0,
1680200808, 030505, 100706,  125.3,  206.6,
1680200807, 030505, 100542,  150.8,  197.9,
1680200806, 030505, 100405,  165.3,  190.6,
1680200805, 030505, 100250,  174.9,  191.6,
1680200804, 030505, 100120,  199.7,  197.3,
1690200124, 051705, 202825,   11.4,  211.2,
1690200224, 051705, 233744,    8.5,  209.5,
1690200223, 051705, 233604,   36.4,  210.0,
1690200222, 051705, 233414,   79.1,  215.7,
1690200220, 051705, 233024,  179.0,  197.9,
1690200514, 051805, 101655,   44.5,  214.9,
1690200511, 051805, 101131,   85.3,  215.1,
1690200510, 051805, 100938,  100.2,  212.6,
1690200509, 051805, 100754,  114.4,  211.0,
1690200508, 051805, 100604,  125.2,  209.9,
1690200507, 051805, 100406,  150.0,  204.6,
1690200506, 051805, 100216,  163.8,  204.8,
1690200505, 051805, 100037,  174.5,  201.0,
1690200504, 051805, 095843,  199.9,  191.8,
1690201724, 052005, 004519,   14.6,  210.2,
1690201714, 052005, 003739,   98.9,  214.0,
1700200324, 061405, 181740,   15.1,  210.2,
1700200424, 061405, 222709,   13.2,  208.6,
1700200423, 061405, 222525,   49.1,  223.2,
1700200422, 061405, 222340,   86.5,  223.9,
1700200421, 061405, 222144,  138.2,  195.9,
1700200420, 061405, 222004,  172.7,  206.4,
1700200819, 061505, 102452,    4.5,  208.5,
1700200816, 061505, 102051,   25.0,  208.6,
1700200814, 061505, 101732,   45.9,  220.5,
1700200812, 061505, 101305,   75.3,  223.1,
1700200811, 061505, 101114,   84.3,  221.5,
1700200809, 061505, 100707,  115.9,  204.9,
1700200808, 061505, 100508,  123.9,  207.3,
1700200807, 061505, 100314,  150.8,  192.7,
1700200806, 061505, 100126,  164.6,  205.0,
1700200805, 061505, 095937,  174.8,  204.4,
1700201523, 061605, 122830,    9.5,  209.5,
1700201510, 061605, 122135,   60.4,  214.4,
1710200921, 071705, 104350,    5.1,  206.1,
1710200918, 071705, 104100,   24.7,  206.5,
1710200915, 071705, 103805,   44.8,  209.8,
1710200913, 071705, 103505,   75.0,  220.9,
1710200912, 071705, 103340,   84.8,  220.6,
1710200911, 071705, 103205,   99.6,  217.9,
1710200910, 071705, 103035,  115.2,  214.6,
1710200909, 071705, 102905,  124.7,  212.3,
1710200908, 071705, 102715,  150.1,  202.9,
1710200907, 071705, 102550,  164.9,  198.2,
1710200905, 071705, 102430,  174.6,  197.1,
1710201521, 071805, 042128,    5.2,  206.2,
1710201520, 071805, 041925,   54.9,  215.7,
1710201519, 071805, 041804,   76.1,  220.4,
1710201518, 071805, 041458,  132.6,  203.8,
1710201517, 071805, 041303,  182.5,  193.8,
1710201624, 071805, 111152,    5.0,  207.4,
1720200324, 081305, 172143,    5.2,  205.3,
1720200424, 081305, 213951,    5.3,  209.7,
1720200423, 081305, 213636,   71.0,  214.9,
1720200421, 081305, 213401,  136.6,  218.1,
1720200420, 081305, 213216,  174.8,  210.9,
1720200419, 081305, 213116,  196.4,  206.6,
1720200819, 081405, 100313,    4.9,  206.7,
1720200816, 081405, 100032,   25.0,  207.2,
1720200814, 081405, 095808,   45.1,  207.9,
1720200812, 081405, 095538,   75.8,  221.8,
1720200811, 081405, 095431,   85.4,  226.5,
1720200810, 081405, 095314,  101.1,  222.4,
1720200809, 081405, 095154,  115.6,  220.4,
1720200808, 081405, 095029,  124.7,  216.5,
1720200807, 081405, 094852,  151.0,  205.6,
1720200806, 081405, 094725,  166.1,  211.0,
1720200805, 081405, 094614,  175.7,  208.7,
1720201516, 081505, 092207,    4.6,  206.3,
1720201512, 081505, 091552,   89.7,  226.3,
1730200324, 090905, 184824,   12.0,  204.9,
1730200424, 090905, 222313,   13.3,  204.3,
1730200423, 090905, 222104,   69.6,  214.7,
1730200422, 090905, 221954,   94.1,  222.2,
1730200421, 090905, 221824,  138.9,  210.2,
1730200420, 090905, 221704,  173.7,  197.0,
1730200823, 091005, 104239,    5.9,  205.2,
1730200820, 091005, 103950,   24.0,  205.2,
1730200818, 091005, 103714,   44.7,  207.2,
1730200816, 091005, 103436,   74.9,  218.2,
1730200815, 091005, 103330,   83.3,  222.5,
1730200814, 091005, 103218,   99.9,  219.0,
1730200813, 091005, 103021,  114.0,  216.3,
1730200812, 091005, 102913,  124.4,  211.9,
1730200811, 091005, 102741,  151.0,  211.3,
1730200810, 091005, 102630,  164.9,  208.1,
1730200809, 091005, 102527,  174.0,  206.7,
1730201508, 091105, 093032,    5.6,  203.3,
1730201507, 091105, 092604,  120.1,  212.7,
1740200824, 100805, 191049,    5.5,  206.5,
1740200924, 100805, 222456,   12.3,  203.9,
1740200923, 100805, 222132,   50.0,  203.9,
1740200922, 100805, 221941,   89.1,  216.8,
1740200921, 100805, 221809,  114.5,  215.6,
1740200920, 100805, 221629,  139.0,  200.6,
1740200919, 100805, 221429,  189.6,  206.5,
1740201822, 101005, 013345,    6.5,  204.0,
1740201819, 101005, 013008,   26.1,  205.1,
1740201817, 101005, 012734,   45.2,  205.7,
1740201815, 101005, 012458,   75.1,  218.9,
1740201814, 101005, 012324,   84.0,  222.0,
1740201813, 101005, 012210,   90.1,  219.3,
1740201812, 101005, 012058,   99.9,  213.5,
