botid, date, time, press, pbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
1830201010, 071306, 131411,  100.7,  1.369,
1830201007, 071306, 131159,  125.5,  0.184,
1830201006, 071306, 130929,  149.8,  0.058,
1830201005, 071306, 130714,  174.5,  0.045,
1840200922, 080906, 103440,    7.5,  1.378,
1840200919, 080906, 103026,   25.8,  1.293,
1840200916, 080906, 102548,   60.0,  2.274,
1840200913, 080906, 102140,   89.8,  1.997,
1840200910, 080906, 101740,  115.0,  0.435,
1840200907, 080906, 101245,  150.5,  0.136,
1840200906, 080906, 101111,  164.5,  0.050,
1840200905, 080906, 100950,  174.8,  0.035,
1850200920, 091606, 125620,    6.3,  2.163,
1850200917, 091606, 125435,   26.3,  2.384,
1850200914, 091606, 125242,   46.1,  2.634,
1850200911, 091606, 124927,   75.6,  2.499,
1850200908, 091606, 124725,  100.8,  2.453,
1850200905, 091606, 124537,  125.3,  0.699,
1850200904, 091606, 124409,  150.4,  0.120,
1850200903, 091606, 124235,  175.7,  0.018,
1860201820, 102106, 130025,    8.7,  1.862,
1860201817, 102106, 125740,   25.3,  2.088,
1860201814, 102106, 125526,   45.1,  2.891,
1860201811, 102106, 125331,   74.5,  2.799,
1860201808, 102106, 125040,  101.4,  1.801,
1860201805, 102106, 124840,  126.0,  0.449,
1860201804, 102106, 124650,  151.6,  0.272,
1860201803, 102106, 124511,  173.6,  0.067,
1870200920, 110906, 130815,    6.9,  2.002,
1870200917, 110906, 130440,   25.0,  2.349,
1870200914, 110906, 130251,   45.5,  2.308,
1870200911, 110906, 130049,   76.1,  2.212,
1870200908, 110906, 125909,  100.8,  1.982,
1870200905, 110906, 125749,  124.8,  0.597,
1870200904, 110906, 125615,  150.1,  0.144,
1870200903, 110906, 125420,  175.0,  0.024,
1880200920, 121006, 125550,    9.0,  1.738,
1880200917, 121006, 125308,   23.7,  1.781,
1880200914, 121006, 125121,   44.6,  1.768,
1880200911, 121006, 124922,   75.0,  1.298,
1880200908, 121006, 124750,  101.0,  0.606,
1880200905, 121006, 124551,  125.7,  0.278,
1880200903, 121006, 124249,  175.6,  0.018,
1890201020, 020707, 125931,    5.1,  1.887,
1890201017, 020707, 125714,   24.6,  1.874,
1890201014, 020707, 125535,   45.2,  2.006,
1890201011, 020707, 125345,   75.5,  1.190,
1890201008, 020707, 125154,  100.8,  0.379,
1890201005, 020707, 124948,  123.4,  0.060,
1890201004, 020707, 124747,  149.0,  0.003,
1890201003, 020707, 124540,  174.7,  0.001,
1900201020, 032107, 125949,    4.4,  1.402,
1900201017, 032107, 125729,   25.0,  1.508,
1900201011, 032107, 125211,   75.1,  1.643,
1900201008, 032107, 125011,   99.7,  0.929,
1900201005, 032107, 124736,  124.2,  0.251,
1900201004, 032107, 124441,  149.7,  0.037,
1900201003, 032107, 124251,  174.1,  0.002,
1910201020, 050507, 125830,    7.4,  2.198,
1910201017, 050507, 125611,   25.9,  2.156,
1910201014, 050507, 125341,   44.5,  2.510,
1910201011, 050507, 125152,   75.3,  2.863,
1910201008, 050507, 124941,  100.2,  2.577,
1910201005, 050507, 124702,  125.3,  1.151,
1910201004, 050507, 124520,  149.6,  0.337,
1910201003, 050507, 124343,  174.5,  0.105,
1930200722, 070807, 130548,    6.8,  1.740,
1930200717, 070807, 130253,   24.8,  1.820,
1930200714, 070807, 125957,   45.3,  1.810,
1930200711, 070807, 125648,   75.9,  2.492,
1930200708, 070807, 125428,   99.8,  2.197,
1930200705, 070807, 125208,  124.8,  0.499,
1930200704, 070807, 124958,  149.7,  0.157,
1930200703, 070807, 124757,  175.0,  0.053,
1940200920, 080407, 130743,    7.9,  1.720,
1940200917, 080407, 130443,   25.2,  1.852,
1940200914, 080407, 130118,   44.9,  2.436,
1940200911, 080407, 125802,   75.9,  2.017,
1940200908, 080407, 125528,  100.1,  1.647,
1940200905, 080407, 125313,  125.4,  0.661,
1940200904, 080407, 125041,  149.9,  0.313,
1940200903, 080407, 124838,  175.3,  0.142,
1950200920, 090307, 130649,    6.6,  2.197,
1950200917, 090307, 130404,   25.8,  2.499,
1950200914, 090307, 130159,   46.0,  2.581,
1950200911, 090307, 125829,   75.9,  2.792,
1950200908, 090307, 125554,  100.5,  2.417,
1950200905, 090307, 125344,  125.4,  0.548,
1950200904, 090307, 125110,  150.5,  0.101,
1950200903, 090307, 124909,  176.0,  0.113,
1960200222, 100207, 131053,    4.5,  2.025,
1960200217, 100207, 130838,   24.8,  2.083,
1960200214, 100207, 130723,   44.3,  2.173,
1960200211, 100207, 130553,   75.7,  2.606,
1960200208, 100207, 130429,   99.0,  2.065,
1960200205, 100207, 130304,  126.0,  0.758,
1960200204, 100207, 130143,  149.7,  0.174,
1960200203, 100207, 130019,  176.9,  0.086,
1970200220, 120107, 131549,    8.8,  2.158,
1970200217, 120107, 131413,   24.7,  2.025,
1970200214, 120107, 130959,   44.9,  1.757,
1970200211, 120107, 130823,   74.9,  1.698,
1970200208, 120107, 130629,   99.4,  0.673,
1970200205, 120107, 130439,  126.3,  0.199,
1980200222, 122007, 121559,    5.8,  1.374,
1980200217, 122007, 121059,   24.0,  1.465,
1980200214, 122007, 120920,   45.8,  1.354,
1980200211, 122007, 120733,   76.0,  1.276,
1980200208, 122007, 120544,  101.1,  0.887,
1980200205, 122007, 120340,  123.1,  0.320,
1980200204, 122007, 120225,  149.2,  0.058,
1980200203, 122007, 120114,  175.1,  0.029,
1990200222, 012908, 134548,    5.8,  1.445,
1990200217, 012908, 133955,   24.5,  1.499,
1990200214, 012908, 133806,   45.7,  1.474,
1990200211, 012908, 133607,   74.5,  1.474,
1990200208, 012908, 133346,   99.7,  1.200,
1990200205, 012908, 133136,  124.2,  0.338,
1990200204, 012908, 132926,  150.5,  0.078,
1990200203, 012908, 132707,  177.2,  0.006,
2000200222, 022308, 132209,    7.4,  1.711,
2000200217, 022308, 131709,   27.8,  2.044,
2000200214, 022308, 131453,   46.4,  2.106,
2000200211, 022308, 131221,   76.6,  2.305,
2000200205, 022308, 130723,  126.3,  0.555,
2000200204, 022308, 130508,  151.7,  0.125,
2000200203, 022308, 130310,  176.6,  0.011,
2010200222, 052708, 123058,    7.5,  1.879,
2010200218, 052708, 122805,   26.1,  2.335,
2010200215, 052708, 122537,   46.0,  2.295,
2010200212, 052708, 122328,   75.6,  2.453,
2010200209, 052708, 122124,  101.1,  2.943,
2010200206, 052708, 121929,  125.6,  1.044,
2010200205, 052708, 121738,  150.0,  0.264,
2010200204, 052708, 121554,  175.6,  0.103,
2020200222, 062508, 124016,    9.2,  1.905,
2020200218, 062508, 123622,   24.6,  1.867,
2020200215, 062508, 123401,   44.1,  1.819,
2020200212, 062508, 123136,   74.2,  2.347,
2020200209, 062508, 122926,   99.2,  1.631,
2020200205, 062508, 122701,  124.3,  0.708,
2020200204, 062508, 122516,  149.5,  0.288,
2020200203, 062508, 122318,  174.0,  0.052,
2030200222, 072608, 134946,    8.4,  1.627,
2030200218, 072608, 134648,   25.3,  1.599,
2030200215, 072608, 134444,   44.7,  2.225,
2030200212, 072608, 134229,   75.0,  2.580,
2030200209, 072608, 134010,  100.9,  2.104,
2030200205, 072608, 133740,  125.3,  0.710,
2030200204, 072608, 133523,  150.0,  0.185,
2030200203, 072608, 133327,  176.1,  0.060,
2040200222, 081608, 122916,    6.2,  2.755,
2040200218, 081608, 122541,   24.9,  2.861,
2040200215, 081608, 122330,   43.7,  2.928,
2040200212, 081608, 122027,   74.3,  2.759,
2040200209, 081608, 121757,  100.1,  0.872,
2040200205, 081608, 121512,  125.6,  0.308,
2040200204, 081608, 121247,  150.2,  0.096,
2040200203, 081608, 121012,  174.3,  0.033,
2050200222, 101008, 122046,    6.0,  2.476,
2050200217, 101008, 121736,   24.5,  2.161,
2050200214, 101008, 121546,   44.2,  2.600,
2050200211, 101008, 121345,   74.3,  2.155,
2050200208, 101008, 121200,   99.2,  0.843,
2050200205, 101008, 121011,  124.1,  0.296,
2050200204, 101008, 120841,  148.9,  0.068,
2050200203, 101008, 120711,  174.0,  0.015,
2060200222, 113008, 134658,   10.1,  2.156,
2060200218, 113008, 134258,   22.3,  2.105,
2060200215, 113008, 134124,   43.3,  2.044,
2060200212, 113008, 133918,   76.7,  2.056,
2060200209, 113008, 133719,  100.2,  1.134,
2060200205, 113008, 133537,  121.8,  0.582,
2060200204, 113008, 133357,  147.5,  0.168,
2060200203, 113008, 133157,  175.0,  0.008,
2080200222, 012009, 132948,    6.6,  1.970,
2080200218, 012009, 132623,   24.6,  2.060,
2080200215, 012009, 132432,   45.3,  2.000,
2080200212, 012009, 132244,   74.4,  2.067,
2080200209, 012009, 132047,   99.6,  1.930,
2080200205, 012009, 131842,  125.3,  0.367,
2080200204, 012009, 131707,  150.4,  0.232,
2080200203, 012009, 131532,  175.0,  0.009,
2090200222, 021709, 130227,    6.7,  1.198,
2090200218, 021709, 125947,   24.8,  1.230,
2090200215, 021709, 125757,   45.4,  1.259,
2090200212, 021709, 125557,   74.9,  1.283,
2090200209, 021709, 125407,  100.0,  0.570,
2090200205, 021709, 125147,  126.0,  0.373,
2090200204, 021709, 125037,  150.0,  0.057,
2090200203, 021709, 124927,  173.9,  0.009,
2100200222, 042809, 123028,    5.0,  1.604,
2100200218, 042809, 122742,   25.0,  1.978,
2100200215, 042809, 122457,   44.7,  2.402,
2100200212, 042809, 122144,   75.0,  2.330,
2100200209, 042809, 121927,   99.8,  1.274,
2100200205, 042809, 121630,  125.1,  0.270,
2100200204, 042809, 121412,  150.1,  0.138,
2100200203, 042809, 121217,  175.2,  0.025,
2110200120, 052709, 134033,    7.2,  1.847,
2110200117, 052709, 133909,   27.1,  1.925,
2110200114, 052709, 133754,   47.0,  1.796,
2110200111, 052709, 133548,   76.9,  2.269,
2110200108, 052709, 133400,  101.9,  1.132,
2110200105, 052709, 133228,  126.7,  0.470,
2110200104, 052709, 132928,  151.7,  0.210,
2110200103, 052709, 132823,  176.8,  0.085,
2120200222, 070309, 130851,    8.2,  1.770,
2120200219, 070309, 130531,   25.1,  1.751,
2120200216, 070309, 130347,   44.7,  2.190,
2120200213, 070309, 130140,   74.4,  2.475,
2120200210, 070309, 125906,  100.1,  1.725,
2120200207, 070309, 125547,  125.9,  0.693,
2120200204, 070309, 125221,  150.1,  0.237,
2120200203, 070309, 124959,  175.3,  0.162,
2130200220, 072409, 132508,    7.6,  1.583,
2130200217, 072409, 132139,   24.9,  1.610,
2130200214, 072409, 131943,   45.1,  2.021,
2130200211, 072409, 131734,   75.4,  2.793,
2130200208, 072409, 131538,   99.9,  1.812,
2130200205, 072409, 131348,  124.9,  0.382,
2130200202, 072409, 131138,  150.2,  0.138,
2130200201, 072409, 131003,  175.3,  0.018,
2140200220, 081809, 130728,    8.3,  1.778,
2140200217, 081809, 130328,   24.5,  1.575,
2140200214, 081809, 130057,   46.1,  2.287,
2140200211, 081809, 125828,   75.0,  1.503,
2140200208, 081809, 125612,  100.7,  1.490,
2140200205, 081809, 125339,  124.4,  0.503,
2140200204, 081809, 125053,  151.3,  0.194,
2140200203, 081809, 124834,  176.0,  0.082,
2150200218, 092409, 134950,    5.4,  2.461,
2150200215, 092409, 134744,   25.1,  2.781,
2150200212, 092409, 134509,   44.6,  2.667,
2150200209, 092409, 134300,   74.7,  2.461,
2150200206, 092409, 133959,   99.8,  0.805,
2150200203, 092409, 133812,  125.2,  0.310,
2150200202, 092409, 133632,  150.2,  0.038,
2150200201, 092409, 133249,  176.7,  0.040,
2160200219, 110309, 141950,    4.6,  2.124,
2160200215, 110309, 141744,   24.0,  2.224,
2160200212, 110309, 141554,   44.7,  2.116,
2160200209, 110309, 141354,   75.2,  2.679,
2160200206, 110309, 141159,   99.4,  1.061,
2160200203, 110309, 140949,  127.0,  0.378,
2160200202, 110309, 140819,  149.6,  0.059,
2160200201, 110309, 140639,  171.4,  0.029,
2170200220, 120909, 131327,    4.7,  2.777,
2170200217, 120909, 131207,   24.4,  2.822,
2170200214, 120909, 131051,   44.3,  2.711,
2170200211, 120909, 130926,   75.0,  2.058,
2170200208, 120909, 130757,   99.9,  0.789,
2170200205, 120909, 130636,  126.5,  0.304,
2170200204, 120909, 130517,  151.6,  0.107,
2170200203, 120909, 130411,  175.5,  0.031,
2190200522, 031010, 183350,    4.7,  2.003,
2190200519, 031010, 183121,   25.5,  1.989,
2190200517, 031010, 182852,   45.6,  1.914,
2190200515, 031010, 182621,   75.3,  1.878,
2190200512, 031010, 182306,  101.3,  1.457,
2190200509, 031010, 181952,  125.4,  0.273,
2190200507, 031010, 181706,  150.8,  0.083,
2190200505, 031010, 181441,  172.8,  0.021,
2200200219, 040610, 134244,    4.7,  1.643,
2200200216, 040610, 134108,   25.3,  1.672,
2200200213, 040610, 133918,   44.1,  1.703,
2200200210, 040610, 133708,   77.4,  1.853,
2200200207, 040610, 133508,   98.5,  1.940,
2200200204, 040610, 133315,  123.3,  0.530,
2200200202, 040610, 133147,  150.0,  0.108,
2200200201, 040610, 133019,  174.2,  0.026,
2210200221, 051810, 124205,    5.0,  1.526,
2210200218, 051810, 124008,   23.1,  1.538,
2210200215, 051810, 123717,   44.4,  1.796,
2210200212, 051810, 123452,   74.4,  2.251,
2210200209, 051810, 123240,  100.4,  1.385,
2210200206, 051810, 123023,  125.1,  0.430,
2210200204, 051810, 122828,  150.2,  0.170,
2210200203, 051810, 122652,  176.4,  0.085,
2220200221, 060810, 121823,    5.5,  1.602,
2220200218, 060810, 121633,   25.1,  1.504,
2220200214, 060810, 121428,   44.6,  1.838,
2220200211, 060810, 121228,   75.4,  1.943,
2220200209, 060810, 121010,  100.1,  1.004,
2220200206, 060810, 120808,  127.3,  0.690,
2220200204, 060810, 120542,  147.8,  0.437,
2220200203, 060810, 120348,  180.0,  0.054,
2230200221, 070810, 125620,    5.8,  1.769,
2230200218, 070810, 125132,   25.7,  1.584,
2230200215, 070810, 124843,   46.2,  1.800,
2230200212, 070810, 124531,   75.4,  2.147,
2230200209, 070810, 124211,  100.5,  1.760,
2230200206, 070810, 123831,  125.7,  0.901,
2230200204, 070810, 123556,  150.6,  0.379,
2230200203, 070810, 123246,  175.0,  0.063,
2240200220, 080710, 122246,    6.0,  1.607,
2240200217, 080710, 121914,   24.9,  1.621,
2240200214, 080710, 121643,   45.1,  1.725,
2240200211, 080710, 121359,   75.4,  2.176,
2240200208, 080710, 121117,  100.2,  2.133,
2240200205, 080710, 120848,  125.1,  1.273,
2240200204, 080710, 120503,  151.2,  0.405,
2240200203, 080710, 120243,  176.2,  0.202,
2250200220, 090310, 123611,    6.6,  1.832,
2250200217, 090310, 123307,   25.0,  1.847,
2250200214, 090310, 123049,   45.0,  1.997,
2250200211, 090310, 122817,   75.3,  2.411,
2250200208, 090310, 122539,  100.3,  1.585,
2250200205, 090310, 122309,  124.5,  0.487,
2250200204, 090310, 122104,  149.9,  0.177,
2250200203, 090310, 121908,  176.9,  0.011,
2260200220, 100310, 120503,    5.7,  1.752,
2260200217, 100310, 120223,   24.5,  2.140,
2260200214, 100310, 115929,   45.5,  2.148,
2260200211, 100310, 115619,   76.0,  2.704,
2260200208, 100310, 115323,  100.8,  1.611,
2260200205, 100310, 115038,  126.0,  0.368,
2260200204, 100310, 114823,  150.2,  0.118,
2260200203, 100310, 114608,  175.3,  0.026,
2270200320, 112110, 125609,    5.7,  2.028,
2270200317, 112110, 125420,   25.2,  2.200,
2270200314, 112110, 125243,   45.0,  2.244,
2270200311, 112110, 125042,   75.2,  2.321,
2270200308, 112110, 124853,  100.3,  1.751,
2270200305, 112110, 124706,  125.6,  0.602,
2270200304, 112110, 124553,  150.2,  0.120,
2270200303, 112110, 124425,  175.3,  0.035,
2280200218, 010911, 145322,    6.7,  1.676,
2280200215, 010911, 145137,   26.6,  1.745,
2280200212, 010911, 144959,   46.2,  1.703,
2280200209, 010911, 144810,   76.6,  1.734,
2280200207, 010911, 144612,  101.6,  1.551,
2280200203, 010911, 144400,  125.5,  0.418,
2280200202, 010911, 144222,  149.6,  0.044,
2280200201, 010911, 144049,  175.1,  0.015,
2290200920, 012911, 130525,    6.7,  1.687,
2290200917, 012911, 130206,   24.9,  1.653,
2290200914, 012911, 130001,   45.8,  1.598,
2290200911, 012911, 125715,   74.9,  2.021,
2290200908, 012911, 125506,  100.0,  1.633,
2290200905, 012911, 125238,  124.5,  0.489,
2290200904, 012911, 125013,  150.4,  0.094,
2290200903, 012911, 124754,  176.1,  0.006,
2300200220, 022811, 123009,    6.8,  1.526,
2300200217, 022811, 122724,   24.8,  1.458,
2300200214, 022811, 122528,   46.3,  1.574,
2300200208, 022811, 122108,  100.7,  2.116,
2300200205, 022811, 121904,  125.7,  0.733,
2300200204, 022811, 121725,  150.4,  0.127,
2300200203, 022811, 121541,  175.1,  0.032,
2310200220, 041111, 134640,    4.6,  1.709,
2310200217, 041111, 134318,   25.4,  1.574,
2310200214, 041111, 134108,   45.5,  1.731,
2310200211, 041111, 133821,   75.0,  1.997,
2310200208, 041111, 133521,  102.5,  2.267,
2310200206, 041111, 133326,  125.1,  2.272,
2310200204, 041111, 133121,  150.3,  0.171,
2310200203, 041111, 132910,  175.9,  0.054,
2320200218, 050911, 141518,    5.9,  1.829,
2320200215, 050911, 141331,   24.1,  1.830,
2320200212, 050911, 141204,   44.0,  1.828,
2320200209, 050911, 141018,   74.2,  1.703,
2320200206, 050911, 140837,   99.4,  1.041,
2320200203, 050911, 140631,  123.9,  0.395,
2320200202, 050911, 140457,  149.6,  0.220,
2320200201, 050911, 140335,  175.5,  0.126,
2330200218, 071911, 111425,    5.7,  1.735,
2330200215, 071911, 111203,   24.5,  1.649,
2330200212, 071911, 111018,   44.6,  1.758,
2330200209, 071911, 110808,   74.7,  1.922,
2330200206, 071911, 110614,   99.8,  1.857,
2330200203, 071911, 110418,  124.1,  1.084,
2330200202, 071911, 110219,  149.5,  0.447,
2330200201, 071911, 110013,  174.7,  0.118,
2340200820, 083111, 132511,    5.6,  1.560,
2340200817, 083111, 132303,   25.7,  2.052,
2340200814, 083111, 132112,   45.6,  2.736,
2340200811, 083111, 131900,   74.8,  2.016,
2340200808, 083111, 131652,   99.7,  0.911,
2340200805, 083111, 131437,  124.9,  0.308,
2340200804, 083111, 131257,  149.6,  0.129,
2340200803, 083111, 131121,  173.7,  0.061,
2350200620, 092711, 132937,    5.8,  2.305,
2350200617, 092711, 132638,   25.7,  2.550,
2350200614, 092711, 132427,   45.3,  2.536,
2350200611, 092711, 132139,   75.9,  2.562,
2350200608, 092711, 131917,  100.9,  1.706,
2350200605, 092711, 131650,  125.5,  0.709,
2350200604, 092711, 131451,  150.4,  0.188,
2350200603, 092711, 131252,  175.9,  0.079,
2360200222, 110411, 133817,    5.7,  2.348,
2360200219, 110411, 133622,   26.0,  2.409,
2360200216, 110411, 133412,   47.1,  2.309,
2360200213, 110411, 133136,   78.5,  1.391,
2360200210, 110411, 132922,   99.9,  0.698,
2360200207, 110411, 132640,  126.7,  0.237,
2360200206, 110411, 132504,  152.8,  0.085,
2360200205, 110411, 132323,  181.0,  0.020,
2370200620, 112911, 145306,    5.6,  1.532,
2370200617, 112911, 145125,   24.8,  1.546,
2370200614, 112911, 144936,   45.5,  1.512,
2370200611, 112911, 144719,   74.2,  1.553,
2370200608, 112911, 144526,   99.6,  1.433,
2370200605, 112911, 144322,  124.1,  0.353,
2370200604, 112911, 144148,  149.4,  0.208,
2370200603, 112911, 144015,  175.6,  0.038,
2380200822, 122011, 121234,    5.6,  2.170,
2380200817, 122011, 121014,   24.9,  2.143,
2380200814, 122011, 120834,   44.8,  2.207,
2380200811, 122011, 120614,   73.8,  1.664,
2380200808, 122011, 120424,   99.4,  0.728,
2380200806, 122011, 120250,  124.0,  0.125,
2380200804, 122011, 120124,  149.8,  0.077,
2380200803, 122011, 115959,  174.1,  0.024,
2390200222, 011812, 133111,    5.6,  1.639,
2390200219, 011812, 132921,   25.8,  1.734,
2390200216, 011812, 132742,   44.4,  1.742,
2390200213, 011812, 132538,   75.7,  1.548,
2390200210, 011812, 132334,  100.2,  1.194,
2390200207, 011812, 132103,  127.5,  0.418,
2390200206, 011812, 131904,  151.8,  0.098,
2390200205, 011812, 131652,  175.2,  0.046,
2410200120, 050112, 121104,    5.7,  1.798,
2410200117, 050112, 120934,   23.9,  2.040,
2410200114, 050112, 120809,   46.1,  2.050,
2410200111, 050112, 120629,   78.2,  2.445,
2410200108, 050112, 120448,  101.1,  1.815,
2410200105, 050112, 120324,  125.5,  0.410,
2410200104, 050112, 120219,  148.8,  0.275,
2410200103, 050112, 120104,  172.8,  0.197,
2420200120, 053012, 123757,    4.5,  1.283,
2420200117, 053012, 123627,   24.4,  1.297,
2420200114, 053012, 123506,   45.6,  1.987,
2420200111, 053012, 123342,   73.8,  2.131,
2420200108, 053012, 123213,  100.9,  1.616,
2420200105, 053012, 123042,  123.9,  1.652,
2420200104, 053012, 122932,  148.9,  0.603,
2420200103, 053012, 122812,  177.2,  0.151,
2430200122, 062612, 131416,    5.0,  1.719,
2430200118, 062612, 131138,   24.8,  1.706,
2430200115, 062612, 130928,   45.4,  1.642,
2430200112, 062612, 130718,   75.1,  2.272,
2430200109, 062612, 130517,   99.5,  1.322,
2430200106, 062612, 130308,  125.2,  0.412,
2430200105, 062612, 130128,  149.6,  0.177,
2430200104, 062612, 125955,  174.7,  0.111,
2440200220, 073112, 131117,    6.7,  2.240,
2440200217, 073112, 130906,   24.4,  2.224,
2440200214, 073112, 130716,   45.4,  2.630,
2440200211, 073112, 130505,   75.7,  2.620,
2440200208, 073112, 130305,  100.3,  1.533,
2440200205, 073112, 130105,  124.6,  0.448,
2440200204, 073112, 125915,  150.3,  0.157,
2440200203, 073112, 125701,  175.8,  0.051,
2450200120, 081712, 125930,    5.2,  2.281,
2450200117, 081712, 125736,   24.7,  2.393,
2450200114, 081712, 125559,   45.4,  2.341,
2450200111, 081712, 125406,   75.3,  2.634,
2450200108, 081712, 125223,  100.3,  1.397,
2450200105, 081712, 125032,  126.3,  0.703,
2450200104, 081712, 124820,  150.4,  0.230,
2450200103, 081712, 124653,  175.7,  0.078,
2460200122, 091412, 125236,    5.5,  1.530,
2460200119, 091412, 125001,   24.6,  1.307,
2460200116, 091412, 124819,   45.5,  1.779,
2460200113, 091412, 124632,   75.3,  1.898,
2460200110, 091412, 124440,  100.5,  1.119,
2460200107, 091412, 124243,  124.5,  0.581,
2460200104, 091412, 124031,  149.9,  0.255,
2460200103, 091412, 123906,  174.9,  0.155,
2470200119, 100712, 122551,    5.6,  1.593,
2470200116, 100712, 122341,   25.2,  1.745,
2470200113, 100712, 122151,   45.3,  1.958,
2470200110, 100712, 121941,   75.4,  2.081,
2470200107, 100712, 121741,  100.2,  1.512,
2470200104, 100712, 121551,  125.5,  0.482,
2470200103, 100712, 121421,  150.1,  0.177,
2470200102, 100712, 121251,  174.6,  0.055,
2480200120, 120312, 130123,    5.9,  2.340,
2480200117, 120312, 125824,   25.5,  2.364,
2480200114, 120312, 125624,   44.3,  2.333,
2480200111, 120312, 125356,   75.4,  2.180,
2480200108, 120312, 125134,  100.1,  1.098,
2480200105, 120312, 124836,  124.8,  0.368,
2480200104, 120312, 124624,  150.9,  0.027,
2480200103, 120312, 124445,  176.2,  0.006,
2490200120, 021213, 131056,    7.9,  2.246,
2490200117, 021213, 130811,   25.4,  2.219,
2490200114, 021213, 130608,   45.6,  2.304,
2490200111, 021213, 130352,   75.1,  2.357,
2490200108, 021213, 130126,  100.0,  2.424,
2490200105, 021213, 125905,  124.3,  1.142,
2490200104, 021213, 125721,  150.0,  0.433,
2490200103, 021213, 125519,  175.2,  0.045,
2500200221, 030613, 130726,    6.4,  2.176,
2500200218, 030613, 130406,   25.2,  2.267,
2500200215, 030613, 130145,   45.2,  2.414,
2500200212, 030613, 125945,   76.4,  1.889,
2500200209, 030613, 125746,   99.5,  1.102,
2500200206, 030613, 125555,  124.9,  0.669,
2500200203, 030613, 125238,  176.5,  0.185,
2510200121, 040513, 125853,    5.3,  2.192,
2510200117, 040513, 125633,   25.4,  2.084,
2510200114, 040513, 125443,   45.9,  2.612,
2510200111, 040513, 125233,   75.7,  2.627,
2510200108, 040513, 125044,  100.0,  2.175,
2510200105, 040513, 124855,  125.2,  0.729,
2510200104, 040513, 124725,  149.0,  0.347,
2510200103, 040513, 124546,  174.2,  0.070,
2520200222, 051713, 140730,    7.3,  1.794,
2520200218, 051713, 140407,   25.0,  1.886,
2520200215, 051713, 140206,   45.3,  2.321,
2520200212, 051713, 135936,   75.5,  2.618,
2520200209, 051713, 135729,  100.4,  3.363,
2520200206, 051713, 135440,  124.8,  0.571,
2520200205, 051713, 135308,  149.8,  0.186,
2520200204, 051713, 135048,  175.6,  0.120,
2530200222, 062513, 132306,    8.0,  2.130,
2530200218, 062513, 132048,   25.9,  2.169,
2530200215, 062513, 131905,   45.1,  3.532,
2530200212, 062513, 131706,   76.1,  2.300,
2530200209, 062513, 131514,  101.8,  0.806,
2530200206, 062513, 131337,  125.7,  0.241,
2530200205, 062513, 131207,  149.9,  0.164,
2530200204, 062513, 131052,  175.5,  0.050,
2540200120, 091113, 130301,    6.8,  2.294,
2540200117, 091113, 130020,   25.4,  2.197,
2540200114, 091113, 125820,   45.2,  2.272,
2540200111, 091113, 125550,   75.6,  2.450,
2540200108, 091113, 125350,  101.3,  1.320,
2540200105, 091113, 125150,  125.8,  0.538,
2540200104, 091113, 125010,  151.2,  0.048,
2540200103, 091113, 124830,  175.5,  0.006,
2560200121, 102713, 125446,    7.7,  2.615,
2560200117, 102713, 125215,   25.4,  2.597,
2560200114, 102713, 125015,   45.7,  2.575,
2560200111, 102713, 124756,   75.5,  2.809,
2560200108, 102713, 124545,  100.2,  1.039,
2560200105, 102713, 124355,  124.8,  0.315,
2560200104, 102713, 124236,  151.0,  0.089,
2560200103, 102713, 124106,  175.6,  0.034,
2570200121, 112613, 130008,    7.6,  2.384,
2570200117, 112613, 125806,   25.2,  2.512,
2570200114, 112613, 125621,   45.7,  2.660,
2570200111, 112613, 125351,   74.3,  3.047,
2570200108, 112613, 125117,  100.7,  1.049,
2570200105, 112613, 124858,  126.3,  0.367,
2570200104, 112613, 124658,  150.6,  0.127,
2570200103, 112613, 124508,  175.6,  0.018,
2580200121, 122013, 131059,    7.5,  2.414,
2580200118, 122013, 130829,   25.2,  2.287,
2580200115, 122013, 130619,   45.6,  2.339,
2580200112, 122013, 130330,   74.8,  2.082,
2580200109, 122013, 130109,  100.5,  1.048,
2580200106, 122013, 125859,  125.6,  0.302,
2580200104, 122013, 125641,  149.5,  0.020,
2580200103, 122013, 125429,  174.3,  0.002,
2590200121, 011514, 131121,    6.3,  2.089,
2590200118, 011514, 130023,   23.8,  2.141,
2590200115, 011514, 125643,   45.9,  2.227,
2590200112, 011514, 125343,   75.9,  2.243,
2590200109, 011514, 125042,  101.1,  2.428,
2590200106, 011514, 124743,  126.2,  0.921,
2590200104, 011514, 124453,  150.8,  0.113,
2590200103, 011514, 124153,  175.4,  0.007,
2600200120, 021414, 133246,    7.8,  2.020,
2600200117, 021414, 133016,   26.2,  2.024,
2600200114, 021414, 132726,   44.2,  1.931,
2600200111, 021414, 132416,   74.9,  1.642,
2600200108, 021414, 132126,  100.4,  0.794,
2600200105, 021414, 131756,  125.4,  0.374,
2600200104, 021414, 131527,  151.1,  0.189,
2600200103, 021414, 131227,  174.7,  0.008,
2610200120, 030514, 132258,    7.0,  2.375,
2610200117, 030514, 132042,   24.8,  2.359,
2610200114, 030514, 131736,   46.4,  2.404,
2610200111, 030514, 131500,   75.5,  2.542,
2610200108, 030514, 131229,  100.5,  0.795,
2610200105, 030514, 131000,  124.2,  0.272,
2610200104, 030514, 130746,  150.7,  0.114,
2610200103, 030514, 130532,  174.5,  0.011,
