botid, date, time, press, doc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
2050200716, 101108, 070756,   60.5,  76.66,
2050200715, 101108, 070621,   75.4,  72.28,
2050200712, 101108, 070226,  100.1,  67.45,
2050200709, 101108, 065826,  124.8,  61.27,
2050200707, 101108, 065531,  149.5,  59.63,
2050200705, 101108, 065211,  175.0,  54.15,
2060200722, 120108, 104106,    7.1,  77.86,
2060200721, 120108, 103723,   13.9,  79.13,
2060200719, 120108, 103527,   23.3,  80.56,
2060200718, 120108, 103328,   35.1,  80.03,
2060200717, 120108, 103152,   43.7,  76.03,
2060200716, 120108, 102938,   58.6,  78.73,
2060200715, 120108, 102742,   74.5,  73.01,
2060200712, 120108, 102318,   98.8,  64.77,
2060200709, 120108, 101738,  123.6,  61.78,
2060200707, 120108, 101343,  150.6,  59.23,
2060200705, 120108, 101023,  175.1,  56.12,
2060200704, 120108, 100848,  200.0,  53.52,
2080200722, 012109, 105811,    7.4,  76.81,
2080200721, 012109, 105637,   15.2,  75.83,
2080200719, 012109, 105342,   24.1,  76.71,
2080200718, 012109, 105122,   35.0,  76.46,
2080200717, 012109, 105001,   44.8,  75.40,
2080200716, 012109, 104822,   60.2,  75.05,
2080200715, 012109, 104641,   74.0,  75.63,
2080200712, 012109, 104211,  100.4,  74.74,
2080200709, 012109, 103741,  124.4,  72.36,
2080200707, 012109, 103422,  149.6,  67.17,
2080200705, 012109, 103112,  175.1,  60.30,
2090200722, 021809, 073952,    8.9,  65.98,
2090200721, 021809, 073832,   18.1,  68.82,
2090200719, 021809, 073522,   24.4,  72.45,
2090200718, 021809, 073356,   35.4,  70.10,
2090200717, 021809, 073222,   44.4,  68.50,
2090200716, 021809, 073052,   59.2,  70.40,
2090200715, 021809, 072917,   75.6,  68.41,
2090200712, 021809, 072422,   98.9,  68.21,
2090200709, 021809, 071917,  125.7,  55.48,
2090200707, 021809, 071617,  149.3,  55.24,
2090200705, 021809, 071322,  174.4,  55.79,
2090200704, 021809, 071122,  199.5,  53.25,
2100200722, 042909, 073807,    5.3,  71.68,
2100200721, 042909, 073621,   14.6,  74.85,
2100200719, 042909, 073431,   24.8,  75.30,
2100200718, 042909, 073256,   34.9,  72.61,
2100200717, 042909, 073111,   45.4,  73.68,
2100200716, 042909, 072910,   59.3,  72.69,
2100200715, 042909, 072708,   74.4,  74.46,
2100200712, 042909, 072220,   99.9,  69.22,
2100200709, 042909, 071624,  125.6,  67.54,
2100200707, 042909, 071239,  149.9,  67.53,
2100200705, 042909, 070830,  176.0,  64.12,
2100200704, 042909, 070617,  199.5,  62.08,
2110200722, 052809, 072631,    4.7,  79.35,
2110200721, 052809, 072509,   15.4,  75.24,
2110200719, 052809, 072317,   25.2,  77.22,
2110200718, 052809, 072139,   35.5,  74.56,
2110200717, 052809, 072005,   45.5,  71.33,
2110200716, 052809, 071839,   60.0,  84.65,
2110200715, 052809, 071716,   75.7,  73.88,
2110200712, 052809, 071315,  100.3,  69.96,
2110200709, 052809, 070814,  124.6,  71.29,
2110200707, 052809, 070451,  149.8,  64.82,
2110200705, 052809, 070119,  175.4,  60.38,
2120200722, 070409, 071834,    5.4,  74.67,
2120200721, 070409, 071555,   15.3,  74.42,
2120200719, 070409, 071344,   24.3,  74.44,
2120200718, 070409, 071209,   35.1,  74.92,
2120200717, 070409, 071038,   44.3,  74.65,
2120200716, 070409, 070901,   60.2,  73.07,
2120200715, 070409, 070715,   74.5,  70.73,
2120200712, 070409, 070150,  100.3,  65.78,
2120200709, 070409, 065655,  124.6,  65.67,
2120200707, 070409, 065325,  150.3,  61.74,
2120200705, 070409, 064952,  174.8,  59.42,
2130201222, 072609, 102400,    5.7,  75.74,
2130201221, 072609, 101914,   15.2,  75.32,
2130201219, 072609, 101725,   25.3,  76.97,
2130201218, 072609, 101535,   35.3,  76.55,
2130201217, 072609, 101405,   45.2,  76.65,
2130201216, 072609, 101210,   59.9,  76.35,
2130201215, 072609, 101035,   74.8,  74.09,
2130201212, 072609, 100540,  100.2,  71.98,
2130201209, 072609, 100114,  124.7,  68.70,
2130201207, 072609, 095755,  149.6,  66.33,
2130201205, 072609, 095220,  174.6,  62.64,
2140200722, 081909, 074618,    6.0,  81.23,
2140200721, 081909, 074242,   14.4,  78.42,
2140200719, 081909, 074027,   24.3,  80.90,
2140200718, 081909, 073857,   35.6,  76.25,
2140200717, 081909, 073737,   45.6,  71.77,
2140200716, 081909, 073552,   58.7,  73.92,
2140200715, 081909, 073405,   73.7,  75.64,
2140200712, 081909, 072937,   98.9,  73.06,
2140200709, 081909, 072406,  124.7,  69.91,
2140200707, 081909, 072101,  153.1,  64.98,
2140200705, 081909, 071807,  174.6,  64.62,
2150200822, 092509, 071802,    5.3,  77.64,
2150200821, 092509, 071623,   15.0,  77.88,
2150200819, 092509, 071442,   24.9,  77.60,
2150200818, 092509, 071314,   35.6,  77.02,
2150200817, 092509, 071142,   44.5,  77.63,
2150200816, 092509, 070953,   61.6,  75.39,
2150200815, 092509, 070659,   69.1,  73.75,
2150200812, 092509, 070203,   99.7,  70.55,
2150200809, 092509, 065723,  123.9,  66.72,
2150200807, 092509, 065402,  149.4,  59.56,
2150200805, 092509, 065039,  175.2,  58.44,
2160200722, 110409, 072049,    4.8,  76.13,
2160200721, 110409, 071928,   17.0,  75.38,
2160200719, 110409, 071738,   23.5,  74.90,
2160200718, 110409, 071559,   34.2,  77.79,
2160200717, 110409, 071423,   45.4,  73.09,
2160200716, 110409, 071249,   58.7,  78.69,
2160200715, 110409, 071108,   75.3,  75.33,
2160200712, 110409, 070654,  100.0,  71.86,
2160200709, 110409, 070213,  125.3,  61.84,
2160200707, 110409, 065854,  150.1,  60.22,
2160200705, 110409, 065548,  174.9,  58.26,
2170200822, 121009, 071556,    4.8,  76.79,
2170200821, 121009, 071424,   14.2,  75.08,
2170200819, 121009, 071304,   24.7,  76.35,
2170200818, 121009, 071154,   34.9,  76.18,
2170200816, 121009, 070845,   59.3,  75.17,
2170200815, 121009, 070724,   75.0,  73.09,
2170200812, 121009, 070310,  100.5,  68.99,
2170200809, 121009, 065837,  125.8,  65.44,
2170200807, 121009, 065554,  149.9,  61.31,
2170200805, 121009, 065324,  174.5,  58.00,
2170200804, 121009, 065139,  200.0,  56.02,
2190200522, 031010, 183350,    4.7,  73.98,
2190200521, 031010, 183252,   15.6,  71.87,
2190200519, 031010, 183121,   25.5,  73.99,
2190200518, 031010, 183016,   36.1,  75.47,
2190200517, 031010, 182852,   45.6,  74.56,
2190200516, 031010, 182739,   59.9,  75.14,
2190200515, 031010, 182621,   75.3,  74.12,
2190200512, 031010, 182306,  101.3,  69.68,
2190200509, 031010, 181952,  125.4,  62.63,
2190200507, 031010, 181706,  150.8,  59.76,
2190200505, 031010, 181441,  172.8,  55.51,
2200200722, 040710, 070439,    4.8,  74.72,
2200200721, 040710, 070335,   15.2,  71.89,
2200200719, 040710, 070126,   25.6,  72.95,
2200200718, 040710, 070224,   35.3,  73.53,
2200200717, 040710, 070027,   45.4,  72.83,
2200200716, 040710, 065917,   59.7,  74.00,
2200200715, 040710, 065754,   76.6,  75.90,
2200200712, 040710, 065459,   99.8,  70.35,
2200200709, 040710, 065201,  124.6,  65.94,
2200200707, 040710, 064950,  151.1,  60.72,
2200200705, 040710, 064745,  175.6,  59.69,
2210200822, 051910, 070624,    4.2,  76.07,
2210200821, 051910, 070324,   14.8,  74.72,
2210200819, 051910, 070204,   24.7,  78.34,
2210200818, 051910, 070104,   35.3,  75.25,
2210200817, 051910, 065955,   45.4,  76.81,
2210200816, 051910, 065844,   60.4,  73.88,
2210200815, 051910, 065735,   74.5,  76.00,
2210200812, 051910, 065419,  100.0,  65.05,
2210200809, 051910, 065109,  125.5,  71.74,
2210200807, 051910, 064855,  150.4,  65.44,
2210200805, 051910, 064640,  175.3,  64.21,
2220200822, 060910, 070850,    5.6,  78.01,
2220200821, 060910, 070739,   15.3,  77.84,
2220200819, 060910, 070619,   25.0,  74.03,
2220200818, 060910, 070509,   36.0,  75.16,
2220200817, 060910, 070404,   45.7,  74.01,
2220200816, 060910, 070244,   61.5,  72.32,
2220200815, 060910, 070134,   74.1,  57.98,
2220200812, 060910, 065805,   98.2,  65.53,
2220200809, 060910, 065424,  124.8,  60.43,
2220200807, 060910, 065150,  146.6,  61.12,
2220200805, 060910, 064845,  175.8,  57.90,
2230200822, 070910, 090108,    5.7,  72.75,
2230200821, 070910, 085753,   15.0,  77.02,
2230200819, 070910, 085554,   25.0,  74.36,
2230200818, 070910, 085410,   35.1,  71.76,
2230200817, 070910, 085208,   44.3,  70.02,
2230200816, 070910, 085018,   59.5,  68.33,
2230200815, 070910, 084749,   74.4,  70.61,
2230200812, 070910, 084244,   99.3,  67.38,
2230200809, 070910, 083705,  125.1,  59.08,
2230200807, 070910, 083344,  149.1,  58.64,
2230200805, 070910, 083048,  174.9,  55.41,
2240200822, 080810, 072006,    5.7,  70.43,
2240200821, 080810, 071614,   15.2,  71.79,
2240200819, 080810, 071448,   25.3,  75.37,
2240200818, 080810, 071343,   35.6,  73.46,
2240200817, 080810, 071241,   45.2,  56.43,
2240200816, 080810, 071104,   60.6,  64.40,
2240200815, 080810, 070934,   75.5,  70.74,
2240200812, 080810, 070533,  100.2,  69.73,
2240200809, 080810, 070141,  125.2,  61.49,
2240200807, 080810, 065858,  150.3,  62.98,
2240200805, 080810, 065628,  175.1,  59.61,
2250200822, 090410, 103953,    5.4,  75.69,
2250200821, 090410, 103619,   14.9,  72.70,
2250200819, 090410, 103418,   25.6,  74.74,
2250200818, 090410, 103203,   35.2,  78.26,
2250200817, 090410, 103034,   45.5,  71.84,
2250200816, 090410, 102853,   60.2,  77.55,
2250200815, 090410, 102658,   76.0,  76.81,
2250200812, 090410, 102148,  100.5,  60.95,
2250200809, 090410, 101653,  125.5,  66.34,
2250200807, 090410, 101333,  150.2,  64.12,
2250200805, 090410, 100958,  175.4,  62.73,
2260200823, 100410, 071552,    7.5,  73.14,
2260200822, 100410, 071357,   16.1,  76.38,
2260200819, 100410, 071201,   26.0,  79.49,
2260200818, 100410, 071041,   35.0,  80.44,
2260200817, 100410, 070911,   45.9,  79.00,
2260200816, 100410, 070736,   61.1,  73.65,
2260200815, 100410, 070552,   75.3,  73.66,
2260200812, 100410, 070147,  100.6,  67.41,
2260200809, 100410, 065726,  125.5,  67.24,
2260200807, 100410, 065407,  150.4,  63.48,
2260200805, 100410, 065056,  174.9,  61.86,
2260200804, 100410, 064906,  199.8,  59.90,
2270200122, 112110, 063606,    5.2,  80.46,
2270200119, 112110, 063357,   24.8,  75.97,
2270200118, 112110, 063253,   35.5,  76.88,
2270200117, 112110, 063159,   44.9,  79.07,
2270200116, 112110, 063053,   59.3,  76.25,
2270200115, 112110, 062950,   74.8,  79.58,
2270200112, 112110, 062657,  100.4,  70.60,
2270200109, 112110, 062351,  124.7,  66.36,
2270200107, 112110, 062142,  150.0,  61.36,
2270200105, 112110, 061939,  174.7,  59.15,
