botid, date, time, press, dic, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0820200606, 040997, 065002,  175.1,  2052.8,
0820200605, 040997, 064848,  184.7,  2053.4,
0830200624, 050797, 070134,    4.2,  1965.8,
0830200623, 050797, 070040,   14.7,  1963.7,
0830200622, 050797, 065942,   25.0,  1964.0,
0830200621, 050797, 065846,   34.6,  1965.1,
0830200620, 050797, 065754,   45.3,  1964.5,
0830200619, 050797, 065644,   59.9,  1965.7,
0830200618, 050797, 065548,   74.6,  1967.8,
0830200617, 050797, 065434,   85.0,  1966.7,
0830200616, 050797, 065340,   95.1,  1970.1,
0830200615, 050797, 065246,  104.5,  1974.0,
0830200614, 050797, 065156,  115.3,  1977.6,
0830200612, 050797, 065000,  134.4,  1988.0,
0830200607, 050797, 064708,  149.1,  1998.8,
0830200605, 050797, 064450,  174.1,  2011.2,
0830200604, 050797, 064358,  184.1,  2021.0,
0830200603, 050797, 064232,  199.8,  2025.6,
0840200622, 060497, 065837,    5.2,  1958.6,
0840200621, 060497, 065741,   15.3,  1958.0,
0840200619, 060497, 065633,   24.7,  1957.6,
0840200618, 060497, 065521,   35.2,  1958.4,
0840200617, 060497, 065435,   45.6,  1958.1,
0840200616, 060497, 065339,   60.6,  1963.9,
0840200615, 060497, 065231,   75.4,  1965.6,
0840200614, 060497, 065145,   85.1,  1965.4,
0840200613, 060497, 065053,   94.9,  1970.0,
0840200612, 060497, 064945,  104.6,  1977.5,
0840200611, 060497, 064853,  114.6,  1980.9,
0840200610, 060497, 064753,  124.6,  1997.2,
0840200609, 060497, 064659,  134.8,  2015.2,
0840200608, 060497, 064605,  149.3,  2018.5,
0840200607, 060497, 064505,  159.4,  2024.9,
0840200606, 060497, 064407,  175.0,  2027.4,
0840200605, 060497, 064311,  184.9,  2029.0,
0840200604, 060497, 064157,  199.9,  2037.4,
0850200622, 070997, 070701,    5.1,  1972.9,
0850200621, 070997, 070541,   14.8,  1973.0,
0850200619, 070997, 070421,   24.4,  1972.5,
0850200618, 070997, 070305,   35.8,  1971.7,
0850200617, 070997, 070151,   45.3,  1973.0,
0850200616, 070997, 070033,   59.4,  1972.7,
0850200615, 070997, 065909,   75.3,  1971.5,
0850200614, 070997, 065805,   84.0,  1973.8,
0850200613, 070997, 065651,   94.3,  1977.3,
0850200612, 070997, 065531,  104.3,  1982.6,
0850200611, 070997, 065425,  115.0,  1991.0,
0850200610, 070997, 065317,  124.3,  2004.3,
0850200609, 070997, 065203,  134.5,  2007.2,
0850200608, 070997, 065037,  150.1,  2012.7,
0850200607, 070997, 064917,  158.8,  2021.2,
0850200606, 070997, 064741,  174.2,  2028.1,
0850200605, 070997, 064619,  183.8,  2028.6,
0860200222, 080297, 080201,    4.6,  1974.8,
0860200221, 080297, 080101,   14.3,  1976.1,
0860200219, 080297, 075937,   24.9,  1975.0,
0860200218, 080297, 075811,   35.3,  1976.5,
0860200217, 080297, 075715,   43.9,  1974.9,
0860200216, 080297, 075613,   59.9,  1974.4,
0860200215, 080297, 075501,   77.3,  1972.9,
0860200214, 080297, 075359,   85.1,  1972.6,
0860200213, 080297, 075305,   94.7,  1977.2,
0860200212, 080297, 075213,  101.7,  1981.3,
0860200211, 080297, 075115,  114.3,  2000.4,
0860200210, 080297, 074953,  124.7,  2006.8,
0860200209, 080297, 074851,  134.1,  2011.6,
0860200208, 080297, 074755,  149.5,  2026.0,
0860200207, 080297, 074701,  159.7,  2029.4,
0860200206, 080297, 074559,  175.0,  2027.5,
0860200205, 080297, 074509,  183.5,  2037.8,
0860200204, 080297, 074401,  199.6,  2040.6,
0870200222, 092597, 090724,    4.5,  1976.3,
0870200221, 092597, 090604,   14.0,  1975.9,
0870200219, 092597, 090440,   25.2,  1976.4,
0870200217, 092597, 090208,   44.7,  1975.1,
0870200216, 092597, 090042,   59.6,  1974.7,
0870200215, 092597, 085908,   75.5,  1971.5,
0870200214, 092597, 085804,   84.6,  1972.8,
0870200213, 092597, 085700,   93.9,  1974.8,
0870200212, 092597, 085544,  104.6,  1978.1,
0870200211, 092597, 085440,  114.1,  1985.4,
0870200210, 092597, 085332,  125.0,  1991.1,
0870200208, 092597, 085100,  149.6,  2005.9,
0870200207, 092597, 084950,  160.1,  2017.5,
0870200206, 092597, 084840,  174.3,  2026.1,
0870200205, 092597, 084730,  184.7,  2030.8,
0870200204, 092597, 084616,  198.4,  2021.9,
0880200221, 120597, 050854,    5.3,  1975.7,
0880200220, 120597, 050746,   14.6,  1975.4,
0880200219, 120597, 050632,   25.3,  1975.7,
0880200218, 120597, 050524,   33.2,  1975.3,
0880200217, 120597, 050412,   43.6,  1975.5,
0880200216, 120597, 050305,   59.4,  1975.9,
0880200215, 120597, 050152,   73.8,  1975.3,
0880200214, 120597, 050045,   84.5,  1976.1,
0880200213, 120597, 045942,   95.3,  1976.7,
0880200212, 120597, 045828,  106.7,  1976.6,
0880200211, 120597, 045717,  115.2,  1976.9,
0880200210, 120597, 045609,  124.5,  1995.0,
0880200209, 120597, 045507,  134.0,  2002.0,
0880200208, 120597, 045353,  148.7,  2016.4,
0880200207, 120597, 045255,  159.4,  2026.2,
0880200206, 120597, 045143,  173.6,  2037.6,
0880200205, 120597, 045035,  185.2,  2040.8,
0890200622, 011198, 070203,    4.6,  1980.0,
0890200621, 011198, 070037,   14.7,  1982.2,
0890200619, 011198, 065903,   24.6,  1984.1,
0890200618, 011198, 065743,   34.6,  1986.3,
0890200617, 011198, 065623,   43.6,  1991.7,
0890200616, 011198, 065443,   59.1,  1990.2,
0890200615, 011198, 065317,   75.3,  1990.2,
0890200614, 011198, 065203,   84.9,  1993.7,
0890200613, 011198, 065053,   94.8,  1997.9,
0890200612, 011198, 064953,  104.3,  2006.7,
0890200611, 011198, 064843,  114.7,  2013.0,
0890200610, 011198, 064733,  124.4,  2018.1,
0890200609, 011198, 064627,  134.7,  2026.1,
0890200608, 011198, 064517,  149.4,  2026.8,
0890200607, 011198, 064413,  159.8,  2033.0,
0890200606, 011198, 064257,  173.6,  2033.8,
0890200605, 011198, 064141,  185.1,  2039.9,
0900200522, 021998, 060516,    5.1,  1991.6,
0900200521, 021998, 060402,   13.8,  1990.3,
0900200519, 021998, 060222,   24.5,  1991.0,
0900200518, 021998, 060042,   34.9,  1991.9,
0900200517, 021998, 055926,   44.6,  1990.1,
0900200516, 021998, 055752,   59.5,  1993.0,
0900200515, 021998, 055616,   74.0,  1996.7,
0900200514, 021998, 055502,   84.6,  1998.8,
0900200513, 021998, 055348,   94.5,  2005.1,
0900200512, 021998, 055232,  105.2,  2009.6,
0900200511, 021998, 055116,  116.1,  2017.8,
0900200510, 021998, 054952,  125.8,  2022.4,
0900200509, 021998, 054832,  135.0,  2025.9,
0900200508, 021998, 054712,  149.0,  2029.6,
0900200507, 021998, 054552,  161.0,  2038.5,
0900200506, 021998, 054422,  174.2,  2034.7,
0900200505, 021998, 054302,  184.9,  2035.1,
0900200504, 021998, 054146,  199.8,  2036.2,
0910200618, 031898, 070002,   34.9,  1979.9,
0910200617, 031898, 065852,   44.9,  1980.6,
0910200616, 031898, 065732,   59.7,  1981.5,
0910200615, 031898, 065612,   74.6,  1988.2,
0910200614, 031898, 065502,   85.0,  1989.1,
0910200613, 031898, 065358,   94.5,  1996.8,
0910200612, 031898, 065252,  105.1,  2000.2,
0910200611, 031898, 065138,  114.7,  2003.7,
0910200610, 031898, 065032,  124.6,  2003.1,
0910200609, 031898, 064922,  134.1,  2004.1,
0910200608, 031898, 064808,  149.3,  2007.8,
0910200607, 031898, 064702,  159.7,  2023.4,
0910200606, 031898, 064548,  174.8,  2029.7,
0910200605, 031898, 064428,  184.7,  2034.5,
0920200622, 041598, 070718,    5.1,  1991.4,
0920200619, 041598, 070502,   25.1,  1991.3,
0920200618, 041598, 070404,   34.1,  1991.2,
0920200617, 041598, 070304,   45.5,  1992.0,
0920200616, 041598, 070148,   60.3,  1993.8,
0920200615, 041598, 070034,   74.3,  1991.9,
0920200614, 041598, 065920,   84.6,  1992.9,
0920200613, 041598, 065818,   94.1,  1995.3,
0920200612, 041598, 065718,  104.3,  2000.9,
0920200611, 041598, 065618,  114.2,  2006.8,
0920200610, 041598, 065518,  124.9,  2007.8,
0920200608, 041598, 065318,  148.8,  2008.8,
0920200607, 041598, 065218,  157.9,  2006.9,
0920200606, 041598, 065104,  177.1,  2009.8,
0920200605, 041598, 064936,  190.6,  2031.0,
0930200623, 051398, 070757,    4.3,  1994.1,
0930200620, 051398, 070504,   24.9,  1996.6,
0930200618, 051398, 070348,   35.1,  1996.1,
0930200617, 051398, 070242,   44.7,  1995.7,
0930200616, 051398, 070122,   59.8,  1997.6,
0930200615, 051398, 070007,   74.6,  1997.5,
0930200614, 051398, 065852,   85.8,  1997.6,
0930200613, 051398, 065746,   94.7,  1998.9,
0930200612, 051398, 065634,  104.8,  2000.7,
0930200611, 051398, 065527,  115.4,  2003.6,
0930200610, 051398, 065422,  125.2,  2006.6,
0930200609, 051398, 065312,  134.1,  2015.3,
0930200608, 051398, 065151,  151.0,  2019.2,
0930200607, 051398, 065043,  160.1,  2023.2,
0930200606, 051398, 064926,  174.8,  2024.1,
0930200605, 051398, 064809,  187.6,  2024.0,
0940200323, 061798, 081234,    5.7,  1994.6,
0940200321, 061798, 081124,   14.9,  1994.7,
0940200320, 061798, 080955,   25.3,  1995.1,
0940200318, 061798, 080829,   35.7,  1994.2,
0940200317, 061798, 080724,   45.9,  1994.2,
0940200316, 061798, 080609,   60.4,  1992.0,
0940200315, 061798, 080449,   74.7,  1995.2,
0940200314, 061798, 080329,   84.9,  1997.2,
0940200313, 061798, 080219,   95.1,  1999.9,
0940200312, 061798, 080109,  105.4,  2002.6,
0940200311, 061798, 075959,  115.9,  2006.2,
0940200310, 061798, 075849,  125.8,  2010.5,
0940200309, 061798, 075739,  135.5,  2016.4,
0940200308, 061798, 075624,  150.4,  2021.1,
0940200307, 061798, 075504,  160.0,  2023.1,
0940200306, 061798, 075344,  175.4,  2027.5,
0940200305, 061798, 075229,  185.6,  2029.1,
0950200323, 071598, 081005,    5.6,  2000.2,
0950200319, 071598, 080700,   25.3,  2000.0,
0950200318, 071598, 080543,   36.0,  2000.1,
0950200317, 071598, 080427,   45.2,  2000.7,
0950200316, 071598, 080304,   61.1,  2004.4,
0950200315, 071598, 080131,   75.6,  2010.8,
0950200314, 071598, 080002,   84.8,  2014.7,
0950200313, 071598, 075850,   95.7,  2017.9,
0950200312, 071598, 075728,  105.4,  2013.3,
0950200311, 071598, 075600,  114.9,  2016.8,
0950200310, 071598, 075436,  125.4,  2020.2,
0950200309, 071598, 075310,  135.6,  2024.2,
0950200308, 071598, 075137,  150.8,  2027.8,
0950200307, 071598, 075011,  160.0,  2029.7,
0950200306, 071598, 074836,  174.5,  2031.7,
0950200305, 071598, 074720,  185.3,  2031.9,
0960200323, 081098, 070736,    5.3,  1983.3,
0960200320, 081098, 070459,   25.9,  1983.8,
0960200318, 081098, 070335,   35.5,  1990.9,
0960200317, 081098, 070222,   46.1,  1996.8,
0960200316, 081098, 070050,   60.6,  2004.2,
0960200315, 081098, 065930,   75.1,  2008.2,
0960200314, 081098, 065820,   85.3,  2010.7,
0960200313, 081098, 065701,   95.2,  2014.2,
0960200312, 081098, 065550,  105.6,  2021.3,
0960200311, 081098, 065440,  114.7,  2021.7,
0960200310, 081098, 065330,  125.4,  2026.9,
0960200309, 081098, 065151,  136.3,  2030.5,
0960200308, 081098, 065020,  150.2,  2026.8,
0960200307, 081098, 064915,  159.9,  2032.9,
0960200306, 081098, 064755,  176.0,  2038.6,
0960200305, 081098, 064640,  186.5,  2037.4,
0960200304, 081098, 064516,  199.7,  2038.3,
0970200322, 092898, 080422,    5.0,  1993.9,
0970200319, 092898, 080157,   25.9,  1991.9,
0970200318, 092898, 080047,   35.8,  1991.7,
0970200317, 092898, 075937,   45.7,  1991.7,
0970200316, 092898, 075817,   59.8,  1993.3,
0970200315, 092898, 075707,   75.0,  1992.1,
0970200314, 092898, 075557,   85.8,  1998.1,
0970200313, 092898, 075452,   94.8,  2002.3,
0970200312, 092898, 075342,  105.5,  2010.9,
0970200311, 092898, 075237,  115.5,  2015.9,
0970200310, 092898, 075132,  125.7,  2024.0,
0970200309, 092898, 075022,  135.3,  2028.6,
0970200308, 092898, 074912,  149.9,  2029.4,
0970200307, 092898, 074752,  160.7,  2030.9,
0970200306, 092898, 074637,  175.5,  2032.5,
0970200305, 092898, 074532,  185.1,  2034.4,
0980200623, 101998, 080425,    4.8,  1987.1,
0980200621, 101998, 080310,   14.9,  1986.2,
0980200620, 101998, 080200,   25.4,  1987.2,
0980200618, 101998, 080055,   35.0,  1986.5,
0980200617, 101998, 075950,   45.1,  1986.9,
0980200616, 101998, 075850,   60.1,  1991.9,
0980200615, 101998, 075741,   74.8,  2000.6,
0980200614, 101998, 075640,   85.8,  2003.4,
0980200613, 101998, 075545,   95.4,  2009.6,
0980200612, 101998, 075440,  105.2,  2007.4,
0980200611, 101998, 075330,  115.0,  2015.2,
0980200610, 101998, 075220,  125.7,  2021.3,
0980200609, 101998, 075120,  134.9,  2026.4,
0980200608, 101998, 075020,  149.9,  2027.8,
0980200607, 101998, 074920,  161.3,  2030.9,
0980200606, 101998, 074810,  175.2,  2030.8,
0980200605, 101998, 074710,  185.0,  2033.4,
0990200623, 111198, 070350,    5.5,  1996.5,
0990200621, 111198, 070233,   15.6,  1997.1,
0990200620, 111198, 070128,   25.5,  1996.3,
0990200618, 111198, 070011,   35.6,  1996.5,
0990200617, 111198, 065903,   45.7,  1998.7,
0990200616, 111198, 065742,   60.4,  1998.7,
0990200615, 111198, 065622,   75.7,  2001.5,
0990200614, 111198, 065507,   85.6,  2006.0,
0990200613, 111198, 065358,   95.5,  2010.6,
0990200612, 111198, 065246,  105.3,  2014.7,
0990200611, 111198, 065136,  115.5,  2024.4,
0990200610, 111198, 065025,  125.5,  2025.3,
0990200609, 111198, 064916,  135.4,  2030.0,
0990200608, 111198, 064758,  150.7,  2033.2,
0990200607, 111198, 064648,  160.3,  2035.5,
0990200606, 111198, 064526,  175.4,  2038.7,
0990200605, 111198, 064419,  185.4,  2043.8,
1000200623, 120998, 090212,    5.9,  1996.8,
1000200621, 120998, 090051,   15.7,  1996.6,
1000200619, 120998, 085942,   25.7,  1996.5,
1000200618, 120998, 085842,   30.2,  1996.5,
1000200617, 120998, 085727,   45.8,  1996.5,
1000200616, 120998, 085616,   60.0,  1997.3,
1000200615, 120998, 085456,   75.6,  1998.3,
1000200614, 120998, 085336,   85.6,  1998.5,
1000200613, 120998, 085232,   95.8,  1998.4,
1000200612, 120998, 085126,  105.6,  2002.3,
1000200611, 120998, 085022,  115.0,  2014.0,
1000200610, 120998, 084917,  126.3,  2019.6,
1000200609, 120998, 084807,  136.7,  2025.9,
1000200608, 120998, 084642,  150.9,  2030.1,
1000200607, 120998, 084542,  160.5,  2032.2,
1000200606, 120998, 084426,  175.5,  2034.2,
1000200605, 120998, 084322,  186.2,  2036.4,
1010200622, 011399, 095757,    5.2,  1998.5,
1010200621, 011399, 095657,   15.0,  1998.2,
1010200619, 011399, 095552,   24.9,  1998.9,
1010200618, 011399, 095452,   35.8,  1999.2,
1010200617, 011399, 095352,   44.9,  1996.8,
1010200616, 011399, 095252,   59.5,  1997.6,
1010200615, 011399, 095132,   74.6,  1997.9,
1010200614, 011399, 095033,   84.8,  1997.9,
1010200613, 011399, 094932,   94.9,  1998.9,
1010200612, 011399, 094832,  105.4,  1998.4,
1010200611, 011399, 094732,  114.4,  2002.5,
1010200610, 011399, 094633,  125.6,  2008.1,
1010200609, 011399, 094532,  133.6,  2011.5,
1010200608, 011399, 094432,  150.0,  2023.8,
1010200607, 011399, 094332,  160.6,  2031.8,
1010200606, 011399, 094232,  175.6,  2035.9,
1010200605, 011399, 094132,  184.4,  2040.3,
1010200604, 011399, 094032,  199.7,  2039.0,
1020200422, 021899, 092754,    5.1,  2006.0,
1020200421, 021899, 092649,   16.1,  2007.7,
1020200419, 021899, 092538,   26.1,  2005.5,
1020200418, 021899, 092434,   35.2,  2004.7,
1020200417, 021899, 092334,   45.5,  2005.7,
1020200416, 021899, 092229,   60.9,  2006.2,
1020200415, 021899, 092129,   76.1,  2009.7,
1020200414, 021899, 092029,   85.9,  2007.7,
1020200413, 021899, 091929,   96.7,  2007.9,
1020200412, 021899, 091828,  105.6,  2016.0,
1020200411, 021899, 091729,  115.9,  2012.3,
1020200410, 021899, 091630,  126.0,  2013.1,
1020200409, 021899, 091529,  135.5,  2016.6,
1020200408, 021899, 091424,  150.8,  2035.3,
1020200407, 021899, 091323,  161.1,  2041.5,
1020200406, 021899, 091215,  175.6,  2041.5,
1020200405, 021899, 091114,  185.3,  2043.7,
1030200622, 031799, 080014,    5.3,  1982.7,
1030200621, 031799, 075904,   15.7,  1984.4,
1030200619, 031799, 075742,   25.7,  1987.5,
1030200618, 031799, 075643,   33.8,  1987.6,
1030200617, 031799, 075535,   45.4,  1987.4,
1030200616, 031799, 075418,   60.7,  1989.7,
1030200615, 031799, 075303,   75.3,  1997.1,
1030200614, 031799, 075153,   85.8,  2002.1,
1030200613, 031799, 075046,   94.1,  2001.8,
1030200612, 031799, 074937,  105.5,  1995.9,
1030200611, 031799, 074837,  115.1,  2007.0,
1030200610, 031799, 074733,  125.6,  2009.1,
1030200609, 031799, 074624,  135.8,  2007.1,
1030200608, 031799, 074517,  150.6,  2013.8,
1030200607, 031799, 074411,  160.4,  2032.4,
1030200606, 031799, 074255,  176.3,  2031.8,
1030200605, 031799, 074146,  187.1,  2034.2,
1040200712, 041499, 070218,    5.3,  2009.3,
1040200711, 041499, 065817,  179.9,  2021.3,
1040200823, 041499, 095713,    4.7,  2000.9,
1040200822, 041499, 095614,   14.9,  1999.6,
1040200820, 041499, 095503,   25.1,  2000.3,
1040200819, 041499, 095404,   35.4,  2002.7,
1040200818, 041499, 095309,   45.3,  2007.7,
1040200817, 041499, 095205,   59.0,  2007.7,
1040200816, 041499, 095058,   75.1,  2007.7,
1040200815, 041499, 094959,   85.0,  2010.8,
1040200814, 041499, 094854,   95.4,  2004.8,
1040200813, 041499, 094749,  104.2,  2010.5,
1040200812, 041499, 094704,  114.2,  2012.2,
1040200811, 041499, 094613,  124.0,  2015.4,
1040200810, 041499, 094518,  135.6,  2011.7,
1040200809, 041499, 094418,  149.4,  2020.4,
1040200808, 041499, 094318,  174.5,  2023.3,
1040200807, 041499, 094204,  199.1,  2019.4,
1050200623, 051099, 080157,    5.3,  2007.8,
1050200621, 051099, 080052,   15.1,  2009.8,
1050200620, 051099, 075952,   24.5,  2007.1,
1050200618, 051099, 075847,   34.9,  2006.0,
1050200617, 051099, 075746,   44.8,  2005.6,
1050200616, 051099, 075646,   59.7,  2013.4,
1050200615, 051099, 075546,   75.7,  2017.5,
1050200614, 051099, 075446,   85.8,  2017.5,
1050200613, 051099, 075347,   95.3,  2019.4,
1050200612, 051099, 075247,  104.6,  2026.0,
1050200611, 051099, 075146,  114.7,  2029.1,
1050200610, 051099, 075047,  124.9,  2026.7,
1050200609, 051099, 074946,  135.2,  2034.4,
1050200608, 051099, 074842,  150.1,  2039.7,
1050200607, 051099, 074742,  160.5,  2054.9,
1050200606, 051099, 074632,  177.2,  2051.2,
1050200605, 051099, 074532,  186.7,  2051.8,
1050200604, 051099, 074432,  197.8,  2060.1,
1060200623, 071499, 080220,    4.2,  1971.1,
1060200620, 071499, 075931,   24.8,  1971.7,
1060200618, 071499, 075810,   33.8,  1972.3,
1060200617, 071499, 075640,   44.4,  1971.8,
1060200616, 071499, 075530,   59.4,  1972.4,
1060200615, 071499, 075415,   73.9,  1981.1,
1060200614, 071499, 075310,   84.0,  1984.5,
1060200613, 071499, 075151,   95.0,  1994.3,
1060200612, 071499, 075030,  104.6,  1998.7,
1060200611, 071499, 074920,  113.8,  2005.5,
1060200610, 071499, 074820,  124.2,  2013.4,
1060200609, 071499, 074730,  134.3,  2015.9,
1060200608, 071499, 074620,  149.5,  2015.5,
1060200607, 071499, 074525,  159.1,  2015.3,
1060200606, 071499, 074420,  174.2,  2015.3,
1060200605, 071499, 074310,  184.6,  2014.1,
1070200922, 081499, 075717,    4.6,  1992.3,
1070200921, 081499, 075613,   14.0,  1993.0,
1070200919, 081499, 075501,   25.0,  1992.1,
1070200918, 081499, 075358,   34.6,  1995.0,
1070200917, 081499, 075257,   44.4,  1996.9,
1070200916, 081499, 075142,   60.0,  1997.4,
1070200915, 081499, 075021,   75.0,  2006.7,
1070200914, 081499, 074925,   84.2,  2012.4,
1070200913, 081499, 074824,   94.7,  2016.8,
1070200912, 081499, 074720,  104.7,  2027.5,
1070200911, 081499, 074621,  114.6,  2038.7,
1070200910, 081499, 074523,  124.5,  2036.4,
1070200909, 081499, 074423,  134.6,  2045.0,
1070200908, 081499, 074313,  149.7,  2056.7,
1070200907, 081499, 074212,  158.9,  2056.8,
1070200906, 081499, 074102,  174.6,  2055.9,
1070200905, 081499, 074001,  183.6,  2053.3,
1080200622, 101599, 085501,    5.0,  1981.8,
1080200619, 101599, 085241,   24.6,  1981.1,
1080200618, 101599, 085141,   34.9,  1979.7,
1080200617, 101599, 085041,   44.2,  1982.6,
1080200616, 101599, 084931,   59.4,  1980.7,
1080200615, 101599, 084832,   74.1,  1982.0,
1080200614, 101599, 084727,   84.5,  1981.0,
1080200613, 101599, 084632,   94.5,  1987.5,
1080200612, 101599, 084527,  105.3,  1992.6,
1080200611, 101599, 084427,  114.5,  2000.4,
1080200610, 101599, 084321,  123.8,  2002.2,
1080200609, 101599, 084227,  134.2,  2020.8,
1080200608, 101599, 084126,  149.7,  2032.2,
1080200607, 101599, 084032,  159.9,  2037.3,
1080200606, 101599, 083926,  174.9,  2040.2,
1080200605, 101599, 083832,  184.3,  2040.5,
1080200604, 101599, 083731,  200.0,  2042.1,
1090200623, 110999, 065642,    5.1,  1994.0,
1090200620, 110999, 065442,   25.4,  1995.3,
1090200619, 110999, 065436,   25.3,  1994.2,
1090200618, 110999, 065341,   35.0,  1988.5,
1090200617, 110999, 065246,   45.1,  1988.6,
1090200616, 110999, 065146,   60.1,  1991.4,
1090200615, 110999, 065047,   74.9,  2000.5,
1090200614, 110999, 064951,   84.4,  2009.6,
1090200613, 110999, 064852,   94.5,  2023.8,
1090200612, 110999, 064752,  104.1,  2030.4,
1090200611, 110999, 064651,  114.5,  2033.1,
1090200610, 110999, 064551,  124.4,  2038.7,
1090200609, 110999, 064456,  135.0,  2040.4,
1090200608, 110999, 064356,  150.1,  2041.8,
1090200607, 110999, 064257,  159.8,  2043.2,
1090200606, 110999, 064156,  174.7,  2044.2,
1090200605, 110999, 064056,  185.2,  2045.8,
1090200604, 110999, 063951,  199.5,  2048.8,
1100200622, 121599, 075531,    4.5,  1992.8,
1100200620, 121599, 075341,   24.3,  1995.0,
1100200618, 121599, 075241,   34.5,  1992.2,
1100200617, 121599, 075146,   44.8,  1992.5,
1100200616, 121599, 075046,   59.6,  1992.9,
1100200615, 121599, 074945,   74.5,  1996.8,
1100200614, 121599, 074851,   84.3,  1995.0,
1100200613, 121599, 074801,   93.8,  2000.3,
1100200612, 121599, 074705,  104.6,  2007.8,
1100200611, 121599, 074616,  114.3,  2021.6,
1100200610, 121599, 074516,  124.8,  2022.5,
1100200609, 121599, 074421,  135.3,  2037.8,
1100200608, 121599, 074316,  149.6,  2043.6,
1100200607, 121599, 074216,  160.1,  2044.2,
1100200606, 121599, 074116,  174.6,  2050.2,
1100200605, 121599, 074016,  185.6,  2053.5,
1110200623, 020300, 070634,    4.4,  2001.1,
1110200620, 020300, 070335,   24.6,  2001.6,
1110200617, 020300, 070044,   44.7,  2001.2,
1110200615, 020300, 065732,   74.7,  2000.8,
1110200613, 020300, 065442,   94.3,  1975.9,
1110200612, 020300, 065325,  104.5,  1962.3,
1110200611, 020300, 065154,  114.3,  1972.2,
1110200608, 020300, 064738,  150.1,  2035.9,
1120200723, 030100, 065608,    4.5,  1994.6,
1120200720, 030100, 065359,   25.0,  1994.5,
1120200718, 030100, 065243,   34.3,  1995.6,
1120200717, 030100, 065139,   45.7,  1995.5,
1120200715, 030100, 064934,   75.6,  2007.0,
1120200712, 030100, 064629,  105.5,  2026.7,
1120200708, 030100, 064234,  148.6,  2036.6,
1130200623, 032900, 075450,    4.6,  2000.2,
1130200620, 032900, 075241,   23.5,  2000.5,
1130200617, 032900, 075031,   44.7,  2000.9,
1130200615, 032900, 074821,   74.2,  2004.0,
1130200612, 032900, 074526,  103.9,  2008.7,
1130200608, 032900, 074121,  149.3,  2033.0,
1140200623, 042600, 075947,    4.9,  1980.5,
1140200620, 042600, 075719,   25.1,  1981.2,
1140200617, 042600, 075502,   44.7,  1983.1,
1140200615, 042600, 075153,   75.0,  1995.4,
1140200612, 042600, 074843,  104.0,  2009.2,
1140200608, 042600, 074423,  149.3,  2025.3,
1150200623, 052400, 075823,    4.8,  1980.4,
1150200621, 052400, 075608,   25.1,  1980.4,
1150200617, 052400, 075335,   45.3,  1982.5,
1150200615, 052400, 075120,   74.1,  1998.8,
1150200612, 052400, 074814,  104.2,  2008.8,
1150200608, 052400, 074357,  150.2,  2017.1,
1150200604, 052400, 073930,  199.4,  2037.0,
1160200723, 062100, 080031,    4.7,  1989.4,
1160200720, 062100, 075747,   24.7,  1989.0,
1160200717, 062100, 075526,   44.4,  1985.2,
1160200715, 062100, 075255,   74.8,  2006.0,
1160200712, 062100, 074927,  104.1,  2002.7,
1160200708, 062100, 074507,  149.8,  2024.1,
1170200523, 072600, 080759,    4.3,  1984.9,
1170200520, 072600, 080448,   23.7,  1989.0,
1170200517, 072600, 080206,   45.0,  1992.0,
1170200515, 072600, 075924,   75.1,  1997.8,
1170200512, 072600, 075532,  106.0,  2007.4,
1170200508, 072600, 074908,  150.1,  2034.5,
1170200504, 072600, 074422,  199.6,  2049.9,
1180200723, 082300, 065641,    5.1,  1990.7,
1180200720, 082300, 065425,   24.7,  1994.0,
1180200717, 082300, 065214,   44.9,  1994.7,
1180200715, 082300, 065010,   73.9,  2002.7,
1180200712, 082300, 064652,  105.3,  2014.0,
1180200708, 082300, 064238,  149.0,  2030.5,
1190200721, 101800, 100530,    4.8,  1991.4,
1190200718, 101800, 100251,   24.9,  1992.9,
1190200715, 101800, 100010,   44.7,  1992.5,
1190200713, 101800, 095723,   75.0,  1993.0,
1190200711, 101800, 095449,   99.7,  2015.5,
1190200707, 101800, 094927,  151.3,  2033.7,
1200200616, 113000, 065443,   44.8,  1981.8,
1200200612, 113000, 064949,   99.6,  1997.8,
1200200609, 113000, 064555,  150.1,  2030.6,
1200200710, 113000, 094559,    4.4,  1980.4,
1200200709, 113000, 094431,   24.3,  1979.6,
1210200818, 122000, 095546,    4.6,  1975.2,
1210200815, 122000, 095324,   23.9,  1972.0,
1210200813, 122000, 095118,   45.3,  1972.4,
1210200811, 122000, 094904,   72.8,  1980.9,
1210200809, 122000, 094637,   99.3,  1993.2,
1210200806, 122000, 094226,  150.4,  2018.3,
1210200803, 122000, 093908,  199.6,  2037.8,
1220200618, 011701, 064943,    4.2,  1982.8,
1220200615, 011701, 064734,   23.3,  1984.7,
1220200613, 011701, 064552,   43.2,  1983.4,
1220200611, 011701, 064400,   74.1,  1979.8,
1220200609, 011701, 064212,   98.4,  1990.4,
1220200606, 011701, 063909,  148.5,  1996.6,
1220200603, 011701, 063600,  198.9,  2045.7,
1230200319, 021501, 031618,    4.2,  2000.0,
1230200316, 021501, 031356,   25.0,  1998.9,
1230200314, 021501, 031205,   43.9,  1995.9,
1230200312, 021501, 031005,   73.8,  2001.4,
1230200310, 021501, 030705,   99.1,  2020.5,
1230200307, 021501, 030310,  151.3,  2039.4,
1230200304, 021501, 025905,  198.4,  2055.7,
