botid, date, time, press, dic, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1240200121, 032101, 013848,    4.1,  1984.1,
1240200116, 032101, 013343,   44.2,  1986.6,
1240200114, 032101, 013101,   73.4,  1996.5,
1240200112, 032101, 012748,   98.6,  1999.0,
1240200109, 032101, 012354,  148.5,  2043.2,
1240200105, 032101, 011925,  174.0,  2049.2,
1250200618, 041801, 065724,   13.6,  1990.4,
1250200615, 041801, 065520,   33.8,  1990.3,
1250200613, 041801, 065325,   59.3,  1991.1,
1250200611, 041801, 065125,   83.8,  1991.5,
1250200609, 041801, 064910,  114.0,  1997.0,
1250200606, 041801, 064445,  163.4,  2021.8,
1260201218, 051701, 220019,    3.9,  1994.7,
1260201215, 051701, 215810,   24.3,  1995.6,
1260201213, 051701, 215539,   43.6,  2000.1,
1260201211, 051701, 215314,   73.8,  2005.2,
1260201209, 051701, 215058,   99.7,  2010.3,
1260201206, 051701, 214739,  148.8,  2038.7,
1270200620, 061401, 065807,    3.5,  1988.2,
1270200616, 061401, 065533,   24.2,  1989.0,
1270200614, 061401, 065303,   44.0,  1997.1,
1270200612, 061401, 065012,   73.9,  2001.5,
1270200610, 061401, 064756,   99.5,  2003.3,
1270200607, 061401, 064359,  148.7,  2016.7,
1270200604, 061401, 064001,  199.8,  2047.1,
1280200520, 071101, 065150,    4.8,  1972.6,
1280200516, 071101, 064935,   24.3,  1974.6,
1280200514, 071101, 064726,   44.6,  1979.7,
1280200512, 071101, 064520,   75.4,  1995.5,
1280200510, 071101, 064325,   99.9,  2002.5,
1280200507, 071101, 064011,  148.9,  2016.8,
1280200504, 071101, 063706,  199.7,  2039.9,
1290200619, 080801, 035517,    4.3,  1985.3,
1290200616, 080801, 035249,   25.0,  1985.9,
1290200613, 080801, 035018,   44.5,  1985.0,
1290200611, 080801, 034749,   74.3,  1994.5,
1290200609, 080801, 034531,   99.9,  2006.5,
1290200606, 080801, 034133,  149.6,  2029.4,
1290200603, 080801, 033743,  199.1,  2053.2,
1290201517, 080901, 065019,  198.6,  2047.6,
1300200619, 100201, 071731,    5.5,  1986.2,
1300200616, 100201, 071441,   25.0,  1986.3,
1300200614, 100201, 071221,   44.9,  1985.3,
1300200612, 100201, 070916,   75.4,  2000.5,
1300200610, 100201, 070616,  100.2,  2015.4,
1300200607, 100201, 070146,  150.0,  2035.1,
1310200618, 102301, 065730,    5.1,  1993.9,
1310200613, 102301, 065215,   45.9,  1983.2,
1310200611, 102301, 064935,   75.7,  1983.8,
1310200609, 102301, 064658,   99.4,  2007.5,
1310200605, 102301, 064120,  164.5,  2044.5,
1320200217, 111601, 190425,  123.3,  2020.4,
1320200618, 111701, 070339,    4.6,  1982.6,
1320200615, 111701, 070114,   24.3,  1982.7,
1320200613, 111701, 065904,   44.2,  1985.4,
1320200611, 111701, 065629,   74.5,  1985.8,
1320200609, 111701, 065344,  100.6,  1996.2,
1320200606, 111701, 064859,  150.1,  2036.5,
1320200603, 111701, 064409,  198.9,  2052.0,
1330200118, 121501, 065117,    3.9,  1990.9,
1330200115, 121501, 064841,   24.0,  1990.6,
1330200113, 121501, 064547,   44.8,  1991.3,
1330200111, 121501, 064257,   73.3,  2013.3,
1330200109, 121501, 063957,   99.1,  2032.6,
1330200106, 121501, 063557,  147.8,  2041.0,
1330200103, 121501, 063134,  197.0,  2054.4,
1340200618, 011602, 065559,    4.1,  1998.5,
1340200615, 011602, 065319,   24.6,  1997.6,
1340200613, 011602, 065046,   44.2,  1998.1,
1340200611, 011602, 064754,   75.3,  1998.5,
1340200609, 011602, 064519,   97.9,  1998.4,
1340200606, 011602, 064109,  149.0,  2027.6,
1340200603, 011602, 063714,  198.1,  2036.8,
1350200618, 022102, 065650,    4.3,  1997.1,
1350200616, 022102, 065500,   25.6,  1997.7,
1350200613, 022102, 065300,   44.1,  1998.4,
1350200611, 022102, 065035,   73.5,  2003.2,
1350200609, 022102, 064820,   98.7,  2024.9,
1350200606, 022102, 064425,  152.3,  2044.5,
1360200718, 031302, 065414,    4.2,  2006.0,
1360200715, 031302, 065144,   24.8,  2008.0,
1360200713, 031302, 064935,   44.1,  2008.5,
1360200711, 031302, 064733,   74.5,  2008.3,
1360200709, 031302, 064518,   99.9,  2009.0,
1360200706, 031302, 064147,  148.5,  2041.0,
1370200618, 052102, 065251,    4.6,  1975.1,
1370200615, 052102, 065050,   24.3,  1981.5,
1370200613, 052102, 064900,   44.6,  2004.1,
1370200611, 052102, 064716,   74.4,  2010.2,
1370200609, 052102, 064535,   99.6,  2020.7,
1370200606, 052102, 064236,  150.4,  2041.5,
1380200519, 063002, 015722,    4.1,  1970.3,
1380200516, 063002, 015508,   24.2,  1972.3,
1380200514, 063002, 015402,   34.4,  1974.4,
1380200512, 063002, 015152,   59.3,  1999.9,
1380200510, 063002, 014937,   84.7,  2012.2,
1380200507, 063002, 014617,  124.2,  2030.6,
1380200504, 063002, 014244,  174.7,  2056.6,
1390200618, 082802, 072140,    5.3,  1969.2,
1390200615, 082802, 071920,   25.4,  1970.9,
1390200613, 082802, 071715,   44.6,  1973.9,
1390200611, 082802, 071430,   75.4,  1992.7,
1390200609, 082802, 071200,   99.4,  2006.5,
1390200606, 082802, 070720,  150.3,  2037.8,
1400200619, 100702, 065410,    4.9,  1967.6,
1400200615, 100702, 065150,   24.3,  1968.1,
1400200613, 100702, 064950,   44.3,  1967.8,
1400200611, 100702, 064750,   77.3,  1981.8,
1400200609, 100702, 064535,   98.7,  2000.9,
1400200606, 100702, 064150,  149.1,  2026.5,
1410200718, 110402, 095717,    4.6,  1974.0,
1410200715, 110402, 095457,   25.1,  1974.0,
1410200714, 110402, 095357,   35.4,  1975.1,
1410200711, 110402, 095108,   75.1,  2006.9,
1410200709, 110402, 094858,  100.8,  2027.2,
1410200706, 110402, 094508,  149.2,  2051.4,
1420200718, 112502, 101005,    3.7,  1981.0,
1420200715, 112502, 100725,   25.1,  1981.2,
1420200713, 112502, 100455,   43.7,  1986.9,
1420200711, 112502, 100135,   76.1,  1988.9,
1420200709, 112502, 095845,   97.7,  2015.6,
1420200706, 112502, 095345,  146.3,  2039.2,
1430200718, 121902, 095929,    5.0,  1986.3,
1430200715, 121902, 095729,   25.0,  1986.5,
1430200713, 121902, 095544,   44.6,  1986.6,
1430200711, 121902, 095334,   75.3,  1992.2,
1430200709, 121902, 095129,  100.5,  2017.2,
1430200706, 121902, 094814,  149.8,  2032.8,
1440200618, 011703, 095502,    4.2,  1995.1,
1440200615, 011703, 095312,   24.9,  1995.1,
1440200613, 011703, 095138,   45.1,  1995.5,
1440200611, 011703, 094903,   74.6,  1994.8,
1440200609, 011703, 094708,   99.3,  1995.3,
1440200606, 011703, 094418,  148.8,  2034.7,
1450200718, 022603, 095707,    4.5,  1997.2,
1450200715, 022603, 095458,   24.0,  1996.9,
1450200713, 022603, 095247,   44.7,  1997.2,
1450200711, 022603, 095028,   73.1,  1997.2,
1450200709, 022603, 094757,   99.2,  1999.9,
1450200706, 022603, 094358,  149.5,  2019.9,
1460200718, 032903, 101044,    9.8,  1998.0,
1460200715, 032903, 100759,   25.7,  1997.5,
1460200713, 032903, 100539,   44.8,  1999.4,
1460200711, 032903, 100254,   74.0,  2003.8,
1460200709, 032903, 100009,   99.6,  2008.4,
1460200706, 032903, 095509,  149.3,  2029.8,
1470200718, 042403, 095959,    4.9,  1973.6,
1470200715, 042403, 095749,   24.3,  1973.8,
1470200713, 042403, 095539,   44.4,  1974.7,
1470200711, 042403, 095329,   73.9,  2005.1,
1470200709, 042403, 095119,   98.7,  2016.5,
1470200706, 042403, 094745,  149.4,  2037.3,
1480200718, 052103, 095612,    4.6,  1976.2,
1480200715, 052103, 095346,   24.2,  1976.2,
1480200713, 052103, 095142,   45.2,  1980.0,
1480200711, 052103, 094928,   74.2,  1991.7,
1480200706, 052103, 094337,  148.9,  2029.5,
1480200703, 052103, 093958,  199.7,  2047.7,
1490200715, 062003, 100010,   24.9,  1978.2,
1490200713, 062003, 095754,   45.1,  1979.6,
1490200711, 062003, 095509,   74.8,  1999.8,
1490200709, 062003, 095239,   99.5,  2012.1,
1490200706, 062003, 094839,  149.6,  2029.1,
1500200719, 072003, 101350,    4.8,  1988.2,
1500200716, 072003, 101047,   24.9,  1990.5,
1500200714, 072003, 100841,   45.0,  1997.1,
1500200712, 072003, 100607,   74.5,  1998.7,
1500200710, 072003, 100231,   98.7,  2010.2,
1500200707, 072003, 095842,  148.9,  2026.8,
1510200719, 082103, 095708,    4.5,  1966.7,
1510200717, 082103, 095506,   25.3,  1967.3,
1510200714, 082103, 095245,   44.7,  1965.9,
1510200712, 082103, 095030,   74.1,  1968.6,
1510200710, 082103, 094837,  100.1,  1987.7,
1510200707, 082103, 094553,  149.2,  2034.1,
1510200704, 082103, 094252,  198.9,  2044.3,
1520200719, 101503, 100934,    4.6,  1967.7,
1520200716, 101503, 100649,   25.2,  1967.8,
1520200714, 101503, 100419,   45.4,  1968.8,
1520200712, 101503, 100203,   74.2,  1975.5,
1520200710, 101503, 095921,  100.5,  1988.9,
1520200707, 101503, 095444,  150.1,  2021.4,
1530200718, 111003, 102917,    4.8,  1973.2,
1530200715, 111003, 102306,   24.2,  1973.1,
1530200713, 111003, 102042,   43.5,  1973.0,
1530200711, 111003, 101734,   77.3,  1991.5,
1530200709, 111003, 101459,   99.4,  2015.4,
1530200706, 111003, 101050,  151.8,  2044.6,
1540200618, 122003, 101115,    6.5,  1986.9,
1540200613, 122003, 100528,   44.9,  1991.9,
1540200611, 122003, 100243,   75.4,  1998.8,
1540200609, 122003, 100008,  100.5,  2023.7,
1540200606, 122003, 095632,  149.6,  2043.6,
1540200603, 122003, 095209,  199.8,  2052.2,
1550200718, 012204, 095251,    3.6,  1986.4,
1550200715, 012204, 095052,   24.7,  1985.7,
1550200713, 012204, 094900,   43.2,  1985.7,
1550200711, 012204, 094711,   73.5,  1986.1,
1550200709, 012204, 094520,   99.1,  1986.7,
1550200706, 012204, 094225,  148.7,  2034.0,
1560200718, 022504, 095850,    4.7,  1971.1,
1560200715, 022504, 095640,   23.9,  1986.8,
1560200713, 022504, 095351,   45.1,  1994.0,
1560200711, 022504, 095142,   72.9,  1995.3,
1560200709, 022504, 094950,   99.4,  2004.8,
1560200706, 022504, 094630,  148.7,  2038.5,
1570200719, 032004, 102505,    8.0,  1989.3,
1570200716, 032004, 102259,   24.7,  1993.7,
1570200714, 032004, 102044,   46.3,  1993.3,
1570200712, 032004, 101745,   73.6,  1996.2,
1570200710, 032004, 101521,   99.6,  2004.7,
1570200707, 032004, 101130,  149.5,  2041.9,
1570200704, 032004, 100701,  199.8,  2043.5,
1580200719, 042104, 103330,    4.7,  1977.8,
1580200716, 042104, 103010,   24.9,  1978.2,
1580200714, 042104, 102651,   44.4,  1982.7,
1580200712, 042104, 102346,   75.1,  1987.1,
1580200710, 042104, 102030,   99.9,  2002.0,
1580200707, 042104, 101501,  149.4,  2028.0,
1580200704, 042104, 101001,  199.3,  2049.5,
1590200719, 051904, 095636,    3.8,  1953.7,
1590200716, 051904, 095406,   24.2,  1958.6,
1590200714, 051904, 095147,   43.9,  1968.5,
1590200712, 051904, 094923,   73.9,  1984.9,
1590200710, 051904, 094541,   98.3,  2012.6,
1590200707, 051904, 094122,  149.2,  2049.6,
1590200704, 051904, 093722,  198.3,  2051.5,
1600200819, 061604, 095305,    3.8,  1960.9,
1600200816, 061604, 095100,   24.0,  1959.6,
1600200814, 061604, 094850,   44.6,  1959.5,
1600200812, 061604, 094605,   74.0,  1982.4,
1600200810, 061604, 094410,   99.0,  1999.0,
1600200807, 061604, 094114,  149.2,  2020.7,
1600200804, 061604, 093805,  198.5,  2051.2,
1610200322, 071404, 002513,    4.9,  1952.4,
1610200317, 071404, 002158,   43.4,  1952.5,
1610200314, 071404, 001933,   74.4,  1966.1,
1610200311, 071404, 001703,   99.7,  1979.6,
1610200305, 071404, 001242,  149.8,  2017.6,
1610200301, 071404, 000922,  200.0,  2047.6,
1620201119, 081704, 102258,    4.2,  1961.2,
1620201116, 081704, 102057,   24.8,  1961.5,
1620201114, 081704, 101902,   44.8,  1990.3,
1620201112, 081704, 101706,   74.5,  2013.0,
1620201110, 081704, 101512,   99.9,  2025.8,
1620201107, 081704, 101149,  149.6,  2041.1,
1620201104, 081704, 100825,  199.2,  2057.9,
1630200819, 092904, 095158,    4.9,  1957.0,
1630200816, 092904, 094939,   24.4,  1956.5,
1630200814, 092904, 094753,   44.7,  1962.4,
1630200812, 092904, 094558,   73.1,  2000.9,
1630200807, 092904, 093943,  149.5,  2026.7,
1630200804, 092904, 093633,  199.5,  2046.0,
1640200719, 103104, 095221,    5.0,  1981.0,
1640200716, 103104, 095015,   24.5,  1980.5,
1640200714, 103104, 094825,   44.7,  1981.6,
1640200712, 103104, 094625,   75.2,  2001.4,
1640200710, 103104, 094432,   99.4,  2022.1,
1640200707, 103104, 094053,  149.7,  2038.2,
1650200121, 112704, 105447,   30.1,  1962.4,
1650200822, 112804, 095807,    5.0,  1956.8,
1650200818, 112804, 095442,   24.4,  1957.2,
1650200816, 112804, 095219,   44.9,  1983.7,
1650200814, 112804, 094925,   74.9,  2011.1,
1650200810, 112804, 094626,   98.7,  2023.6,
1650200807, 112804, 094223,  148.1,  2039.9,
1660200919, 122104, 101124,    5.1,  1971.5,
1660200916, 122104, 100803,   25.1,  1971.1,
1660200914, 122104, 100451,   44.5,  1971.1,
1660200912, 122104, 100131,   74.9,  1971.1,
1660200907, 122104, 095203,  149.4,  2045.7,
1660200904, 122104, 094622,  199.6,  2062.7,
1670200819, 020205, 101014,    4.7,  1974.9,
1670200816, 020205, 100713,   25.6,  1974.8,
1670200814, 020205, 100414,   45.3,  1975.5,
1670200812, 020205, 100114,   75.3,  1977.5,
1670200810, 020205, 095826,  100.1,  2007.2,
1670200807, 020205, 095341,  151.4,  2048.4,
1670200804, 020205, 094913,  199.6,  2047.5,
1680200819, 030505, 102006,    4.8,  1977.0,
1680200816, 030505, 101709,   25.5,  1976.7,
1680200814, 030505, 101455,   45.0,  1990.3,
1680200812, 030505, 101200,   75.5,  1997.4,
1680200810, 030505, 100935,   99.7,  2023.7,
1680200807, 030505, 100542,  150.8,  2039.4,
1680200804, 030505, 100120,  199.7,  2048.4,
1690200519, 051805, 102306,   10.2,  1976.6,
1690200516, 051805, 101938,   24.7,  1974.5,
1690200514, 051805, 101655,   44.5,  1974.7,
1690200512, 051805, 101327,   74.4,  1984.1,
1690200510, 051805, 100938,  100.2,  1988.4,
1690200507, 051805, 100406,  150.0,  2004.4,
1690200504, 051805, 095843,  199.9,  2043.2,
1700200819, 061505, 102452,    4.5,  1994.6,
1700200816, 061505, 102051,   25.0,  1994.1,
1700200814, 061505, 101732,   45.9,  1994.0,
1700200812, 061505, 101305,   75.3,  2001.4,
1700200810, 061505, 100923,   99.7,  2009.3,
1700200807, 061505, 100314,  150.8,  2049.7,
1710200916, 071705, 103815,   44.9,  1983.5,
1710200911, 071705, 103205,   99.6,  2000.5,
1720200819, 081405, 100313,    4.9,  1979.1,
1720200816, 081405, 100032,   25.0,  1981.9,
1720200814, 081405, 095808,   45.1,  1981.0,
1720200812, 081405, 095538,   75.8,  1990.6,
1720200810, 081405, 095314,  101.1,  1998.4,
1720200807, 081405, 094852,  151.0,  2027.6,
1730200823, 091005, 104239,    5.9,  1980.2,
1730200820, 091005, 103950,   24.0,  1983.9,
1730200818, 091005, 103714,   44.7,  1976.9,
1730200816, 091005, 103436,   74.9,  1995.1,
1730200814, 091005, 103218,   99.9,  2005.2,
1730200811, 091005, 102741,  151.0,  2020.8,
1740201823, 101005, 013353,    6.8,  1981.0,
1740201819, 101005, 013008,   26.1,  1980.8,
1740201817, 101005, 012734,   45.2,  1980.4,
1740201815, 101005, 012458,   75.1,  1988.3,
1740201812, 101005, 012058,   99.9,  2006.6,
1740201807, 101005, 011435,  151.0,  2044.4,
1740201804, 101005, 011039,  199.1,  2039.5,
1750200923, 111205, 104510,    4.8,  1982.9,
1750200919, 111205, 104054,   23.8,  1983.1,
1750200917, 111205, 103821,   43.0,  1982.9,
1750200915, 111205, 103540,   73.1,  1982.9,
1750200912, 111205, 103215,   98.8,  2009.3,
1750200907, 111205, 102615,  149.2,  2034.1,
1750200904, 111205, 102215,  199.6,  2043.4,
1760200822, 121305, 100522,    5.8,  1985.5,
1760200817, 121305, 095928,   45.7,  1988.1,
1760200815, 121305, 095631,   74.8,  1989.5,
1760200812, 121305, 095210,   98.8,  1992.6,
1760200807, 121305, 094532,  152.6,  2036.9,
1760200804, 121305, 094110,  200.0,  2053.9,
1770200722, 012606, 005924,    6.6,  1989.1,
1770200719, 012606, 005623,   24.8,  1989.3,
1770200717, 012606, 005414,   46.3,  1997.2,
1770200715, 012606, 005134,   75.6,  1990.1,
1770200712, 012606, 004813,   98.1,  1997.5,
1770200707, 012606, 004214,  150.0,  2015.1,
1770200704, 012606, 003753,  198.6,  2042.0,
1770201118, 012606, 162249,  115.3,  2003.2,
1780200822, 021506, 101857,    7.2,  1999.1,
1780200819, 021506, 101241,   25.1,  1998.9,
1780200817, 021506, 100942,   45.4,  1998.4,
1780200815, 021506, 100612,   76.0,  1998.8,
1780200812, 021506, 100200,   99.3,  2014.8,
1780200807, 021506, 095503,  150.9,  2060.2,
1780200804, 021506, 094900,  200.0,  2077.3,
1790201122, 031006, 103004,    7.5,  1993.4,
1790201119, 031006, 102631,   24.3,  1993.4,
1790201117, 031006, 102401,   46.4,  1993.5,
1790201115, 031006, 102045,   75.2,  1994.2,
1790201112, 031006, 101608,  101.5,  1999.0,
1790201107, 031006, 100834,  148.6,  2011.2,
1790201104, 031006, 100326,  199.8,  2043.5,
1800200822, 040206, 103604,    9.1,  1964.0,
1800200819, 040206, 103129,   24.2,  1965.5,
1800200817, 040206, 102753,   46.0,  1986.9,
1800200815, 040206, 102449,   74.8,  1996.7,
1800200812, 040206, 101851,   99.7,  2009.5,
1800200807, 040206, 100950,  149.6,  2014.4,
1800200804, 040206, 100502,  198.7,  2044.8,
1810200922, 052706, 101749,    9.3,  1999.5,
1810200919, 052706, 101354,   25.2,  1998.7,
1810200917, 052706, 101055,   44.9,  2012.5,
1810200915, 052706, 100811,   75.0,  2025.8,
1810200912, 052706, 100435,  101.2,  2021.8,
1810200907, 052706, 095835,  150.4,  2039.3,
1810200904, 052706, 095416,  199.9,  2051.0,
1820200807, 061406, 152205,  124.9,  2043.8,
1820201022, 061406, 220850,    7.8,  1972.0,
1820201019, 061406, 220455,   25.5,  1973.2,
1820201017, 061406, 220245,   45.3,  1996.0,
1820201015, 061406, 220030,   75.5,  1996.6,
1820201012, 061406, 215715,  100.2,  2007.4,
1830200922, 071306, 103555,    9.1,  1976.7,
1830200919, 071306, 103029,   26.0,  1977.1,
1830200917, 071306, 102639,   45.9,  1977.1,
1830200915, 071306, 102157,   76.3,  1990.8,
1830200912, 071306, 101556,  100.6,  2004.6,
1830200907, 071306, 100531,  151.2,  2026.9,
1840200922, 080906, 103440,    7.5,  1966.3,
1840200919, 080906, 103026,   25.8,  1968.3,
1840200917, 080906, 102715,   44.8,  1989.1,
1840200915, 080906, 102414,   74.6,  2003.8,
1840200912, 080906, 102020,  100.9,  2016.2,
1840200907, 080906, 101245,  150.5,  2038.0,
1850200822, 091606, 100801,    5.6,  1981.0,
1850200819, 091606, 100514,   25.6,  1980.7,
1850200817, 091606, 100148,   45.7,  1980.1,
1850200815, 091606, 095857,   76.2,  1992.3,
1850200812, 091606, 095438,  100.6,  2004.0,
1850200807, 091606, 094717,  151.0,  2028.1,
1860201722, 102106, 101931,    8.1,  1983.3,
1860201719, 102106, 101611,   25.3,  1983.1,
1860201717, 102106, 101235,   45.8,  1985.7,
1860201715, 102106, 100947,   74.7,  1991.2,
1860201712, 102106, 100556,   97.3,  2003.1,
1860201707, 102106, 095731,  151.8,  2028.8,
1870200822, 110906, 102550,    8.8,  1979.7,
1870200819, 110906, 102135,   25.8,  1979.7,
1870200817, 110906, 101800,   45.0,  1979.9,
1870200815, 110906, 101341,   75.2,  1985.2,
1870200812, 110906, 100855,  100.5,  2004.1,
1870200807, 110906, 095846,  151.5,  2030.4,
1880200822, 121006, 101358,    7.7,  1984.5,
1880200819, 121006, 100942,   24.7,  1983.8,
1880200817, 121006, 100741,   46.7,  1984.5,
1880200815, 121006, 100536,   75.7,  1988.3,
1880200812, 121006, 100234,  101.2,  2016.7,
1880200807, 121006, 095700,  152.0,  2037.0,
1890200922, 020707, 102251,    4.7,  1988.7,
1890200919, 020707, 101946,   24.9,  1989.3,
1890200917, 020707, 101628,   44.7,  1988.9,
1890200915, 020707, 101309,   75.2,  1989.7,
1890200912, 020707, 100843,  100.0,  1992.3,
1890200907, 020707, 100046,  150.1,  2038.9,
1900200922, 032107, 102150,    4.4,  1993.2,
1900200919, 032107, 101812,   25.1,  1994.7,
1900200917, 032107, 101457,   45.1,  1995.8,
1900200915, 032107, 101134,   74.6,  2001.0,
1900200912, 032107, 100520,  100.3,  2012.4,
1900200907, 032107, 095451,  149.0,  2039.8,
1910200501, 050407, 212654,    7.5,  1979.5,
1910200922, 050507, 101408,    7.3,  1979.1,
1910200919, 050507, 100951,   24.5,  1979.7,
1910200917, 050507, 100715,   44.9,  1979.4,
1910200915, 050507, 100301,   74.5,  1990.6,
1910200912, 050507, 095841,  100.2,  1999.0,
1910200907, 050507, 095134,  149.9,  2033.0,
1930200623, 070807, 102342,    6.3,  1987.5,
1930200619, 070807, 101749,   24.9,  1987.7,
1930200617, 070807, 101419,   45.0,  1990.1,
1930200615, 070807, 101119,   74.8,  1992.4,
1930200612, 070807, 100549,  100.5,  2003.6,
1930200607, 070807, 095749,  149.7,  2027.2,
1930200604, 070807, 095204,  199.7,  2036.8,
1930200924, 070807, 185808,    6.9,  1984.6,
1940200822, 080407, 102315,    6.7,  1979.9,
1940200819, 080407, 101645,   24.8,  1980.6,
1940200817, 080407, 101350,   45.2,  1981.1,
1940200815, 080407, 101045,   75.4,  1983.9,
1940200812, 080407, 100640,  100.4,  1994.3,
1940200807, 080407, 095920,  150.0,  2051.7,
1940200804, 080407, 095411,  199.8,  2085.8,
1950200822, 090307, 102202,    6.9,  1983.7,
1950200819, 090307, 101714,   25.8,  1984.4,
1950200817, 090307, 101449,   45.7,  1986.8,
1950200815, 090307, 101139,   75.8,  1992.6,
1950200812, 090307, 100719,  100.4,  2010.7,
1950200807, 090307, 095859,  150.6,  2036.6,
1960200822, 100307, 101222,    5.0,  1985.3,
1960200819, 100307, 100929,   23.7,  1985.3,
1960200817, 100307, 100651,   44.9,  1985.4,
1960200815, 100307, 100342,   76.6,  1986.5,
1960200812, 100307, 100007,   99.5,  1997.9,
1960200807, 100307, 095357,  149.8,  2021.3,
1960200804, 100307, 094927,  197.5,  2039.6,
1970200822, 120207, 112805,    5.8,  1982.9,
1970200819, 120207, 112415,   24.8,  1987.6,
1970200817, 120207, 112131,   44.5,  1988.3,
1970200815, 120207, 111850,   74.7,  1991.0,
1970200812, 120207, 111505,  100.2,  2009.4,
1970200807, 120207, 110844,  150.9,  2049.8,
1980200922, 122107, 102625,    7.5,  1987.8,
1980200919, 122107, 102300,   25.4,  1987.7,
1980200917, 122107, 102034,   46.5,  1987.7,
1980200915, 122107, 101803,   76.1,  1988.0,
1980200912, 122107, 101502,   98.9,  1991.9,
1980200907, 122107, 100937,  149.4,  2028.0,
1990200822, 013008, 103450,    6.9,  2000.7,
1990200819, 013008, 103020,   25.8,  2000.6,
1990200817, 013008, 102735,   44.8,  2000.6,
1990200815, 013008, 102416,   75.8,  2000.6,
1990200812, 013008, 101940,  100.2,  2001.2,
1990200807, 013008, 101321,  148.6,  2033.9,
1990200804, 013008, 100831,  199.9,  2046.0,
2000200722, 022408, 072123,    7.7,  1998.9,
2000200719, 022408, 071646,   26.5,  1998.9,
2000200717, 022408, 071400,   44.4,  1999.3,
2000200715, 022408, 071110,   74.9,  2000.2,
2000200712, 022408, 070700,  100.1,  2002.7,
2000200707, 022408, 065751,  150.3,  2041.5,
2010200722, 052808, 071044,    8.1,  1987.2,
2010200719, 052808, 070644,   25.9,  1987.7,
2010200717, 052808, 070409,   45.6,  1992.8,
2010200715, 052808, 070114,   75.9,  1996.8,
2010200712, 052808, 065624,  100.3,  2002.5,
2010200707, 052808, 064853,  150.4,  2012.9,
2020200722, 062608, 071610,    7.8,  1986.0,
2020200719, 062608, 071206,   25.1,  1986.2,
2020200717, 062608, 070940,   45.3,  1986.4,
2020200715, 062608, 070710,   73.6,  1985.7,
2020200712, 062608, 070316,   99.5,  2001.6,
2020200707, 062608, 065612,  150.6,  2041.7,
2030200519, 072608, 230717,  198.3,  2048.2,
2030200823, 072708, 071939,    6.1,  1985.0,
2030200819, 072708, 071434,   24.4,  1985.1,
2030200817, 072708, 071039,   45.0,  1988.0,
2030200815, 072708, 070654,   74.4,  1993.0,
2030200812, 072708, 070219,   99.7,  2000.8,
2030200807, 072708, 065429,  149.6,  2023.8,
2040200722, 081708, 070712,    7.7,  1978.9,
2040200719, 081708, 070326,   24.6,  1979.2,
2040200717, 081708, 070051,   45.9,  1981.0,
2040200715, 081708, 065812,   76.2,  1991.3,
2040200712, 081708, 065453,  100.8,  2005.9,
2040200707, 081708, 064853,  149.7,  2026.0,
2050200722, 101108, 071646,    6.0,  1985.8,
2050200719, 101108, 071151,   25.1,  1986.0,
2050200717, 101108, 070921,   45.8,  1985.9,
2050200715, 101108, 070621,   75.4,  1998.2,
2050200712, 101108, 070226,  100.1,  2010.9,
2050200707, 101108, 065531,  149.5,  2034.5,
2060200722, 120108, 104106,    7.1,  1996.0,
2060200719, 120108, 103527,   23.3,  1994.8,
2060200717, 120108, 103152,   43.7,  1995.6,
2060200715, 120108, 102742,   74.5,  2007.8,
2060200712, 120108, 102318,   98.8,  2026.5,
2060200707, 120108, 101343,  150.6,  2041.5,
2060200704, 120108, 100848,  200.0,  2056.6,
2080200722, 012109, 105811,    7.4,  2001.4,
2080200719, 012109, 105342,   24.1,  2001.4,
2080200717, 012109, 105001,   44.8,  2000.9,
2080200715, 012109, 104641,   74.0,  2001.0,
2080200712, 012109, 104211,  100.4,  2006.7,
2080200707, 012109, 103422,  149.6,  2021.2,
2090200722, 021809, 073952,    8.9,  2006.3,
2090200719, 021809, 073522,   24.4,  2006.9,
2090200717, 021809, 073222,   44.4,  2008.7,
2090200715, 021809, 072917,   75.6,  2009.7,
2090200712, 021809, 072422,   98.9,  2010.8,
2090200707, 021809, 071617,  149.3,  2044.7,
2090200704, 021809, 071122,  199.5,  2053.2,
2100200719, 042909, 073431,   24.8,  2013.2,
2100200717, 042909, 073111,   45.4,  1984.3,
2100200715, 042909, 072708,   74.4,  1982.5,
2100200712, 042909, 072220,   99.9,  1991.1,
2100200707, 042909, 071239,  149.9,  2003.6,
2100200704, 042909, 070617,  199.5,  2020.8,
2110200722, 052809, 072631,    4.7,  2012.7,
2110200719, 052809, 072317,   25.2,  2014.4,
2110200717, 052809, 072005,   45.5,  2012.6,
2110200715, 052809, 071716,   75.7,  2014.5,
2110200712, 052809, 071315,  100.3,  2017.5,
2110200707, 052809, 070451,  149.8,  2027.0,
2120200722, 070409, 071834,    5.4,  2001.3,
2120200719, 070409, 071344,   24.3,  1999.8,
2120200717, 070409, 071038,   44.3,  2006.0,
2120200715, 070409, 070715,   74.5,  2015.5,
2120200712, 070409, 070150,  100.3,  2024.4,
2120200707, 070409, 065325,  150.3,  2047.1,
2130201222, 072609, 102400,    5.7,  2001.4,
2130201219, 072609, 101725,   25.3,  2001.3,
2130201217, 072609, 101405,   45.2,  1999.6,
2130201215, 072609, 101035,   74.8,  2016.5,
2130201212, 072609, 100540,  100.2,  2022.2,
2130201207, 072609, 095755,  149.6,  2033.5,
