botid, date, time, press, alk, 
#, mmddyy, hhmmss, dbar, ueq/kg, 
0820200606, 040997, 065002,  175.1,  2283,
0820200605, 040997, 064848,  184.7,  2278,
0830200624, 050797, 070134,    4.2,  2294,
0830200623, 050797, 070040,   14.7,  2295,
0830200622, 050797, 065942,   25.0,  2294,
0830200621, 050797, 065846,   34.6,  2296,
0830200620, 050797, 065754,   45.3,  2297,
0830200619, 050797, 065644,   59.9,  2297,
0830200618, 050797, 065548,   74.6,  2297,
0830200617, 050797, 065434,   85.0,  2300,
0830200616, 050797, 065340,   95.1,  2297,
0830200615, 050797, 065246,  104.5,  2294,
0830200614, 050797, 065156,  115.3,  2300,
0830200613, 050797, 065100,  124.6,  2302,
0830200612, 050797, 065000,  134.4,  2301,
0830200607, 050797, 064708,  149.1,  2304,
0830200605, 050797, 064450,  174.1,  2306,
0830200604, 050797, 064358,  184.1,  2300,
0830200603, 050797, 064232,  199.8,  2302,
0840200622, 060497, 065837,    5.2,  2296,
0840200621, 060497, 065741,   15.3,  2296,
0840200619, 060497, 065633,   24.7,  2297,
0840200618, 060497, 065521,   35.2,  2296,
0840200617, 060497, 065435,   45.6,  2297,
0840200616, 060497, 065339,   60.6,  2299,
0840200615, 060497, 065231,   75.4,  2300,
0840200614, 060497, 065145,   85.1,  2300,
0840200613, 060497, 065053,   94.9,  2300,
0840200612, 060497, 064945,  104.6,  2302,
0840200611, 060497, 064853,  114.6,  2303,
0840200610, 060497, 064753,  124.6,  2305,
0840200609, 060497, 064659,  134.8,  2307,
0840200608, 060497, 064605,  149.3,  2300,
0840200607, 060497, 064505,  159.4,  2305,
0840200606, 060497, 064407,  175.0,  2302,
0840200605, 060497, 064311,  184.9,  2297,
0840200604, 060497, 064157,  199.9,  2293,
0850200622, 070997, 070701,    5.1,  2306,
0850200621, 070997, 070541,   14.8,  2306,
0850200619, 070997, 070421,   24.4,  2305,
0850200618, 070997, 070305,   35.8,  2305,
0850200617, 070997, 070151,   45.3,  2305,
0850200616, 070997, 070033,   59.4,  2307,
0850200615, 070997, 065909,   75.3,  2302,
0850200614, 070997, 065805,   84.0,  2303,
0850200613, 070997, 065651,   94.3,  2305,
0850200612, 070997, 065531,  104.3,  2307,
0850200611, 070997, 065425,  115.0,  2304,
0850200610, 070997, 065317,  124.3,  2307,
0850200608, 070997, 065037,  150.1,  2306,
0850200607, 070997, 064917,  158.8,  2307,
0850200606, 070997, 064741,  174.2,  2309,
0850200605, 070997, 064619,  183.8,  2305,
0860200222, 080297, 080201,    4.6,  2312,
0860200221, 080297, 080101,   14.3,  2312,
0860200219, 080297, 075937,   24.9,  2313,
0860200218, 080297, 075811,   35.3,  2313,
0860200217, 080297, 075715,   43.9,  2312,
0860200216, 080297, 075613,   59.9,  2314,
0860200215, 080297, 075501,   77.3,  2306,
0860200214, 080297, 075359,   85.1,  2305,
0860200213, 080297, 075305,   94.7,  2306,
0860200212, 080297, 075213,  101.7,  2304,
0860200211, 080297, 075115,  114.3,  2307,
0860200210, 080297, 074953,  124.7,  2309,
0860200209, 080297, 074851,  134.1,  2306,
0860200208, 080297, 074755,  149.5,  2309,
0860200207, 080297, 074701,  159.7,  2307,
0860200206, 080297, 074559,  175.0,  2301,
0860200205, 080297, 074509,  183.5,  2302,
0860200204, 080297, 074401,  199.6,  2297,
0870200222, 092597, 090724,    4.5,  2318,
0870200221, 092597, 090604,   14.0,  2319,
0870200219, 092597, 090440,   25.2,  2317,
0870200217, 092597, 090208,   44.7,  2314,
0870200214, 092597, 085804,   84.6,  2310,
0870200213, 092597, 085700,   93.9,  2308,
0870200212, 092597, 085544,  104.6,  2308,
0870200211, 092597, 085440,  114.1,  2310,
0870200210, 092597, 085332,  125.0,  2309,
0870200207, 092597, 084950,  160.1,  2307,
0870200206, 092597, 084840,  174.3,  2304,
0870200205, 092597, 084730,  184.7,  2304,
0870200204, 092597, 084616,  198.4,  2301,
0880200221, 120597, 050854,    5.3,  2313,
0880200220, 120597, 050746,   14.6,  2312,
0880200219, 120597, 050632,   25.3,  2310,
0880200218, 120597, 050524,   33.2,  2310,
0880200217, 120597, 050412,   43.6,  2311,
0880200216, 120597, 050305,   59.4,  2311,
0880200215, 120597, 050152,   73.8,  2309,
0880200214, 120597, 050045,   84.5,  2310,
0880200213, 120597, 045942,   95.3,  2311,
0880200212, 120597, 045828,  106.7,  2312,
0880200211, 120597, 045717,  115.2,  2310,
0880200210, 120597, 045609,  124.5,  2304,
0880200209, 120597, 045507,  134.0,  2303,
0880200208, 120597, 045353,  148.7,  2304,
0880200207, 120597, 045255,  159.4,  2304,
0880200206, 120597, 045143,  173.6,  2299,
0880200205, 120597, 045035,  185.2,  2299,
0890200622, 011198, 070203,    4.6,  2307,
0890200621, 011198, 070037,   14.7,  2312,
0890200619, 011198, 065903,   24.6,  2311,
0890200618, 011198, 065743,   34.6,  2311,
0890200617, 011198, 065623,   43.6,  2313,
0890200616, 011198, 065443,   59.1,  2319,
0890200615, 011198, 065317,   75.3,  2317,
0890200614, 011198, 065203,   84.9,  2321,
0890200613, 011198, 065053,   94.8,  2313,
0890200612, 011198, 064953,  104.3,  2312,
0890200611, 011198, 064843,  114.7,  2309,
0890200610, 011198, 064733,  124.4,  2303,
0890200609, 011198, 064627,  134.7,  2299,
0890200608, 011198, 064517,  149.4,  2293,
0890200607, 011198, 064413,  159.8,  2289,
0890200606, 011198, 064257,  173.6,  2286,
0890200605, 011198, 064141,  185.1,  2281,
0900200522, 021998, 060516,    5.1,  2316,
0900200521, 021998, 060402,   13.8,  2317,
0900200519, 021998, 060222,   24.5,  2317,
0900200518, 021998, 060042,   34.9,  2317,
0900200516, 021998, 055752,   59.5,  2317,
0900200515, 021998, 055616,   74.0,  2316,
0900200514, 021998, 055502,   84.6,  2313,
0900200513, 021998, 055348,   94.5,  2311,
0900200512, 021998, 055232,  105.2,  2308,
0900200511, 021998, 055116,  116.1,  2305,
0900200510, 021998, 054952,  125.8,  2302,
0900200509, 021998, 054832,  135.0,  2301,
0900200508, 021998, 054712,  149.0,  2300,
0900200507, 021998, 054552,  161.0,  2292,
0900200506, 021998, 054422,  174.2,  2293,
0900200505, 021998, 054302,  184.9,  2290,
0900200504, 021998, 054146,  199.8,  2285,
0910200618, 031898, 070002,   34.9,  2314,
0910200617, 031898, 065852,   44.9,  2309,
0910200616, 031898, 065732,   59.7,  2311,
0910200615, 031898, 065612,   74.6,  2310,
0910200614, 031898, 065502,   85.0,  2310,
0910200613, 031898, 065358,   94.5,  2317,
0910200612, 031898, 065252,  105.1,  2315,
0910200610, 031898, 065032,  124.6,  2313,
0910200609, 031898, 064922,  134.1,  2314,
0910200608, 031898, 064808,  149.3,  2304,
0910200607, 031898, 064702,  159.7,  2302,
0910200606, 031898, 064548,  174.8,  2298,
0910200605, 031898, 064428,  184.7,  2295,
0920200622, 041598, 070718,    5.1,  2315,
0920200619, 041598, 070502,   25.1,  2320,
0920200618, 041598, 070404,   34.1,  2308,
0920200617, 041598, 070304,   45.5,  2315,
0920200616, 041598, 070148,   60.3,  2312,
0920200615, 041598, 070034,   74.3,  2319,
0920200614, 041598, 065920,   84.6,  2315,
0920200613, 041598, 065818,   94.1,  2316,
0920200611, 041598, 065618,  114.2,  2312,
0920200610, 041598, 065518,  124.9,  2315,
0920200608, 041598, 065318,  148.8,  2317,
0920200607, 041598, 065218,  157.9,  2314,
0920200606, 041598, 065104,  177.1,  2311,
0920200605, 041598, 064936,  190.6,  2313,
0930200623, 051398, 070757,    4.3,  2319,
0930200620, 051398, 070504,   24.9,  2317,
0930200618, 051398, 070348,   35.1,  2318,
0930200617, 051398, 070242,   44.7,  2320,
0930200616, 051398, 070122,   59.8,  2322,
0930200615, 051398, 070007,   74.6,  2316,
0930200614, 051398, 065852,   85.8,  2314,
0930200613, 051398, 065746,   94.7,  2323,
0930200612, 051398, 065634,  104.8,  2315,
0930200611, 051398, 065527,  115.4,  2311,
0930200610, 051398, 065422,  125.2,  2307,
0930200609, 051398, 065312,  134.1,  2312,
0930200608, 051398, 065151,  151.0,  2306,
0930200607, 051398, 065043,  160.1,  2306,
0930200606, 051398, 064926,  174.8,  2299,
0930200605, 051398, 064809,  187.6,  2294,
0940200323, 061798, 081234,    5.7,  2322,
0940200321, 061798, 081124,   14.9,  2325,
0940200320, 061798, 080955,   25.3,  2317,
0940200318, 061798, 080829,   35.7,  2319,
0940200317, 061798, 080724,   45.9,  2317,
0940200316, 061798, 080609,   60.4,  2317,
0940200315, 061798, 080449,   74.7,  2314,
0940200314, 061798, 080329,   84.9,  2317,
0940200313, 061798, 080219,   95.1,  2319,
0940200312, 061798, 080109,  105.4,  2318,
0940200311, 061798, 075959,  115.9,  2317,
0940200310, 061798, 075849,  125.8,  2311,
0940200309, 061798, 075739,  135.5,  2312,
0940200308, 061798, 075624,  150.4,  2303,
0940200306, 061798, 075344,  175.4,  2304,
0940200305, 061798, 075229,  185.6,  2301,
0950200323, 071598, 081005,    5.6,  2317,
0950200319, 071598, 080700,   25.3,  2323,
0950200318, 071598, 080543,   36.0,  2322,
0950200316, 071598, 080304,   61.1,  2329,
0950200315, 071598, 080131,   75.6,  2314,
0950200314, 071598, 080002,   84.8,  2310,
0950200313, 071598, 075850,   95.7,  2313,
0950200312, 071598, 075728,  105.4,  2307,
0950200311, 071598, 075600,  114.9,  2309,
0950200310, 071598, 075436,  125.4,  2301,
0950200309, 071598, 075310,  135.6,  2296,
0950200308, 071598, 075137,  150.8,  2296,
0950200307, 071598, 075011,  160.0,  2300,
0950200306, 071598, 074836,  174.5,  2294,
0950200305, 071598, 074720,  185.3,  2291,
0960200323, 081098, 070736,    5.3,  2311,
0960200320, 081098, 070459,   25.9,  2311,
0960200318, 081098, 070335,   35.5,  2311,
0960200317, 081098, 070222,   46.1,  2316,
0960200316, 081098, 070050,   60.6,  2314,
0960200315, 081098, 065930,   75.1,  2315,
0960200314, 081098, 065820,   85.3,  2317,
0960200313, 081098, 065701,   95.2,  2316,
0960200312, 081098, 065550,  105.6,  2312,
0960200311, 081098, 065440,  114.7,  2312,
0960200310, 081098, 065330,  125.4,  2309,
0960200309, 081098, 065151,  136.3,  2310,
0960200308, 081098, 065020,  150.2,  2309,
0960200307, 081098, 064915,  159.9,  2306,
0960200306, 081098, 064755,  176.0,  2299,
0960200305, 081098, 064640,  186.5,  2298,
0960200304, 081098, 064516,  199.7,  2291,
0970200322, 092898, 080422,    5.0,  2321,
0970200319, 092898, 080157,   25.9,  2320,
0970200318, 092898, 080047,   35.8,  2325,
0970200317, 092898, 075937,   45.7,  2322,
0970200316, 092898, 075817,   59.8,  2322,
0970200315, 092898, 075707,   75.0,  2314,
0970200314, 092898, 075557,   85.8,  2314,
0970200312, 092898, 075342,  105.5,  2318,
0970200311, 092898, 075237,  115.5,  2318,
0970200310, 092898, 075132,  125.7,  2313,
0970200309, 092898, 075022,  135.3,  2315,
0970200308, 092898, 074912,  149.9,  2315,
0970200307, 092898, 074752,  160.7,  2311,
0970200306, 092898, 074637,  175.5,  2312,
0970200305, 092898, 074532,  185.1,  2302,
0980200623, 101998, 080425,    4.8,  2322,
0980200621, 101998, 080310,   14.9,  2320,
0980200620, 101998, 080200,   25.4,  2319,
0980200618, 101998, 080055,   35.0,  2322,
0980200617, 101998, 075950,   45.1,  2322,
0980200616, 101998, 075850,   60.1,  2319,
0980200615, 101998, 075741,   74.8,  2317,
0980200614, 101998, 075640,   85.8,  2321,
0980200613, 101998, 075545,   95.4,  2314,
0980200612, 101998, 075440,  105.2,  2318,
0980200611, 101998, 075330,  115.0,  2314,
0980200610, 101998, 075220,  125.7,  2308,
0980200609, 101998, 075120,  134.9,  2309,
0980200608, 101998, 075020,  149.9,  2304,
0980200607, 101998, 074920,  161.3,  2301,
0980200606, 101998, 074810,  175.2,  2303,
0980200605, 101998, 074710,  185.0,  2294,
0990200623, 111198, 070350,    5.5,  2327,
0990200621, 111198, 070233,   15.6,  2328,
0990200620, 111198, 070128,   25.5,  2328,
0990200618, 111198, 070011,   35.6,  2328,
0990200617, 111198, 065903,   45.7,  2328,
0990200616, 111198, 065742,   60.4,  2330,
0990200615, 111198, 065622,   75.7,  2319,
0990200614, 111198, 065507,   85.6,  2317,
0990200613, 111198, 065358,   95.5,  2314,
0990200612, 111198, 065246,  105.3,  2310,
0990200611, 111198, 065136,  115.5,  2310,
0990200610, 111198, 065025,  125.5,  2312,
0990200609, 111198, 064916,  135.4,  2309,
0990200608, 111198, 064758,  150.7,  2302,
0990200607, 111198, 064648,  160.3,  2299,
0990200606, 111198, 064526,  175.4,  2286,
0990200605, 111198, 064419,  185.4,  2280,
1000200623, 120998, 090212,    5.9,  2318,
1000200621, 120998, 090051,   15.7,  2318,
1000200619, 120998, 085942,   25.7,  2323,
1000200618, 120998, 085842,   30.2,  2325,
1000200617, 120998, 085727,   45.8,  2324,
1000200616, 120998, 085616,   60.0,  2321,
1000200615, 120998, 085456,   75.6,  2312,
1000200614, 120998, 085336,   85.6,  2317,
1000200613, 120998, 085232,   95.8,  2319,
1000200612, 120998, 085126,  105.6,  2322,
1000200611, 120998, 085022,  115.0,  2324,
1000200610, 120998, 084917,  126.3,  2318,
1000200609, 120998, 084807,  136.7,  2319,
1000200608, 120998, 084642,  150.9,  2317,
1000200607, 120998, 084542,  160.5,  2311,
1000200606, 120998, 084426,  175.5,  2318,
1000200605, 120998, 084322,  186.2,  2314,
1010200622, 011399, 095757,    5.2,  2316,
1010200621, 011399, 095657,   15.0,  2315,
1010200619, 011399, 095552,   24.9,  2314,
1010200618, 011399, 095452,   35.8,  2315,
1010200617, 011399, 095352,   44.9,  2317,
1010200616, 011399, 095252,   59.5,  2316,
1010200615, 011399, 095132,   74.6,  2318,
1010200614, 011399, 095033,   84.8,  2321,
1010200613, 011399, 094932,   94.9,  2319,
1010200612, 011399, 094832,  105.4,  2316,
1010200611, 011399, 094732,  114.4,  2315,
1010200610, 011399, 094633,  125.6,  2320,
1010200609, 011399, 094532,  133.6,  2317,
1010200608, 011399, 094432,  150.0,  2313,
1010200607, 011399, 094332,  160.6,  2312,
1010200606, 011399, 094232,  175.6,  2304,
1010200605, 011399, 094132,  184.4,  2307,
1010200604, 011399, 094032,  199.7,  2297,
1020200422, 021899, 092754,    5.1,  2321,
1020200421, 021899, 092649,   16.1,  2332,
1020200419, 021899, 092538,   26.1,  2331,
1020200418, 021899, 092434,   35.2,  2330,
1020200417, 021899, 092334,   45.5,  2333,
1020200416, 021899, 092229,   60.9,  2334,
1020200415, 021899, 092129,   76.1,  2334,
1020200414, 021899, 092029,   85.9,  2337,
1020200413, 021899, 091929,   96.7,  2333,
1020200412, 021899, 091828,  105.6,  2324,
1020200411, 021899, 091729,  115.9,  2329,
1020200410, 021899, 091630,  126.0,  2332,
1020200409, 021899, 091529,  135.5,  2330,
1020200408, 021899, 091424,  150.8,  2320,
1020200407, 021899, 091323,  161.1,  2316,
1020200406, 021899, 091215,  175.6,  2309,
1020200405, 021899, 091114,  185.3,  2308,
1030200622, 031799, 080014,    5.3,  2330,
1030200621, 031799, 075904,   15.7,  2334,
1030200619, 031799, 075742,   25.7,  2324,
1030200618, 031799, 075643,   33.8,  2325,
1030200617, 031799, 075535,   45.4,  2331,
1030200616, 031799, 075418,   60.7,  2333,
1030200615, 031799, 075303,   75.3,  2333,
1030200614, 031799, 075153,   85.8,  2340,
1030200613, 031799, 075046,   94.1,  2337,
1030200611, 031799, 074837,  115.1,  2337,
1030200610, 031799, 074733,  125.6,  2340,
1030200609, 031799, 074624,  135.8,  2339,
1030200608, 031799, 074517,  150.6,  2335,
1030200607, 031799, 074411,  160.4,  2320,
1030200606, 031799, 074255,  176.3,  2325,
1030200605, 031799, 074146,  187.1,  2311,
1040200712, 041499, 070218,    5.3,  2325,
1040200711, 041499, 065817,  179.9,  2328,
1040200823, 041499, 095713,    4.7,  2337,
1040200822, 041499, 095614,   14.9,  2344,
1040200820, 041499, 095503,   25.1,  2332,
1040200819, 041499, 095404,   35.4,  2349,
1040200818, 041499, 095309,   45.3,  2343,
1040200817, 041499, 095205,   59.0,  2325,
1040200816, 041499, 095058,   75.1,  2335,
1040200815, 041499, 094959,   85.0,  2334,
1040200814, 041499, 094854,   95.4,  2337,
1040200813, 041499, 094749,  104.2,  2324,
1040200812, 041499, 094704,  114.2,  2320,
1040200811, 041499, 094613,  124.0,  2330,
1040200810, 041499, 094518,  135.6,  2339,
1040200809, 041499, 094418,  149.4,  2327,
1040200808, 041499, 094318,  174.5,  2329,
1040200807, 041499, 094204,  199.1,  2342,
1050200623, 051099, 080157,    5.3,  2334,
1050200621, 051099, 080052,   15.1,  2333,
1050200620, 051099, 075952,   24.5,  2341,
1050200618, 051099, 075847,   34.9,  2334,
1050200617, 051099, 075746,   44.8,  2331,
1050200616, 051099, 075646,   59.7,  2333,
1050200615, 051099, 075546,   75.7,  2332,
1050200614, 051099, 075446,   85.8,  2335,
1050200613, 051099, 075347,   95.3,  2332,
1050200612, 051099, 075247,  104.6,  2338,
1050200611, 051099, 075146,  114.7,  2329,
1050200610, 051099, 075047,  124.9,  2325,
1050200609, 051099, 074946,  135.2,  2318,
1050200608, 051099, 074842,  150.1,  2307,
1050200607, 051099, 074742,  160.5,  2323,
1050200606, 051099, 074632,  177.2,  2287,
1050200605, 051099, 074532,  186.7,  2288,
1050200604, 051099, 074432,  197.8,  2282,
1060200623, 071499, 080220,    4.2,  2307,
1060200620, 071499, 075931,   24.8,  2296,
1060200618, 071499, 075810,   33.8,  2306,
1060200617, 071499, 075640,   44.4,  2297,
1060200616, 071499, 075530,   59.4,  2297,
1060200615, 071499, 075415,   73.9,  2303,
1060200614, 071499, 075310,   84.0,  2311,
1060200613, 071499, 075151,   95.0,  2309,
1060200612, 071499, 075030,  104.6,  2318,
1060200611, 071499, 074920,  113.8,  2320,
1060200610, 071499, 074820,  124.2,  2322,
1060200609, 071499, 074730,  134.3,  2323,
1060200608, 071499, 074620,  149.5,  2327,
1060200607, 071499, 074525,  159.1,  2331,
1060200606, 071499, 074420,  174.2,  2331,
1060200605, 071499, 074310,  184.6,  2331,
1070200922, 081499, 075717,    4.6,  2320,
1070200921, 081499, 075613,   14.0,  2318,
1070200919, 081499, 075501,   25.0,  2319,
1070200918, 081499, 075358,   34.6,  2321,
1070200917, 081499, 075257,   44.4,  2306,
1070200916, 081499, 075142,   60.0,  2310,
1070200915, 081499, 075021,   75.0,  2337,
1070200914, 081499, 074925,   84.2,  2314,
1070200913, 081499, 074824,   94.7,  2314,
1070200912, 081499, 074720,  104.7,  2323,
1070200911, 081499, 074621,  114.6,  2309,
1070200910, 081499, 074523,  124.5,  2311,
1070200909, 081499, 074423,  134.6,  2304,
1070200908, 081499, 074313,  149.7,  2296,
1070200907, 081499, 074212,  158.9,  2292,
1070200906, 081499, 074102,  174.6,  2297,
1070200905, 081499, 074001,  183.6,  2287,
1080200622, 101599, 085501,    5.0,  2306,
1080200619, 101599, 085241,   24.6,  2305,
1080200618, 101599, 085141,   34.9,  2310,
1080200617, 101599, 085041,   44.2,  2311,
1080200616, 101599, 084931,   59.4,  2310,
1080200615, 101599, 084832,   74.1,  2310,
1080200614, 101599, 084727,   84.5,  2309,
1080200613, 101599, 084632,   94.5,  2309,
1080200612, 101599, 084527,  105.3,  2317,
1080200611, 101599, 084427,  114.5,  2341,
1080200610, 101599, 084321,  123.8,  2319,
1080200609, 101599, 084227,  134.2,  2314,
1080200608, 101599, 084126,  149.7,  2321,
1080200607, 101599, 084032,  159.9,  2321,
1080200606, 101599, 083926,  174.9,  2317,
1080200605, 101599, 083832,  184.3,  2313,
1080200604, 101599, 083731,  200.0,  2309,
1090200623, 110999, 065642,    5.1,  2326,
1090200620, 110999, 065442,   25.4,  2326,
1090200619, 110999, 065436,   25.3,  2325,
1090200618, 110999, 065341,   35.0,  2332,
1090200617, 110999, 065246,   45.1,  2331,
1090200616, 110999, 065146,   60.1,  2329,
1090200615, 110999, 065047,   74.9,  2328,
1090200614, 110999, 064951,   84.4,  2327,
1090200613, 110999, 064852,   94.5,  2324,
1090200612, 110999, 064752,  104.1,  2329,
1090200611, 110999, 064651,  114.5,  2320,
1090200610, 110999, 064551,  124.4,  2319,
1090200609, 110999, 064456,  135.0,  2318,
1090200608, 110999, 064356,  150.1,  2314,
1090200607, 110999, 064257,  159.8,  2309,
1090200606, 110999, 064156,  174.7,  2295,
1090200605, 110999, 064056,  185.2,  2293,
1090200604, 110999, 063951,  199.5,  2284,
1100200622, 121599, 075531,    4.5,  2314,
1100200620, 121599, 075341,   24.3,  2308,
1100200618, 121599, 075241,   34.5,  2314,
1100200617, 121599, 075146,   44.8,  2309,
1100200616, 121599, 075046,   59.6,  2311,
1100200615, 121599, 074945,   74.5,  2308,
1100200614, 121599, 074851,   84.3,  2312,
1100200613, 121599, 074801,   93.8,  2311,
1100200612, 121599, 074705,  104.6,  2320,
1100200611, 121599, 074616,  114.3,  2297,
1100200610, 121599, 074516,  124.8,  2308,
1100200609, 121599, 074421,  135.3,  2312,
1100200608, 121599, 074316,  149.6,  2306,
1100200607, 121599, 074216,  160.1,  2304,
1100200606, 121599, 074116,  174.6,  2294,
1100200605, 121599, 074016,  185.6,  2290,
1110200623, 020300, 070634,    4.4,  2323,
1110200620, 020300, 070335,   24.6,  2315,
1110200617, 020300, 070044,   44.7,  2329,
1110200615, 020300, 065732,   74.7,  2320,
1110200613, 020300, 065442,   94.3,  2314,
1110200612, 020300, 065325,  104.5,  2322,
1110200611, 020300, 065154,  114.3,  2307,
1110200608, 020300, 064738,  150.1,  2300,
1120200723, 030100, 065608,    4.5,  2303,
1120200720, 030100, 065359,   25.0,  2324,
1120200718, 030100, 065243,   34.3,  2309,
1120200717, 030100, 065139,   45.7,  2308,
1120200712, 030100, 064629,  105.5,  2313,
1120200708, 030100, 064234,  148.6,  2322,
1130200623, 032900, 075450,    4.6,  2318,
1130200620, 032900, 075241,   23.5,  2324,
1130200617, 032900, 075031,   44.7,  2316,
1130200615, 032900, 074821,   74.2,  2320,
1130200612, 032900, 074526,  103.9,  2326,
1130200608, 032900, 074121,  149.3,  2305,
1140200623, 042600, 075947,    4.9,  2302,
1140200620, 042600, 075719,   25.1,  2297,
1140200617, 042600, 075502,   44.7,  2287,
1140200615, 042600, 075153,   75.0,  2318,
1140200612, 042600, 074843,  104.0,  2326,
1140200608, 042600, 074423,  149.3,  2330,
1150200623, 052400, 075823,    4.8,  2290,
1150200621, 052400, 075608,   25.1,  2292,
1150200617, 052400, 075335,   45.3,  2314,
1150200612, 052400, 074814,  104.2,  2334,
1150200608, 052400, 074357,  150.2,  2340,
1150200604, 052400, 073930,  199.4,  2330,
1160200723, 062100, 080031,    4.7,  2319,
1160200720, 062100, 075747,   24.7,  2320,
1160200717, 062100, 075526,   44.4,  2335,
1160200715, 062100, 075255,   74.8,  2340,
1160200712, 062100, 074927,  104.1,  2329,
1160200708, 062100, 074507,  149.8,  2343,
1170200523, 072600, 080759,    4.3,  2323,
1170200520, 072600, 080448,   23.7,  2328,
1170200517, 072600, 080206,   45.0,  2328,
1170200515, 072600, 075924,   75.1,  2328,
1170200512, 072600, 075532,  106.0,  2342,
1170200508, 072600, 074908,  150.1,  2319,
1170200504, 072600, 074422,  199.6,  2292,
1180200723, 082300, 065641,    5.1,  2330,
1180200720, 082300, 065425,   24.7,  2331,
1180200717, 082300, 065214,   44.9,  2350,
1180200715, 082300, 065010,   73.9,  2339,
1180200712, 082300, 064652,  105.3,  2343,
1180200708, 082300, 064238,  149.0,  2331,
1190200721, 101800, 100530,    4.8,  2314,
1190200718, 101800, 100251,   24.9,  2320,
1190200715, 101800, 100010,   44.7,  2329,
1190200713, 101800, 095723,   75.0,  2343,
1190200711, 101800, 095449,   99.7,  2329,
1190200707, 101800, 094927,  151.3,  2325,
1200200616, 113000, 065443,   44.8,  2318,
1200200612, 113000, 064949,   99.6,  2331,
1200200609, 113000, 064555,  150.1,  2336,
1200200710, 113000, 094559,    4.4,  2312,
1200200709, 113000, 094431,   24.3,  2310,
1210200818, 122000, 095546,    4.6,  2304,
1210200815, 122000, 095324,   23.9,  2295,
1210200813, 122000, 095118,   45.3,  2314,
1210200811, 122000, 094904,   72.8,  2308,
1210200809, 122000, 094637,   99.3,  2317,
1210200803, 122000, 093908,  199.6,  2330,
1220200618, 011701, 064943,    4.2,  2305,
1220200615, 011701, 064734,   23.3,  2313,
1220200613, 011701, 064552,   43.2,  2326,
1220200611, 011701, 064400,   74.1,  2331,
1220200609, 011701, 064212,   98.4,  2334,
1220200606, 011701, 063909,  148.5,  2338,
1220200603, 011701, 063600,  198.9,  2329,
1230200319, 021501, 031618,    4.2,  2317,
1230200316, 021501, 031356,   25.0,  2312,
1230200314, 021501, 031205,   43.9,  2324,
1230200312, 021501, 031005,   73.8,  2331,
1230200310, 021501, 030705,   99.1,  2324,
1230200307, 021501, 030310,  151.3,  2312,
1230200304, 021501, 025905,  198.4,  2291,
1240200121, 032101, 013848,    4.1,  2302,
1240200118, 032101, 013603,   20.2,  2297,
1240200116, 032101, 013343,   44.2,  2309,
1240200112, 032101, 012748,   98.6,  2321,
1240200109, 032101, 012354,  148.5,  2312,
1240200105, 032101, 011925,  174.0,  2312,
1250200618, 041801, 065724,   13.6,  2309,
1250200615, 041801, 065520,   33.8,  2331,
1250200613, 041801, 065325,   59.3,  2331,
1250200609, 041801, 064910,  114.0,  2335,
1250200606, 041801, 064445,  163.4,  2330,
1260201218, 051701, 220019,    3.9,  2318,
1260201213, 051701, 215539,   43.6,  2331,
1260201211, 051701, 215314,   73.8,  2325,
1260201209, 051701, 215058,   99.7,  2323,
1260201206, 051701, 214739,  148.8,  2316,
1270200620, 061401, 065807,    3.5,  2328,
1270200616, 061401, 065533,   24.2,  2322,
1270200614, 061401, 065303,   44.0,  2344,
1270200612, 061401, 065012,   73.9,  2348,
1270200610, 061401, 064756,   99.5,  2348,
1270200607, 061401, 064359,  148.7,  2346,
1280200520, 071101, 065150,    4.8,  2312,
1280200516, 071101, 064935,   24.3,  2306,
1280200514, 071101, 064726,   44.6,  2325,
1280200512, 071101, 064520,   75.4,  2336,
1280200510, 071101, 064325,   99.9,  2341,
1280200507, 071101, 064011,  148.9,  2342,
1280200504, 071101, 063706,  199.7,  2329,
1290200619, 080801, 035517,    4.3,  2313,
1290200616, 080801, 035249,   25.0,  2315,
1290200613, 080801, 035018,   44.5,  2319,
1290200611, 080801, 034749,   74.3,  2333,
1290200609, 080801, 034531,   99.9,  2333,
1290200606, 080801, 034133,  149.6,  2332,
1290200603, 080801, 033743,  199.1,  2315,
1290201517, 080901, 065019,  198.6,  2299,
1300200619, 100201, 071731,    5.5,  2315,
1300200614, 100201, 071221,   44.9,  2335,
1300200612, 100201, 070916,   75.4,  2330,
1300200610, 100201, 070616,  100.2,  2323,
1300200607, 100201, 070146,  150.0,  2328,
1310200618, 102301, 065730,    5.1,  2331,
1310200613, 102301, 065215,   45.9,  2339,
1310200611, 102301, 064935,   75.7,  2340,
1310200609, 102301, 064658,   99.4,  2335,
1310200605, 102301, 064120,  164.5,  2324,
1320200618, 111701, 070339,    4.6,  2313,
1320200615, 111701, 070114,   24.3,  2306,
1320200613, 111701, 065904,   44.2,  2319,
1320200611, 111701, 065629,   74.5,  2318,
1320200609, 111701, 065344,  100.6,  2322,
1320200606, 111701, 064859,  150.1,  2315,
1320200603, 111701, 064409,  198.9,  2298,
1330200118, 121501, 065117,    3.9,  2320,
1330200115, 121501, 064841,   24.0,  2315,
1330200113, 121501, 064547,   44.8,  2327,
1330200111, 121501, 064257,   73.3,  2336,
1330200109, 121501, 063957,   99.1,  2341,
1330200106, 121501, 063557,  147.8,  2332,
1330200103, 121501, 063134,  197.0,  2308,
