botid, date, time, press, alk, 
#, mmddyy, hhmmss, dbar, ueq/kg, 
1340200618, 011602, 065559,    4.1,  2321,
1340200615, 011602, 065319,   24.6,  2322,
1340200613, 011602, 065046,   44.2,  2323,
1340200611, 011602, 064754,   75.3,  2322,
1340200609, 011602, 064519,   97.9,  2323,
1340200606, 011602, 064109,  149.0,  2322,
1340200603, 011602, 063714,  198.1,  2322,
1350200618, 022102, 065650,    4.3,  2326,
1350200616, 022102, 065500,   25.6,  2317,
1350200613, 022102, 065300,   44.1,  2317,
1350200611, 022102, 065035,   73.5,  2330,
1350200609, 022102, 064820,   98.7,  2318,
1350200606, 022102, 064425,  152.3,  2309,
1360200718, 031302, 065414,    4.2,  2324,
1360200715, 031302, 065144,   24.8,  2340,
1360200713, 031302, 064935,   44.1,  2337,
1360200711, 031302, 064733,   74.5,  2334,
1360200709, 031302, 064518,   99.9,  2340,
1360200706, 031302, 064147,  148.5,  2326,
1370200618, 052102, 065251,    4.6,  2293,
1370200615, 052102, 065050,   24.3,  2300,
1370200613, 052102, 064900,   44.6,  2322,
1370200611, 052102, 064716,   74.4,  2325,
1370200609, 052102, 064535,   99.6,  2323,
1370200606, 052102, 064236,  150.4,  2308,
1380200519, 063002, 015722,    4.1,  2292,
1380200516, 063002, 015508,   24.2,  2291,
1380200514, 063002, 015402,   34.4,  2294,
1380200512, 063002, 015152,   59.3,  2314,
1380200510, 063002, 014937,   84.7,  2321,
1380200507, 063002, 014617,  124.2,  2319,
1380200504, 063002, 014244,  174.7,  2295,
1390200618, 082802, 072140,    5.3,  2296,
1390200615, 082802, 071920,   25.4,  2298,
1390200613, 082802, 071715,   44.6,  2301,
1390200611, 082802, 071430,   75.4,  2312,
1390200609, 082802, 071200,   99.4,  2319,
1390200606, 082802, 070720,  150.3,  2321,
1400200619, 100702, 065410,    4.9,  2306,
1400200615, 100702, 065150,   24.3,  2308,
1400200613, 100702, 064950,   44.3,  2303,
1400200611, 100702, 064750,   77.3,  2322,
1400200609, 100702, 064535,   98.7,  2319,
1400200606, 100702, 064150,  149.1,  2325,
1410200718, 110402, 095717,    4.6,  2312,
1410200715, 110402, 095457,   25.1,  2311,
1410200714, 110402, 095357,   35.4,  2309,
1410200711, 110402, 095108,   75.1,  2318,
1410200709, 110402, 094858,  100.8,  2322,
1410200706, 110402, 094508,  149.2,  2310,
1420200718, 112502, 101005,    3.7,  2314,
1420200715, 112502, 100725,   25.1,  2313,
1420200713, 112502, 100455,   43.7,  2326,
1420200711, 112502, 100135,   76.1,  2320,
1420200709, 112502, 095845,   97.7,  2326,
1420200706, 112502, 095345,  146.3,  2317,
1430200718, 121902, 095929,    5.0,  2315,
1430200715, 121902, 095729,   25.0,  2315,
1430200714, 121902, 095634,   34.5,  2316,
1430200711, 121902, 095334,   75.3,  2319,
1430200709, 121902, 095129,  100.5,  2316,
1430200706, 121902, 094814,  149.8,  2303,
1440200618, 011703, 095502,    4.2,  2325,
1440200615, 011703, 095312,   24.9,  2321,
1440200613, 011703, 095138,   45.1,  2325,
1440200611, 011703, 094903,   74.6,  2328,
1440200609, 011703, 094708,   99.3,  2325,
1440200606, 011703, 094418,  148.8,  2316,
1450200718, 022603, 095707,    4.5,  2323,
1450200715, 022603, 095458,   24.0,  2322,
1450200713, 022603, 095247,   44.7,  2324,
1450200711, 022603, 095028,   73.1,  2322,
1450200709, 022603, 094757,   99.2,  2324,
1450200706, 022603, 094358,  149.5,  2323,
1460200718, 032903, 101044,    9.8,  2326,
1460200715, 032903, 100759,   25.7,  2322,
1460200713, 032903, 100539,   44.8,  2322,
1460200711, 032903, 100254,   74.0,  2325,
1460200709, 032903, 100009,   99.6,  2322,
1460200706, 032903, 095509,  149.3,  2316,
1470200718, 042403, 095959,    4.9,  2301,
1470200715, 042403, 095749,   24.3,  2304,
1470200713, 042403, 095539,   44.4,  2297,
1470200711, 042403, 095329,   73.9,  2325,
1470200709, 042403, 095119,   98.7,  2319,
1470200706, 042403, 094745,  149.4,  2299,
1480200718, 052103, 095612,    4.6,  2305,
1480200715, 052103, 095346,   24.2,  2306,
1480200713, 052103, 095142,   45.2,  2298,
1480200711, 052103, 094928,   74.2,  2312,
1480200706, 052103, 094337,  148.9,  2322,
1480200703, 052103, 093958,  199.7,  2311,
1490200715, 062003, 100010,   24.9,  2311,
1490200713, 062003, 095754,   45.1,  2312,
1490200711, 062003, 095509,   74.8,  2324,
1490200709, 062003, 095239,   99.5,  2321,
1490200706, 062003, 094839,  149.6,  2317,
1500200719, 072003, 101350,    4.8,  2325,
1500200716, 072003, 101047,   24.9,  2323,
1500200714, 072003, 100841,   45.0,  2327,
1500200712, 072003, 100607,   74.5,  2324,
1500200710, 072003, 100231,   98.7,  2319,
1500200707, 072003, 095842,  148.9,  2306,
1510200719, 082103, 095708,    4.5,  2303,
1510200717, 082103, 095506,   25.3,  2298,
1510200714, 082103, 095245,   44.7,  2302,
1510200712, 082103, 095030,   74.1,  2294,
1510200710, 082103, 094837,  100.1,  2313,
1510200707, 082103, 094553,  149.2,  2325,
1510200704, 082103, 094252,  198.9,  2317,
1520200719, 101503, 100934,    4.6,  2313,
1520200716, 101503, 100649,   25.2,  2310,
1520200714, 101503, 100419,   45.4,  2315,
1520200712, 101503, 100203,   74.2,  2313,
1520200710, 101503, 095921,  100.5,  2317,
1520200707, 101503, 095444,  150.1,  2328,
1530200718, 111003, 102917,    4.8,  2318,
1530200715, 111003, 102306,   24.2,  2315,
1530200713, 111003, 102042,   43.5,  2318,
1530200711, 111003, 101734,   77.3,  2323,
1530200709, 111003, 101459,   99.4,  2321,
1530200706, 111003, 101050,  151.8,  2306,
1540200618, 122003, 101115,    6.5,  2320,
1540200615, 122003, 100749,   24.1,  2332,
1540200613, 122003, 100528,   44.9,  2326,
1540200611, 122003, 100243,   75.4,  2326,
1540200609, 122003, 100008,  100.5,  2320,
1540200606, 122003, 095632,  149.6,  2310,
1540200603, 122003, 095209,  199.8,  2286,
1550200718, 012204, 095251,    3.6,  2314,
1550200715, 012204, 095052,   24.7,  2310,
1550200713, 012204, 094900,   43.2,  2313,
1550200711, 012204, 094711,   73.5,  2312,
1550200709, 012204, 094520,   99.1,  2316,
1550200706, 012204, 094225,  148.7,  2315,
1560200718, 022504, 095850,    4.7,  2305,
1560200715, 022504, 095640,   23.9,  2326,
1560200713, 022504, 095351,   45.1,  2330,
1560200711, 022504, 095142,   72.9,  2337,
1570200719, 032004, 102505,    8.0,  2324,
1570200716, 032004, 102259,   24.7,  2329,
1570200714, 032004, 102044,   46.3,  2331,
1570200712, 032004, 101745,   73.6,  2326,
1570200710, 032004, 101521,   99.6,  2333,
1570200707, 032004, 101130,  149.5,  2317,
1570200704, 032004, 100701,  199.8,  2285,
1580200719, 042104, 103330,    4.7,  2302,
1580200716, 042104, 103010,   24.9,  2301,
1580200714, 042104, 102651,   44.4,  2309,
1580200712, 042104, 102346,   75.1,  2313,
1580200710, 042104, 102030,   99.9,  2323,
1580200707, 042104, 101501,  149.4,  2327,
1580200704, 042104, 101001,  199.3,  2295,
1590200719, 051904, 095636,    3.8,  2278,
1590200716, 051904, 095406,   24.2,  2285,
1590200714, 051904, 095147,   43.9,  2297,
1590200712, 051904, 094923,   73.9,  2311,
1590200710, 051904, 094541,   98.3,  2317,
1590200707, 051904, 094122,  149.2,  2310,
1590200704, 051904, 093722,  198.3,  2299,
1600200819, 061604, 095305,    3.8,  2287,
1600200816, 061604, 095100,   24.0,  2289,
1600200814, 061604, 094850,   44.6,  2289,
1600200812, 061604, 094605,   74.0,  2303,
1600200810, 061604, 094410,   99.0,  2313,
1600200807, 061604, 094114,  149.2,  2320,
1600200804, 061604, 093805,  198.5,  2307,
1610200322, 071404, 002513,    4.9,  2278,
1610200319, 071404, 002333,   25.1,  2273,
1610200317, 071404, 002158,   43.4,  2270,
1610200314, 071404, 001933,   74.4,  2294,
1610200311, 071404, 001703,   99.7,  2303,
1610200305, 071404, 001242,  149.8,  2320,
1610200301, 071404, 000922,  200.0,  2313,
1620201119, 081704, 102258,    4.2,  2291,
1620201116, 081704, 102057,   24.8,  2294,
1620201114, 081704, 101902,   44.8,  2312,
1620201112, 081704, 101706,   74.5,  2319,
1620201110, 081704, 101512,   99.9,  2316,
1620201107, 081704, 101149,  149.6,  2303,
1620201104, 081704, 100825,  199.2,  2274,
1630200819, 092904, 095158,    4.9,  2293,
1630200816, 092904, 094939,   24.4,  2292,
1630200814, 092904, 094753,   44.7,  2296,
1630200812, 092904, 094558,   73.1,  2315,
1630200810, 092904, 094418,   99.3,  2335,
1630200807, 092904, 093943,  149.5,  2316,
1630200804, 092904, 093633,  199.5,  2296,
1640200719, 103104, 095221,    5.0,  2317,
1640200716, 103104, 095015,   24.5,  2317,
1640200714, 103104, 094825,   44.7,  2317,
1640200712, 103104, 094625,   75.2,  2327,
1640200707, 103104, 094053,  149.7,  2312,
1650200822, 112804, 095807,    5.0,  2297,
1650200818, 112804, 095442,   24.4,  2295,
1650200816, 112804, 095219,   44.9,  2306,
1650200814, 112804, 094925,   74.9,  2324,
1650200810, 112804, 094626,   98.7,  2325,
1650200807, 112804, 094223,  148.1,  2311,
1660200919, 122104, 101124,    5.1,  2308,
1660200916, 122104, 100803,   25.1,  2306,
1660200914, 122104, 100451,   44.5,  2306,
1660200912, 122104, 100131,   74.9,  2301,
1660200910, 122104, 095803,  100.5,  2307,
1660200907, 122104, 095203,  149.4,  2320,
1670200819, 020205, 101014,    4.7,  2297,
1670200816, 020205, 100713,   25.6,  2297,
1670200814, 020205, 100414,   45.3,  2296,
1670200812, 020205, 100114,   75.3,  2296,
1670200810, 020205, 095826,  100.1,  2311,
1670200807, 020205, 095341,  151.4,  2312,
1670200804, 020205, 094913,  199.6,  2288,
1680200819, 030505, 102006,    4.8,  2304,
1680200816, 030505, 101709,   25.5,  2307,
1680200814, 030505, 101455,   45.0,  2314,
1680200812, 030505, 101200,   75.5,  2317,
1680200810, 030505, 100935,   99.7,  2320,
1680200807, 030505, 100542,  150.8,  2315,
1680200804, 030505, 100120,  199.7,  2301,
1690200519, 051805, 102306,   10.2,  2304,
1690200516, 051805, 101938,   24.7,  2304,
1690200514, 051805, 101655,   44.5,  2302,
1690200512, 051805, 101327,   74.4,  2310,
1690200510, 051805, 100938,  100.2,  2309,
1690200507, 051805, 100406,  150.0,  2307,
1690200504, 051805, 095843,  199.9,  2318,
1700200819, 061505, 102452,    4.5,  2322,
1700200816, 061505, 102051,   25.0,  2321,
1700200814, 061505, 101732,   45.9,  2320,
1700200812, 061505, 101305,   75.3,  2321,
1700200810, 061505, 100923,   99.7,  2318,
1700200807, 061505, 100314,  150.8,  2307,
1710200916, 071705, 103815,   44.9,  2305,
1710200911, 071705, 103205,   99.6,  2314,
1720200819, 081405, 100313,    4.9,  2311,
1720200816, 081405, 100032,   25.0,  2314,
1720200814, 081405, 095808,   45.1,  2309,
1720200812, 081405, 095538,   75.8,  2317,
1720200810, 081405, 095314,  101.1,  2316,
1720200807, 081405, 094852,  151.0,  2313,
1730200823, 091005, 104239,    5.9,  2308,
1730200820, 091005, 103950,   24.0,  2308,
1730200818, 091005, 103714,   44.7,  2308,
1730200816, 091005, 103436,   74.9,  2318,
1730200814, 091005, 103218,   99.9,  2320,
1730200811, 091005, 102741,  151.0,  2320,
1740201823, 101005, 013353,    6.8,  2313,
1740201819, 101005, 013008,   26.1,  2317,
1740201817, 101005, 012734,   45.2,  2314,
1740201815, 101005, 012458,   75.1,  2316,
1740201812, 101005, 012058,   99.9,  2316,
1740201807, 101005, 011435,  151.0,  2304,
1740201804, 101005, 011039,  199.1,  2305,
1750200923, 111205, 104510,    4.8,  2310,
1750200919, 111205, 104054,   23.8,  2312,
1750200917, 111205, 103821,   43.0,  2311,
1750200915, 111205, 103540,   73.1,  2311,
1750200912, 111205, 103215,   98.8,  2316,
1750200907, 111205, 102615,  149.2,  2317,
1750200904, 111205, 102215,  199.6,  2308,
1760200822, 121305, 100522,    5.8,  2313,
1760200819, 121305, 100232,   25.1,  2316,
1760200817, 121305, 095928,   45.7,  2319,
1760200815, 121305, 095631,   74.8,  2321,
1760200812, 121305, 095210,   98.8,  2322,
1760200807, 121305, 094532,  152.6,  2314,
1760200804, 121305, 094110,  200.0,  2290,
1770200722, 012606, 005924,    6.6,  2322,
1770200719, 012606, 005623,   24.8,  2322,
1770200717, 012606, 005414,   46.3,  2324,
1770200715, 012606, 005134,   75.6,  2322,
1770200712, 012606, 004813,   98.1,  2325,
1770200707, 012606, 004214,  150.0,  2323,
1770200704, 012606, 003753,  198.6,  2302,
1770201118, 012606, 162249,  115.3,  2319,
1780200822, 021506, 101857,    7.2,  2316,
1780200819, 021506, 101241,   25.1,  2315,
1780200817, 021506, 100942,   45.4,  2318,
1780200815, 021506, 100612,   76.0,  2319,
1780200812, 021506, 100200,   99.3,  2318,
1780200807, 021506, 095503,  150.9,  2292,
1780200804, 021506, 094900,  200.0,  2266,
1790201122, 031006, 103004,    7.5,  2319,
1790201119, 031006, 102631,   24.3,  2318,
1790201117, 031006, 102401,   46.4,  2317,
1790201107, 031006, 100834,  148.6,  2324,
1790201104, 031006, 100326,  199.8,  2304,
1800200822, 040206, 103604,    9.1,  2285,
1800200819, 040206, 103129,   24.2,  2282,
1800200817, 040206, 102753,   46.0,  2305,
1800200815, 040206, 102449,   74.8,  2313,
1800200812, 040206, 101851,   99.7,  2318,
1800200807, 040206, 100950,  149.6,  2317,
1800200804, 040206, 100502,  198.7,  2300,
1810200922, 052706, 101749,    9.3,  2316,
1810200919, 052706, 101354,   25.2,  2317,
1810200917, 052706, 101055,   44.9,  2317,
1810200915, 052706, 100811,   75.0,  2316,
1810200912, 052706, 100435,  101.2,  2322,
1810200907, 052706, 095835,  150.4,  2302,
1810200904, 052706, 095416,  199.9,  2273,
1820201022, 061406, 220850,    7.8,  2289,
1820201019, 061406, 220455,   25.5,  2290,
1820201017, 061406, 220245,   45.3,  2315,
1820201015, 061406, 220030,   75.5,  2317,
1820201012, 061406, 215715,  100.2,  2317,
1830200922, 071306, 103555,    9.1,  2300,
1830200919, 071306, 103029,   26.0,  2302,
1830200917, 071306, 102639,   45.9,  2306,
1830200915, 071306, 102157,   76.3,  2310,
1830200912, 071306, 101556,  100.6,  2315,
1830200907, 071306, 100531,  151.2,  2317,
1840200922, 080906, 103440,    7.5,  2293,
1840200919, 080906, 103026,   25.8,  2296,
1840200917, 080906, 102715,   44.8,  2311,
1840200915, 080906, 102414,   74.6,  2314,
1840200912, 080906, 102020,  100.9,  2316,
1840200907, 080906, 101245,  150.5,  2301,
1850200822, 091606, 100801,    5.6,  2316,
1850200819, 091606, 100514,   25.6,  2319,
1850200817, 091606, 100148,   45.7,  2317,
1850200815, 091606, 095857,   76.2,  2316,
1850200812, 091606, 095438,  100.6,  2317,
1850200807, 091606, 094717,  151.0,  2320,
1860201722, 102106, 101931,    8.1,  2310,
1860201717, 102106, 101235,   45.8,  2315,
1860201715, 102106, 100947,   74.7,  2312,
1860201712, 102106, 100556,   97.3,  2317,
1860201707, 102106, 095731,  151.8,  2320,
1870200822, 110906, 102550,    8.8,  2309,
1870200819, 110906, 102135,   25.8,  2310,
1870200817, 110906, 101800,   45.0,  2311,
1870200815, 110906, 101341,   75.2,  2313,
1870200812, 110906, 100855,  100.5,  2315,
1870200807, 110906, 095846,  151.5,  2318,
1880200822, 121006, 101358,    7.7,  2314,
1880200819, 121006, 100942,   24.7,  2315,
1880200817, 121006, 100741,   46.7,  2316,
1880200815, 121006, 100536,   75.7,  2314,
1880200812, 121006, 100234,  101.2,  2309,
1880200807, 121006, 095700,  152.0,  2298,
1890200922, 020707, 102251,    4.7,  2315,
1890200919, 020707, 101946,   24.9,  2320,
1890200917, 020707, 101628,   44.7,  2315,
1890200915, 020707, 101309,   75.2,  2317,
1890200912, 020707, 100843,  100.0,  2316,
1890200907, 020707, 100046,  150.1,  2313,
1900200922, 032107, 102150,    4.4,  2312,
1900200919, 032107, 101812,   25.1,  2316,
1900200915, 032107, 101134,   74.6,  2321,
1900200912, 032107, 100520,  100.3,  2318,
1900200907, 032107, 095451,  149.0,  2308,
1910200501, 050407, 212654,    7.5,  2301,
1910200922, 050507, 101408,    7.3,  2296,
1910200919, 050507, 100951,   24.5,  2292,
1910200917, 050507, 100715,   44.9,  2296,
1910200915, 050507, 100301,   74.5,  2310,
1910200912, 050507, 095841,  100.2,  2312,
1910200907, 050507, 095134,  149.9,  2310,
1930200623, 070807, 102342,    6.3,  2305,
1930200619, 070807, 101749,   24.9,  2303,
1930200617, 070807, 101419,   45.0,  2303,
1930200615, 070807, 101119,   74.8,  2311,
1930200612, 070807, 100549,  100.5,  2310,
1930200607, 070807, 095749,  149.7,  2307,
1930200604, 070807, 095204,  199.7,  2292,
1930200924, 070807, 185808,    6.9,  2305,
1940200822, 080407, 102315,    6.7,  2305,
1940200819, 080407, 101645,   24.8,  2308,
1940200817, 080407, 101350,   45.2,  2305,
1940200815, 080407, 101045,   75.4,  2306,
1940200812, 080407, 100640,  100.4,  2307,
1940200807, 080407, 095920,  150.0,  2302,
1940200804, 080407, 095411,  199.8,  2277,
1950200822, 090307, 102202,    6.9,  2309,
1950200819, 090307, 101714,   25.8,  2311,
1950200817, 090307, 101449,   45.7,  2318,
1950200815, 090307, 101139,   75.8,  2307,
1950200812, 090307, 100719,  100.4,  2314,
1950200807, 090307, 095859,  150.6,  2302,
1960200822, 100307, 101222,    5.0,  2308,
1960200819, 100307, 100929,   23.7,  2308,
1960200817, 100307, 100651,   44.9,  2308,
1960200815, 100307, 100342,   76.6,  2306,
1960200812, 100307, 100007,   99.5,  2308,
1960200807, 100307, 095357,  149.8,  2308,
1960200804, 100307, 094927,  197.5,  2295,
1970200822, 120207, 112805,    5.8,  2297,
1970200819, 120207, 112415,   24.8,  2303,
1980200922, 122107, 102625,    7.5,  2310,
1980200919, 122107, 102300,   25.4,  2308,
1980200917, 122107, 102034,   46.5,  2308,
1980200915, 122107, 101803,   76.1,  2311,
1980200912, 122107, 101502,   98.9,  2313,
1980200907, 122107, 100937,  149.4,  2315,
1990200822, 013008, 103450,    6.9,  2317,
1990200819, 013008, 103020,   25.8,  2317,
1990200817, 013008, 102735,   44.8,  2318,
1990200815, 013008, 102416,   75.8,  2316,
1990200812, 013008, 101940,  100.2,  2316,
1990200807, 013008, 101321,  148.6,  2305,
1990200804, 013008, 100831,  199.9,  2294,
2000200722, 022408, 072123,    7.7,  2318,
2000200719, 022408, 071646,   26.5,  2321,
2000200717, 022408, 071400,   44.4,  2320,
2000200715, 022408, 071110,   74.9,  2322,
2000200712, 022408, 070700,  100.1,  2316,
2000200707, 022408, 065751,  150.3,  2314,
2010200722, 052808, 071044,    8.1,  2297,
2010200719, 052808, 070644,   25.9,  2310,
2010200717, 052808, 070409,   45.6,  2319,
2010200715, 052808, 070114,   75.9,  2317,
2010200712, 052808, 065624,  100.3,  2320,
2010200707, 052808, 064853,  150.4,  2320,
2020200722, 062608, 071610,    7.8,  2310,
2020200719, 062608, 071206,   25.1,  2309,
2020200717, 062608, 070940,   45.3,  2311,
2020200715, 062608, 070710,   73.6,  2305,
2020200712, 062608, 070316,   99.5,  2318,
2020200707, 062608, 065612,  150.6,  2312,
2030200519, 072608, 230717,  198.3,  2306,
2030200823, 072708, 071939,    6.1,  2303,
2030200819, 072708, 071434,   24.4,  2305,
2030200817, 072708, 071039,   45.0,  2307,
2030200815, 072708, 070654,   74.4,  2308,
2030200812, 072708, 070219,   99.7,  2315,
2030200807, 072708, 065429,  149.6,  2319,
2040200722, 081708, 070712,    7.7,  2305,
2040200719, 081708, 070326,   24.6,  2307,
2040200717, 081708, 070051,   45.9,  2308,
2040200715, 081708, 065812,   76.2,  2319,
2040200712, 081708, 065453,  100.8,  2315,
2040200707, 081708, 064853,  149.7,  2316,
2050200722, 101108, 071646,    6.0,  2325,
2050200719, 101108, 071151,   25.1,  2322,
2050200715, 101108, 070621,   75.4,  2315,
2050200712, 101108, 070226,  100.1,  2315,
2060200722, 120108, 104106,    7.1,  2321,
2060200719, 120108, 103527,   23.3,  2320,
2060200717, 120108, 103152,   43.7,  2322,
2060200715, 120108, 102742,   74.5,  2327,
2060200712, 120108, 102318,   98.8,  2317,
2060200707, 120108, 101343,  150.6,  2310,
2060200704, 120108, 100848,  200.0,  2286,
2080200722, 012109, 105811,    7.4,  2326,
2080200719, 012109, 105342,   24.1,  2324,
2080200717, 012109, 105001,   44.8,  2325,
2080200715, 012109, 104641,   74.0,  2327,
2080200712, 012109, 104211,  100.4,  2330,
2080200707, 012109, 103422,  149.6,  2323,
2090200722, 021809, 073952,    8.9,  2324,
2090200719, 021809, 073522,   24.4,  2339,
2090200717, 021809, 073222,   44.4,  2335,
2090200715, 021809, 072917,   75.6,  2329,
2090200712, 021809, 072422,   98.9,  2328,
2090200707, 021809, 071617,  149.3,  2305,
2090200704, 021809, 071122,  199.5,  2289,
2100200722, 042909, 073807,    5.3,  2324,
2100200719, 042909, 073431,   24.8,  2327,
2100200717, 042909, 073111,   45.4,  2326,
2100200715, 042909, 072708,   74.4,  2324,
2100200712, 042909, 072220,   99.9,  2325,
2100200707, 042909, 071239,  149.9,  2325,
2100200704, 042909, 070617,  199.5,  2317,
2110200722, 052809, 072631,    4.7,  2328,
2110200719, 052809, 072317,   25.2,  2330,
2110200717, 052809, 072005,   45.5,  2325,
2110200715, 052809, 071716,   75.7,  2326,
2110200712, 052809, 071315,  100.3,  2330,
2110200707, 052809, 070451,  149.8,  2321,
2120200722, 070409, 071834,    5.4,  2323,
2120200719, 070409, 071344,   24.3,  2320,
2120200717, 070409, 071038,   44.3,  2325,
2120200715, 070409, 070715,   74.5,  2337,
2120200712, 070409, 070150,  100.3,  2316,
2130201222, 072609, 102400,    5.7,  2318,
2130201219, 072609, 101725,   25.3,  2321,
2130201217, 072609, 101405,   45.2,  2317,
2130201215, 072609, 101035,   74.8,  2328,
2130201212, 072609, 100540,  100.2,  2331,
2130201207, 072609, 095755,  149.6,  2328,
2140200722, 081909, 074618,    6.0,  2325,
2140200719, 081909, 074027,   24.3,  2322,
2140200717, 081909, 073737,   45.6,  2324,
2140200715, 081909, 073405,   73.7,  2329,
2140200712, 081909, 072937,   98.9,  2331,
2140200707, 081909, 072101,  153.1,  2336,
2150200822, 092509, 071802,    5.3,  2338,
2150200819, 092509, 071442,   24.9,  2341,
2150200817, 092509, 071142,   44.5,  2326,
2150200815, 092509, 070659,   69.1,  2328,
2150200812, 092509, 070203,   99.7,  2329,
2150200807, 092509, 065402,  149.4,  2316,
2160200722, 110409, 072049,    4.8,  2327,
2160200719, 110409, 071738,   23.5,  2326,
2160200717, 110409, 071423,   45.4,  2326,
2160200715, 110409, 071108,   75.3,  2327,
2160200712, 110409, 070654,  100.0,  2328,
2160200707, 110409, 065854,  150.1,  2318,
2170200822, 121009, 071556,    4.8,  2330,
2170200819, 121009, 071304,   24.7,  2332,
2170200817, 121009, 071034,   44.4,  2329,
2170200815, 121009, 070724,   75.0,  2330,
2170200812, 121009, 070310,  100.5,  2333,
2170200807, 121009, 065554,  149.9,  2331,
2170200804, 121009, 065139,  200.0,  2322,
2190200522, 031010, 183350,    4.7,  2328,
2190200519, 031010, 183121,   25.5,  2327,
2190200517, 031010, 182852,   45.6,  2329,
2190200515, 031010, 182621,   75.3,  2327,
2190200512, 031010, 182306,  101.3,  2326,
2190200507, 031010, 181706,  150.8,  2319,
2200200722, 040710, 070439,    4.8,  2333,
2200200719, 040710, 070126,   25.6,  2326,
2200200717, 040710, 070027,   45.4,  2325,
2200200715, 040710, 065754,   76.6,  2328,
2200200712, 040710, 065459,   99.8,  2331,
2200200707, 040710, 064950,  151.1,  2323,
2210200822, 051910, 070624,    4.2,  2327,
2210200819, 051910, 070204,   24.7,  2331,
2210200817, 051910, 065955,   45.4,  2333,
2210200815, 051910, 065735,   74.5,  2334,
2210200812, 051910, 065419,  100.0,  2333,
2210200807, 051910, 064855,  150.4,  2333,
2220200822, 060910, 070850,    5.6,  2335,
2220200819, 060910, 070619,   25.0,  2336,
2220200815, 060910, 070134,   74.1,  2336,
2220200812, 060910, 065805,   98.2,  2328,
2220200807, 060910, 065150,  146.6,  2313,
2230200822, 070910, 090108,    5.7,  2324,
2230200819, 070910, 085554,   25.0,  2336,
2230200815, 070910, 084749,   74.4,  2332,
2230200812, 070910, 084244,   99.3,  2329,
2230200807, 070910, 083344,  149.1,  2318,
2240200822, 080810, 072006,    5.7,  2324,
2240200819, 080810, 071448,   25.3,  2327,
2240200817, 080810, 071241,   45.2,  2324,
2240200815, 080810, 070934,   75.5,  2318,
2240200812, 080810, 070533,  100.2,  2331,
2240200807, 080810, 065858,  150.3,  2330,
2250200822, 090410, 103953,    5.4,  2321,
2250200819, 090410, 103418,   25.6,  2324,
2250200817, 090410, 103034,   45.5,  2329,
2250200815, 090410, 102658,   76.0,  2322,
2250200812, 090410, 102148,  100.5,  2328,
2250200807, 090410, 101333,  150.2,  2325,
2260200823, 100410, 071552,    7.5,  2323,
2260200819, 100410, 071201,   26.0,  2323,
2260200817, 100410, 070911,   45.9,  2323,
2260200815, 100410, 070552,   75.3,  2327,
2260200812, 100410, 070147,  100.6,  2328,
2260200807, 100410, 065407,  150.4,  2328,
2260200804, 100410, 064906,  199.8,  2315,
2270200122, 112110, 063606,    5.2,  2315,
2270200119, 112110, 063357,   24.8,  2317,
2270200117, 112110, 063159,   44.9,  2321,
2270200115, 112110, 062950,   74.8,  2320,
2270200112, 112110, 062657,  100.4,  2322,
2270200107, 112110, 062142,  150.0,  2322,
2290200722, 012911, 070207,    2.4,  2332,
2290200719, 012911, 065817,   24.8,  2334,
2290200717, 012911, 065538,   44.9,  2334,
2290200715, 012911, 065243,   74.6,  2334,
2290200712, 012911, 064847,  101.4,  2325,
2290200707, 012911, 064228,  150.3,  2301,
2300200722, 030111, 070431,    7.8,  2321,
2300200719, 030111, 070031,   26.1,  2326,
2300200717, 030111, 065737,   45.0,  2328,
2300200715, 030111, 065357,   75.4,  2332,
2300200712, 030111, 064936,  100.5,  2334,
2300200707, 030111, 064107,  150.8,  2322,
2310200622, 041211, 091442,    6.8,  2311,
2310200619, 041211, 091152,   25.4,  2313,
2310200617, 041211, 090912,   44.8,  2313,
2310200615, 041211, 090537,   75.5,  2319,
2310200612, 041211, 090057,  101.1,  2323,
2310200607, 041211, 085332,  150.9,  2323,
2320200722, 051011, 073142,    5.6,  2322,
2320200719, 051011, 072917,   26.3,  2320,
2320200717, 051011, 072717,   44.6,  2337,
2320200715, 051011, 072507,   75.3,  2323,
2320200712, 051011, 072202,  100.4,  2328,
2320200707, 051011, 071657,  150.2,  2322,
2330200923, 072011, 105026,    6.1,  2300,
2330200919, 072011, 104721,   24.7,  2304,
2330200917, 072011, 104441,   44.5,  2298,
2330200915, 072011, 104116,   74.8,  2300,
2330200912, 072011, 103716,   99.8,  2317,
2330200907, 072011, 103036,  149.3,  2324,
2330200904, 072011, 102546,  199.5,  2304,
2340200423, 083111, 011915,    5.7,  2317,
2340200419, 083111, 011525,   24.6,  2317,
2340200417, 083111, 011311,   44.6,  2321,
2340200415, 083111, 011010,   74.9,  2325,
2340200412, 083111, 010625,   99.8,  2323,
2340200407, 083111, 010025,  149.4,  2309,
2350200219, 092711, 010414,   25.8,  2319,
2350200217, 092711, 010109,   45.6,  2329,
2350200215, 092711, 005709,   76.1,  2326,
2350200212, 092711, 005240,  100.7,  2327,
2360200722, 110511, 095852,    5.7,  2315,
2360200719, 110511, 095617,   24.5,  2311,
2360200717, 110511, 095352,   45.5,  2315,
2360200715, 110511, 095112,   74.9,  2320,
2360200712, 110511, 094837,   99.8,  2320,
2360200707, 110511, 094407,  149.8,  2314,
