botid, date, time, press, lln, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
1340200609, 011602, 064519,   97.9,    0.4,
1340200608, 011602, 064402,  113.5,    6.5,
1340200607, 011602, 064246,  124.2,  169.2,
1340200606, 011602, 064109,  149.0,  484.2,
1350200618, 022102, 065650,    4.3,    0.6,
1350200615, 022102, 065450,   25.5,    0.3,
1350200613, 022102, 065300,   44.1,    0.1,
1350200611, 022102, 065035,   73.5,    0.4,
1350200609, 022102, 064820,   98.7, 1042.1,
1350200608, 022102, 064700,  114.8,  697.4,
1360200718, 031302, 065414,    4.2,    2.9,
1360200715, 031302, 065144,   24.8,    0.7,
1360200713, 031302, 064935,   44.1,    1.2,
1360200711, 031302, 064733,   74.5,    0.3,
1360200709, 031302, 064518,   99.9,    0.7,
1360200707, 031302, 064305,  125.0,  406.6,
1370200618, 052102, 065251,    4.6,    2.0,
1370200615, 052102, 065050,   24.3,    1.4,
1370200613, 052102, 064900,   44.6,    0.9,
1370200611, 052102, 064716,   74.4,    0.5,
1370200609, 052102, 064535,   99.6,    1.6,
1370200608, 052102, 064440,  114.2,    4.4,
1370200607, 052102, 064345,  123.6,  368.7,
1370200606, 052102, 064236,  150.4, 1314.2,
1380200518, 063002, 015712,    4.0,    4.6,
1380200515, 063002, 015502,   24.2,    2.2,
1380200513, 063002, 015302,   44.3,    4.7,
1380200511, 063002, 015042,   74.6,    6.0,
1380200509, 063002, 014827,  100.3,   24.1,
1380200508, 063002, 014722,  113.7,  198.1,
1380200507, 063002, 014617,  124.2,  416.2,
1390200618, 082802, 072140,    5.3,    0.5,
1390200615, 082802, 071920,   25.4,    0.3,
1390200613, 082802, 071715,   44.6,    0.2,
1390200611, 082802, 071430,   75.4,    1.0,
1390200609, 082802, 071200,   99.4,    0.6,
1390200608, 082802, 071020,  115.3,    0.0,
1390200607, 082802, 070909,  124.8,    3.1,
1390200606, 082802, 070720,  150.3,  744.7,
1400200619, 100702, 065410,    4.9,    0.7,
1400200615, 100702, 065150,   24.3,    0.5,
1400200613, 100702, 064950,   44.3,    4.9,
1400200611, 100702, 064750,   77.3,    0.3,
1400200609, 100702, 064535,   98.7,    3.3,
1400200608, 100702, 064405,  112.5,   61.9,
1400200607, 100702, 064305,  124.5,  233.1,
1400200606, 100702, 064150,  149.1,  464.2,
1400200604, 100702, 063940,  174.5,  892.7,
1410200718, 110402, 095717,    4.6,    1.6,
1410200715, 110402, 095457,   25.1,    0.8,
1410200714, 110402, 095357,   35.4,    0.8,
1410200713, 110402, 095307,   45.2,    2.5,
1410200711, 110402, 095108,   75.1,    2.4,
1410200709, 110402, 094858,  100.8,  526.6,
1410200708, 110402, 094738,  114.8,  826.6,
1420200718, 112502, 101005,    3.7,    3.3,
1420200715, 112502, 100725,   25.1,    3.0,
1420200713, 112502, 100455,   43.7,    2.2,
1420200711, 112502, 100135,   76.1,    8.9,
1420200709, 112502, 095845,   97.7,  109.8,
1420200708, 112502, 095705,  112.1,  349.8,
1430200718, 121902, 095929,    5.0,    2.0,
1430200715, 121902, 095729,   25.0,    2.5,
1430200714, 121902, 095634,   34.5,    2.7,
1430200711, 121902, 095334,   75.3,   13.7,
1430200709, 121902, 095129,  100.5,  316.1,
1430200708, 121902, 095024,  115.1,  569.6,
1440200618, 011703, 095502,    4.2,    3.8,
1440200615, 011703, 095312,   24.9,    5.2,
1440200613, 011703, 095138,   45.1,    2.8,
1440200611, 011703, 094903,   74.6,    6.6,
1440200609, 011703, 094708,   99.3,   12.4,
1440200608, 011703, 094608,  115.1,  201.1,
1440200607, 011703, 094523,  124.9,  666.2,
1450200711, 022603, 095028,   73.1,    8.7,
1450200709, 022603, 094757,   99.2,    3.8,
1450200708, 022603, 094638,  114.0,    9.1,
1450200707, 022603, 094527,  126.0,   21.4,
1450200706, 022603, 094358,  149.5,  288.6,
1460200718, 032903, 101044,    9.8,    9.2,
1460200715, 032903, 100759,   25.7,   41.8,
1460200713, 032903, 100539,   44.8,    2.6,
1460200711, 032903, 100254,   74.0,    1.7,
1460200709, 032903, 100009,   99.6,    2.8,
1460200708, 032903, 095819,  112.7,  328.1,
1460200706, 032903, 095509,  149.3, 1086.6,
1470200718, 042403, 095959,    4.9,    3.0,
1470200713, 042403, 095539,   44.4,    1.4,
1470200711, 042403, 095329,   73.9,    1.4,
1470200709, 042403, 095119,   98.7,    1.9,
1470200708, 042403, 095014,  114.2,    2.1,
1470200707, 042403, 094914,  123.7,  281.8,
1480200718, 052103, 095612,    4.6,    2.7,
1480200715, 052103, 095346,   24.2,    0.7,
1480200713, 052103, 095142,   45.2,    0.8,
1480200711, 052103, 094928,   74.2,    1.0,
1480200709, 052103, 094717,   99.4,    2.7,
1480200707, 052103, 094457,  124.7,  286.2,
1490200718, 062003, 100235,    5.1,    1.7,
1490200715, 062003, 100010,   24.9,    1.6,
1490200713, 062003, 095754,   45.1,    2.8,
1490200711, 062003, 095509,   74.8,    2.4,
1490200709, 062003, 095239,   99.5,    2.0,
1490200708, 062003, 095119,  115.0,    4.3,
1490200707, 062003, 095015,  124.6,   35.3,
1490200706, 062003, 094839,  149.6,  687.2,
1510200719, 082103, 095708,    4.5,    1.0,
1510200716, 082103, 095453,   25.3,    1.4,
1510200714, 082103, 095245,   44.7,    1.5,
1510200712, 082103, 095030,   74.1,    0.9,
1510200710, 082103, 094837,  100.1,    0.9,
1510200709, 082103, 094745,  113.9,    0.9,
1510200708, 082103, 094700,  123.7,    2.7,
1510200707, 082103, 094553,  149.2,  607.7,
1520200719, 101503, 100934,    4.6,    2.1,
1520200716, 101503, 100649,   25.2,    0.8,
1520200714, 101503, 100419,   45.4,    2.2,
1520200712, 101503, 100203,   74.2,    1.2,
1520200710, 101503, 095921,  100.5,    1.3,
1520200709, 101503, 095733,  115.4,   53.9,
1520200708, 101503, 095613,  125.5,  138.0,
1520200707, 101503, 095444,  150.1,  680.4,
1530200718, 111003, 102917,    4.8,    2.1,
1530200715, 111003, 102306,   24.2,    2.8,
1530200713, 111003, 102042,   43.5,    1.6,
1530200711, 111003, 101734,   77.3,    1.1,
1530200709, 111003, 101459,   99.4,   96.8,
1530200708, 111003, 101347,  116.4,  345.5,
1530200707, 111003, 101234,  124.5,  706.8,
1540200618, 122003, 101115,    6.5,    1.8,
1540200615, 122003, 100749,   24.1,    3.7,
1540200611, 122003, 100243,   75.4,    5.8,
1540200609, 122003, 100008,  100.5,  379.7,
1540200608, 122003, 095849,  115.1,  769.7,
1560200718, 022504, 095850,    4.7,    3.3,
1560200715, 022504, 095640,   23.9,    4.7,
1560200713, 022504, 095351,   45.1,    1.9,
1560200711, 022504, 095142,   72.9,    2.8,
1560200709, 022504, 094950,   99.4,    4.7,
1560200708, 022504, 094836,  115.7,   84.0,
1560200707, 022504, 094735,  124.7,  140.7,
1570200719, 032004, 102505,    8.0,    1.7,
1570200716, 032004, 102259,   24.7,    2.7,
1570200714, 032004, 102044,   46.3,    2.4,
1570200712, 032004, 101745,   73.6,    3.9,
1570200710, 032004, 101521,   99.6,    5.6,
1570200709, 032004, 101410,  114.9,   54.1,
1570200708, 032004, 101300,  124.5,  628.4,
1580200719, 042104, 103330,    4.7,    1.1,
1580200716, 042104, 103010,   24.9,    1.1,
1580200714, 042104, 102651,   44.4,    1.0,
1580200712, 042104, 102346,   75.1,    0.6,
1580200710, 042104, 102030,   99.9,    1.4,
1580200709, 042104, 101851,  113.4,    2.3,
1580200708, 042104, 101720,  125.2,  160.5,
1580200707, 042104, 101501,  149.4,  536.4,
1590200716, 051904, 095406,   24.2,    1.8,
1590200714, 051904, 095147,   43.9,    2.2,
1590200712, 051904, 094923,   73.9,   25.4,
1590200710, 051904, 094541,   98.3,    5.2,
1600200819, 061604, 095305,    3.8,    3.2,
1600200816, 061604, 095100,   24.0,    2.1,
1600200814, 061604, 094850,   44.6,    6.0,
1600200812, 061604, 094605,   74.0,    5.5,
1600200810, 061604, 094410,   99.0,    8.7,
1600200809, 061604, 094314,  114.2,   87.9,
1600200808, 061604, 094225,  123.0,  262.8,
1600200807, 061604, 094114,  149.2,  567.8,
1610200322, 071404, 002513,    4.9,    1.8,
1610200319, 071404, 002333,   25.1,    9.4,
1610200317, 071404, 002158,   43.4,    2.1,
1610200314, 071404, 001933,   74.4,    2.8,
1610200311, 071404, 001703,   99.7,    1.6,
1610200309, 071404, 001548,  114.4,    0.9,
1610200308, 071404, 001452,  125.1,    0.5,
1610200305, 071404, 001242,  149.8,  316.0,
1610200303, 071404, 001113,  174.8,  973.0,
1630200819, 092904, 095158,    4.9,    1.0,
1630200816, 092904, 094939,   24.4,    1.6,
1630200814, 092904, 094753,   44.7,    1.4,
1630200812, 092904, 094558,   73.1,    0.8,
1630200810, 092904, 094418,   99.3,    2.9,
1630200809, 092904, 094214,  114.5,   65.7,
1630200808, 092904, 094108,  124.4,  505.3,
1630200807, 092904, 093943,  149.5, 1208.9,
1640200719, 103104, 095221,    5.0,    2.4,
1640200716, 103104, 095015,   24.5,    1.2,
1640200714, 103104, 094825,   44.7,    1.3,
1640200712, 103104, 094625,   75.2,    1.1,
1640200710, 103104, 094432,   99.4,    0.8,
1640200709, 103104, 094326,  113.4,  138.9,
1640200708, 103104, 094205,  124.2,  284.4,
1640200707, 103104, 094053,  149.7, 1048.8,
1650200822, 112804, 095807,    5.0,    1.4,
1650200818, 112804, 095442,   24.4,    1.2,
1650200816, 112804, 095219,   44.9,    1.2,
1650200814, 112804, 094925,   74.9,    3.0,
1650200810, 112804, 094626,   98.7,   41.0,
1650200809, 112804, 094506,  114.7,  138.7,
1650200807, 112804, 094223,  148.1, 1032.1,
1660200919, 122104, 101124,    5.1,    0.8,
1660200916, 122104, 100803,   25.1,    1.2,
1660200914, 122104, 100451,   44.5,    1.2,
1660200912, 122104, 100131,   74.9,    1.2,
1660200910, 122104, 095803,  100.5,    9.9,
1660200909, 122104, 095607,  113.9,  607.3,
1660200908, 122104, 095433,  125.6,  967.9,
1670200819, 020205, 101014,    4.7,    0.8,
1670200816, 020205, 100713,   25.6,    0.3,
1670200814, 020205, 100414,   45.3,    0.3,
1670200812, 020205, 100114,   75.3,    0.2,
1670200810, 020205, 095826,  100.1,  340.5,
1670200809, 020205, 095647,  115.4,  401.1,
1670200808, 020205, 095535,  126.1,  890.4,
1680200819, 030505, 102006,    4.8,    3.4,
1680200816, 030505, 101709,   25.5,    2.6,
1680200814, 030505, 101455,   45.0,    1.4,
1680200812, 030505, 101200,   75.5,    3.7,
1680200810, 030505, 100935,   99.7,  793.2,
1690200519, 051805, 102306,   10.2,    7.7,
1690200516, 051805, 101938,   24.7,    7.2,
1690200514, 051805, 101655,   44.5,    6.8,
1690200512, 051805, 101327,   74.4,    3.9,
1690200510, 051805, 100938,  100.2,    4.4,
1690200509, 051805, 100754,  114.4,    2.1,
1690200508, 051805, 100604,  125.2,   13.2,
1690200507, 051805, 100406,  150.0,  181.9,
1690200505, 051805, 100037,  174.5,  461.5,
1700200819, 061505, 102452,    4.5,    4.5,
1700200816, 061505, 102051,   25.0,    5.5,
1700200814, 061505, 101732,   45.9,    3.9,
1700200812, 061505, 101305,   75.3,    5.3,
1700200810, 061505, 100923,   99.7,    5.5,
1700200809, 061505, 100707,  115.9,  183.9,
1700200808, 061505, 100508,  123.9,  456.0,
1710200921, 071705, 104350,    5.1,    0.3,
1710200918, 071705, 104100,   24.7,    1.0,
1710200915, 071705, 103805,   44.8,    1.8,
1710200913, 071705, 103505,   75.0,    1.8,
1710200911, 071705, 103205,   99.6,    1.8,
1710200910, 071705, 103035,  115.2,    1.9,
1710200909, 071705, 102905,  124.7,    7.7,
1710200908, 071705, 102715,  150.1,  420.3,
1720200819, 081405, 100313,    4.9,    0.8,
1720200816, 081405, 100032,   25.0,    1.8,
1720200814, 081405, 095808,   45.1,    2.5,
1720200812, 081405, 095538,   75.8,    2.3,
1720200810, 081405, 095314,  101.1,    2.1,
1720200809, 081405, 095154,  115.6,    2.1,
1720200808, 081405, 095029,  124.7,    2.1,
1720200807, 081405, 094852,  151.0,  216.1,
1730200823, 091005, 104239,    5.9,    4.3,
1730200820, 091005, 103950,   24.0,    3.8,
1730200818, 091005, 103714,   44.7,    3.3,
1730200816, 091005, 103436,   74.9,    2.8,
1730200814, 091005, 103218,   99.9,    3.3,
1730200813, 091005, 103021,  114.0,    4.4,
1730200812, 091005, 102913,  124.4,    4.5,
1730200811, 091005, 102741,  151.0,   97.1,
1740201822, 101005, 013345,    6.5,    4.7,
1740201821, 101005, 013129,   14.9,    3.7,
1740201819, 101005, 013008,   26.1,    4.3,
1740201818, 101005, 012846,   34.9,    3.8,
1740201817, 101005, 012734,   45.2,    2.1,
1740201816, 101005, 012622,   61.5,    3.7,
1740201815, 101005, 012458,   75.1,    4.3,
1740201814, 101005, 012324,   84.0,    5.3,
1740201813, 101005, 012210,   90.1,    5.2,
1740201812, 101005, 012058,   99.9,    5.1,
1740201811, 101005, 011958,  109.7,   17.1,
1740201810, 101005, 011825,  115.7,   55.7,
1740201809, 101005, 011713,  124.9,  484.7,
1750200923, 111205, 104510,    4.8,    3.6,
1750200922, 111205, 104332,   12.9,    2.6,
1750200919, 111205, 104054,   23.8,    2.6,
1750200918, 111205, 103930,   33.2,    4.2,
1750200917, 111205, 103821,   43.0,    3.7,
1750200916, 111205, 103701,   58.1,    4.8,
1750200915, 111205, 103540,   73.1,    3.8,
1750200914, 111205, 103426,   84.6,    4.7,
1750200913, 111205, 103325,   88.5,    5.3,
1750200912, 111205, 103215,   98.8,    9.9,
1750200911, 111205, 103100,  108.2,   91.4,
1750200910, 111205, 102956,  112.8,  121.2,
1750200909, 111205, 102846,  123.8,  315.3,
1750200908, 111205, 102743,  128.7,  412.5,
1760200822, 121305, 100522,    5.8,    2.6,
1760200821, 121305, 100359,   15.3,    1.6,
1760200819, 121305, 100232,   25.1,    2.0,
1760200818, 121305, 100055,   34.8,    2.2,
1760200817, 121305, 095928,   45.7,    2.2,
1760200816, 121305, 095754,   59.8,    1.5,
1760200815, 121305, 095631,   74.8,    2.0,
1760200814, 121305, 095504,   85.1,    2.4,
1760200813, 121305, 095345,   91.0,    1.7,
1760200812, 121305, 095210,   98.8,    3.2,
1760200811, 121305, 095042,  110.0,   23.0,
1760200810, 121305, 094936,  115.2,   92.0,
1760200809, 121305, 094823,  124.9,  242.0,
1770200722, 012606, 005924,    6.6,    4.1,
1770200721, 012606, 005814,   16.5,    4.0,
1770200719, 012606, 005623,   24.8,    4.8,
1770200718, 012606, 005524,   36.4,    5.8,
1770200717, 012606, 005414,   46.3,    3.1,
1770200716, 012606, 005259,   59.8,    4.1,
1770200715, 012606, 005134,   75.6,    3.5,
1770200714, 012606, 005023,   85.3,    2.2,
1770200713, 012606, 004923,   88.6,    5.6,
1770200712, 012606, 004813,   98.1,    6.0,
1770200711, 012606, 004704,  110.2,    6.2,
1770200710, 012606, 004603,  115.8,    4.6,
1770200709, 012606, 004454,  125.0,    5.1,
1770200708, 012606, 004353,  130.1,    6.2,
1770200707, 012606, 004214,  150.0,  270.8,
1780200822, 021506, 101857,    7.2,    2.4,
1780200821, 021506, 101641,   15.0,    4.7,
1780200819, 021506, 101241,   25.1,    2.1,
1780200818, 021506, 101105,   35.2,    2.0,
1780200817, 021506, 100942,   45.4,    2.1,
1780200816, 021506, 100813,   58.4,    3.0,
1780200815, 021506, 100612,   76.0,    2.2,
1780200814, 021506, 100445,   83.9,    3.7,
1780200813, 021506, 100330,   89.9,    4.6,
1780200812, 021506, 100200,   99.3,   81.9,
1780200811, 021506, 100041,  109.7,  803.7,
1790201122, 031006, 103004,    7.5,    3.0,
1790201121, 031006, 102827,   15.1,    3.8,
1790201119, 031006, 102631,   24.3,    3.3,
1790201118, 031006, 102514,   36.4,    4.4,
1790201117, 031006, 102401,   46.4,    2.7,
1790201116, 031006, 102219,   60.2,    3.5,
1790201115, 031006, 102045,   75.2,    3.8,
1790201114, 031006, 101914,   85.7,    3.8,
1790201113, 031006, 101751,   90.2,    2.4,
1790201112, 031006, 101608,  101.5,    2.9,
1790201111, 031006, 101434,  109.5,    3.8,
1790201110, 031006, 101305,  115.4,    3.9,
1790201109, 031006, 101129,  124.2,    3.5,
1790201108, 031006, 101009,  129.4,    5.3,
1790201107, 031006, 100834,  148.6,   51.2,
1790201106, 031006, 100659,  166.2,  569.9,
1800200822, 040206, 103604,    9.1,    4.6,
1800200821, 040206, 103307,   15.2,    4.0,
1800200819, 040206, 103129,   24.2,    5.7,
1800200818, 040206, 102921,   35.7,    5.1,
1800200817, 040206, 102753,   46.0,    5.2,
1800200816, 040206, 102625,   59.1,    4.7,
1800200815, 040206, 102449,   74.8,    2.7,
1800200814, 040206, 102157,   85.0,    2.7,
1800200813, 040206, 102030,   89.7,    6.0,
1800200812, 040206, 101851,   99.7,  144.8,
1800200811, 040206, 101701,  110.3,  183.0,
1800200810, 040206, 101439,  115.6,  141.0,
1800200809, 040206, 101256,  124.5,  242.8,
1800200808, 040206, 101127,  130.5,  400.7,
1800200807, 040206, 100950,  149.6,  292.2,
1800200806, 040206, 100820,  165.0,  272.3,
1810200922, 052706, 101749,    9.3,    3.7,
1810200921, 052706, 101558,   15.1,    4.0,
1810200919, 052706, 101354,   25.2,    5.4,
1810200918, 052706, 101234,   35.8,    3.7,
1810200917, 052706, 101055,   44.9,    3.9,
1810200915, 052706, 100811,   75.0,    7.6,
1810200914, 052706, 100658,   85.0,    4.1,
1810200913, 052706, 100552,   90.7,    3.9,
1810200912, 052706, 100435,  101.2,   44.7,
1810200911, 052706, 100329,  110.5,  307.6,
1810200910, 052706, 100221,  115.4,  536.4,
1820201022, 061406, 220850,    7.8,    6.9,
1820201021, 061406, 220605,   15.3,    3.6,
1820201019, 061406, 220455,   25.5,    3.4,
1820201018, 061406, 220345,   35.7,    3.5,
1820201017, 061406, 220245,   45.3,    3.1,
1820201016, 061406, 220140,   60.7,    4.0,
1820201015, 061406, 220030,   75.5,    3.1,
1820201014, 061406, 215920,   85.7,    5.4,
1820201013, 061406, 215820,   90.8,    3.7,
1820201012, 061406, 215715,  100.2,    3.8,
1820201011, 061406, 215625,  109.6,   18.7,
1820201010, 061406, 215530,  114.9,   72.3,
1830200922, 071306, 103555,    9.1,    2.1,
1830200921, 071306, 103241,   15.7,    3.8,
1830200919, 071306, 103029,   26.0,    6.6,
1830200918, 071306, 102835,   35.9,    6.9,
1830200917, 071306, 102639,   45.9,    5.3,
1830200916, 071306, 102437,   60.5,    5.8,
1830200915, 071306, 102157,   76.3,    4.7,
1830200914, 071306, 101955,   85.4,    3.9,
1830200913, 071306, 101810,   90.9,    2.4,
1830200912, 071306, 101556,  100.6,    3.5,
1830200911, 071306, 101335,  110.7,    2.4,
1830200910, 071306, 101144,  115.4,    2.8,
1830200909, 071306, 100958,  125.8,   82.9,
1830200908, 071306, 100758,  130.3,   74.5,
1830200907, 071306, 100531,  151.2,  218.1,
1830200906, 071306, 100303,  165.8,  894.9,
1840200922, 080906, 103440,    7.5,    4.4,
1840200921, 080906, 103245,   15.4,    3.1,
1840200919, 080906, 103026,   25.8,    2.4,
1840200918, 080906, 102855,   34.7,    1.1,
1840200917, 080906, 102715,   44.8,    1.8,
1840200916, 080906, 102548,   60.0,    2.1,
1840200915, 080906, 102414,   74.6,    4.0,
1840200914, 080906, 102245,   86.5,    5.9,
1840200913, 080906, 102140,   89.8,    9.2,
1840200912, 080906, 102020,  100.9,   86.1,
1840200911, 080906, 101850,  110.8,  283.7,
1850200822, 091606, 100801,    5.6,    4.4,
1850200821, 091606, 100631,   15.2,    2.2,
1850200819, 091606, 100514,   25.6,    1.7,
1850200818, 091606, 100325,   35.1,    3.2,
1850200817, 091606, 100148,   45.7,    2.8,
1850200816, 091606, 100032,   60.6,    3.9,
1850200815, 091606, 095857,   76.2,    2.2,
1850200814, 091606, 095725,   85.4,    1.7,
1850200813, 091606, 095608,   90.1,    2.9,
1850200812, 091606, 095438,  100.6,    2.6,
1850200811, 091606, 095308,  110.0,    8.4,
1850200810, 091606, 095153,  115.4,   68.1,
1850200809, 091606, 095022,  125.5,  299.9,
1850200808, 091606, 094902,  130.7,  334.1,
1860201722, 102106, 101931,    8.1,    3.6,
1860201721, 102106, 101811,   18.1,    1.9,
1860201719, 102106, 101611,   25.3,    2.8,
1860201718, 102106, 101351,   35.9,    2.0,
1860201717, 102106, 101235,   45.8,    1.3,
1860201716, 102106, 101112,   61.6,    2.1,
1860201715, 102106, 100947,   74.7,    2.5,
1860201714, 102106, 100829,   84.9,    1.5,
1860201713, 102106, 100707,   92.0,    1.9,
1860201712, 102106, 100556,   97.3,    1.9,
1860201711, 102106, 100426,  111.2,    2.8,
1860201710, 102106, 100302,  116.2,    3.8,
1860201709, 102106, 100042,  125.3,   19.7,
1860201708, 102106, 095921,  129.7,  108.8,
1860201707, 102106, 095731,  151.8,  595.8,
1870200822, 110906, 102550,    8.8,    3.4,
1870200821, 110906, 102310,   15.6,    3.2,
1870200819, 110906, 102135,   25.8,    3.3,
1870200818, 110906, 101946,   35.2,    5.0,
1870200817, 110906, 101800,   45.0,    4.4,
1870200816, 110906, 101530,   61.0,    3.9,
1870200815, 110906, 101341,   75.2,    3.8,
1870200814, 110906, 101205,   86.0,    4.1,
1870200813, 110906, 101057,   90.0,    5.9,
1870200812, 110906, 100855,  100.5,    3.9,
1870200811, 110906, 100702,  111.0,   13.3,
1870200810, 110906, 100506,  115.6,   44.7,
1870200809, 110906, 100256,  125.2,  154.5,
1870200808, 110906, 100052,  130.7,  202.9,
1870200807, 110906, 095846,  151.5,  714.9,
1870200806, 110906, 095637,  165.0, 1052.0,
1870200805, 110906, 095357,  176.3, 1288.7,
1880200822, 121006, 101358,    7.7,    7.3,
1880200821, 121006, 101239,   17.3,    6.8,
1880200819, 121006, 100942,   24.7,    9.1,
1880200818, 121006, 100840,   36.2,    9.8,
1880200817, 121006, 100741,   46.7,   14.3,
1880200816, 121006, 100641,   61.3,   13.3,
1880200815, 121006, 100536,   75.7,    7.4,
1880200814, 121006, 100435,   86.3,   26.1,
1880200813, 121006, 100334,   91.0,  145.3,
1880200812, 121006, 100234,  101.2,  313.6,
1880200811, 121006, 100118,  109.9,  297.2,
1880200810, 121006, 100021,  115.9,  309.5,
1880200809, 121006, 095919,  126.6,  581.7,
1880200808, 121006, 095822,  131.2,  789.6,
1880200807, 121006, 095700,  152.0, 1562.1,
1880200806, 121006, 095535,  165.6, 2300.7,
1880200805, 121006, 095427,  176.9, 3584.1,
1890200922, 020707, 102251,    4.7,    1.6,
1890200921, 020707, 102128,   15.0,    0.6,
1890200918, 020707, 101804,   34.6,    0.6,
1890200917, 020707, 101628,   44.7,    1.2,
1890200916, 020707, 101443,   58.8,    1.4,
1890200915, 020707, 101309,   75.2,    0.9,
1890200914, 020707, 101140,   84.4,    7.4,
1890200913, 020707, 101017,   90.7,   18.2,
1890200912, 020707, 100843,  100.0,   21.6,
1890200911, 020707, 100713,  109.5,  254.8,
1890200910, 020707, 100551,  115.0,  431.5,
1890200908, 020707, 100220,  130.5,  570.2,
1890200907, 020707, 100046,  150.1, 1285.2,
1890200906, 020707, 095903,  165.9, 2340.0,
1890200905, 020707, 095709,  174.2, 2582.8,
1900200922, 032107, 102150,    4.4,    0.0,
1900200921, 032107, 102006,   14.8,    0.0,
1900200919, 032107, 101812,   25.1,    0.5,
1900200918, 032107, 101627,   35.7,    1.2,
1900200917, 032107, 101457,   45.1,    0.7,
1900200916, 032107, 101318,   60.2,    1.8,
1900200914, 032107, 100959,   84.8,    2.9,
1900200913, 032107, 100836,   90.6,    0.0,
1900200912, 032107, 100520,  100.3,   98.2,
1900200911, 032107, 100338,  110.0,  362.0,
1910200922, 050507, 101408,    7.3,    4.5,
1910200921, 050507, 101116,   15.3,    6.9,
1910200919, 050507, 100951,   24.5,    3.5,
1910200918, 050507, 100832,   35.4,    2.9,
1910200917, 050507, 100715,   44.9,    4.3,
1910200916, 050507, 100511,   60.3,    2.8,
1910200915, 050507, 100301,   74.5,    3.1,
1910200914, 050507, 100109,   85.4,    3.5,
1910200913, 050507, 100000,   89.9,    5.4,
1910200912, 050507, 095841,  100.2,    3.8,
1910200911, 050507, 095651,  109.8,    5.0,
1910200910, 050507, 095546,  115.0,    3.5,
1910200909, 050507, 095410,  125.1,   91.7,
1910200908, 050507, 095251,  130.2,  345.9,
1930200623, 070807, 102342,    6.3,    4.8,
1930200622, 070807, 102009,   14.6,    3.8,
1930200619, 070807, 101749,   24.9,    3.5,
1930200618, 070807, 101559,   35.0,    3.1,
1930200617, 070807, 101419,   45.0,    2.4,
1930200616, 070807, 101249,   59.9,    3.0,
1930200615, 070807, 101119,   74.8,    2.4,
1930200614, 070807, 100949,   85.2,    1.8,
1930200613, 070807, 100749,   89.9,    3.7,
1930200612, 070807, 100549,  100.5,    3.7,
1930200611, 070807, 100419,  110.3,    4.2,
1930200610, 070807, 100249,  115.5,    3.4,
1930200609, 070807, 100119,  125.2,   24.9,
1930200608, 070807, 095949,  129.5,   14.5,
1930200607, 070807, 095749,  149.7,  531.5,
1930200606, 070807, 095549,  164.9, 1080.9,
1930200605, 070807, 095359,  175.6, 1151.1,
1940200822, 080407, 102315,    6.7,    3.9,
1940200821, 080407, 102058,   16.1,    3.1,
1940200819, 080407, 101645,   24.8,    2.5,
1940200818, 080407, 101516,   35.6,    3.9,
1940200817, 080407, 101350,   45.2,    2.5,
1940200816, 080407, 101225,   60.2,    3.2,
1940200815, 080407, 101045,   75.4,    3.5,
1940200814, 080407, 100920,   85.1,    3.4,
1940200813, 080407, 100800,   90.0,    3.3,
1940200812, 080407, 100640,  100.4,    2.9,
1940200811, 080407, 100515,  110.7,    3.5,
1940200810, 080407, 100405,  115.5,    4.2,
1940200809, 080407, 100240,  124.4,   39.4,
1940200808, 080407, 100110,  130.0,  259.8,
1940200807, 080407, 095920,  150.0, 2153.3,
1940200806, 080407, 095745,  165.5, 4073.7,
1940200805, 080407, 095630,  175.8, 5463.9,
1950200822, 090307, 102202,    6.9,    1.3,
1950200821, 090307, 101840,   16.4,    2.3,
1950200819, 090307, 101714,   25.8,    0.8,
1950200818, 090307, 101604,   36.0,    2.1,
1950200817, 090307, 101449,   45.7,    2.0,
1950200816, 090307, 101315,   60.9,    1.7,
1950200815, 090307, 101139,   75.8,    2.5,
1950200814, 090307, 101005,   86.1,    1.3,
1950200813, 090307, 100849,   91.0,    2.0,
1950200812, 090307, 100719,  100.4,    2.5,
1950200811, 090307, 100545,  111.2,   32.9,
1950200810, 090307, 100420,  115.6,  106.9,
1950200809, 090307, 100225,  126.1,  499.8,
1950200808, 090307, 100054,  131.3,  683.7,
1950200807, 090307, 095859,  150.6, 1304.1,
1950200806, 090307, 095621,  166.3, 1915.5,
1950200805, 090307, 095219,  175.4, 2036.4,
1960200822, 100307, 101222,    5.0,    0.4,
1960200821, 100307, 101107,   14.4,    0.5,
1960200819, 100307, 100929,   23.7,    0.5,
1960200818, 100307, 100811,   34.1,    0.6,
1960200817, 100307, 100651,   44.9,    0.7,
1960200816, 100307, 100513,   60.8,    1.1,
1960200815, 100307, 100342,   76.6,    0.7,
1960200814, 100307, 100228,   85.1,    0.9,
1960200813, 100307, 100122,   89.3,    1.6,
1960200812, 100307, 100007,   99.5,    1.6,
1960200811, 100307, 095853,  110.9,    3.2,
1960200810, 100307, 095748,  116.8,   10.1,
1960200809, 100307, 095633,  124.7,   44.5,
1960200808, 100307, 095527,  129.7,  148.8,
1960200807, 100307, 095357,  149.8,  276.7,
1960200806, 100307, 095227,  165.8,  835.1,
1960200805, 100307, 095107,  176.7,  465.1,
1970200822, 120207, 112805,    5.8,    1.9,
1970200821, 120207, 112534,   14.5,    2.6,
1970200819, 120207, 112415,   24.8,    4.2,
