botid, date, time, press, lln, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
0790200615, 010897, 075713,   75.0,    4.1,
0790200614, 010897, 075539,   84.8,  150.6,
0790200613, 010897, 075421,   94.4,  177.1,
0790200612, 010897, 075301,  104.5,  388.7,
0800200622, 021897, 070826,    4.5,    1.0,
0800200621, 021897, 070712,   15.2,    0.6,
0800200619, 021897, 070558,   24.5,    0.0,
0800200618, 021897, 070438,   33.9,    0.6,
0800200617, 021897, 070324,   44.4,    0.6,
0800200616, 021897, 070158,   60.1,    0.6,
0800200615, 021897, 070040,   74.5,    0.7,
0800200614, 021897, 065934,   84.4,    0.6,
0800200613, 021897, 065814,   94.2,    0.8,
0800200612, 021897, 065708,  104.7,    1.2,
0800200611, 021897, 065548,  114.4,   10.4,
0800200610, 021897, 065434,  124.5,   17.1,
0800200609, 021897, 065316,  135.8,   33.5,
0800200608, 021897, 065144,  150.0,   80.3,
0800200606, 021897, 064920,  174.1,  376.3,
0810200622, 031297, 070732,    4.5,    0.8,
0810200621, 031297, 070624,   14.5,    0.7,
0810200619, 031297, 070456,   24.8,    0.6,
0810200618, 031297, 070344,   35.5,    0.4,
0810200617, 031297, 070232,   44.6,    0.1,
0810200616, 031297, 070114,   59.9,    0.2,
0810200615, 031297, 065946,   75.2,    0.4,
0810200614, 031297, 065832,   85.5,    0.9,
0810200613, 031297, 065722,   95.0,    0.9,
0810200612, 031297, 065606,  105.0,    2.3,
0810200611, 031297, 065454,  115.4,   59.1,
0810200609, 031297, 065306,  124.2,  166.7,
0810200608, 031297, 065150,  134.9,  574.3,
0820200622, 040997, 070830,    5.1,    1.0,
0820200621, 040997, 070724,   15.2,    1.3,
0820200619, 040997, 070614,   25.4,    0.9,
0820200618, 040997, 070504,   34.9,    1.8,
0820200617, 040997, 070352,   44.3,    1.5,
0820200616, 040997, 070204,   60.1,    2.1,
0820200615, 040997, 070052,   75.0,  392.7,
0820200614, 040997, 065938,   85.1,  708.4,
0830200624, 050797, 070134,    4.2,    0.9,
0830200623, 050797, 070040,   14.7,    0.7,
0830200622, 050797, 065942,   25.0,    0.7,
0830200621, 050797, 065846,   34.6,    1.1,
0830200620, 050797, 065754,   45.3,    0.8,
0830200619, 050797, 065644,   59.9,    1.6,
0830200618, 050797, 065548,   74.6,    0.9,
0830200617, 050797, 065434,   85.0,    0.1,
0830200616, 050797, 065340,   95.1,    1.1,
0830200615, 050797, 065246,  104.5,    1.7,
0830200614, 050797, 065156,  115.3,    1.0,
0830200613, 050797, 065100,  124.6,    3.7,
0830200612, 050797, 065000,  134.4,   50.0,
0830200607, 050797, 064708,  149.1,  478.3,
0840200622, 060497, 065837,    5.2,    0.3,
0840200621, 060497, 065741,   15.3,    1.2,
0840200619, 060497, 065633,   24.7,    0.7,
0840200618, 060497, 065521,   35.2,    0.2,
0840200617, 060497, 065435,   45.6,    2.0,
0840200616, 060497, 065339,   60.6,    1.7,
0840200615, 060497, 065231,   75.4,    0.6,
0840200614, 060497, 065145,   85.1,    1.3,
0840200613, 060497, 065053,   94.9,    1.2,
0840200612, 060497, 064945,  104.6,    0.9,
0840200611, 060497, 064853,  114.6,    1.1,
0840200610, 060497, 064753,  124.6,  135.1,
0840200609, 060497, 064659,  134.8,  851.5,
0850200622, 070997, 070701,    5.1,    1.6,
0850200619, 070997, 070421,   24.4,    0.8,
0850200618, 070997, 070305,   35.8,    0.6,
0850200617, 070997, 070151,   45.3,    0.3,
0850200616, 070997, 070033,   59.4,    0.3,
0850200615, 070997, 065909,   75.3,    0.7,
0850200614, 070997, 065805,   84.0,    0.6,
0850200613, 070997, 065651,   94.3,    0.3,
0850200612, 070997, 065531,  104.3,    0.4,
0850200611, 070997, 065425,  115.0,    3.9,
0850200610, 070997, 065317,  124.3,  192.9,
0850200609, 070997, 065203,  134.5,  325.0,
0850200608, 070997, 065037,  150.1,  551.7,
0860200222, 080297, 080201,    4.6,    0.2,
0860200221, 080297, 080101,   14.3,    1.7,
0860200219, 080297, 075937,   24.9,    0.4,
0860200218, 080297, 075811,   35.3,    0.2,
0860200217, 080297, 075715,   43.9,    0.0,
0860200216, 080297, 075613,   59.9,    0.0,
0860200215, 080297, 075501,   77.3,    0.3,
0860200212, 080297, 075213,  101.7,    0.4,
0860200211, 080297, 075115,  114.3,  137.0,
0860200210, 080297, 074953,  124.7,  398.4,
0860200209, 080297, 074851,  134.1,  535.0,
0860200208, 080297, 074755,  149.5, 1219.8,
0870200222, 092597, 090724,    4.5,    2.1,
0870200221, 092597, 090604,   14.0,    0.4,
0870200219, 092597, 090440,   25.2,    1.4,
0870200217, 092597, 090208,   44.7,    0.4,
0870200216, 092597, 090042,   59.6,    0.4,
0870200215, 092597, 085908,   75.5,    0.6,
0870200214, 092597, 085804,   84.6,    1.2,
0870200213, 092597, 085700,   93.9,    1.2,
0870200212, 092597, 085544,  104.6,    0.8,
0870200211, 092597, 085440,  114.1,    0.0,
0870200210, 092597, 085332,  125.0,    9.4,
0870200208, 092597, 085100,  149.6,  449.4,
0880200221, 120597, 050854,    5.3,    3.2,
0880200220, 120597, 050746,   14.6,    3.2,
0880200219, 120597, 050632,   25.3,    2.7,
0880200218, 120597, 050524,   33.2,    3.0,
0880200217, 120597, 050412,   43.6,    3.1,
0880200216, 120597, 050305,   59.4,    3.4,
0880200215, 120597, 050152,   73.8,    5.6,
0880200214, 120597, 050045,   84.5,    3.7,
0880200213, 120597, 045942,   95.3,    3.4,
0880200212, 120597, 045828,  106.7,    7.7,
0880200211, 120597, 045717,  115.2,    4.8,
0880200210, 120597, 045609,  124.5,  107.5,
0880200209, 120597, 045507,  134.0,  213.4,
0880200208, 120597, 045353,  148.7,  665.6,
0890200622, 011198, 070203,    4.6,    0.8,
0890200621, 011198, 070037,   14.7,    0.6,
0890200619, 011198, 065903,   24.6,    0.9,
0890200618, 011198, 065743,   34.6,    1.6,
0890200617, 011198, 065623,   43.6,    1.6,
0890200616, 011198, 065443,   59.1,    0.5,
0890200615, 011198, 065317,   75.3,    0.8,
0890200614, 011198, 065203,   84.9,    0.9,
0890200613, 011198, 065053,   94.8,  115.8,
0890200612, 011198, 064953,  104.3,  225.3,
0890200611, 011198, 064843,  114.7,  442.0,
0890200610, 011198, 064733,  124.4,  574.9,
0900200522, 021998, 060516,    5.1,    0.7,
0900200521, 021998, 060402,   13.8,    2.3,
0900200519, 021998, 060222,   24.5,    0.4,
0900200518, 021998, 060042,   34.9,    0.6,
0900200517, 021998, 055926,   44.6,    5.1,
0900200516, 021998, 055752,   59.5,    1.5,
0900200515, 021998, 055616,   74.0,    1.1,
0900200514, 021998, 055502,   84.6,   40.1,
0900200511, 021998, 055116,  116.1,  980.4,
0910200622, 031898, 070348,    4.1,    1.8,
0910200621, 031898, 070238,   14.8,    1.2,
0910200619, 031898, 070122,   25.7,    0.8,
0910200618, 031898, 070002,   34.9,    0.5,
0910200617, 031898, 065852,   44.9,    0.8,
0910200616, 031898, 065732,   59.7,    0.8,
0910200615, 031898, 065612,   74.6,    0.8,
0910200614, 031898, 065502,   85.0,    1.2,
0910200613, 031898, 065358,   94.5,   16.5,
0910200612, 031898, 065252,  105.1,   82.5,
0910200611, 031898, 065138,  114.7,  265.1,
0910200610, 031898, 065032,  124.6,  224.2,
0910200609, 031898, 064922,  134.1,  299.8,
0910200607, 031898, 064702,  159.7,  342.5,
0910200606, 031898, 064548,  174.8, 2125.7,
0920200622, 041598, 070718,    5.1,    0.8,
0920200621, 041598, 070618,   14.1,    0.1,
0920200619, 041598, 070502,   25.1,    0.7,
0920200618, 041598, 070404,   34.1,    0.4,
0920200617, 041598, 070304,   45.5,    0.2,
0920200616, 041598, 070148,   60.3,    1.5,
0920200615, 041598, 070034,   74.3,    1.3,
0920200614, 041598, 065920,   84.6,    0.7,
0920200613, 041598, 065818,   94.1,    1.4,
0920200612, 041598, 065718,  104.3,    9.2,
0920200611, 041598, 065618,  114.2,   98.4,
0920200608, 041598, 065318,  148.8,  111.2,
0920200606, 041598, 065104,  177.1,  220.6,
0930200622, 051398, 070747,    4.4,    0.4,
0930200621, 051398, 070623,   14.8,    0.2,
0930200619, 051398, 070453,   24.9,    0.5,
0930200618, 051398, 070348,   35.1,    1.2,
0930200617, 051398, 070242,   44.7,    0.1,
0930200616, 051398, 070122,   59.8,    0.4,
0930200615, 051398, 070007,   74.6,    0.1,
0930200614, 051398, 065852,   85.8,    0.4,
0930200613, 051398, 065746,   94.7,    0.2,
0930200612, 051398, 065634,  104.8,    0.7,
0930200611, 051398, 065527,  115.4,    3.4,
0930200610, 051398, 065422,  125.2,   14.8,
0930200609, 051398, 065312,  134.1,  412.3,
0930200608, 051398, 065151,  151.0,  933.1,
0940200322, 061798, 081229,    5.6,    1.8,
0940200321, 061798, 081124,   14.9,    0.1,
0940200317, 061798, 080724,   45.9,    0.2,
0940200316, 061798, 080609,   60.4,    0.1,
0940200315, 061798, 080449,   74.7,    0.1,
0940200314, 061798, 080329,   84.9,    0.1,
0940200313, 061798, 080219,   95.1,    0.4,
0940200312, 061798, 080109,  105.4,    0.1,
0940200311, 061798, 075959,  115.9,    2.7,
0940200310, 061798, 075849,  125.8,   82.1,
0940200309, 061798, 075739,  135.5,  554.5,
0950200322, 071598, 080955,    5.6,    2.1,
0950200321, 071598, 080831,   14.5,    1.4,
0950200319, 071598, 080700,   25.3,    0.6,
0950200318, 071598, 080543,   36.0,    0.6,
0950200317, 071598, 080427,   45.2,    0.2,
0950200316, 071598, 080304,   61.1,    0.0,
0950200314, 071598, 080002,   84.8,    0.2,
0950200313, 071598, 075850,   95.7,    2.1,
0950200312, 071598, 075728,  105.4,    0.0,
0950200311, 071598, 075600,  114.9,    1.0,
0950200310, 071598, 075436,  125.4,  231.0,
0950200309, 071598, 075310,  135.6,  705.0,
0960200322, 081098, 070726,    5.3,    0.4,
0960200321, 081098, 070615,   15.1,    0.0,
0960200319, 081098, 070450,   25.8,    0.0,
0960200318, 081098, 070335,   35.5,    0.4,
0960200317, 081098, 070222,   46.1,    0.0,
0960200315, 081098, 065930,   75.1,    0.1,
0960200314, 081098, 065820,   85.3,    0.0,
0960200313, 081098, 065701,   95.2,    1.6,
0960200312, 081098, 065550,  105.6,  146.4,
0960200311, 081098, 065440,  114.7,  299.5,
0960200310, 081098, 065330,  125.4,  693.0,
0970200322, 092898, 080422,    5.0,    0.2,
0970200321, 092898, 080312,   15.8,    0.9,
0970200319, 092898, 080157,   25.9,    1.1,
0970200318, 092898, 080047,   35.8,    0.4,
0970200317, 092898, 075937,   45.7,    0.0,
0970200316, 092898, 075817,   59.8,    0.2,
0970200315, 092898, 075707,   75.0,    0.3,
0970200314, 092898, 075557,   85.8,    0.4,
0970200313, 092898, 075452,   94.8,    0.3,
0970200312, 092898, 075342,  105.5,    0.3,
0970200311, 092898, 075237,  115.5,    0.3,
0970200310, 092898, 075132,  125.7,  129.4,
0970200309, 092898, 075022,  135.3,  350.8,
0970200308, 092898, 074912,  149.9,  787.8,
0980200319, 101898, 230128,    5.6,    1.2,
0980200318, 101898, 230026,   14.8,    0.6,
0980200317, 101898, 225920,   25.2,    0.8,
0980200316, 101898, 225806,   45.1,    1.1,
0980200315, 101898, 225756,   45.0,    0.7,
0980200314, 101898, 225745,   45.0,    0.6,
0980200313, 101898, 225735,   44.9,    0.5,
0980200312, 101898, 225559,   75.5,    0.8,
0980200311, 101898, 225548,   75.5,    3.6,
0980200310, 101898, 225348,  100.1,  113.9,
0980200309, 101898, 225328,   99.9,  443.7,
0980200622, 101998, 080414,    4.8,    0.7,
0980200621, 101998, 080310,   14.9,    0.0,
0980200619, 101998, 080152,   25.4,    1.2,
0980200618, 101998, 080055,   35.0,    0.6,
0980200617, 101998, 075950,   45.1,    0.8,
0980200616, 101998, 075850,   60.1,    1.1,
0980200615, 101998, 075741,   74.8,    0.7,
0980200614, 101998, 075640,   85.8,    0.6,
0980200613, 101998, 075545,   95.4,    0.5,
0980200612, 101998, 075440,  105.2,    0.8,
0980200611, 101998, 075330,  115.0,    3.6,
0980200610, 101998, 075220,  125.7,  113.9,
0980200609, 101998, 075120,  134.9,  443.7,
0990200622, 111198, 070340,    5.5,    0.4,
0990200621, 111198, 070233,   15.6,    0.1,
0990200619, 111198, 070118,   25.7,    0.1,
0990200617, 111198, 065903,   45.7,    0.1,
0990200616, 111198, 065742,   60.4,    0.2,
0990200614, 111198, 065507,   85.6,    0.4,
0990200613, 111198, 065358,   95.5,    1.3,
0990200612, 111198, 065246,  105.3,   21.0,
0990200611, 111198, 065136,  115.5,  179.7,
0990200610, 111198, 065025,  125.5,  404.7,
0990200609, 111198, 064916,  135.4,  928.1,
1000200623, 120998, 090212,    5.9,    0.1,
1000200621, 120998, 090051,   15.7,    0.3,
1000200619, 120998, 085942,   25.7,    0.1,
1000200618, 120998, 085842,   30.2,    0.1,
1000200617, 120998, 085727,   45.8,    1.0,
1000200616, 120998, 085616,   60.0,    1.2,
1000200615, 120998, 085456,   75.6,    0.8,
1000200612, 120998, 085126,  105.6,    1.2,
1000200610, 120998, 084917,  126.3,  179.2,
1000200608, 120998, 084642,  150.9,  888.8,
1010200622, 011399, 095757,    5.2,    2.2,
1010200621, 011399, 095657,   15.0,    2.0,
1010200619, 011399, 095552,   24.9,    3.1,
1010200618, 011399, 095452,   35.8,    1.2,
1010200617, 011399, 095352,   44.9,    0.7,
1010200616, 011399, 095252,   59.5,    0.3,
1010200615, 011399, 095132,   74.6,    0.3,
1010200614, 011399, 095033,   84.8,    5.6,
1010200613, 011399, 094932,   94.9,    5.7,
1010200612, 011399, 094832,  105.4,   11.9,
1010200611, 011399, 094732,  114.4,   42.2,
1010200610, 011399, 094633,  125.6,  121.8,
1010200609, 011399, 094532,  133.6,  313.9,
1010200608, 011399, 094432,  150.0,  586.2,
1020200422, 021899, 092754,    5.1,    0.1,
1020200421, 021899, 092649,   16.1,    0.0,
1020200418, 021899, 092434,   35.2,    0.4,
1020200417, 021899, 092334,   45.5,    0.4,
1020200415, 021899, 092129,   76.1,    0.0,
1020200412, 021899, 091828,  105.6,    1.3,
1020200410, 021899, 091630,  126.0,   48.8,
1020200408, 021899, 091424,  150.8, 1340.1,
1030200621, 031799, 075904,   15.7,    0.0,
1030200619, 031799, 075742,   25.7,    1.0,
1030200618, 031799, 075643,   33.8,    0.1,
1030200613, 031799, 075046,   94.1,    0.5,
1030200612, 031799, 074937,  105.5,    1.0,
1030200611, 031799, 074837,  115.1,   16.4,
1030200610, 031799, 074733,  125.6,  118.4,
1030200609, 031799, 074624,  135.8,  172.9,
1030200608, 031799, 074517,  150.6,  443.3,
1040200823, 041499, 095713,    4.7,    0.1,
1040200822, 041499, 095614,   14.9,    0.2,
1040200820, 041499, 095503,   25.1,   12.4,
1040200819, 041499, 095404,   35.4,    0.2,
1040200818, 041499, 095309,   45.3,    0.0,
1040200817, 041499, 095205,   59.0,    0.1,
1040200816, 041499, 095058,   75.1,    0.0,
1040200815, 041499, 094959,   85.0,    1.4,
1040200814, 041499, 094854,   95.4,   18.4,
1040200813, 041499, 094749,  104.2,    0.4,
1040200812, 041499, 094704,  114.2,    1.5,
1040200811, 041499, 094613,  124.0,    3.9,
1040200810, 041499, 094518,  135.6,    1.7,
1040200809, 041499, 094418,  149.4,   25.3,
1040200808, 041499, 094318,  174.5,  176.7,
1040200807, 041499, 094204,  199.1,  375.6,
1050200622, 051099, 080152,    5.3,    0.1,
1050200619, 051099, 075947,   24.6,    0.1,
1050200616, 051099, 075646,   59.7,    0.1,
1050200614, 051099, 075446,   85.8,    5.4,
1050200613, 051099, 075347,   95.3,    0.4,
1050200612, 051099, 075247,  104.6,  114.7,
1050200611, 051099, 075146,  114.7,  183.9,
1050200610, 051099, 075047,  124.9,  274.0,
1060200622, 071499, 080210,    4.3,    0.0,
1060200621, 071499, 080045,   14.6,    0.5,
1060200618, 071499, 075810,   33.8,    0.9,
1060200617, 071499, 075640,   44.4,    0.9,
1060200615, 071499, 075415,   73.9,    0.0,
1060200614, 071499, 075310,   84.0,    0.3,
1060200613, 071499, 075151,   95.0,    0.0,
1060200612, 071499, 075030,  104.6,    5.3,
1060200611, 071499, 074920,  113.8,   91.0,
1060200610, 071499, 074820,  124.2,  269.1,
1060200609, 071499, 074730,  134.3,  523.6,
1070200921, 081499, 075613,   14.0,    0.9,
1070200919, 081499, 075501,   25.0,    1.1,
1070200917, 081499, 075257,   44.4,    0.0,
1070200916, 081499, 075142,   60.0,    0.0,
1070200915, 081499, 075021,   75.0,   39.0,
1070200914, 081499, 074925,   84.2,    0.2,
1070200913, 081499, 074824,   94.7,    0.9,
1070200912, 081499, 074720,  104.7,  190.5,
1070200911, 081499, 074621,  114.6, 1441.8,
1080200618, 101599, 085141,   34.9,    0.2,
1080200616, 101599, 084931,   59.4,    0.5,
1080200615, 101599, 084832,   74.1,    0.6,
1080200614, 101599, 084727,   84.5,    0.2,
1080200613, 101599, 084632,   94.5,    0.2,
1080200612, 101599, 084527,  105.3,    0.0,
1080200611, 101599, 084427,  114.5,    0.1,
1080200610, 101599, 084321,  123.8,    0.4,
1080200609, 101599, 084227,  134.2,  311.6,
1080200608, 101599, 084126,  149.7, 1076.5,
1090200622, 110999, 065637,    5.3,    0.4,
1090200621, 110999, 065541,   14.9,    0.4,
1090200619, 110999, 065436,   25.3,    0.1,
1090200618, 110999, 065341,   35.0,    0.0,
1090200617, 110999, 065246,   45.1,    0.0,
1090200614, 110999, 064951,   84.4,    1.6,
1090200613, 110999, 064852,   94.5,  496.7,
1090200612, 110999, 064752,  104.1,  900.9,
1100200623, 121599, 075536,    4.6,    0.1,
1100200621, 121599, 075436,   14.9,    0.0,
1100200619, 121599, 075335,   24.3,    0.1,
1100200618, 121599, 075241,   34.5,    0.2,
1100200617, 121599, 075146,   44.8,    0.1,
1100200616, 121599, 075046,   59.6,    0.0,
1100200615, 121599, 074945,   74.5,    0.5,
1100200614, 121599, 074851,   84.3,    1.3,
1100200613, 121599, 074801,   93.8,   14.8,
1100200612, 121599, 074705,  104.6,  118.4,
1100200611, 121599, 074616,  114.3,  236.1,
1100200610, 121599, 074516,  124.8,  468.7,
1100200609, 121599, 074421,  135.3, 1260.1,
1110200622, 020300, 070624,    4.4,    2.8,
1110200619, 020300, 070322,   24.6,    2.8,
1110200617, 020300, 070044,   44.7,    1.1,
1110200615, 020300, 065732,   74.7,    1.1,
1110200612, 020300, 065325,  104.5,   13.2,
1110200610, 020300, 065035,  124.3,  548.7,
1120200722, 030100, 065558,    4.5,    1.1,
1120200719, 030100, 065349,   25.1,    0.7,
1120200717, 030100, 065139,   45.7,    0.4,
1120200715, 030100, 064934,   75.6,    0.2,
1120200713, 030100, 064734,   95.3,   77.5,
1120200712, 030100, 064629,  105.5,  180.9,
1120200711, 030100, 064534,  113.8,  230.3,
1120200710, 030100, 064434,  124.0,  377.0,
1120200708, 030100, 064234,  148.6,  912.5,
1130200622, 032900, 075439,    4.6,    0.9,
1130200619, 032900, 075231,   23.5,    0.5,
1130200617, 032900, 075031,   44.7,    1.4,
1130200614, 032900, 074723,   84.3,    0.2,
1130200613, 032900, 074625,   93.5,    0.2,
1130200611, 032900, 074423,  115.1,    0.1,
1130200610, 032900, 074321,  125.2,    0.7,
1130200608, 032900, 074121,  149.3, 1058.6,
1140200622, 042600, 075937,    4.9,    2.3,
1140200621, 042600, 075829,   14.9,    1.1,
1140200619, 042600, 075709,   25.0,    0.6,
1140200618, 042600, 075603,   35.5,    0.7,
1140200617, 042600, 075502,   44.7,    1.3,
1140200616, 042600, 075347,   60.7,    0.8,
1140200615, 042600, 075153,   75.0,    0.8,
1140200614, 042600, 075049,   83.9,    1.2,
1140200613, 042600, 074944,   94.8,    1.6,
1140200612, 042600, 074843,  104.0,    1.1,
1140200611, 042600, 074739,  114.2,   10.8,
1140200610, 042600, 074633,  124.6,   31.3,
1140200608, 042600, 074423,  149.3,  406.1,
1150200624, 052400, 075836,    4.9,    4.1,
1150200622, 052400, 075717,   15.1,    0.6,
1150200620, 052400, 075555,   25.1,    0.5,
1150200619, 052400, 075449,   35.0,    1.3,
1150200617, 052400, 075335,   45.3,    4.5,
1150200616, 052400, 075224,   59.8,    4.2,
1150200615, 052400, 075120,   74.1,    0.8,
1150200614, 052400, 075018,   84.9,    6.5,
1150200613, 052400, 074918,   94.8,    1.6,
1150200612, 052400, 074814,  104.2,    2.5,
1150200611, 052400, 074713,  114.0,    5.3,
1150200610, 052400, 074605,  124.2,   12.4,
1150200609, 052400, 074506,  134.3,   67.4,
1150200608, 052400, 074357,  150.2,  231.7,
1150200607, 052400, 074256,  159.8,  487.0,
1160200722, 062100, 080017,    4.6,    1.1,
1160200721, 062100, 075852,   14.4,    1.3,
1160200719, 062100, 075731,   24.7,    2.0,
1160200718, 062100, 075628,   34.3,    2.3,
1160200717, 062100, 075526,   44.4,    0.4,
1160200716, 062100, 075415,   59.7,    0.5,
1160200715, 062100, 075255,   74.8,    0.9,
1160200714, 062100, 075137,   84.8,    1.0,
1160200713, 062100, 075032,   94.4,    0.4,
1160200712, 062100, 074927,  104.1,    0.3,
1160200711, 062100, 074822,  115.0,    1.1,
1160200710, 062100, 074717,  124.9,    1.6,
1160200709, 062100, 074612,  134.4,   31.7,
1160200708, 062100, 074507,  149.8,  328.1,
1160200706, 062100, 074307,  174.5, 1124.1,
1180200722, 082300, 065625,    5.0,    0.1,
1180200721, 082300, 065521,   15.2,    0.4,
1180200719, 082300, 065409,   24.9,    0.2,
1180200718, 082300, 065312,   34.7,    0.3,
1180200717, 082300, 065214,   44.9,    0.0,
1180200716, 082300, 065114,   60.0,    0.5,
1180200715, 082300, 065010,   73.9,    0.6,
1180200714, 082300, 064905,   85.1,    0.6,
1180200713, 082300, 064758,   94.7,    1.0,
1180200712, 082300, 064652,  105.3,   10.0,
1180200711, 082300, 064548,  114.8,  229.6,
1180200710, 082300, 064447,  126.0,  699.6,
1190200720, 101800, 100516,    4.9,    8.0,
1190200717, 101800, 100235,   24.9,   14.6,
1190200715, 101800, 100010,   44.7,    6.4,
1190200713, 101800, 095723,   75.0,    6.4,
1190200711, 101800, 095449,   99.7,    8.3,
1190200710, 101800, 095321,  115.1,   10.1,
1190200709, 101800, 095203,  126.0,  115.7,
1190200707, 101800, 094927,  151.3,  501.2,
1200200621, 113000, 065940,    4.6,    2.1,
1200200618, 113000, 065703,   25.0,    2.7,
1200200616, 113000, 065443,   44.8,    4.1,
1200200614, 113000, 065213,   74.5,    3.8,
1200200612, 113000, 064949,   99.6,   13.6,
1200200610, 113000, 064717,  125.1,   27.0,
1200200609, 113000, 064555,  150.1,  103.9,
1200200607, 113000, 064330,  174.6,  523.8,
1210200818, 122000, 095546,    4.6,    1.0,
1210200815, 122000, 095324,   23.9,    3.1,
1210200813, 122000, 095118,   45.3,    0.0,
1210200811, 122000, 094904,   72.8,    1.7,
1210200809, 122000, 094637,   99.3,    0.0,
1210200807, 122000, 094412,  122.2,    0.0,
1210200806, 122000, 094226,  150.4,  216.4,
1210200804, 122000, 094022,  172.3,  569.7,
1220200618, 011701, 064943,    4.2,    0.6,
1220200615, 011701, 064734,   23.3,    0.1,
1220200613, 011701, 064552,   43.2,    0.0,
1220200611, 011701, 064400,   74.1,   11.5,
1220200609, 011701, 064212,   98.4,    0.1,
1220200608, 011701, 064113,  114.0,    0.0,
1220200607, 011701, 064020,  124.1,   11.6,
1220200606, 011701, 063909,  148.5,   50.4,
1220200604, 011701, 063714,  172.8,  140.1,
1230200319, 021501, 031618,    4.2,    1.1,
1230200316, 021501, 031356,   25.0,    0.5,
1230200314, 021501, 031205,   43.9,    1.2,
1230200312, 021501, 031005,   73.8,    0.2,
1230200310, 021501, 030705,   99.1,   54.2,
1230200309, 021501, 030541,  114.1,  432.6,
1230200308, 021501, 030440,  123.2,  609.6,
1240200121, 032101, 013848,    4.1,    0.4,
1240200118, 032101, 013603,   20.2,    0.7,
1240200116, 032101, 013343,   44.2,    2.5,
1240200114, 032101, 013101,   73.4,    1.9,
1240200112, 032101, 012748,   98.6,    2.6,
1240200111, 032101, 012631,  112.3,    1.4,
1240200110, 032101, 012520,  124.6,   88.6,
1240200109, 032101, 012354,  148.5, 1384.6,
1250200618, 041801, 065724,   13.6,    1.4,
1250200615, 041801, 065520,   33.8,    0.5,
1250200613, 041801, 065325,   59.3,    1.4,
1250200611, 041801, 065125,   83.8,    1.4,
1250200609, 041801, 064910,  114.0,    0.7,
1250200608, 041801, 064815,  122.4,    3.7,
1250200607, 041801, 064550,  148.2,    4.3,
1250200606, 041801, 064445,  163.4,  159.7,
1250200604, 041801, 064235,  199.5,  778.4,
1260200618, 051701, 065602,    4.8,    1.4,
1260200613, 051701, 065113,   44.6,    2.0,
1260200611, 051701, 064810,   75.0,    1.6,
1260200609, 051701, 064542,   99.3,    1.8,
1260200608, 051701, 064422,  114.6,  188.6,
1260200607, 051701, 064310,  124.4,  464.6,
1270200619, 061401, 065751,    3.5,    2.0,
1270200616, 061401, 065533,   24.2,    2.5,
1270200614, 061401, 065303,   44.0,    0.4,
1270200612, 061401, 065012,   73.9,    0.9,
1270200610, 061401, 064756,   99.5,    1.7,
1270200609, 061401, 064640,  114.6,    0.1,
1270200608, 061401, 064525,  124.3,    1.2,
1270200607, 061401, 064359,  148.7,  167.9,
1270200605, 061401, 064130,  173.5,  945.3,
1280200519, 071101, 065140,    4.7,    0.1,
1280200516, 071101, 064935,   24.3,    0.1,
1280200514, 071101, 064726,   44.6,    0.8,
1280200512, 071101, 064520,   75.4,    0.0,
1280200510, 071101, 064325,   99.9,    1.6,
1280200509, 071101, 064226,  115.3,    9.1,
1280200508, 071101, 064125,  124.3,   13.3,
1280200507, 071101, 064011,  148.9,  214.8,
1280200505, 071101, 063820,  174.5,  753.9,
1290200618, 080801, 035508,    4.3,    0.0,
1290200617, 080801, 035402,   14.6,    0.9,
1290200614, 080801, 035126,   35.1,    0.0,
1290200613, 080801, 035018,   44.5,    0.9,
1290200611, 080801, 034749,   74.3,    1.3,
1290200609, 080801, 034531,   99.9,    1.2,
1290200608, 080801, 034411,  115.0,    0.7,
1290200607, 080801, 034258,  124.8,   24.6,
1290200606, 080801, 034133,  149.6,  511.4,
1300200619, 100201, 071731,    5.5,    1.3,
1300200616, 100201, 071441,   25.0,    0.1,
1300200614, 100201, 071221,   44.9,    0.2,
1300200612, 100201, 070916,   75.4,    5.6,
1300200610, 100201, 070616,  100.2,    0.5,
1300200609, 100201, 070446,  115.7,    2.4,
1300200608, 100201, 070335,  124.5,   74.2,
1300200607, 100201, 070146,  150.0,  522.6,
1310200618, 102301, 065730,    5.1,    0.9,
1310200615, 102301, 065446,   25.0,    2.0,
1310200613, 102301, 065215,   45.9,    1.6,
1310200611, 102301, 064935,   75.7,    0.3,
1310200609, 102301, 064658,   99.4,    2.3,
1310200608, 102301, 064550,  114.5,    7.3,
1310200607, 102301, 064435,  126.4,  176.1,
1310200606, 102301, 064300,  148.9, 1304.0,
1320200618, 111701, 070339,    4.6,    2.0,
1320200615, 111701, 070114,   24.3,    0.4,
1320200613, 111701, 065904,   44.2,    1.5,
1320200611, 111701, 065629,   74.5,    2.1,
1320200609, 111701, 065344,  100.6,   59.3,
1320200608, 111701, 065219,  115.1,  328.8,
1320200607, 111701, 065100,  124.1,  453.0,
1320200606, 111701, 064859,  150.1, 1154.9,
1330200118, 121501, 065117,    3.9,    3.1,
1330200115, 121501, 064841,   24.0,    2.9,
1330200113, 121501, 064547,   44.8,    3.4,
1330200111, 121501, 064257,   73.3,  330.4,
1330200109, 121501, 063957,   99.1,  634.9,
1340200618, 011602, 065559,    4.1,    0.6,
1340200615, 011602, 065319,   24.6,    0.8,
1340200613, 011602, 065046,   44.2,    0.0,
1340200611, 011602, 064754,   75.3,    1.5,
