botid, date, time, press, don, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1000200509, 120998, 054537,  325.5,   4.55,
1000200508, 120998, 054357,  350.8,   4.07,
1000200507, 120998, 054157,  399.8,   4.21,
1000200506, 120998, 053907,  500.3,   2.63,
1000200505, 120998, 053602,  600.3,   2.34,
1000200504, 120998, 053307,  701.4,   1.65,
1000200503, 120998, 053007,  801.4,   1.62,
1000200502, 120998, 052702,  900.9,   1.89,
1000200501, 120998, 052327, 1020.8,   2.01,
1000200623, 120998, 090212,    5.9,   5.68,
1000200621, 120998, 090051,   15.7,   5.04,
1000200619, 120998, 085942,   25.7,   5.54,
1000200618, 120998, 085842,   30.2,   6.21,
1000200617, 120998, 085727,   45.8,   7.57,
1000200616, 120998, 085616,   60.0,   6.26,
1000200615, 120998, 085456,   75.6,   5.87,
1000200614, 120998, 085336,   85.6,   6.63,
1000200613, 120998, 085232,   95.8,   6.02,
1000200612, 120998, 085126,  105.6,   5.77,
1000200611, 120998, 085022,  115.0,   5.26,
1000200610, 120998, 084917,  126.3,   5.29,
1000200609, 120998, 084807,  136.7,   5.31,
1000200608, 120998, 084642,  150.9,   5.96,
1000200606, 120998, 084426,  175.5,   6.41,
1000200604, 120998, 084202,  200.2,   5.21,
1010200521, 011399, 065222,  210.6,   4.47,
1010200520, 011399, 065117,  225.6,   4.36,
1010200519, 011399, 065017,  234.6,   3.03,
1010200517, 011399, 064907,  250.4,   2.89,
1010200516, 011399, 064722,  274.9,   3.07,
1010200514, 011399, 064602,  300.5,   3.19,
1010200513, 011399, 064442,  326.0,   3.12,
1010200511, 011399, 064313,  350.6,   2.56,
1010200509, 011399, 064122,  401.0,   2.59,
1010200506, 011399, 063742,  499.9,   2.71,
1010200505, 011399, 063457,  600.5,   2.08,
1010200504, 011399, 063232,  700.2,   1.66,
1010200503, 011399, 062957,  800.6,   1.36,
1010200502, 011399, 062728,  900.3,   1.74,
1010200501, 011399, 062423, 1022.8,   1.35,
1010200622, 011399, 095757,    5.2,   7.62,
1010200621, 011399, 095657,   15.0,   5.58,
1010200619, 011399, 095552,   24.9,   6.16,
1010200618, 011399, 095452,   35.8,   5.00,
1010200617, 011399, 095352,   44.9,   4.94,
1010200616, 011399, 095252,   59.5,   5.14,
1010200615, 011399, 095132,   74.6,   5.52,
1010200614, 011399, 095033,   84.8,   5.58,
1010200613, 011399, 094932,   94.9,   5.82,
1010200612, 011399, 094832,  105.4,   5.72,
1010200611, 011399, 094732,  114.4,   5.60,
1010200610, 011399, 094633,  125.6,   5.60,
1010200609, 011399, 094532,  133.6,   5.42,
1010200608, 011399, 094432,  150.0,   5.09,
1010200606, 011399, 094232,  175.6,   4.71,
1010200604, 011399, 094032,  199.7,   4.65,
1020200315, 021899, 065104,  210.6,   4.36,
1020200314, 021899, 064949,  225.5,   4.12,
1020200313, 021899, 064849,  235.6,   4.27,
1020200312, 021899, 064743,  252.0,   2.75,
1020200311, 021899, 064624,  275.5,   2.91,
1020200310, 021899, 064508,  302.0,   6.29,
1020200309, 021899, 064354,  325.6,   3.91,
1020200308, 021899, 064228,  350.9,   2.76,
1020200307, 021899, 064044,  401.3,   2.70,
1020200306, 021899, 063814,  501.1,   3.35,
1020200305, 021899, 063534,  601.9,   1.95,
1020200304, 021899, 063254,  702.0,   2.20,
1020200303, 021899, 063014,  798.8,   2.71,
1020200302, 021899, 062728,  901.8,   1.91,
1020200301, 021899, 062424, 1022.7,   2.55,
1020200422, 021899, 092754,    5.1,   7.05,
1020200421, 021899, 092649,   16.1,   6.30,
1020200419, 021899, 092538,   26.1,   6.00,
1020200418, 021899, 092434,   35.2,   5.22,
1020200417, 021899, 092334,   45.5,   5.34,
1020200416, 021899, 092229,   60.9,   5.89,
1020200415, 021899, 092129,   76.1,   5.50,
1020200414, 021899, 092029,   85.9,   5.95,
1020200413, 021899, 091929,   96.7,   5.68,
1020200412, 021899, 091828,  105.6,   5.67,
1020200411, 021899, 091729,  115.9,   6.31,
1020200410, 021899, 091630,  126.0,   5.98,
1020200409, 021899, 091529,  135.5,   5.53,
1020200408, 021899, 091424,  150.8,   5.40,
1020200406, 021899, 091215,  175.6,   5.07,
1020200404, 021899, 091004,  201.1,   5.23,
1030200515, 031799, 045102,  209.7,   4.33,
1030200514, 031799, 044956,  225.1,   4.14,
1030200513, 031799, 044854,  235.8,   4.24,
1030200512, 031799, 044737,  251.9,   2.20,
1030200511, 031799, 044622,  276.9,   4.24,
1030200510, 031799, 044506,  302.0,   3.01,
1030200509, 031799, 044352,  326.2,   2.82,
1030200508, 031799, 044238,  350.3,   3.07,
1030200507, 031799, 044056,  402.1,   2.85,
1030200506, 031799, 043831,  501.9,   2.34,
1030200505, 031799, 043601,  600.8,   1.85,
1030200504, 031799, 043333,  700.1,   1.57,
1030200503, 031799, 043103,  802.0,   1.98,
1030200502, 031799, 042835,  902.1,   1.97,
1030200501, 031799, 042546, 1022.7,   2.17,
1030200622, 031799, 080014,    5.3,   5.69,
1030200621, 031799, 075904,   15.7,   5.40,
1030200619, 031799, 075742,   25.7,   5.77,
1030200618, 031799, 075643,   33.8,   5.61,
1030200617, 031799, 075535,   45.4,   5.10,
1030200616, 031799, 075418,   60.7,   5.21,
1030200615, 031799, 075303,   75.3,   5.47,
1030200614, 031799, 075153,   85.8,   5.70,
1030200613, 031799, 075046,   94.1,   5.79,
1030200612, 031799, 074937,  105.5,   5.62,
1030200611, 031799, 074837,  115.1,   5.45,
1030200610, 031799, 074733,  125.6,   5.41,
1030200609, 031799, 074624,  135.8,   5.96,
1030200608, 031799, 074517,  150.6,   5.31,
1030200606, 031799, 074255,  176.3,   4.65,
1030200604, 031799, 074029,  203.1,   4.37,
1040200712, 041499, 070218,    5.3,   6.37,
1040200711, 041499, 065817,  179.9,   5.82,
1040200710, 041499, 065632,  209.4,   5.69,
1040200709, 041499, 065534,  225.2,   5.07,
1040200708, 041499, 065418,  235.0,   4.80,
1040200707, 041499, 065323,  249.7,   6.02,
1040200706, 041499, 065219,  274.4,   4.37,
1040200705, 041499, 065106,  299.0,   4.14,
1040200704, 041499, 064921,  324.5,   3.66,
1040200703, 041499, 064754,  350.7,   3.80,
1040200702, 041499, 062547,  900.5,   2.28,
1040200701, 041499, 062203, 1020.8,   1.50,
1040200823, 041499, 095713,    4.7,   5.76,
1040200822, 041499, 095614,   14.9,   8.62,
1040200820, 041499, 095503,   25.1,   5.67,
1040200819, 041499, 095404,   35.4,   6.16,
1040200818, 041499, 095309,   45.3,   5.65,
1040200817, 041499, 095205,   59.0,   5.85,
1040200816, 041499, 095058,   75.1,   5.88,
1040200815, 041499, 094959,   85.0,   5.44,
1040200814, 041499, 094854,   95.4,   5.58,
1040200813, 041499, 094749,  104.2,   5.68,
1040200812, 041499, 094704,  114.2,   5.70,
1040200811, 041499, 094613,  124.0,   5.69,
1040200810, 041499, 094518,  135.6,   5.23,
1040200809, 041499, 094418,  149.4,   5.00,
1040200808, 041499, 094318,  174.5,   5.54,
1040200807, 041499, 094204,  199.1,   5.39,
1040200806, 041499, 093749,  399.1,   2.34,
1040200805, 041499, 093519,  499.4,   2.27,
1040200804, 041499, 093248,  599.3,   2.02,
1040200803, 041499, 093019,  699.8,   2.18,
1040200802, 041499, 092740,  800.3,   1.79,
1050200515, 051099, 052007,  209.6,   4.46,
1050200514, 051099, 051907,  226.7,   4.17,
1050200513, 051099, 051818,  236.8,   5.68,
1050200512, 051099, 051718,  251.5,   2.61,
1050200511, 051099, 051618,  275.9,   2.82,
1050200510, 051099, 051512,  301.9,   3.27,
1050200509, 051099, 051358,  327.3,   3.12,
1050200508, 051099, 051233,  355.7,   2.94,
1050200507, 051099, 051037,  402.4,   2.34,
1050200506, 051099, 050812,  499.9,   1.81,
1050200505, 051099, 050602,  598.0,   1.60,
1050200504, 051099, 050337,  700.4,   1.40,
1050200503, 051099, 050122,  799.0,   1.34,
1050200502, 051099, 045902,  898.5,   1.73,
1050200501, 051099, 045622, 1019.3,   1.80,
1050200622, 051099, 080152,    5.3,   5.95,
1050200621, 051099, 080052,   15.1,   5.69,
1050200619, 051099, 075947,   24.6,   5.40,
1050200618, 051099, 075847,   34.9,   5.42,
1050200617, 051099, 075746,   44.8,   5.45,
1050200616, 051099, 075646,   59.7,   5.15,
1050200615, 051099, 075546,   75.7,   5.54,
1050200614, 051099, 075446,   85.8,   6.07,
1050200613, 051099, 075347,   95.3,   5.79,
1050200612, 051099, 075247,  104.6,   6.08,
1050200611, 051099, 075146,  114.7,   5.25,
1050200610, 051099, 075047,  124.9,   5.09,
1050200609, 051099, 074946,  135.2,   5.15,
1050200608, 051099, 074842,  150.1,   5.03,
1050200606, 051099, 074632,  177.2,   5.10,
1050200604, 051099, 074432,  197.8,   4.79,
1060200515, 071499, 045359,  209.4,   5.77,
1060200514, 071499, 045238,  224.3,   6.06,
1060200513, 071499, 045119,  234.8,   6.34,
1060200512, 071499, 044958,  248.5,   5.11,
1060200511, 071499, 044829,  274.4,   5.59,
1060200510, 071499, 044703,  298.7,   5.24,
1060200509, 071499, 044529,  324.1,   4.58,
1060200508, 071499, 044359,  349.7,   3.31,
1060200507, 071499, 044219,  399.7,   3.11,
1060200506, 071499, 043934,  499.8,   2.95,
1060200505, 071499, 043633,  599.8,   2.16,
1060200504, 071499, 043344,  698.7,   1.63,
1060200503, 071499, 043108,  798.8,   1.65,
1060200502, 071499, 042818,  899.3,   1.50,
1060200501, 071499, 042504, 1021.0,   2.28,
1060200622, 071499, 080210,    4.3,   6.96,
1060200621, 071499, 080045,   14.6,   6.35,
1060200619, 071499, 075921,   24.7,   6.31,
1060200618, 071499, 075810,   33.8,   6.49,
1060200617, 071499, 075640,   44.4,   6.64,
1060200616, 071499, 075530,   59.4,   7.68,
1060200615, 071499, 075415,   73.9,   5.93,
1060200614, 071499, 075310,   84.0,   6.34,
1060200613, 071499, 075151,   95.0,   5.86,
1060200612, 071499, 075030,  104.6,   5.78,
1060200611, 071499, 074920,  113.8,   5.92,
1060200610, 071499, 074820,  124.2,   5.48,
1060200609, 071499, 074730,  134.3,   5.50,
1060200608, 071499, 074620,  149.5,   5.81,
1060200606, 071499, 074420,  174.2,   6.06,
1060200604, 071499, 074142,  200.5,   5.81,
1070200815, 081499, 045219,  210.4,   4.69,
1070200814, 081499, 045107,  223.8,   4.71,
1070200813, 081499, 045004,  234.8,   4.23,
1070200812, 081499, 044849,  250.2,   2.90,
1070200811, 081499, 044730,  274.5,   3.11,
1070200810, 081499, 044609,  299.3,   3.18,
1070200809, 081499, 044440,  324.5,   3.28,
1070200808, 081499, 044314,  349.9,   2.90,
1070200806, 081499, 043853,  499.9,   2.57,
1070200805, 081499, 043617,  598.1,   1.94,
1070200804, 081499, 043334,  699.4,   1.49,
1070200803, 081499, 043044,  800.0,   1.25,
1070200802, 081499, 042802,  899.7,   1.44,
1070200801, 081499, 042435, 1021.3,   1.25,
1070200922, 081499, 075717,    4.6,   5.65,
1070200921, 081499, 075613,   14.0,   5.40,
1070200919, 081499, 075501,   25.0,   5.55,
1070200918, 081499, 075358,   34.6,   5.63,
1070200917, 081499, 075257,   44.4,   5.19,
1070200916, 081499, 075142,   60.0,   5.65,
1070200915, 081499, 075021,   75.0,   5.40,
1070200914, 081499, 074925,   84.2,   5.49,
1070200913, 081499, 074824,   94.7,   5.13,
1070200912, 081499, 074720,  104.7,   4.85,
1070200911, 081499, 074621,  114.6,   4.95,
1070200910, 081499, 074523,  124.5,   4.75,
1070200909, 081499, 074423,  134.6,   4.78,
1070200908, 081499, 074313,  149.7,   4.44,
1070200906, 081499, 074102,  174.6,   4.15,
1070200904, 081499, 073843,  201.3,   4.45,
1080200515, 101599, 054752,  210.3,   4.63,
1080200514, 101599, 054642,  224.7,   5.29,
1080200513, 101599, 054538,  235.3,   4.40,
1080200512, 101599, 054427,  249.6,   2.68,
1080200511, 101599, 054312,  274.1,   2.90,
1080200510, 101599, 054152,  299.8,   3.03,
1080200509, 101599, 054032,  324.7,   2.78,
1080200508, 101599, 053917,  349.3,   2.70,
1080200507, 101599, 053732,  398.2,   2.27,
1080200506, 101599, 053502,  500.1,   1.98,
1080200505, 101599, 053233,  599.3,   1.57,
1080200504, 101599, 052953,  700.3,   1.53,
1080200503, 101599, 052718,  799.4,   1.51,
1080200502, 101599, 052438,  898.2,   1.64,
1080200501, 101599, 052143, 1019.7,   1.86,
1080200622, 101599, 085501,    5.0,   5.48,
1080200621, 101599, 085356,   15.1,   6.54,
1080200619, 101599, 085241,   24.6,   5.12,
1080200618, 101599, 085141,   34.9,   5.00,
1080200617, 101599, 085041,   44.2,   5.46,
1080200616, 101599, 084931,   59.4,   5.69,
1080200615, 101599, 084832,   74.1,   5.30,
1080200614, 101599, 084727,   84.5,   5.90,
1080200613, 101599, 084632,   94.5,   5.99,
1080200612, 101599, 084527,  105.3,   5.35,
1080200611, 101599, 084427,  114.5,   5.91,
1080200610, 101599, 084321,  123.8,   6.18,
1080200609, 101599, 084227,  134.2,   5.60,
1080200608, 101599, 084126,  149.7,   5.26,
1080200606, 101599, 083926,  174.9,   4.78,
1080200604, 101599, 083731,  200.0,   4.62,
1090200515, 110999, 034908,  210.1,   4.85,
1090200514, 110999, 034757,  224.3,   4.45,
1090200513, 110999, 034702,  234.2,   4.17,
1090200512, 110999, 034557,  249.1,   4.18,
1090200511, 110999, 034447,  273.5,   4.16,
1090200510, 110999, 034337,  298.5,   4.35,
1090200509, 110999, 034222,  323.7,   6.46,
1090200508, 110999, 034107,  349.7,   4.13,
1090200507, 110999, 033926,  400.1,   3.61,
1090200506, 110999, 033656,  500.4,   3.30,
1090200505, 110999, 033417,  599.3,   3.22,
1090200504, 110999, 033137,  699.1,   2.81,
1090200503, 110999, 032907,  799.8,   2.66,
1090200502, 110999, 032627,  899.3,   1.91,
1090200501, 110999, 032332, 1020.3,   1.89,
1090200622, 110999, 065637,    5.3,   5.85,
1090200621, 110999, 065541,   14.9,   5.48,
1090200619, 110999, 065436,   25.3,   5.94,
1090200618, 110999, 065341,   35.0,   6.14,
1090200617, 110999, 065246,   45.1,   5.71,
1090200616, 110999, 065146,   60.1,   7.17,
1090200615, 110999, 065047,   74.9,   5.31,
1090200613, 110999, 064852,   94.5,   6.43,
1090200612, 110999, 064752,  104.1,   5.48,
1090200611, 110999, 064651,  114.5,   5.02,
1090200610, 110999, 064551,  124.4,   4.98,
1090200609, 110999, 064456,  135.0,   5.21,
1090200608, 110999, 064356,  150.1,   5.87,
1090200606, 110999, 064156,  174.7,   4.60,
1090200604, 110999, 063951,  199.5,   4.29,
1100200514, 121599, 044636,  224.7,   2.71,
1100200513, 121599, 044541,  235.2,   2.62,
1100200512, 121599, 044436,  249.4,   2.78,
1100200511, 121599, 044321,  275.4,   3.15,
1100200510, 121599, 044201,  300.7,   2.92,
1100200509, 121599, 044046,  325.7,   2.36,
1100200508, 121599, 043931,  350.3,   2.34,
1100200507, 121599, 043755,  400.2,   2.56,
1100200506, 121599, 043531,  500.4,   1.91,
1100200505, 121599, 043311,  599.6,   1.53,
1100200504, 121599, 043041,  700.0,   2.01,
1100200503, 121599, 042816,  799.4,   1.36,
1100200502, 121599, 042541,  900.9,   1.40,
1100200501, 121599, 042241, 1021.0,   1.75,
1100200623, 121599, 075536,    4.6,   5.18,
1100200621, 121599, 075436,   14.9,   5.20,
1100200619, 121599, 075335,   24.3,   5.24,
1100200618, 121599, 075241,   34.5,   5.02,
1100200617, 121599, 075146,   44.8,   5.10,
1100200616, 121599, 075046,   59.6,   5.34,
1100200615, 121599, 074945,   74.5,   5.37,
1100200614, 121599, 074851,   84.3,   5.39,
1100200613, 121599, 074801,   93.8,   5.33,
1100200612, 121599, 074705,  104.6,   5.62,
1100200611, 121599, 074616,  114.3,   5.37,
1100200610, 121599, 074516,  124.8,   5.37,
1100200609, 121599, 074421,  135.3,   6.09,
1100200608, 121599, 074316,  149.6,   5.45,
1100200606, 121599, 074116,  174.6,   4.31,
1100200604, 121599, 073906,  200.4,   4.10,
1110200517, 020300, 040025,    4.2,   5.39,
1110200516, 020300, 035823,   59.0,   5.40,
1110200515, 020300, 035438,  209.3,   4.56,
1110200514, 020300, 035315,  224.0,   4.18,
1110200513, 020300, 035155,  234.3,   2.91,
1110200512, 020300, 035025,  250.0,   3.10,
1110200511, 020300, 034853,  274.4,   3.70,
1110200510, 020300, 034708,  300.4,   3.28,
1110200509, 020300, 034535,  324.3,   4.05,
1110200508, 020300, 034354,  349.4,   2.56,
1110200507, 020300, 034131,  399.0,   2.36,
1110200506, 020300, 033753,  499.8,   1.84,
1110200505, 020300, 033443,  599.1,   1.63,
1110200504, 020300, 033138,  699.6,   1.57,
1110200502, 020300, 032458,  899.8,   1.33,
1110200501, 020300, 032126, 1020.2,   1.44,
1110200622, 020300, 070624,    4.4,   4.94,
1110200621, 020300, 070456,   14.3,   5.74,
1110200619, 020300, 070322,   24.6,   4.78,
1110200618, 020300, 070159,   34.7,   4.70,
1110200617, 020300, 070044,   44.7,   5.14,
1110200616, 020300, 065913,   59.7,   5.38,
1110200615, 020300, 065732,   74.7,   5.11,
1110200612, 020300, 065325,  104.5,   4.99,
1110200610, 020300, 065035,  124.3,   4.81,
1110200608, 020300, 064738,  150.1,   4.38,
1110200606, 020300, 064439,  175.2,   4.54,
1110200604, 020300, 064057,  202.0,   4.13,
1120200615, 030100, 035345,  208.6,   5.30,
1120200614, 030100, 035159,  222.9,   4.21,
1120200613, 030100, 035044,  234.0,   2.93,
1120200612, 030100, 034924,  249.4,   2.99,
1120200611, 030100, 034744,  274.4,   3.72,
1120200610, 030100, 034559,  299.7,   3.50,
1120200609, 030100, 034413,  324.8,   2.87,
1120200608, 030100, 034230,  350.3,   2.69,
1120200607, 030100, 034030,  397.9,   2.57,
1120200605, 030100, 033435,  600.2,   1.86,
1120200604, 030100, 033130,  699.4,   1.68,
1120200603, 030100, 032844,  799.5,   1.40,
1120200602, 030100, 032540,  898.7,   1.84,
1120200601, 030100, 032245, 1020.1,   1.70,
1120200722, 030100, 065558,    4.5,   5.61,
1120200721, 030100, 065459,   15.3,   5.35,
1120200719, 030100, 065349,   25.1,   5.61,
1120200718, 030100, 065243,   34.3,   5.58,
1120200717, 030100, 065139,   45.7,   5.43,
1120200716, 030100, 065039,   59.4,   5.67,
1120200715, 030100, 064934,   75.6,   5.79,
1120200714, 030100, 064834,   83.3,   5.39,
1120200713, 030100, 064734,   95.3,   5.32,
1120200712, 030100, 064629,  105.5,   5.16,
1120200711, 030100, 064534,  113.8,   5.60,
1120200710, 030100, 064434,  124.0,   5.43,
1120200709, 030100, 064334,  135.0,   4.87,
1120200708, 030100, 064234,  148.6,   4.79,
1120200706, 030100, 064009,  174.5,   4.52,
1120200704, 030100, 063744,  200.9,   4.36,
1130200522, 032900, 045650,    4.2,   5.59,
1130200521, 032900, 045400,  100.2,   4.93,
1130200515, 032900, 044853,  209.4,   4.52,
1130200514, 032900, 044746,  224.7,   4.82,
1130200513, 032900, 044641,  235.6,   4.79,
1130200512, -00009, -00009,  248.9,   4.01,
1130200511, 032900, 044412,  273.7,   4.10,
1130200510, 032900, 044254,  299.3,   3.51,
1130200509, 032900, 044136,  325.3,   3.90,
1130200508, 032900, 044010,  349.1,   5.06,
1130200507, 032900, 043823,  399.1,   3.49,
1130200506, 032900, 043545,  499.3,   5.32,
1130200505, 032900, 043312,  598.2,   1.79,
1130200504, 032900, 043036,  700.6,   1.79,
1130200503, 032900, 042759,  799.2,   1.92,
1130200502, 032900, 042537,  899.9,   1.82,
1130200501, 032900, 042233, 1020.5,   1.66,
1130200622, 032900, 075439,    4.6,   5.85,
1130200621, 032900, 075340,   14.3,   5.83,
1130200619, 032900, 075231,   23.5,   5.82,
1130200618, 032900, 075130,   33.8,   5.49,
1130200617, 032900, 075031,   44.7,   6.37,
1130200616, 032900, 074929,   59.7,   6.40,
1130200615, 032900, 074821,   74.2,   6.10,
1130200614, 032900, 074723,   84.3,   5.81,
1130200613, 032900, 074625,   93.5,   6.18,
1130200611, 032900, 074423,  115.1,   5.32,
1130200610, 032900, 074321,  125.2,   5.56,
1130200609, 032900, 074223,  134.0,   5.14,
1130200608, 032900, 074121,  149.3,   4.76,
1130200606, 032900, 073923,  174.8,   4.80,
1130200604, 032900, 073717,  201.2,   4.16,
1140200515, 042600, 044933,  209.4,   3.95,
1140200514, 042600, 044819,  224.5,   3.93,
1140200513, 042600, 044715,  234.1,   3.72,
1140200512, 042600, 044557,  249.4,   4.22,
1140200511, 042600, 044438,  275.1,   3.54,
1140200510, 042600, 044316,  300.0,   3.55,
1140200509, 042600, 044157,  324.2,   3.30,
1140200508, 042600, 044038,  349.4,   2.78,
1140200507, 042600, 043849,  398.6,   2.59,
1140200506, 042600, 043612,  498.8,   2.14,
1140200505, 042600, 043333,  600.1,   1.72,
1140200504, 042600, 043057,  699.2,   1.07,
1140200503, 042600, 042820,  800.0,   1.18,
1140200502, 042600, 042541,  899.2,   1.13,
1140200501, 042600, 042237, 1019.5,   1.63,
1140200622, 042600, 075937,    4.9,   5.39,
1140200621, 042600, 075829,   14.9,   5.37,
1140200619, 042600, 075709,   25.0,   5.20,
1140200618, 042600, 075603,   35.5,   5.87,
1140200617, 042600, 075502,   44.7,   5.41,
1140200616, 042600, 075347,   60.7,   6.13,
1140200615, 042600, 075153,   75.0,   5.69,
1140200614, 042600, 075049,   83.9,   5.54,
1140200613, 042600, 074944,   94.8,   5.58,
1140200612, 042600, 074843,  104.0,   5.62,
1140200611, 042600, 074739,  114.2,   5.49,
1140200610, 042600, 074633,  124.6,   5.32,
1140200609, 042600, 074532,  134.7,   5.26,
1140200608, 042600, 074423,  149.3,   5.10,
1140200606, 042600, 074216,  174.2,   5.22,
1140200604, 042600, 073955,  200.5,   5.13,
1150200515, 052400, 045341,  209.1,   4.52,
1150200514, 052400, 045234,  224.3,   3.77,
1150200513, 052400, 045133,  234.2,   4.03,
1150200512, 052400, 045027,  249.3,   3.89,
1150200511, 052400, 044911,  274.2,   3.47,
1150200510, 052400, 044752,  299.0,   3.10,
1150200509, 052400, 044634,  324.4,   4.45,
1150200508, 052400, 044510,  348.9,   6.03,
1150200507, 052400, 044243,  399.5,   3.05,
1150200506, 052400, 044011,  498.5,   3.16,
1150200505, 052400, 043735,  600.1,   2.41,
1150200504, 052400, 043503,  700.2,   1.90,
1150200503, 052400, 043220,  799.9,   2.08,
1150200502, 052400, 042933,  901.7,   1.62,
1150200501, 052400, 042616, 1024.0,   1.84,
1150200624, 052400, 075836,    4.9,   5.54,
1150200622, 052400, 075717,   15.1,   5.63,
1150200620, 052400, 075555,   25.1,   5.45,
1150200619, 052400, 075449,   35.0,   8.01,
1150200617, 052400, 075335,   45.3,   6.03,
1150200616, 052400, 075224,   59.8,   6.08,
1150200615, 052400, 075120,   74.1,   6.19,
1150200614, 052400, 075018,   84.9,   5.79,
1150200613, 052400, 074918,   94.8,   5.66,
1150200612, 052400, 074814,  104.2,   5.43,
1150200611, 052400, 074713,  114.0,   5.58,
1150200610, 052400, 074605,  124.2,   5.24,
1150200609, 052400, 074506,  134.3,   6.92,
1150200608, 052400, 074357,  150.2,   5.25,
1150200606, 052400, 074150,  175.1,   5.44,
1150200604, 052400, 073930,  199.4,   4.81,
1160200615, 062100, 044741,  210.4,   4.27,
1160200614, 062100, 044626,  226.4,   5.44,
1160200613, 062100, 044524,  237.1,   3.97,
1160200612, 062100, 044418,  251.6,   3.96,
1160200611, 062100, 044259,  274.9,   4.26,
1160200610, 062100, 044148,  298.6,   3.99,
1160200609, 062100, 044033,  324.1,   3.62,
1160200608, 062100, 043918,  349.8,   4.97,
1160200607, 062100, 043739,  400.2,   3.52,
1160200606, 062100, 043503,  499.5,   3.22,
1160200605, 062100, 043233,  599.6,   2.40,
1160200604, 062100, 042958,  699.2,   2.52,
1160200603, 062100, 042723,  800.0,   1.76,
1160200602, 062100, 042441,  899.2,   1.74,
1160200601, 062100, 042145, 1019.9,   1.50,
1160200722, 062100, 080017,    4.6,   5.69,
1160200721, 062100, 075852,   14.4,   6.14,
1160200719, 062100, 075731,   24.7,   6.67,
1160200718, 062100, 075628,   34.3,   5.59,
1160200717, 062100, 075526,   44.4,   6.08,
1160200715, 062100, 075255,   74.8,   5.28,
1160200714, 062100, 075137,   84.8,   5.97,
1160200713, 062100, 075032,   94.4,   5.55,
1160200712, 062100, 074927,  104.1,   5.90,
1160200711, 062100, 074822,  115.0,   5.29,
1160200710, 062100, 074717,  124.9,   5.08,
1160200709, 062100, 074612,  134.4,   5.16,
1160200708, 062100, 074507,  149.8,   5.82,
1160200706, 062100, 074307,  174.5,   4.98,
1160200704, 062100, 074042,  202.0,   5.21,
1170200415, 072600, 045145,  209.3,   4.19,
1170200414, 072600, 045031,  223.5,   3.91,
1170200413, 072600, 044925,  234.3,   4.20,
1170200412, 072600, 044806,  249.5,   3.90,
1170200411, 072600, 044648,  273.7,   3.96,
1170200410, 072600, 044533,  299.9,   4.17,
1170200409, 072600, 044412,  323.9,   4.15,
1170200408, 072600, 044255,  350.1,   4.01,
1170200407, 072600, 044105,  400.2,   3.53,
1170200406, 072600, 043832,  499.1,   2.98,
1170200405, 072600, 043540,  601.1,   2.54,
1170200404, 072600, 043232,  698.7,   2.51,
1170200403, 072600, 042959,  796.1,   2.54,
1170200402, 072600, 042728,  900.0,   2.27,
1170200401, 072600, 042420, 1021.9,   2.12,
1170200522, 072600, 080738,    4.5,   6.03,
1170200521, 072600, 080604,   14.4,   6.45,
1170200519, 072600, 080434,   23.4,   6.06,
1170200518, 072600, 080320,   34.3,   5.77,
1170200517, 072600, 080206,   45.0,   5.48,
1170200516, 072600, 080040,   59.1,   5.57,
1170200515, 072600, 075924,   75.1,   6.35,
1170200514, 072600, 075804,   85.3,   7.62,
1170200513, 072600, 075650,   94.7,   5.45,
1170200512, 072600, 075532,  106.0,   5.42,
1170200511, 072600, 075242,  114.1,   5.57,
1170200510, 072600, 075132,  124.4,   5.21,
1170200509, 072600, 075024,  134.0,   4.85,
1170200508, 072600, 074908,  150.1,   5.41,
1170200506, 072600, 074648,  174.7,   4.72,
1170200504, 072600, 074422,  199.6,   4.84,
1180200617, 082300, 041450,    5.1,   5.18,
1180200616, 082300, 041157,   91.4,   5.49,
1180200615, 082300, 040848,  209.1,   4.51,
1180200614, 082300, 040730,  224.0,   4.02,
1180200613, 082300, 040617,  234.8,   4.60,
1180200612, 082300, 040501,  250.3,   4.07,
1180200611, 082300, 040335,  275.0,   3.65,
1180200610, 082300, 040213,  300.0,   3.57,
1180200609, 082300, 040053,  324.9,   3.70,
1180200608, 082300, 035933,  351.2,   3.42,
1180200607, 082300, 035739,  398.6,   3.22,
1180200606, 082300, 035303,  500.9,   2.97,
1180200605, 082300, 034955,  600.7,   2.92,
1180200604, 082300, 034710,  698.7,   1.91,
1180200603, 082300, 034425,  799.0,   1.56,
1180200602, 082300, 034137,  899.7,   1.72,
1180200601, 082300, 033815, 1020.0,   1.61,
1180200722, 082300, 065625,    5.0,   4.69,
1180200721, 082300, 065521,   15.2,   5.41,
1180200719, 082300, 065409,   24.9,   6.39,
1180200718, 082300, 065312,   34.7,   5.46,
1180200717, 082300, 065214,   44.9,   6.38,
1180200716, 082300, 065114,   60.0,   6.00,
1180200715, 082300, 065010,   73.9,   5.62,
1180200714, 082300, 064905,   85.1,   5.51,
1180200713, 082300, 064758,   94.7,   5.29,
1180200712, 082300, 064652,  105.3,   4.86,
1180200711, 082300, 064548,  114.8,   4.98,
1180200710, 082300, 064447,  126.0,   5.23,
1180200709, 082300, 064347,  134.9,   6.04,
1180200708, 082300, 064238,  149.0,   4.56,
1180200707, 082300, 064133,  159.5,   4.27,
1180200706, 082300, 064031,  173.9,   3.95,
