botid, date, time, press, llp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
1910200914, 050507, 100109,   85.4,   46.9,
1910200912, 050507, 095841,  100.2,   42.0,
1910200910, 050507, 095546,  115.0,   59.6,
1910200909, 050507, 095410,  125.1,   77.1,
1910200907, 050507, 095134,  149.9,  134.8,
1910200905, 050507, 094851,  174.1,  168.0,
1930200622, 070807, 102009,   14.6,   52.7,
1930200619, 070807, 101749,   24.9,   55.7,
1930200617, 070807, 101419,   45.0,   58.6,
1930200616, 070807, 101249,   59.9,   41.0,
1930200615, 070807, 101119,   74.8,   17.6,
1930200614, 070807, 100949,   85.2,   16.6,
1930200612, 070807, 100549,  100.5,   32.2,
1930200610, 070807, 100249,  115.5,   41.0,
1930200609, 070807, 100119,  125.2,   50.8,
1930200607, 070807, 095749,  149.7,  100.6,
1930200605, 070807, 095359,  175.6,  123.0,
1940200822, 080407, 102315,    6.7,   58.6,
1940200819, 080407, 101645,   24.8,   61.5,
1940200817, 080407, 101350,   45.2,   61.5,
1940200816, 080407, 101225,   60.2,   68.4,
1940200815, 080407, 101045,   75.4,   68.4,
1940200814, 080407, 100920,   85.1,   65.4,
1940200812, 080407, 100640,  100.4,   84.0,
1940200810, 080407, 100405,  115.5,  120.1,
1940200809, 080407, 100240,  124.4,  151.4,
1940200807, 080407, 095920,  150.0,  331.1,
1940200805, 080407, 095630,  175.8,  507.0,
1950200822, 090307, 102202,    6.9,   48.8,
1950200819, 090307, 101714,   25.8,   48.8,
1950200817, 090307, 101449,   45.7,   19.5,
1950200816, 090307, 101315,   60.9,   54.7,
1950200815, 090307, 101139,   75.8,   64.5,
1950200814, 090307, 101005,   86.1,   58.6,
1950200812, 090307, 100719,  100.4,   60.5,
1950200810, 090307, 100420,  115.6,   91.8,
1950200809, 090307, 100225,  126.1,  126.9,
1950200807, 090307, 095859,  150.6,  147.5,
1950200805, 090307, 095219,  175.4,  186.5,
1960200822, 100307, 101222,    5.0,   57.6,
1960200819, 100307, 100929,   23.7,   55.7,
1960200817, 100307, 100651,   44.9,   56.6,
1960200816, 100307, 100513,   60.8,   55.7,
1960200815, 100307, 100342,   76.6,   54.7,
1960200814, 100307, 100228,   85.1,   48.8,
1960200812, 100307, 100007,   99.5,   47.9,
1960200810, 100307, 095748,  116.8,   44.9,
1960200809, 100307, 095633,  124.7,   56.6,
1960200807, 100307, 095357,  149.8,   65.4,
1960200805, 100307, 095107,  176.7,  129.9,
1970200822, 120207, 112805,    5.8,   91.8,
1970200819, 120207, 112415,   24.8,   60.5,
1970200817, 120207, 112131,   44.5,   57.6,
1970200816, 120207, 112010,   60.4,   59.6,
1970200815, 120207, 111850,   74.7,   59.6,
1970200814, 120207, 111740,   84.5,   62.5,
1970200812, 120207, 111505,  100.2,   68.4,
1970200810, 120207, 111253,  115.2,  150.4,
1970200809, 120207, 111130,  124.9,  172.9,
1970200807, 120207, 110844,  150.9,  258.8,
1970200805, 120207, 110605,  175.8,  314.5,
1980200922, 122107, 102625,    7.5,   67.4,
1980200919, 122107, 102300,   25.4,   68.4,
1980200917, 122107, 102034,   46.5,   68.4,
1980200916, 122107, 101934,   61.3,   70.3,
1980200915, 122107, 101803,   76.1,   72.3,
1980200914, 122107, 101702,   84.9,   73.2,
1980200912, 122107, 101502,   98.9,   72.3,
1980200910, 122107, 101302,  114.9,   86.9,
1980200909, 122107, 101147,  125.9,  105.5,
1980200907, 122107, 100937,  149.4,  116.2,
1980200905, 122107, 100722,  174.7,  176.8,
1990200822, 013008, 103450,    6.9,   56.6,
1990200819, 013008, 103020,   25.8,   57.6,
1990200817, 013008, 102735,   44.8,   56.6,
1990200816, 013008, 102609,   58.8,   55.7,
1990200815, 013008, 102416,   75.8,   55.7,
1990200814, 013008, 102240,   84.6,   57.6,
1990200812, 013008, 101940,  100.2,   58.6,
1990200810, 013008, 101705,  114.6,  105.5,
1990200809, 013008, 101552,  124.0,  138.7,
1990200807, 013008, 101321,  148.6,  134.8,
1990200805, 013008, 101022,  173.9,  211.9,
2000200722, 022408, 072123,    7.7,   57.6,
2000200719, 022408, 071646,   26.5,   58.6,
2000200717, 022408, 071400,   44.4,   57.6,
2000200716, 022408, 071240,   60.4,   60.5,
2000200715, 022408, 071110,   74.9,   59.6,
2000200714, 022408, 070945,   86.1,   60.5,
2000200712, 022408, 070700,  100.1,   63.5,
2000200710, 022408, 070410,  115.3,   79.1,
2000200709, 022408, 070230,  124.1,  107.4,
2000200707, 022408, 065751,  150.3,  189.5,
2000200705, 022408, 065433,  175.7,  255.9,
2010200722, 052808, 071044,    8.1,  108.4,
2010200719, 052808, 070644,   25.9,   52.7,
2010200717, 052808, 070409,   45.6,   39.1,
2010200716, 052808, 070233,   60.9,   55.7,
2010200715, 052808, 070114,   75.9,   36.1,
2010200714, 052808, 065955,   85.9,   33.2,
2010200712, 052808, 065624,  100.3,   27.3,
2010200710, 052808, 065349,  115.7,   26.4,
2010200709, 052808, 065220,  126.2,   26.4,
2010200707, 052808, 064853,  150.4,   44.9,
2010200705, 052808, 064608,  175.3,  160.2,
2020200722, 062608, 071610,    7.8,   59.6,
2020200719, 062608, 071206,   25.1,   58.6,
2020200717, 062608, 070940,   45.3,   57.6,
2020200716, 062608, 070820,   60.1,   56.6,
2020200715, 062608, 070710,   73.6,   48.8,
2020200714, 062608, 070556,   84.6,   53.7,
2020200712, 062608, 070316,   99.5,   70.3,
2020200710, 062608, 070036,  114.9,   90.8,
2020200709, 062608, 065907,  124.3,  113.3,
2020200707, 062608, 065612,  150.6,  203.1,
2020200705, 062608, 065251,  175.1,  323.3,
2030200822, 072708, 071735,   14.9,   94.7,
2030200819, 072708, 071434,   24.4,   95.7,
2030200817, 072708, 071039,   45.0,   65.4,
2030200816, 072708, 070859,   59.6,   63.5,
2030200815, 072708, 070654,   74.4,   54.7,
2030200814, 072708, 070514,   85.6,   51.8,
2030200812, 072708, 070219,   99.7,   57.6,
2030200810, 072708, 065925,  114.7,   74.2,
2030200809, 072708, 065730,  125.5,   82.0,
2030200807, 072708, 065429,  149.6,   88.9,
2030200805, 072708, 065129,  173.9,  151.4,
2040200722, 081708, 070712,    7.7,   58.6,
2040200719, 081708, 070326,   24.6,   58.6,
2040200717, 081708, 070051,   45.9,   43.9,
2040200716, 081708, 065932,   59.7,   49.8,
2040200715, 081708, 065812,   76.2,   63.5,
2040200714, 081708, 065707,   84.5,   65.4,
2040200712, 081708, 065453,  100.8,   77.1,
2040200710, 081708, 065231,  115.1,   94.7,
2040200709, 081708, 065122,  124.8,  108.4,
2040200707, 081708, 064853,  149.7,  124.0,
2040200705, 081708, 064626,  174.1,  142.6,
2050200722, 101108, 071646,    6.0,    3.9,
2050200719, 101108, 071151,   25.1,    3.9,
2050200717, 101108, 070921,   45.8,    5.9,
2050200716, 101108, 070756,   60.5,    8.8,
2050200715, 101108, 070621,   75.4,   17.6,
2050200714, 101108, 070501,   85.4,   25.4,
2050200712, 101108, 070226,  100.1,   42.0,
2050200710, 101108, 070006,  114.2,   63.5,
2050200709, 101108, 065826,  124.8,   79.1,
2050200707, 101108, 065531,  149.5,  105.5,
2050200705, 101108, 065211,  175.0,  179.7,
2060200722, 120108, 104106,    7.1,   32.2,
2060200719, 120108, 103527,   23.3,   31.2,
2060200717, 120108, 103152,   43.7,   28.3,
2060200716, 120108, 102938,   58.6,   25.4,
2060200715, 120108, 102742,   74.5,   37.1,
2060200714, 120108, 102623,   84.1,   51.8,
2060200712, 120108, 102318,   98.8,   86.9,
2060200710, 120108, 101912,  115.8,   98.6,
2060200709, 120108, 101738,  123.6,  115.2,
2060200707, 120108, 101343,  150.6,  152.3,
2060200705, 120108, 101023,  175.1,  233.4,
2080200722, 012109, 105811,    7.4,   20.5,
2080200719, 012109, 105342,   24.1,   24.4,
2080200717, 012109, 105001,   44.8,   21.5,
2080200716, 012109, 104822,   60.2,   22.5,
2080200715, 012109, 104641,   74.0,   20.5,
2080200714, 012109, 104522,   83.7,   16.6,
2080200712, 012109, 104211,  100.4,   15.6,
2080200710, 012109, 103921,  113.7,   19.5,
2080200709, 012109, 103741,  124.4,   25.4,
2080200707, 012109, 103422,  149.6,   56.6,
2080200705, 012109, 103112,  175.1,  115.2,
2090200722, 021809, 073952,    8.9,   27.3,
2090200719, 021809, 073522,   24.4,   26.4,
2090200717, 021809, 073222,   44.4,   18.6,
2090200716, 021809, 073052,   59.2,   17.6,
2090200715, 021809, 072917,   75.6,   17.6,
2090200714, 021809, 072702,   84.5,   17.6,
2090200712, 021809, 072422,   98.9,   17.6,
2090200710, 021809, 072122,  115.4,   40.0,
2090200709, 021809, 071917,  125.7,  106.4,
2090200707, 021809, 071617,  149.3,  175.8,
2090200705, 021809, 071322,  174.4,  231.5,
2100200722, 042909, 073807,    5.3,   83.0,
2100200719, 042909, 073431,   24.8,   73.2,
2100200717, 042909, 073111,   45.4,   61.5,
2100200716, 042909, 072910,   59.3,   53.7,
2100200715, 042909, 072708,   74.4,   46.9,
2100200714, 042909, 072529,   85.1,   42.0,
2100200712, 042909, 072220,   99.9,   34.2,
2100200710, 042909, 071805,  114.5,   35.1,
2100200709, 042909, 071624,  125.6,   37.1,
2100200707, 042909, 071239,  149.9,   56.6,
2100200705, 042909, 070830,  176.0,   88.9,
2110200722, 052809, 072631,    4.7,   20.5,
2110200719, 052809, 072317,   25.2,   18.6,
2110200717, 052809, 072005,   45.5,   14.6,
2110200716, 052809, 071839,   60.0,   11.7,
2110200715, 052809, 071716,   75.7,   12.7,
2110200714, 052809, 071554,   85.0,   14.6,
2110200712, 052809, 071315,  100.3,   14.6,
2110200710, 052809, 070939,  115.1,   18.6,
2110200709, 052809, 070814,  124.6,   25.4,
2110200707, 052809, 070451,  149.8,   63.5,
2110200705, 052809, 070119,  175.4,  100.6,
2120200722, 070409, 071834,    5.4,  118.2,
2120200719, 070409, 071344,   24.3,  119.1,
2120200717, 070409, 071038,   44.3,   61.5,
2120200716, 070409, 070901,   60.2,   32.2,
2120200715, 070409, 070715,   74.5,   29.3,
2120200714, 070409, 070525,   85.9,   28.3,
2120200712, 070409, 070150,  100.3,   45.9,
2120200710, 070409, 065855,  115.0,   75.2,
2120200709, 070409, 065655,  124.6,   97.6,
2120200707, 070409, 065325,  150.3,  139.6,
2120200705, 070409, 064952,  174.8,  126.0,
2130201222, 072609, 102400,    5.7,   96.7,
2130201219, 072609, 101725,   25.3,  100.6,
2130201217, 072609, 101405,   45.2,   92.8,
2130201216, 072609, 101210,   59.9,   75.2,
2130201215, 072609, 101035,   74.8,   53.7,
2130201214, 072609, 100834,   85.0,   58.6,
2130201212, 072609, 100540,  100.2,   74.2,
2130201210, 072609, 100244,  115.3,   64.4,
2130201209, 072609, 100114,  124.7,   68.3,
2130201207, 072609, 095755,  149.6,   76.2,
2130201205, 072609, 095220,  174.6,  128.9,
2140200722, 081909, 074618,    6.0,   68.4,
2140200719, 081909, 074027,   24.3,   71.3,
2140200717, 081909, 073737,   45.6,   62.5,
2140200716, 081909, 073552,   58.7,   26.4,
2140200715, 081909, 073405,   73.7,   16.6,
2140200714, 081909, 073214,   85.7,   27.3,
2140200712, 081909, 072937,   98.9,   39.1,
2140200710, 081909, 072617,  116.4,   55.7,
2140200709, 081909, 072406,  124.7,   51.7,
2140200707, 081909, 072101,  153.1,   68.3,
2140200705, 081909, 071807,  174.6,   80.1,
2150200822, 092509, 071802,    5.3,   39.1,
2150200819, 092509, 071442,   24.9,   26.4,
2150200817, 092509, 071142,   44.5,   30.3,
2150200816, 092509, 070953,   61.6,   26.4,
2150200815, 092509, 070659,   69.1,   26.4,
2150200814, 092509, 070452,   85.3,   33.2,
2150200812, 092509, 070203,   99.7,   39.1,
2150200810, 092509, 065850,  115.8,   55.7,
2150200809, 092509, 065723,  123.9,   75.2,
2150200807, 092509, 065402,  149.4,  209.0,
2150200805, 092509, 065039,  175.2,  222.7,
2160200722, 110409, 072049,    4.8,   77.1,
2160200719, 110409, 071738,   23.5,   76.2,
2160200717, 110409, 071423,   45.4,   77.1,
2160200716, 110409, 071249,   58.7,   51.7,
2160200715, 110409, 071108,   75.3,   36.1,
2160200714, 110409, 070943,   84.2,   33.2,
2160200712, 110409, 070654,  100.0,   49.8,
2160200710, 110409, 070353,  114.0,   77.1,
2160200709, 110409, 070213,  125.3,   89.8,
2160200707, 110409, 065854,  150.1,  129.9,
2160200705, 110409, 065548,  174.9,  203.1,
2170200822, 121009, 071556,    4.8,   71.3,
2170200819, 121009, 071304,   24.7,   62.5,
2170200817, 121009, 071034,   44.4,   62.5,
2170200816, 121009, 070845,   59.3,   61.5,
2170200815, 121009, 070724,   75.0,   36.1,
2170200814, 121009, 070603,   85.0,   42.0,
2170200812, 121009, 070310,  100.5,   52.7,
2170200810, 121009, 070024,  113.9,   69.3,
2170200809, 121009, 065837,  125.8,   72.2,
2170200807, 121009, 065554,  149.9,  111.3,
2170200805, 121009, 065324,  174.5,  122.0,
2190200522, 031010, 183350,    4.7,   84.9,
2190200519, 031010, 183121,   25.5,   84.0,
2190200517, 031010, 182852,   45.6,   84.9,
2190200516, 031010, 182739,   59.9,   85.9,
2190200515, 031010, 182621,   75.3,   95.7,
2190200514, 031010, 182523,   85.5,   95.7,
2190200512, 031010, 182306,  101.3,   93.7,
2190200510, 031010, 182109,  114.6,  104.5,
2190200509, 031010, 181952,  125.4,  137.7,
2190200507, 031010, 181706,  150.8,  153.3,
2190200505, 031010, 181441,  172.8,  192.4,
2200200722, 040710, 070439,    4.8,   99.6,
2200200719, 040710, 070126,   25.6,   94.7,
2200200717, 040710, 070027,   45.4,   94.7,
2200200716, 040710, 065917,   59.7,   93.7,
2200200715, 040710, 065754,   76.6,   87.9,
2200200714, 040710, 065655,   85.0,   74.2,
2200200712, 040710, 065459,   99.8,   72.3,
2200200710, 040710, 065303,  115.8,   90.8,
2200200709, 040710, 065201,  124.6,   97.6,
2200200707, 040710, 064950,  151.1,  126.0,
2200200705, 040710, 064745,  175.6,  152.3,
2210200822, 051910, 070624,    4.2,   75.2,
2210200819, 051910, 070204,   24.7,   72.3,
2210200817, 051910, 065955,   45.4,   71.3,
2210200816, 051910, 065844,   60.4,   74.2,
2210200815, 051910, 065735,   74.5,   71.3,
2210200814, 051910, 065629,   85.5,   67.4,
2210200812, 051910, 065419,  100.0,   81.0,
2210200810, 051910, 065216,  115.3,   50.8,
2210200809, 051910, 065109,  125.5,   49.8,
2210200805, 051910, 064640,  175.3,   75.2,
2220200822, 060910, 070850,    5.6,   60.5,
2220200819, 060910, 070619,   25.0,   49.8,
2220200817, 060910, 070404,   45.7,   38.1,
2220200815, 060910, 070134,   74.1,   21.5,
2220200814, 060910, 070025,   86.9,   31.2,
2220200812, 060910, 065805,   98.2,   43.0,
2220200810, 060910, 065549,  113.3,   71.3,
2220200809, 060910, 065424,  124.8,  112.3,
2220200807, 060910, 065150,  146.6,   92.8,
2220200805, 060910, 064845,  175.8,  189.5,
2230200822, 070910, 090108,    5.7,   64.4,
2230200819, 070910, 085554,   25.0,   41.0,
2230200817, 070910, 085208,   44.3,   31.2,
2230200816, 070910, 085018,   59.5,   22.5,
2230200815, 070910, 084749,   74.4,   18.6,
2230200814, 070910, 084559,   84.9,   28.3,
2230200812, 070910, 084244,   99.3,   41.0,
2230200810, 070910, 083859,  114.7,   41.0,
2230200809, 070910, 083705,  125.1,   87.9,
2230200807, 070910, 083344,  149.1,  126.9,
2230200805, 070910, 083048,  174.9,  128.9,
2240200822, 080810, 072006,    5.7,  102.5,
2240200819, 080810, 071448,   25.3,   88.9,
2240200817, 080810, 071241,   45.2,   79.1,
2240200816, 080810, 071104,   60.6,   84.0,
2240200815, 080810, 070934,   75.5,  106.4,
2240200814, 080810, 070802,   85.4,  104.5,
2240200812, 080810, 070533,  100.2,   83.0,
2240200810, 080810, 070259,  115.4,   51.7,
2240200809, 080810, 070141,  125.2,  134.8,
2240200807, 080810, 065858,  150.3,   49.8,
2240200805, 080810, 065628,  175.1,   81.0,
2250200822, 090410, 103953,    5.4,   84.0,
2250200819, 090410, 103418,   25.6,   85.0,
2250200817, 090410, 103034,   45.5,   85.9,
2250200816, 090410, 102853,   60.2,   81.0,
2250200815, 090410, 102658,   76.0,   80.1,
2250200814, 090410, 102449,   84.9,   87.9,
2250200812, 090410, 102148,  100.5,  103.5,
2250200810, 090410, 101829,  115.9,  112.3,
2250200809, 090410, 101653,  125.5,  134.7,
2250200807, 090410, 101333,  150.2,  148.4,
2250200805, 090410, 100958,  175.4,  160.1,
2260200823, 100410, 071552,    7.5,   63.5,
2260200819, 100410, 071201,   26.0,   67.4,
2260200817, 100410, 070911,   45.9,   68.3,
2260200816, 100410, 070736,   61.1,   67.4,
2260200815, 100410, 070552,   75.3,   77.1,
2260200814, 100410, 070427,   84.7,   95.7,
2260200812, 100410, 070147,  100.6,   95.7,
2260200810, 100410, 065901,  115.8,  104.5,
2260200809, 100410, 065726,  125.5,  106.4,
2260200807, 100410, 065407,  150.4,  127.9,
2260200805, 100410, 065056,  174.9,  125.0,
2270200122, 112110, 063606,    5.2,   92.8,
2270200119, 112110, 063357,   24.8,   92.8,
2270200117, 112110, 063159,   44.9,   90.8,
2270200116, 112110, 063053,   59.3,   90.8,
2270200115, 112110, 062950,   74.8,   94.7,
2270200114, 112110, 062849,   85.7,   95.7,
2270200112, 112110, 062657,  100.4,  101.5,
2270200110, 112110, 062450,  113.9,   97.6,
2270200109, 112110, 062351,  124.7,  105.5,
2270200107, 112110, 062142,  150.0,  119.1,
2270200105, 112110, 061939,  174.7,  137.7,
2290200722, 012911, 070207,    2.4,   48.8,
2290200719, 012911, 065817,   24.8,   43.9,
2290200717, 012911, 065538,   44.9,   40.0,
2290200716, 012911, 065407,   60.5,   36.1,
2290200715, 012911, 065243,   74.6,   39.1,
2290200714, 012911, 065112,   85.6,   43.9,
2290200712, 012911, 064847,  101.4,   84.9,
2290200710, 012911, 064627,  116.0,  122.1,
2290200709, 012911, 064512,  125.4,  126.0,
2290200707, 012911, 064228,  150.3,  197.3,
2290200705, 012911, 064007,  176.1,  235.4,
2300200722, 030111, 070431,    7.8,   66.4,
2300200719, 030111, 070031,   26.1,   68.4,
2300200717, 030111, 065737,   45.0,   59.6,
2300200716, 030111, 065547,   60.0,   39.1,
2300200715, 030111, 065357,   75.4,   36.1,
2300200714, 030111, 065227,   85.5,   35.1,
2300200712, 030111, 064936,  100.5,   51.7,
2300200710, 030111, 064637,  115.0,  150.4,
2300200709, 030111, 064446,  126.1,  171.9,
2300200707, 030111, 064107,  150.8,  159.2,
2300200705, 030111, 063741,  174.8,  189.5,
2310200622, 041211, 091442,    6.8,  100.6,
2310200619, 041211, 091152,   25.4,  104.5,
2310200617, 041211, 090912,   44.8,   99.6,
2310200616, 041211, 090742,   61.0,   88.9,
2310200615, 041211, 090537,   75.5,   81.0,
2310200614, 041211, 090358,   85.9,   77.1,
2310200612, 041211, 090057,  101.1,   76.2,
2310200610, 041211, 085814,  115.3,   72.3,
2310200609, 041211, 085642,  125.2,   74.2,
2310200607, 041211, 085332,  150.9,  105.5,
2310200605, 041211, 084942,  175.7,  147.4,
2320200722, 051011, 073142,    5.6,   32.2,
2320200719, 051011, 072917,   26.3,   33.2,
2320200717, 051011, 072717,   44.6,   32.2,
2320200716, 051011, 072612,   60.6,   31.2,
2320200715, 051011, 072507,   75.3,   26.4,
2320200714, 051011, 072402,   85.7,   17.6,
2320200712, 051011, 072202,  100.4,   24.4,
2320200710, 051011, 072008,  114.2,   26.4,
2320200709, 051011, 071907,  125.8,   30.3,
2320200707, 051011, 071657,  150.2,   43.9,
2320200705, 051011, 071447,  174.9,  119.1,
2330200923, 072011, 105026,    6.1,   87.9,
2330200919, 072011, 104721,   24.7,   89.9,
2330200917, 072011, 104441,   44.5,   88.9,
2330200916, 072011, 104257,   59.5,  101.6,
2330200915, 072011, 104116,   74.8,  101.6,
2330200914, 072011, 103956,   84.8,  103.5,
2330200912, 072011, 103716,   99.8,   93.7,
2330200910, 072011, 103436,  114.9,   93.7,
2330200909, 072011, 103316,  124.5,  100.6,
2330200907, 072011, 103036,  149.3,  100.6,
2330200905, 072011, 102742,  174.9,  107.4,
2340200423, 083111, 011915,    5.7,   19.5,
2340200419, 083111, 011525,   24.6,   19.5,
2340200417, 083111, 011311,   44.6,   11.7,
2340200416, 083111, 011141,   60.0,   25.4,
2340200415, 083111, 011010,   74.9,   24.4,
2340200414, 083111, 010840,   84.8,   43.0,
2340200412, 083111, 010625,   99.8,   89.8,
2340200410, 083111, 010405,  114.6,   73.2,
2340200409, 083111, 010301,  124.7,   99.6,
2340200407, 083111, 010025,  149.4,  161.1,
2340200405, 083111, 005730,  173.7,  205.1,
2350200222, 092711, 010815,    5.8,   42.0,
2350200219, 092711, 010414,   25.8,   30.3,
2350200217, 092711, 010109,   45.6,   11.7,
2350200216, 092711, 005914,   60.8,   18.6,
2350200215, 092711, 005709,   76.1,   13.7,
2350200214, 092711, 005529,   85.6,   12.7,
2350200212, 092711, 005240,  100.7,   11.7,
2350200210, 092711, 004939,  115.4,   32.2,
2350200209, 092711, 004759,  125.6,   64.4,
2350200207, 092711, 004417,  150.4,  117.2,
2350200205, 092711, 004107,  176.6,  186.5,
2360200722, 110511, 095852,    5.7,   51.8,
2360200719, 110511, 095617,   24.5,   49.8,
2360200717, 110511, 095352,   45.5,   50.8,
2360200716, 110511, 095242,   60.8,   49.8,
2360200715, 110511, 095112,   74.9,   38.1,
2360200714, 110511, 095017,   84.6,   34.2,
2360200712, 110511, 094837,   99.8,   61.5,
2360200710, 110511, 094647,  114.1,   94.7,
2360200709, 110511, 094553,  125.4,  117.2,
2360200707, 110511, 094407,  149.8,  172.8,
2360200705, 110511, 094202,  173.9,  184.6,
2370200422, 112911, 084830,    6.0,   52.7,
2370200419, 112911, 084633,   24.9,   55.7,
2370200417, 112911, 084459,   45.5,   51.8,
2370200416, 112911, 084356,   59.4,   56.6,
2370200415, 112911, 084303,   74.8,   55.7,
2370200414, 112911, 084157,   84.6,   57.6,
2370200412, 112911, 084020,   99.8,   49.8,
2370200410, 112911, 083836,  116.5,   57.6,
2370200409, 112911, 083735,  124.7,   61.5,
2370200407, 112911, 083552,  150.2,  114.2,
2370200405, 112911, 083402,  175.5,  160.1,
2380200622, 122011, 061318,    5.0,   63.5,
2380200619, 122011, 060907,   24.6,   62.5,
2380200617, 122011, 060638,   43.8,   63.5,
2380200616, 122011, 060512,   59.4,   64.4,
2380200615, 122011, 060347,   73.9,   63.5,
2380200614, 122011, 060227,   85.1,   67.4,
2380200612, 122011, 060003,   99.5,   68.3,
2380200610, 122011, 055732,  115.0,   77.1,
2380200609, 122011, 055612,  123.6,   83.0,
2380200607, 122011, 055307,  149.5,  144.5,
2380200605, 122011, 055007,  175.6,  218.8,
2390200722, 011912, 065446,    5.5,   98.6,
2390200719, 011912, 065255,   25.1,   95.7,
2390200717, 011912, 065121,   44.6,   92.8,
2390200716, 011912, 065026,   61.1,   91.8,
2390200715, 011912, 064926,   76.1,   89.8,
2390200714, 011912, 064840,   83.7,   85.9,
2390200712, 011912, 064706,  101.5,   83.0,
2390200710, 011912, 064541,  116.4,   82.0,
2390200709, 011912, 064451,  126.5,   92.8,
2390200707, 011912, 064306,  151.0,  126.9,
2390200705, 011912, 064111,  175.1,  187.5,
2400200422, 032512, 183439,    6.4,   63.5,
2400200419, 032512, 183110,   25.5,   86.9,
2400200417, 032512, 182855,   45.2,   81.0,
2400200416, 032512, 182712,   60.9,   74.2,
2400200415, 032512, 182540,   76.3,   84.0,
2400200414, 032512, 182439,   85.4,   60.5,
2400200412, 032512, 182242,  102.7,   54.7,
2400200410, 032512, 182042,  116.6,   53.7,
2400200409, 032512, 181950,  125.9,   58.6,
2400200407, 032512, 181731,  150.4,   95.7,
2400200405, 032512, 181510,  176.3,  132.8,
2410201223, 050312, 215925,    5.9,  165.0,
2410201219, 050312, 215638,   23.9,  165.0,
2410201217, 050312, 215435,   43.9,  165.0,
2410201214, 050312, 215107,   83.6,  165.0,
2410201212, 050312, 214842,   98.3,  159.2,
2410201210, 050312, 214650,  112.8,  158.2,
2410201209, 050312, 214554,  124.2,  135.7,
2410201207, 050312, 214343,  150.8,   89.8,
2410201205, 050312, 214110,  174.9,   78.1,
2420201322, 060112, 041458,    4.9,  127.9,
2420201319, 060112, 041239,   24.4,  122.1,
2420201317, 060112, 041034,   45.5,   93.7,
2420201316, 060112, 040929,   59.5,   75.2,
2420201315, 060112, 040824,   74.9,   69.3,
2420201314, 060112, 040724,   84.2,   65.4,
2420201312, 060112, 040524,   99.7,   59.6,
2420201310, 060112, 040329,  115.9,   60.5,
2420201309, 060112, 040224,  126.1,   65.4,
2420201307, 060112, 040001,  148.5,   76.2,
2420201305, 060112, 035734,  175.6,  121.1,
2430200822, 062712, 162419,    5.7,  127.9,
2430200819, 062712, 162214,   25.6,  126.9,
2430200817, 062712, 162019,   45.2,  130.8,
2430200816, 062712, 161924,   59.8,  114.2,
2430200815, 062712, 161819,   74.8,   61.5,
2430200814, 062712, 161730,   85.0,   93.7,
2430200812, 062712, 161549,   99.8,  103.5,
2430200810, 062712, 161414,  114.7,  111.3,
2430200809, 062712, 161319,  124.0,   63.5,
2430200807, 062712, 161129,  150.3,  159.2,
2430200805, 062712, 160929,  174.9,  177.7,
2440200722, 080112, 065902,   10.5,  120.1,
2440200719, 080112, 065632,   25.8,  120.1,
2440200717, 080112, 065357,   45.4,  109.4,
2440200716, 080112, 065242,   60.4,   95.7,
2440200715, 080112, 065132,   75.1,   80.1,
2440200714, 080112, 065027,   85.5,   61.5,
2440200712, 080112, 064817,  100.4,  117.2,
2440200710, 080112, 064547,  115.4,  127.9,
2440200709, 080112, 064447,  125.6,  148.4,
2440200707, 080112, 064216,  150.2,  175.8,
2440200705, 080112, 063957,  174.9,  168.9,
2450200622, 081812, 065730,    4.9,  162.1,
2450200619, 081812, 065500,   25.4,  163.1,
2450200617, 081812, 065310,   45.3,  120.1,
2450200616, 081812, 065211,   60.3,  107.4,
2450200615, 081812, 065109,   75.0,   97.6,
2450200614, 081812, 065014,   85.1,   90.8,
2450200612, 081812, 064926,  100.0,   71.3,
2450200610, 081812, 064704,  115.4,   73.2,
2450200609, 081812, 064609,  125.3,   84.0,
2450200607, 081812, 064424,  150.1,  118.1,
2450200605, 081812, 064225,  175.5,  133.8,
2460200622, 091512, 070559,    5.7,  170.9,
2460200619, 091512, 070340,   25.5,  166.0,
2460200617, 091512, 070210,   44.7,  169.9,
2460200616, 091512, 070121,   60.4,  156.3,
2460200615, 091512, 070020,   75.4,  117.2,
2460200614, 091512, 065929,   85.1,  116.2,
2460200612, 091512, 065809,  100.2,  139.6,
2460200610, 091512, 065638,  115.1,  112.3,
2460200609, 091512, 065559,  125.1,  109.4,
2460200607, 091512, 065355,  150.7,  127.9,
2460200605, 091512, 065200,  175.4,  136.7,
2470200622, 100812, 074841,    4.5,  162.1,
2470200619, 100812, 074631,   25.5,  163.1,
2470200617, 100812, 074441,   45.5,  161.1,
2470200616, 100812, 074331,   60.7,  150.4,
2470200615, 100812, 074231,   75.3,  114.3,
2470200614, 100812, 074141,   85.3,   84.0,
2470200612, 100812, 073951,  100.2,   82.0,
2470200610, 100812, 073800,  115.3,   92.8,
2470200609, 100812, 073702,  125.3,  100.6,
2470200607, 100812, 073511,  149.9,  107.4,
2470200605, 100812, 073306,  175.2,  144.5,
2480200622, 120412, 083046,    7.0,  103.5,
2480200619, 120412, 082722,   26.5,  108.4,
2480200617, 120412, 082502,   46.9,  120.1,
2480200616, 120412, 082347,   60.3,   99.6,
2480200615, 120412, 082232,   75.9,   98.6,
2480200614, 120412, 082122,   86.8,   98.6,
2480200612, 120412, 081921,  101.1,   88.9,
