botid, date, time, press, llp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
0770200618, 103096, 131508,   30.1,   19.5,
0770200617, 103096, 131406,   34.6,   18.6,
0770200616, 103096, 131302,   39.9,   24.4,
0770200615, 103096, 131206,   43.7,   19.5,
0770200612, 103096, 130932,   63.1,   89.4,
0770200610, 103096, 130734,   83.5,  125.0,
0770200608, 103096, 130548,  104.0,  153.3,
0770200606, 103096, 130346,  123.5,  159.2,
0770200604, 103096, 130126,  174.2,  312.6,
0780200621, 121196, 093257,    4.3,   16.6,
0780200620, 121196, 093133,   14.6,   15.6,
0780200618, 121196, 092945,   24.2,   12.7,
0780200617, 121196, 092821,   35.0,   12.7,
0780200616, 121196, 092653,   44.5,   11.7,
0780200615, 121196, 092535,   59.5,   12.7,
0780200614, 121196, 092411,   74.2,   12.7,
0780200611, 121196, 092011,  105.1,   47.4,
0780200609, 121196, 091743,  125.0,   88.9,
0780200607, 121196, 091445,  149.4,  150.4,
0780200605, 121196, 091213,  174.7,  233.4,
0780200603, 121196, 090913,  199.9,  319.4,
0790200622, 010897, 080555,    4.3,   27.3,
0790200621, 010897, 080433,   14.2,   28.3,
0790200619, 010897, 080311,   24.3,   28.3,
0790200618, 010897, 080143,   34.4,   28.3,
0790200617, 010897, 080003,   44.2,   30.3,
0790200616, 010897, 075835,   59.3,   48.8,
0790200615, 010897, 075713,   75.0,   56.6,
0790200612, 010897, 075301,  104.5,   76.7,
0790200610, 010897, 075025,  124.9,  119.1,
0790200608, 010897, 074717,  149.9,  152.3,
0790200606, 010897, 074431,  175.0,  203.1,
0790200604, 010897, 074139,  199.8,  244.2,
0800200622, 021897, 070826,    4.5,   37.1,
0800200621, 021897, 070712,   15.2,   38.1,
0800200619, 021897, 070558,   24.5,   39.1,
0800200618, 021897, 070438,   33.9,   40.0,
0800200617, 021897, 070324,   44.4,   35.2,
0800200616, 021897, 070158,   60.1,   34.2,
0800200615, 021897, 070040,   74.5,   38.1,
0800200612, 021897, 065708,  104.7,   45.9,
0800200610, 021897, 065434,  124.5,   36.1,
0800200608, 021897, 065144,  150.0,   34.2,
0800200606, 021897, 064920,  174.1,   65.4,
0810200622, 031297, 070732,    4.5,   16.7,
0810200621, 031297, 070624,   14.5,   14.2,
0810200619, 031297, 070456,   24.8,   12.9,
0810200618, 031297, 070344,   35.5,   21.1,
0810200617, 031297, 070232,   44.6,    9.6,
0810200616, 031297, 070114,   59.9,   19.3,
0810200615, 031297, 065946,   75.2,   21.6,
0810200612, 031297, 065606,  105.0,   34.1,
0810200609, 031297, 065306,  124.2,   59.9,
0810200607, 031297, 065036,  150.2,  128.5,
0810200605, 031297, 064826,  174.6,  242.6,
0820200622, 040997, 070830,    5.1,   16.5,
0820200621, 040997, 070724,   15.2,   16.5,
0820200619, 040997, 070614,   25.4,   14.5,
0820200618, 040997, 070504,   34.9,   12.9,
0820200617, 040997, 070352,   44.3,   14.3,
0820200616, 040997, 070204,   60.1,   33.7,
0820200615, 040997, 070052,   75.0,  106.4,
0820200612, 040997, 065718,  105.1,  208.1,
0820200610, 040997, 065444,  125.0,  266.2,
0820200608, 040997, 065216,  149.9,  358.5,
0820200606, 040997, 065002,  175.1,  442.4,
0830200624, 050797, 070134,    4.2,   47.2,
0830200623, 050797, 070040,   14.7,   47.1,
0830200622, 050797, 065942,   25.0,   49.8,
0830200621, 050797, 065846,   34.6,   47.3,
0830200620, 050797, 065754,   45.3,   48.0,
0830200619, 050797, 065644,   59.9,   40.0,
0830200618, 050797, 065548,   74.6,   41.1,
0830200615, 050797, 065246,  104.5,   49.0,
0830200613, 050797, 065100,  124.6,   46.6,
0830200607, 050797, 064708,  149.1,   82.7,
0830200605, 050797, 064450,  174.1,  127.9,
0830200603, 050797, 064232,  199.8,  189.4,
0840200622, 060497, 065837,    5.2,   39.2,
0840200621, 060497, 065741,   15.3,   41.0,
0840200619, 060497, 065633,   24.7,   40.7,
0840200618, 060497, 065521,   35.2,   40.6,
0840200617, 060497, 065435,   45.6,   38.2,
0840200616, 060497, 065339,   60.6,   37.9,
0840200615, 060497, 065231,   75.4,   32.0,
0840200612, 060497, 064945,  104.6,   25.5,
0840200610, 060497, 064753,  124.6,   65.5,
0840200608, 060497, 064605,  149.3,  148.0,
0840200606, 060497, 064407,  175.0,  181.6,
0840200604, 060497, 064157,  199.9,  253.3,
0850200622, 070997, 070701,    5.1,   29.3,
0850200621, 070997, 070541,   14.8,   29.8,
0850200619, 070997, 070421,   24.4,   30.4,
0850200618, 070997, 070305,   35.8,   28.7,
0850200617, 070997, 070151,   45.3,   28.2,
0850200616, 070997, 070033,   59.4,   25.9,
0850200615, 070997, 065909,   75.3,   34.0,
0850200612, 070997, 065531,  104.3,   46.7,
0850200610, 070997, 065317,  124.3,   89.3,
0850200608, 070997, 065037,  150.1,  113.6,
0850200606, 070997, 064741,  174.2,  169.4,
0860200222, 080297, 080201,    4.6,   17.6,
0860200221, 080297, 080101,   14.3,   17.6,
0860200219, 080297, 075937,   24.9,   19.5,
0860200218, 080297, 075811,   35.3,   20.5,
0860200217, 080297, 075715,   43.9,   15.6,
0860200216, 080297, 075613,   59.9,   10.7,
0860200215, 080297, 075501,   77.3,    9.8,
0860200212, 080297, 075213,  101.7,   24.9,
0860200210, 080297, 074953,  124.7,   82.0,
0860200208, 080297, 074755,  149.5,  146.5,
0860200206, 080297, 074559,  175.0,  174.8,
0860200204, 080297, 074401,  199.6,  249.1,
0870200222, 092597, 090724,    4.5,    7.8,
0870200221, 092597, 090604,   14.0,    7.8,
0870200219, 092597, 090440,   25.2,    8.8,
0870200217, 092597, 090208,   44.7,    7.8,
0870200216, 092597, 090042,   59.6,    6.8,
0870200215, 092597, 085908,   75.5,    7.8,
0870200212, 092597, 085544,  104.6,   23.9,
0870200210, 092597, 085332,  125.0,   53.7,
0870200208, 092597, 085100,  149.6,   94.7,
0870200206, 092597, 084840,  174.3,  164.1,
0870200204, 092597, 084616,  198.4,  133.8,
0880200221, 120597, 050854,    5.3,   29.3,
0880200220, 120597, 050746,   14.6,   31.2,
0880200219, 120597, 050632,   25.3,   29.3,
0880200218, 120597, 050524,   33.2,   28.3,
0880200217, 120597, 050412,   43.6,   28.3,
0880200216, 120597, 050305,   59.4,   27.3,
0880200215, 120597, 050152,   73.8,   29.3,
0880200212, 120597, 045828,  106.7,   28.8,
0880200210, 120597, 045609,  124.5,   49.8,
0880200208, 120597, 045353,  148.7,  115.2,
0880200206, 120597, 045143,  173.6,  218.8,
0890200622, 011198, 070203,    4.6,   37.1,
0890200621, 011198, 070037,   14.7,   30.3,
0890200619, 011198, 065903,   24.6,   25.4,
0890200618, 011198, 065743,   34.6,   24.4,
0890200617, 011198, 065623,   43.6,   26.4,
0890200616, 011198, 065443,   59.1,    7.8,
0890200615, 011198, 065317,   75.3,    9.8,
0890200612, 011198, 064953,  104.3,   41.5,
0890200610, 011198, 064733,  124.4,   71.3,
0890200608, 011198, 064517,  149.4,  137.7,
0890200606, 011198, 064257,  173.6,  223.7,
0900200522, 021998, 060516,    5.1,   20.5,
0900200521, 021998, 060402,   13.8,   21.5,
0900200519, 021998, 060222,   24.5,   19.5,
0900200518, 021998, 060042,   34.9,   18.6,
0900200517, 021998, 055926,   44.6,   17.6,
0900200516, 021998, 055752,   59.5,   15.6,
0900200515, 021998, 055616,   74.0,   18.6,
0900200512, 021998, 055232,  105.2,   62.0,
0900200510, 021998, 054952,  125.8,  107.4,
0900200508, 021998, 054712,  149.0,  155.3,
0900200506, 021998, 054422,  174.2,  197.3,
0900200504, 021998, 054146,  199.8,  241.3,
0910200622, 031898, 070348,    4.1,   36.1,
0910200621, 031898, 070238,   14.8,   39.1,
0910200619, 031898, 070122,   25.7,   36.1,
0910200618, 031898, 070002,   34.9,   29.3,
0910200617, 031898, 065852,   44.9,   24.4,
0910200616, 031898, 065732,   59.7,   26.4,
0910200615, 031898, 065612,   74.6,   34.2,
0910200612, 031898, 065252,  105.1,   43.5,
0910200610, 031898, 065032,  124.6,   45.9,
0910200608, 031898, 064808,  149.3,   66.4,
0910200606, 031898, 064548,  174.8,  184.6,
0920200622, 041598, 070718,    5.1,   35.2,
0920200621, 041598, 070618,   14.1,   34.2,
0920200619, 041598, 070502,   25.1,   35.2,
0920200618, 041598, 070404,   34.1,   33.2,
0920200617, 041598, 070304,   45.5,   32.2,
0920200616, 041598, 070148,   60.3,   33.2,
0920200615, 041598, 070034,   74.3,   33.2,
0920200612, 041598, 065718,  104.3,   29.8,
0920200610, 041598, 065518,  124.9,   30.3,
0920200608, 041598, 065318,  148.8,   42.0,
0920200606, 041598, 065104,  177.1,   41.0,
0930200622, 051398, 070747,    4.4,   65.4,
0930200621, 051398, 070623,   14.8,   65.4,
0930200619, 051398, 070453,   24.9,   66.4,
0930200618, 051398, 070348,   35.1,   61.5,
0930200617, 051398, 070242,   44.7,   55.7,
0930200616, 051398, 070122,   59.8,   50.8,
0930200615, 051398, 070007,   74.6,   58.6,
0930200612, 051398, 065634,  104.8,   60.0,
0930200610, 051398, 065422,  125.2,   53.7,
0930200608, 051398, 065151,  151.0,  124.0,
0930200606, 051398, 064926,  174.8,  160.2,
0940200322, 061798, 081229,    5.6,   76.2,
0940200321, 061798, 081124,   14.9,   80.1,
0940200319, 061798, 080949,   25.3,   79.1,
0940200318, 061798, 080829,   35.7,   77.1,
0940200317, 061798, 080724,   45.9,   64.4,
0940200316, 061798, 080609,   60.4,   58.6,
0940200315, 061798, 080449,   74.7,   56.6,
0940200312, 061798, 080109,  105.4,   59.6,
0940200310, 061798, 075849,  125.8,   90.8,
0940200308, 061798, 075624,  150.4,  149.4,
0940200306, 061798, 075344,  175.4,  185.5,
0950200322, 071598, 080955,    5.6,   23.4,
0950200321, 071598, 080831,   14.5,   28.3,
0950200319, 071598, 080700,   25.3,   24.4,
0950200318, 071598, 080543,   36.0,   27.3,
0950200317, 071598, 080427,   45.2,   26.4,
0950200316, 071598, 080304,   61.1,   49.8,
0950200315, 071598, 080131,   75.6,   62.5,
0950200312, 071598, 075728,  105.4,   43.5,
0950200310, 071598, 075436,  125.4,   83.0,
0950200308, 071598, 075137,  150.8,  145.5,
0950200306, 071598, 074836,  174.5,  188.5,
0960200322, 081098, 070726,    5.3,   63.5,
0960200321, 081098, 070615,   15.1,   69.3,
0960200319, 081098, 070450,   25.8,   70.3,
0960200318, 081098, 070335,   35.5,   78.1,
0960200317, 081098, 070222,   46.1,  101.6,
0960200316, 081098, 070050,   60.6,  113.3,
0960200315, 081098, 065930,   75.1,  120.1,
0960200312, 081098, 065550,  105.6,  114.2,
0960200310, 081098, 065330,  125.4,  133.8,
0960200308, 081098, 065020,  150.2,  121.1,
0960200306, 081098, 064755,  176.0,  215.8,
0960200304, 081098, 064516,  199.7,  241.2,
0970200322, 092898, 080422,    5.0,   43.0,
0970200321, 092898, 080312,   15.8,   43.0,
0970200319, 092898, 080157,   25.9,   43.0,
0970200318, 092898, 080047,   35.8,   42.0,
0970200317, 092898, 075937,   45.7,   40.0,
0970200316, 092898, 075817,   59.8,   40.0,
0970200315, 092898, 075707,   75.0,   43.0,
0970200312, 092898, 075342,  105.5,   64.9,
0970200310, 092898, 075132,  125.7,   79.1,
0970200308, 092898, 074912,  149.9,  107.4,
0970200306, 092898, 074637,  175.5,  149.4,
0980200622, 101998, 080414,    4.8,   38.1,
0980200621, 101998, 080310,   14.9,   39.1,
0980200619, 101998, 080152,   25.4,   47.8,
0980200618, 101998, 080055,   35.0,   42.0,
0980200617, 101998, 075950,   45.1,   41.0,
0980200616, 101998, 075850,   60.1,   35.2,
0980200615, 101998, 075741,   74.8,   53.7,
0980200612, 101998, 075440,  105.2,   35.6,
0980200610, 101998, 075220,  125.7,   80.1,
0980200608, 101998, 075020,  149.9,   97.7,
0980200606, 101998, 074810,  175.2,  132.8,
0990200622, 111198, 070340,    5.5,   38.1,
0990200621, 111198, 070233,   15.6,   36.1,
0990200619, 111198, 070118,   25.7,   36.1,
0990200618, 111198, 070011,   35.6,   36.1,
0990200617, 111198, 065903,   45.7,   34.2,
0990200616, 111198, 065742,   60.4,   33.2,
0990200615, 111198, 065622,   75.7,   31.2,
0990200612, 111198, 065246,  105.3,   58.1,
0990200610, 111198, 065025,  125.5,  102.5,
0990200608, 111198, 064758,  150.7,  187.5,
0990200606, 111198, 064526,  175.4,  279.3,
1000200623, 120998, 090212,    5.9,   48.8,
1000200621, 120998, 090051,   15.7,   48.8,
1000200619, 120998, 085942,   25.7,   48.8,
1000200618, 120998, 085842,   30.2,   47.8,
1000200617, 120998, 085727,   45.8,   47.8,
1000200616, 120998, 085616,   60.0,   50.8,
1000200615, 120998, 085456,   75.6,   51.7,
1000200612, 120998, 085126,  105.6,   63.5,
1000200610, 120998, 084917,  126.3,  105.5,
1000200608, 120998, 084642,  150.9,  134.8,
1000200606, 120998, 084426,  175.5,  133.8,
1010200622, 011399, 095757,    5.2,   69.3,
1010200621, 011399, 095657,   15.0,   66.4,
1010200619, 011399, 095552,   24.9,   57.6,
1010200618, 011399, 095452,   35.8,   70.3,
1010200617, 011399, 095352,   44.9,   71.3,
1010200616, 011399, 095252,   59.5,   67.4,
1010200615, 011399, 095132,   74.6,   70.3,
1010200612, 011399, 094832,  105.4,   72.7,
1010200610, 011399, 094633,  125.6,   79.1,
1010200608, 011399, 094432,  150.0,   99.6,
1010200606, 011399, 094232,  175.6,  139.6,
1010200604, 011399, 094032,  199.7,  165.0,
1020200422, 021899, 092754,    5.1,   52.7,
1020200421, 021899, 092649,   16.1,   53.7,
1020200419, 021899, 092538,   26.1,   53.7,
1020200418, 021899, 092434,   35.2,   53.7,
1020200417, 021899, 092334,   45.5,   53.7,
1020200416, 021899, 092229,   60.9,   64.4,
1020200415, 021899, 092129,   76.1,   56.6,
1020200412, 021899, 091828,  105.6,   55.7,
1020200410, 021899, 091630,  126.0,   39.1,
1020200408, 021899, 091424,  150.8,  159.2,
1020200406, 021899, 091215,  175.6,  209.0,
1030200622, 031799, 080014,    5.3,   67.4,
1030200621, 031799, 075904,   15.7,   68.4,
1030200619, 031799, 075742,   25.7,   68.4,
1030200618, 031799, 075643,   33.8,   69.3,
1030200617, 031799, 075535,   45.4,   70.3,
1030200616, 031799, 075418,   60.7,   68.4,
1030200615, 031799, 075303,   75.3,   57.6,
1030200612, 031799, 074937,  105.5,   69.3,
1030200610, 031799, 074733,  125.6,   54.7,
1030200608, 031799, 074517,  150.6,   66.4,
1030200606, 031799, 074255,  176.3,  186.5,
1040200823, 041499, 095713,    4.7,   70.3,
1040200822, 041499, 095614,   14.9,   62.5,
1040200820, 041499, 095503,   25.1,   60.5,
1040200819, 041499, 095404,   35.4,   61.5,
1040200818, 041499, 095309,   45.3,   61.5,
1040200817, 041499, 095205,   59.0,   61.5,
1040200816, 041499, 095058,   75.1,   62.5,
1040200813, 041499, 094749,  104.2,   64.9,
1040200811, 041499, 094613,  124.0,   60.5,
1040200809, 041499, 094418,  149.4,   48.8,
1040200808, 041499, 094318,  174.5,   45.9,
1040200807, 041499, 094204,  199.1,   63.5,
1050200622, 051099, 080152,    5.3,   43.9,
1050200621, 051099, 080052,   15.1,   43.9,
1050200619, 051099, 075947,   24.6,   45.9,
1050200618, 051099, 075847,   34.9,   43.9,
1050200617, 051099, 075746,   44.8,   43.9,
1050200616, 051099, 075646,   59.7,   40.0,
1050200615, 051099, 075546,   75.7,   44.9,
1050200612, 051099, 075247,  104.6,   53.7,
1050200610, 051099, 075047,  124.9,   68.3,
1050200608, 051099, 074842,  150.1,  192.4,
1050200606, 051099, 074632,  177.2,  338.0,
1050200604, 051099, 074432,  197.8,  424.0,
1060200622, 071499, 080210,    4.3,   74.2,
1060200621, 071499, 080045,   14.6,   76.2,
1060200619, 071499, 075921,   24.7,   76.2,
1060200618, 071499, 075810,   33.8,   75.2,
1060200617, 071499, 075640,   44.4,   74.2,
1060200616, 071499, 075530,   59.4,   62.5,
1060200615, 071499, 075415,   73.9,   71.3,
1060200612, 071499, 075030,  104.6,   75.7,
1060200610, 071499, 074820,  124.2,  107.4,
1060200608, 071499, 074620,  149.5,   84.9,
1060200606, 071499, 074420,  174.2,   51.7,
1070200922, 081499, 075717,    4.6,   40.0,
1070200921, 081499, 075613,   14.0,   38.1,
1070200919, 081499, 075501,   25.0,   39.1,
1070200918, 081499, 075358,   34.6,   43.0,
1070200917, 081499, 075257,   44.4,   35.2,
1070200916, 081499, 075142,   60.0,   79.1,
1070200915, 081499, 075021,   75.0,   92.8,
1070200912, 081499, 074720,  104.7,  143.6,
1070200910, 081499, 074523,  124.5,  173.8,
1070200908, 081499, 074313,  149.7,  381.9,
1070200906, 081499, 074102,  174.6,  347.7,
1080200622, 101599, 085501,    5.0,   61.5,
1080200621, 101599, 085356,   15.1,   60.5,
1080200619, 101599, 085241,   24.6,   62.5,
1080200618, 101599, 085141,   34.9,   64.5,
1080200617, 101599, 085041,   44.2,   63.5,
1080200616, 101599, 084931,   59.4,   63.5,
1080200615, 101599, 084832,   74.1,   62.5,
1080200612, 101599, 084527,  105.3,  100.6,
1080200610, 101599, 084321,  123.8,   42.0,
1080200608, 101599, 084126,  149.7,  155.3,
1080200606, 101599, 083926,  174.9,  184.5,
1080200604, 101599, 083731,  200.0,  196.3,
1090200622, 110999, 065637,    5.3,   34.2,
1090200621, 110999, 065541,   14.9,   38.1,
1090200619, 110999, 065436,   25.3,   39.1,
1090200618, 110999, 065341,   35.0,   40.0,
1090200617, 110999, 065246,   45.1,   39.1,
1090200616, 110999, 065146,   60.1,   42.0,
1090200615, 110999, 065047,   74.9,   52.7,
1090200612, 110999, 064752,  104.1,  121.6,
1090200610, 110999, 064551,  124.4,  144.5,
1090200608, 110999, 064356,  150.1,  167.0,
1090200606, 110999, 064156,  174.7,  219.7,
1090200604, 110999, 063951,  199.5,  291.1,
1100200623, 121599, 075536,    4.6,   65.4,
1100200621, 121599, 075436,   14.9,   67.4,
1100200619, 121599, 075335,   24.3,   51.8,
1100200618, 121599, 075241,   34.5,   67.4,
1100200617, 121599, 075146,   44.8,   65.4,
1100200616, 121599, 075046,   59.6,   63.5,
1100200615, 121599, 074945,   74.5,   59.6,
1100200612, 121599, 074705,  104.6,   76.2,
1100200610, 121599, 074516,  124.8,  126.9,
1100200608, 121599, 074316,  149.6,  183.6,
1100200606, 121599, 074116,  174.6,  236.3,
1110200622, 020300, 070624,    4.4,   47.8,
1110200621, 020300, 070456,   14.3,   51.7,
1110200619, 020300, 070322,   24.6,   48.8,
1110200618, 020300, 070159,   34.7,   48.8,
1110200617, 020300, 070044,   44.7,   33.2,
1110200616, 020300, 065913,   59.7,   36.1,
1110200615, 020300, 065732,   74.7,   37.1,
1110200612, 020300, 065325,  104.5,   43.0,
1110200610, 020300, 065035,  124.3,   96.7,
1110200608, 020300, 064738,  150.1,  172.9,
1110200606, 020300, 064439,  175.2,  214.9,
1120200722, 030100, 065558,    4.5,   85.9,
1120200721, 030100, 065459,   15.3,   78.1,
1120200719, 030100, 065349,   25.1,   85.0,
1120200718, 030100, 065243,   34.3,   79.1,
1120200717, 030100, 065139,   45.7,   79.1,
1120200716, 030100, 065039,   59.4,   82.0,
1120200715, 030100, 064934,   75.6,   60.5,
1120200712, 030100, 064629,  105.5,  111.3,
1120200710, 030100, 064434,  124.0,  138.7,
1120200708, 030100, 064234,  148.6,  128.9,
1120200706, 030100, 064009,  174.5,  195.3,
1130200622, 032900, 075439,    4.6,   43.9,
1130200621, 032900, 075340,   14.3,   40.0,
1130200619, 032900, 075231,   23.5,   41.0,
1130200618, 032900, 075130,   33.8,   39.1,
1130200617, 032900, 075031,   44.7,   42.0,
1130200616, 032900, 074929,   59.7,   43.0,
1130200615, 032900, 074821,   74.2,   31.2,
1130200612, 032900, 074526,  103.9,   30.3,
1130200610, 032900, 074321,  125.2,   31.2,
1130200608, 032900, 074121,  149.3,  135.7,
1130200606, 032900, 073923,  174.8,  178.7,
1140200622, 042600, 075937,    4.9,   89.9,
1140200621, 042600, 075829,   14.9,   89.9,
1140200619, 042600, 075709,   25.0,   92.8,
1140200618, 042600, 075603,   35.5,   91.8,
1140200617, 042600, 075502,   44.7,   85.9,
1140200616, 042600, 075347,   60.7,   85.9,
1140200615, 042600, 075153,   75.0,   93.8,
1140200612, 042600, 074843,  104.0,   99.1,
1140200610, 042600, 074633,  124.6,   62.5,
1140200608, 042600, 074423,  149.3,  107.4,
1140200606, 042600, 074216,  174.2,  237.3,
1150200624, 052400, 075836,    4.9,   85.0,
1150200622, 052400, 075717,   15.1,  109.4,
1150200620, 052400, 075555,   25.1,   84.0,
1150200619, 052400, 075449,   35.0,   85.0,
1150200617, 052400, 075335,   45.3,   80.1,
1150200616, 052400, 075224,   59.8,   57.6,
1150200615, 052400, 075120,   74.1,   43.9,
1150200614, 052400, 075018,   84.9,   31.2,
1150200613, 052400, 074918,   94.8,   53.2,
1150200612, 052400, 074814,  104.2,   65.4,
1150200611, 052400, 074713,  114.0,   65.4,
1150200610, 052400, 074605,  124.2,   66.4,
1150200609, 052400, 074506,  134.3,   71.3,
1150200608, 052400, 074357,  150.2,   87.9,
1150200607, 052400, 074256,  159.8,  111.3,
1150200606, 052400, 074150,  175.1,  101.5,
1150200605, 052400, 074044,  185.8,  109.4,
1150200604, 052400, 073930,  199.4,  151.4,
1160200722, 062100, 080017,    4.6,   62.5,
1160200721, 062100, 075852,   14.4,   58.6,
1160200719, 062100, 075731,   24.7,   62.5,
1160200718, 062100, 075628,   34.3,   59.6,
1160200717, 062100, 075526,   44.4,   58.6,
1160200716, 062100, 075415,   59.7,   41.0,
1160200715, 062100, 075255,   74.8,   25.4,
1160200712, 062100, 074927,  104.1,   39.5,
1160200710, 062100, 074717,  124.9,   40.0,
1160200708, 062100, 074507,  149.8,   84.0,
1160200706, 062100, 074307,  174.5,  152.3,
1170200522, 072600, 080738,    4.5,   27.3,
1170200521, 072600, 080604,   14.4,   21.5,
1170200519, 072600, 080434,   23.4,   22.5,
1170200518, 072600, 080320,   34.3,   20.5,
1170200517, 072600, 080206,   45.0,   23.4,
1170200516, 072600, 080040,   59.1,   20.5,
1170200515, 072600, 075924,   75.1,    6.8,
1170200512, 072600, 075532,  106.0,   16.1,
1170200510, 072600, 075132,  124.4,   31.2,
1170200508, 072600, 074908,  150.1,  132.8,
1170200506, 072600, 074648,  174.7,  212.9,
1170200504, 072600, 074422,  199.6,  314.5,
1180200722, 082300, 065625,    5.0,    5.9,
1180200721, 082300, 065521,   15.2,    5.9,
1180200719, 082300, 065409,   24.9,    4.9,
1180200718, 082300, 065312,   34.7,    3.9,
1180200717, 082300, 065214,   44.9,    4.9,
1180200716, 082300, 065114,   60.0,   18.6,
1180200715, 082300, 065010,   73.9,   29.3,
1180200712, 082300, 064652,  105.3,   27.8,
1180200710, 082300, 064447,  126.0,   82.0,
1180200708, 082300, 064238,  149.0,  112.3,
1180200706, 082300, 064031,  173.9,  174.8,
1190200720, 101800, 100516,    4.9,   19.5,
1190200717, 101800, 100235,   24.9,   21.5,
1190200715, 101800, 100010,   44.7,   17.6,
1190200713, 101800, 095723,   75.0,   16.6,
1190200711, 101800, 095449,   99.7,   18.6,
1190200710, 101800, 095321,  115.1,   34.2,
1190200709, 101800, 095203,  126.0,   49.8,
1190200707, 101800, 094927,  151.3,  107.4,
1190200705, 101800, 094641,  174.7,  137.7,
1200200622, 113000, 065955,    4.6,   82.0,
1200200619, 113000, 065718,   25.2,   79.1,
1200200616, 113000, 065443,   44.8,   81.1,
1200200614, 113000, 065213,   74.5,   49.8,
1200200612, 113000, 064949,   99.6,   54.7,
1200200611, 113000, 064830,  114.1,   83.0,
1200200610, 113000, 064717,  125.1,   94.7,
1200200609, 113000, 064555,  150.1,  126.9,
1200200607, 113000, 064330,  174.6,  161.1,
1210200818, 122000, 095546,    4.6,   93.8,
1210200815, 122000, 095324,   23.9,   90.8,
1210200813, 122000, 095118,   45.3,   87.9,
1210200811, 122000, 094904,   72.8,   74.2,
1210200809, 122000, 094637,   99.3,   33.2,
1210200808, 122000, 094523,  116.8,   50.8,
1210200807, 122000, 094412,  122.2,   48.8,
1210200806, 122000, 094226,  150.4,   67.4,
1210200804, 122000, 094022,  172.3,  100.6,
1220200618, 011701, 064943,    4.2,   80.1,
1220200615, 011701, 064734,   23.3,   77.1,
1220200613, 011701, 064552,   43.2,   85.9,
1220200611, 011701, 064400,   74.1,   75.2,
1220200609, 011701, 064212,   98.4,   42.0,
1220200608, 011701, 064113,  114.0,   33.2,
1220200607, 011701, 064020,  124.1,   24.4,
1220200606, 011701, 063909,  148.5,   23.4,
1220200604, 011701, 063714,  172.8,  122.1,
1230200319, 021501, 031618,    4.2,   48.8,
1230200316, 021501, 031356,   25.0,   48.8,
1230200314, 021501, 031205,   43.9,   47.8,
1230200312, 021501, 031005,   73.8,   36.1,
1230200310, 021501, 030705,   99.1,   56.6,
1230200309, 021501, 030541,  114.1,   98.6,
1230200308, 021501, 030440,  123.2,  123.0,
1230200305, 021501, 030040,  173.8,  227.5,
1240200121, 032101, 013848,    4.1,   83.0,
1240200118, 032101, 013603,   20.2,   83.0,
1240200116, 032101, 013343,   44.2,  101.6,
1240200114, 032101, 013101,   73.4,   40.0,
1240200112, 032101, 012748,   98.6,   56.6,
1240200111, 032101, 012631,  112.3,   54.7,
1240200110, 032101, 012520,  124.6,   79.1,
1240200109, 032101, 012354,  148.5,  131.8,
1240200107, 032101, 012155,  164.2,  210.0,
1250200619, 041801, 065820,    3.2,   52.7,
1250200616, 041801, 065620,   23.2,   45.9,
1250200614, 041801, 065425,   43.9,   47.8,
1250200612, 041801, 065226,   74.1,   46.9,
1250200609, 041801, 064910,  114.0,   35.2,
1250200608, 041801, 064815,  122.4,   38.1,
1250200607, 041801, 064550,  148.2,   56.6,
1250200605, 041801, 064355,  172.9,  116.2,
1260200618, 051701, 065602,    4.8,   29.3,
1260200615, 051701, 065327,   24.9,   24.4,
1260200613, 051701, 065113,   44.6,    9.8,
1260200611, 051701, 064810,   75.0,   13.7,
1260200609, 051701, 064542,   99.3,   12.7,
1260200608, 051701, 064422,  114.6,   42.0,
1260200607, 051701, 064310,  124.4,   59.6,
1260200606, 051701, 064144,  149.8,  117.2,
1260200604, 051701, 063905,  175.2,  168.0,
1270200619, 061401, 065751,    3.5,   24.4,
1270200616, 061401, 065533,   24.2,   23.4,
1270200614, 061401, 065303,   44.0,   17.6,
1270200612, 061401, 065012,   73.9,   11.7,
1270200610, 061401, 064756,   99.5,   12.7,
1270200609, 061401, 064640,  114.6,   15.6,
1270200608, 061401, 064525,  124.3,   16.6,
1270200605, 061401, 064130,  173.5,  102.5,
1280200519, 071101, 065140,    4.7,   42.0,
1280200516, 071101, 064935,   24.3,   38.1,
1280200514, 071101, 064726,   44.6,   33.2,
1280200512, 071101, 064520,   75.4,   19.5,
1280200510, 071101, 064325,   99.9,   16.6,
1280200509, 071101, 064226,  115.3,   20.5,
1280200508, 071101, 064125,  124.3,   22.5,
1280200507, 071101, 064011,  148.9,   44.9,
1280200505, 071101, 063820,  174.5,   91.8,
1290200618, 080801, 035508,    4.3,   11.7,
1290200615, 080801, 035232,   24.9,   12.7,
1290200613, 080801, 035018,   44.5,   16.6,
1290200611, 080801, 034749,   74.3,   20.5,
1290200609, 080801, 034531,   99.9,   33.2,
1290200608, 080801, 034411,  115.0,   37.1,
1290200607, 080801, 034258,  124.8,   50.8,
1290200606, 080801, 034133,  149.6,   84.9,
1290200604, 080801, 033914,  176.5,  123.0,
1300200619, 100201, 071731,    5.5,   11.7,
1300200616, 100201, 071441,   25.0,   10.7,
1300200614, 100201, 071221,   44.9,    9.8,
1300200612, 100201, 070916,   75.4,   16.6,
1300200610, 100201, 070616,  100.2,   35.1,
