botid, date, time, press, sigma, tdp, 
#, mmddyy, hhmmss, dbar, kg/m3, umol/kg, 
0470201111, 052193, 080303,    9.5, 23.732,  -9.00,
0470201110, 052193, 080248,    9.6, 23.731,  -9.00,
0470201109, 052193, 080233,    9.6, 23.730,  -9.00,
0470201108, 052193, 080117,   22.7, 23.739,  -9.00,
0470201107, 052193, 080103,   22.7, 23.737,  -9.00,
0470201106, 052193, 080045,   22.8, 23.737,  -9.00,
0470201105, 052193, 080029,   22.8, 23.736,  -9.00,
0470201104, 052193, 075516,  204.6, 24.836,  -9.00,
0470201103, 052193, 075450,  203.3, 24.831,  -9.00,
0470201219, 052193, 110342,    5.0, 23.746,  -9.00,
0470201218, 052193, 110231,   20.1, 23.746,  -9.00,
0470201217, 052193, 110136,   25.1, 23.748,  -9.00,
0470201216, 052193, 110020,   46.0, 23.763,  -9.00,
0470201215, 052193, 105843,   73.6, 23.829,  -9.00,
0470201214, 052193, 105706,   98.8, 24.198,  -9.00,
0470201213, 052193, 105602,  108.8, 24.227,  -9.00,
0470201212, 052193, 105458,  123.9, 24.297,  -9.00,
0470201211, 052193, 105325,  148.7, 24.548,  -9.00,
0470201210, 052193, 105203,  174.4, 24.800,  -9.00,
0470201209, 052193, 105037,  198.7, 25.060,  -9.00,
0470201208, 052193, 104800,  249.2, 25.442,  -9.00,
0470201311, 052193, 135947,    6.9, 23.756,  -9.00,
0470201310, 052193, 135804,   25.1, 23.755,  -9.00,
0470201309, 052193, 135614,   47.1, 23.767,  -9.00,
0470201308, 052193, 135352,   98.5, 24.203,  -9.00,
0470201307, 052193, 135113,  149.5, 24.429,  -9.00,
0470201306, 052193, 134844,  217.7, 25.048,  -9.00,
0470201305, 052193, 134543,  296.5, 25.599,  -9.00,
0470201418, 052193, 190604,    7.4, 23.736,  -9.00,
0470201417, 052193, 190404,   19.3, 23.742,  -9.00,
0470201416, 052193, 190307,   19.3, 23.742,  -9.00,
0470201415, 052193, 190047,   48.1, 23.744,  -9.00,
0470201414, 052193, 185933,   48.1, 23.745,  -9.00,
0470201413, 052193, 185710,   73.7, 23.966,  -9.00,
0470201412, 052193, 185516,   99.3, 24.204,  -9.00,
0470201411, 052193, 185317,  123.6, 24.333,  -9.00,
0470201410, 052193, 185131,  149.5, 24.416,  -9.00,
0470201409, 052193, 185043,  149.4, 24.417,  -9.00,
0470201408, 052193, 184847,  175.2, 24.543,  -9.00,
0470201407, 052193, 184715,  189.3, 24.735,  -9.00,
0470201406, 052193, 184453,  249.6, 25.356,  -9.00,
0470201623, 052193, 224002,    6.0, 23.712,  -9.00,
0470201622, 052193, 223808,   15.3, 23.728,  -9.00,
0470201621, 052193, 223632,   26.2, 23.733,  -9.00,
0470201620, 052193, 223450,   36.2, 23.735,  -9.00,
0470201619, 052193, 223320,   46.5, 23.736,  -9.00,
0470201618, 052193, 223142,   61.9, 23.742,  -9.00,
0470201617, 052193, 223053,   61.8, 23.742,  -9.00,
0470201616, 052193, 222918,   76.6, 23.767,  -9.00,
0470201615, 052193, 222749,   88.6, 23.942,  -9.00,
0470201614, 052193, 222534,   98.9, 24.049,  -9.00,
0470201613, 052193, 222353,  110.0, 24.162,  -9.00,
0470201612, 052193, 222302,  109.8, 24.163,  -9.00,
0470201611, 052193, 222123,  124.9, 24.297,  -9.00,
0470201610, 052193, 221940,  135.0, 24.355,  -9.00,
0470201609, 052193, 221816,  140.1, 24.389,  -9.00,
0470201608, 052193, 221732,  140.2, 24.396,  -9.00,
0470201607, 052193, 221602,  145.5, 24.435,  -9.00,
0470201606, 052193, 221418,  161.0, 24.566,  -9.00,
0470201605, 052193, 221226,  186.1, 24.879,  -9.00,
0470201604, 052193, 221050,  206.5, 25.102,  -9.00,
0470201603, 052193, 220729,  298.3, 25.760,  -9.00,
0470201717, 052293, 045726,    4.6, 23.650,  -9.00,
0470201716, 052293, 045624,   14.6, 23.705,  -9.00,
0470201715, 052293, 045522,   24.7, 23.712,  -9.00,
0470201714, 052293, 045408,   35.1, 23.741,  -9.00,
0470201713, 052293, 045314,   45.3, 23.745,  -9.00,
0470201712, 052293, 045202,   75.5, 23.987,  -9.00,
0470201711, 052293, 045026,   85.0, 24.084,  -9.00,
0470201710, 052293, 044911,   98.9, 24.139,  -9.00,
0470201709, 052293, 044752,  124.2, 24.238,  -9.00,
0470201708, 052293, 044650,  129.2, 24.264,  -9.00,
0470201707, 052293, 044549,  134.9, 24.290,  -9.00,
0470201706, 052293, 044450,  139.7, 24.312,  -9.00,
0470201705, 052293, 044346,  149.9, 24.350,  -9.00,
0470201704, 052293, 044217,  175.4, 24.492,  -9.00,
0470201703, 052293, 044013,  197.4, 24.641,  -9.00,
0490200124, 091393, 152012,   12.0, 23.110,  -9.00,
0490200123, 091393, 151656,   46.7, 23.343,  -9.00,
0490200224, -00009, -00009,   40.8, 23.309,  -9.00,
0490200223, -00009, -00009,   74.2, 23.863,  -9.00,
0490200222, -00009, -00009,   99.5, 24.549,  -9.00,
0490200221, -00009, -00009,  140.2, 25.033,  -9.00,
0490200220, -00009, -00009,  211.9, 25.543,  -9.00,
0490200219, -00009, -00009,  252.8, 25.831,  -9.00,
0490200218, -00009, -00009,  284.5, 25.934,  -9.00,
0490200217, -00009, -00009,  299.1, 26.009,  -9.00,
0490200423, 091393, 224053,    6.9, 23.093,  -9.00,
0490200422, 091393, 224029,    7.0, 23.091,  -9.00,
0490200421, 091393, 223826,   25.5, 23.113,  -9.00,
0490200420, 091393, 223810,   25.2, 23.112,  -9.00,
0490200419, 091393, 223611,   47.0, 23.354,  -9.00,
0490200418, 091393, 223349,   76.8, 24.182,  -9.00,
0490200417, 091393, 223136,   98.7, 24.506,  -9.00,
0490200416, 091393, 223114,   98.8, 24.517,  -9.00,
0490200415, 091393, 222903,  103.8, 24.607,  -9.00,
0490200414, 091393, 222630,  121.1, 24.848,  -9.00,
0490200413, 091393, 222501,  122.5, 24.874,  -9.00,
0490200412, 091393, 222336,  130.7, 24.946,  -9.00,
0490200411, 091393, 222156,  136.9, 24.993,  -9.00,
0490200410, 091393, 221935,  149.5, 25.072,  -9.00,
0490200409, 091393, 221919,  149.4, 25.072,  -9.00,
0490200408, 091393, 221641,  177.3, 25.318,  -9.00,
0490200407, 091393, 221627,  177.4, 25.318,  -9.00,
0490200406, 091393, 221351,  202.5, 25.466,  -9.00,
0490200405, 091393, 221105,  251.6, 25.797,  -9.00,
0490200524, 091493, 011816,    6.8, 23.081,  -9.00,
0490200523, 091493, 011802,    6.9, 23.079,  -9.00,
0490200522, 091493, 011743,    6.9, 23.078,  -9.00,
0490200521, 091493, 011504,   26.6, 23.103,  -9.00,
0490200520, 091493, 011444,   26.7, 23.103,  -9.00,
0490200519, 091493, 011230,   48.3, 23.316,  -9.00,
0490200518, 091493, 010954,   76.8, 24.092,  -9.00,
0490200517, 091493, 010714,  102.1, 24.590,  -9.00,
0490200516, 091493, 010655,  102.0, 24.595,  -9.00,
0490200515, 091493, 010519,  106.6, 24.648,  -9.00,
0490200514, 091493, 010314,  122.0, 24.818,  -9.00,
0490200513, 091493, 010158,  125.0, 24.869,  -9.00,
0490200512, 091493, 010029,  129.7, 24.917,  -9.00,
0490200511, 091493, 005846,  134.6, 24.934,  -9.00,
0490200510, 091493, 005659,  148.4, 25.042,  -9.00,
0490200509, 091493, 005640,  148.6, 25.041,  -9.00,
0490200508, 091493, 005440,  175.2, 25.281,  -9.00,
0490200507, 091493, 005414,  175.4, 25.280,  -9.00,
0490200506, 091493, 005049,  202.2, 25.386,  -9.00,
0490200505, 091493, 004746,  252.7, 25.624,  -9.00,
0490200624, 091493, 035718,    6.0, 23.083,  -9.00,
0490200623, 091493, 035434,   55.4, 23.489,  -9.00,
0490200622, 091493, 035320,   75.5, 24.030,  -9.00,
0490200621, 091493, 035141,  120.3, 24.843,  -9.00,
0490200620, 091493, 035029,  125.9, 24.886,  -9.00,
0490200619, 091493, 034921,  129.9, 24.912,  -9.00,
0490200618, 091493, 034811,  150.1, 25.067,  -9.00,
0490200617, 091493, 034624,  210.5, 25.447,   0.35,
0490200616, 091493, 034512,  226.5, 25.549,   0.50,
0490200615, 091493, 034352,  235.6, 25.615,   0.52,
0490200614, 091493, 034239,  250.1, 25.674,  -9.00,
0490200613, 091493, 034216,  250.2, 25.677,   0.57,
0490200612, 091493, 034103,  275.9, 25.837,   0.70,
0490200724, 091493, 063913,    5.6, 23.091,  -9.00,
0490200723, 091493, 063900,    5.4, 23.090,   0.25,
0490200722, 091493, 063652,   15.6, 23.087,   0.26,
0490200721, 091493, 063459,   25.6, 23.087,   0.28,
0490200720, 091493, 063257,   36.7, 23.088,   0.25,
0490200719, 091493, 063103,   46.6, 23.332,   0.24,
0490200718, 091493, 062911,   55.2, 23.516,  -9.00,
0490200717, 091493, 062724,   61.4, 23.627,   0.26,
0490200716, 091493, 062523,   76.2, 24.141,   0.23,
0490200715, 091493, 062336,   86.5, 24.387,   0.22,
0490200714, 091493, 062137,   96.4, 24.598,   0.23,
0490200713, 091493, 061950,  105.9, 24.771,   0.22,
0490200712, 091493, 061805,  116.2, 24.834,   0.22,
0490200711, 091493, 061624,  121.1, 24.864,  -9.00,
0490200710, 091493, 061437,  125.6, 24.909,   0.23,
0490200709, 091493, 061254,  130.6, 24.937,  -9.00,
0490200708, 091493, 061111,  136.3, 25.004,   0.26,
0490200707, 091493, 060857,  154.2, 25.186,   0.30,
0490200706, 091493, 060655,  158.0, 25.233,  -9.00,
0490200705, 091493, 060454,  177.7, 25.341,   0.35,
0490200704, 091493, 060253,  189.7, 25.402,  -9.00,
0490200703, 091493, 060051,  200.9, 25.489,   0.37,
0490200816, 091493, 094342,    6.5, 23.077,  -9.00,
0490200815, 091493, 094323,    6.7, 23.077,  -9.00,
0490200814, 091493, 094213,   26.9, 23.079,  -9.00,
0490200813, 091493, 094050,   46.5, 23.437,  -9.00,
0490200812, 091493, 093947,   56.4, 23.826,  -9.00,
0490200811, 091493, 093838,   76.5, 24.245,  -9.00,
0490200810, 091493, 093700,  103.9, 24.759,  -9.00,
0490200809, 091493, 093531,  119.3, 24.930,  -9.00,
0490200808, 091493, 093432,  124.8, 24.989,  -9.00,
0490200807, 091493, 093340,  131.5, 25.041,  -9.00,
0490200806, 091493, 093238,  136.4, 25.091,  -9.00,
0490200805, 091493, 093124,  154.8, 25.229,  -9.00,
0490200804, 091493, 093004,  176.2, 25.373,  -9.00,
0490200803, 091493, 092833,  196.3, 25.492,  -9.00,
0490200916, 091493, 134433,    7.9, 23.101,  -9.00,
0490200915, 091493, 134416,    7.9, 23.101,  -9.00,
0490200914, 091493, 134209,   25.6, 23.103,  -9.00,
0490200913, 091493, 133952,   47.7, 23.406,  -9.00,
0490200912, 091493, 133815,   55.9, 23.692,  -9.00,
0490200911, 091493, 133551,   76.9, 24.321,  -9.00,
0490200910, 091493, 133316,  106.3, 24.782,  -9.00,
0490200909, 091493, 133114,  120.2, 24.964,  -9.00,
0490200908, 091493, 132949,  126.7, 25.033,  -9.00,
0490200907, 091493, 132759,  131.9, 25.075,  -9.00,
0490200906, 091493, 132608,  137.0, 25.091,  -9.00,
0490200905, 091493, 132409,  150.9, 25.157,  -9.00,
0490200904, 091493, 132140,  176.1, 25.333,  -9.00,
0490200903, 091493, 131921,  201.1, 25.491,  -9.00,
0490201024, 091493, 170121,    5.4, 23.097,  -9.00,
0490201023, 091493, 165905,   37.6, 23.221,  -9.00,
0490201022, 091493, 165607,   75.6, 23.962,  -9.00,
0490201021, 091493, 165401,  108.0, 24.624,  -9.00,
0490201020, 091493, 165130,  120.3, 24.886,  -9.00,
0490201019, 091493, 165115,  120.2, 24.887,  -9.00,
0490201018, 091493, 165100,  120.0, 24.888,  -9.00,
0490201017, 091493, 165045,  120.0, 24.889,  -9.00,
0490201016, 091493, 164859,  126.0, 24.958,  -9.00,
0490201015, 091493, 164653,  130.1, 25.010,  -9.00,
