botid, date, time, press, theta, 
#, mmddyy, hhmmss, dbar, ITS-90, 
0440200212, 012093, 012624,    8.9, 22.8998,
0440200211, 012093, 012521,   34.5, 22.8613,
0440200210, 012093, 012413,   53.9, 22.7739,
0440200209, 012093, 012228,  101.7, 22.6842,
0440200208, 012093, 012138,  105.5, 22.6778,
0440200207, 012093, 012005,  146.7, 21.9073,
0440200412, 012093, 065339,  135.1, 22.4284,
0440200411, 012093, 064858,  149.7, 21.4807,
0440200410, 012093, 064754,  160.5, 20.9790,
0440200409, 012093, 064644,  173.8, 19.8654,
0440200408, 012093, 064544,  198.1, 18.4387,
0440200407, 012093, 064443,  198.1, 18.4387,
0440200401, 012093, 061847,    8.9, 22.8440,
0440200512, 012093, 100604,    9.1, 22.8083,
0440200511, 012093, 100428,   24.7, 22.7883,
0440200510, 012093, 100321,   35.6, 22.7693,
0440200509, 012093, 100211,   45.3, 22.7622,
0440200508, 012093, 100055,   58.5, 22.7467,
0440200507, 012093, 095907,   75.5, 22.7333,
0440200506, 012093, 095814,   86.1, 22.7326,
0440200505, 012093, 095707,   95.3, 22.7325,
0440200504, 012093, 095551,  104.0, 22.7325,
0440200503, 012093, 095502,  111.2, 22.7329,
0440200502, 012093, 095354,  130.4, 22.6826,
0440200612, 012093, 142255,    6.4, 22.7731,
0440200611, 012093, 142230,    6.5, 22.7839,
0440200610, 012093, 142212,    6.6, 22.7809,
0440200609, 012093, 141725,  177.4, 20.6775,
0440200712, 012093, 174715,    3.9, 22.8927,
0440200711, 012093, 174250,  165.0, 21.8005,
0440200710, 012093, 174228,  164.7, 21.8210,
0440200709, 012093, 174208,  164.8, 21.8245,
0440200708, 012093, 174150,  164.7, 21.8298,
0440200707, 012093, 174032,  173.8, 21.1821,
0440200812, 012093, 200615,    4.3, 23.0369,
0440200811, 012093, 200450,   25.0, 22.9698,
0440200810, 012093, 200347,   44.2, 22.8772,
0440200809, 012093, 200226,   75.5, 22.7078,
0440200808, 012093, 200114,   98.6, 22.6803,
0440200807, 012093, 195958,  123.6, 22.5605,
0440200806, 012093, 195830,  149.6, 21.5699,
0440200805, 012093, 195657,  174.1, 19.9067,
0440200912, 012093, 232643,    4.3, 23.1791,
0440200911, 012093, 232519,   25.0, 23.0554,
0440200910, 012093, 232406,   45.1, 22.8979,
0440200909, 012093, 232239,   72.6, 22.7156,
0440200908, 012093, 232103,   99.8, 22.6679,
0440200907, 012093, 231939,  120.6, 22.5411,
0440200906, 012093, 231812,  145.5, 21.8806,
0440200905, 012093, 231631,  177.2, 19.8518,
0440201004, 012193, 022926,    5.2, 23.1760,
0440201003, 012193, 022557,  131.8, 22.4597,
0440201104, 012193, 053359,   10.7, 23.0956,
0440201103, 012193, 053029,  142.8, 21.3722,
0440201210, 012193, 082916,   11.3, 23.2696,
0440201209, 012193, 082905,   11.3, 23.2656,
0440201208, 012193, 082847,   11.3, 23.2598,
0440201207, 012193, 082832,   11.3, 23.2564,
0440201206, 012193, 082716,   27.7, 23.2652,
0440201205, 012193, 082657,   27.6, 23.2619,
0440201204, 012193, 082649,   27.6, 23.2621,
0440201203, 012193, 082326,  143.8, 20.8703,
0440201312, 012193, 114728,    5.2, 23.2858,
0440201311, 012193, 114612,   24.7, 23.2858,
0440201310, 012193, 114512,   43.4, 23.2872,
0440201309, 012193, 114355,   74.6, 23.2848,
0440201308, 012193, 114258,   90.0, 23.2637,
0440201307, 012193, 114205,  101.3, 23.1915,
0440201306, 012193, 114106,  113.4, 22.3931,
0440201305, 012193, 114002,  124.5, 21.8636,
0440201304, 012193, 113843,  150.9, 20.7558,
0440201303, 012193, 113719,  176.5, 19.3705,
0440201412, 012193, 144314,    8.8, 23.2781,
0440201411, 012193, 144144,   24.1, 23.2810,
0440201410, 012193, 144036,   44.5, 23.2800,
0440201409, 012193, 143923,   75.5, 23.2765,
0440201408, 012193, 143812,  100.3, 23.1511,
0440201407, 012193, 143657,  126.3, 22.1412,
0440201406, 012193, 143543,  151.9, 21.0173,
0440201405, 012193, 143422,  177.7, 20.1448,
0440201512, 012193, 173210,  163.0, 20.6310,
0440201511, 012193, 172830,  163.0, 20.6310,
0440201510, 012193, 172810,  163.0, 20.6318,
0440201509, 012193, 172742,  162.5, 20.6377,
0440201508, 012193, 172715,  161.7, 20.6431,
0440201507, 012193, 172550,  178.5, 19.6582,
0440201609, 012193, 202911,    8.7, 23.2672,
0440201608, 012193, 202852,    8.8, 23.2665,
0440201607, 012193, 202605,  100.8, 22.4229,
0440201606, 012193, 202545,  100.7, 22.4243,
0440201712, 012293, 001237,    7.2, 23.3192,
0440201711, 012293, 001032,   49.1, 23.2505,
0440201710, 012293, 000916,   79.1, 23.2133,
0440201709, 012293, 000822,   90.8, 22.6999,
0440201708, 012293, 000718,  101.8, 22.4261,
0440201707, 012293, 000609,  123.4, 21.5938,
0440201706, 012293, 000412,  147.7, 20.3102,
0440201705, 012293, 000231,  180.4, 18.7074,
0440201804, 012293, 025253,    7.3, 23.2925,
0440201803, 012293, 024922,  104.7, 22.3283,
0440201905, 012293, 054441,    7.7, 23.2767,
0440201904, 012293, 054126,  145.2, 21.1192,
0440202004, -00009, -00009,    7.7, 23.2477,
0440202003, -00009, -00009,  152.7, 20.5309,
0450200123, 021693, 161120,   10.7, 23.1954,
0450200122, 021693, 160720,   81.2, 22.1721,
0450200224, 021693, 193718,    7.7, 23.1296,
0450200223, 021693, 193555,   15.7, 23.0842,
0450200222, 021693, 193424,   25.8, 22.9790,
0450200221, 021693, 193206,   50.7, 22.8895,
0450200220, 021693, 192944,   95.4, 21.5512,
0450200219, 021693, 192747,  100.4, 21.4798,
0450200218, 021693, 192619,  110.5, 20.8698,
0450200217, 021693, 192346,  144.5, 19.8658,
0450200320, 021693, 223819,    6.8, 23.6835,
0450200319, 021693, 223633,   24.6, 23.5093,
0450200318, 021693, 223505,   44.8, 22.9959,
0450200317, 021693, 223332,   60.3, 22.8266,
0450200316, 021693, 223224,   65.0, 22.7544,
0450200315, 021693, 223109,   71.0, 22.6553,
0450200314, 021693, 222956,   75.0, 22.6201,
0450200313, 021693, 222832,   80.3, 22.3016,
0450200312, 021693, 222656,   95.2, 21.7244,
0450200311, 021693, 222523,  100.5, 21.6305,
0450200310, 021693, 222400,  105.4, 21.4461,
0450200309, 021693, 222209,  125.2, 20.1057,
0450200308, 021693, 222022,  150.6, 19.5220,
0450200307, 021693, 221844,  169.9, 18.5326,
0450200418, 021793, 010246,    5.1, 23.7744,
0450200417, 021793, 010056,   25.3, 23.5323,
0450200416, 021793, 005913,   45.4, 23.0464,
0450200415, 021793, 005738,   75.0, 22.8676,
0450200414, 021793, 005625,   79.7, 22.7596,
0450200413, 021793, 005451,   84.8, 22.7202,
0450200412, 021793, 005256,   89.8, 22.6235,
0450200411, 021793, 005134,   95.1, 22.4258,
0450200410, 021793, 004917,   99.9, 22.1240,
0450200409, 021793, 004733,  125.4, 20.4287,
0450200408, 021793, 004600,  150.5, 19.6477,
0450200407, 021793, 004343,  176.4, 18.0078,
0450200518, 021793, 045237,    5.1, 23.9118,
0450200517, 021793, 044816,  118.9, 20.5321,
0450200623, 021793, 071048,    5.2, 23.7367,
0450200622, 021793, 071036,    5.2, 23.7357,
0450200621, 021793, 071005,    5.1, 23.7376,
0450200620, 021793, 070835,   14.9, 23.6986,
0450200619, 021793, 070732,   24.3, 23.4244,
0450200618, 021793, 070703,   24.3, 23.4176,
0450200617, 021793, 070557,   35.5, 22.9983,
0450200616, 021793, 070450,   45.4, 22.8706,
0450200615, 021793, 070319,   58.7, 22.6121,
0450200614, 021793, 070157,   74.3, 22.4827,
0450200613, 021793, 070040,   84.6, 22.2009,
0450200612, 021793, 065942,   94.6, 21.9517,
0450200611, 021793, 065829,  104.7, 21.4048,
0450200610, 021793, 065657,  114.5, 20.8611,
0450200609, 021793, 065354,  124.5, 20.2280,
0450200608, 021793, 065233,  137.0, 19.8304,
0450200607, 021793, 065048,  151.5, 18.8380,
0450200606, 021793, 064924,  161.8, 18.0700,
0450200605, 021793, 064800,  175.4, 17.3856,
0450200604, 021793, 064605,  186.6, 17.1012,
0450200724, 021793, 094712,    5.5, 23.5376,
0450200723, 021793, 094418,  124.4, 20.7532,
0450200722, 021793, 094235,  164.2, 18.5288,
0450200721, 021793, 094209,  164.3, 18.5134,
0450200720, 021793, 094137,  164.0, 18.5243,
0450200719, 021793, 094104,  163.7, 18.5327,
0450200815, 021793, 132428,    1.9, 23.5287,
0450200814, 021793, 132241,    6.4, 23.5348,
0450200813, 021793, 132143,   10.4, 23.5332,
0450200812, 021793, 132036,   19.6, 23.5352,
0450200811, 021793, 131920,   29.3, 23.4467,
0450200810, 021793, 131804,   39.7, 23.2011,
0450200809, 021793, 131657,   51.1, 22.8802,
0450200808, 021793, 131548,   57.5, 22.6830,
0450200807, 021793, 131424,   70.4, 22.5390,
0450200806, 021793, 131218,   81.3, 22.3696,
0450200805, 021793, 131006,   98.3, 22.0332,
0450200804, 021793, 130824,  107.8, 21.8880,
0450200803, 021793, 130635,  117.8, 21.4558,
0450200912, 021793, 162846,    6.3, 23.5933,
0450200911, 021793, 162506,  109.6, 20.8442,
0450200910, 021793, 162218,  118.6, 20.0490,
0450200909, 021793, 162045,  138.7, 19.0619,
0450200908, 021793, 161849,  160.5, 18.7931,
0450200907, 021793, 161721,  179.3, 17.9039,
0450200906, 021793, 161547,  190.7, 17.3469,
0450201023, 021793, 192749,    5.1, 23.6578,
0450201022, 021793, 192543,   25.1, 23.6507,
0450201021, 021793, 192412,   45.3, 22.7322,
0450201020, 021793, 192238,   65.1, 22.3191,
0450201019, 021793, 192120,   69.3, 22.2223,
0450201018, 021793, 191956,   74.4, 22.0571,
0450201017, 021793, 191843,   79.6, 21.9989,
0450201016, 021793, 191729,   84.8, 21.7154,
0450201015, 021793, 191557,   99.7, 21.2791,
0450201014, 021793, 191417,  124.6, 19.1186,
0450201013, 021793, 191255,  150.1, 18.8225,
0450201012, 021793, 191116,  173.9, 18.0839,
0450201124, 021793, 220524,    6.7, 23.8044,
0450201123, 021793, 220440,   10.5, 23.8072,
0450201122, 021793, 220424,   10.7, 23.8020,
0450201121, 021793, 220406,   10.6, 23.8022,
0450201120, 021793, 220217,   10.8, 23.7972,
0450201119, 021793, 220059,   15.8, 23.7887,
0450201118, 021793, 220035,   15.8, 23.7904,
0450201117, 021793, 220003,   15.8, 23.7911,
0450201116, 021793, 215924,   15.7, 23.7948,
0450201115, 021793, 215632,   20.9, 23.7857,
0450201114, 021793, 215618,   21.1, 23.7836,
0450201113, 021793, 215600,   21.0, 23.7849,
0450201112, 021793, 215543,   21.1, 23.7849,
0450201111, 021793, 215400,   35.9, 23.6304,
0450201110, 021793, 215342,   36.1, 23.6289,
0450201109, 021793, 215327,   36.1, 23.6211,
0450201108, 021793, 215255,   35.7, 23.6339,
0450201107, 021793, 215233,   35.5, 23.6445,
0450201106, 021793, 214949,  111.9, 21.3565,
0450201105, 021793, 214933,  111.9, 21.3512,
0450201104, 021793, 214913,  111.6, 21.3462,
0450201103, 021793, 214839,  111.7, 21.3430,
0450201216, 021893, 012058,    4.1, 23.9250,
0450201215, 021893, 011936,   24.8, 23.8025,
0450201214, 021893, 011819,   45.0, 23.4877,
0450201213, 021893, 011654,   76.2, 22.3803,
0450201212, 021893, 011537,  101.1, 21.6477,
0450201211, 021893, 011419,  125.5, 20.4755,
0450201210, 021893, 011222,  167.4, 18.2947,
0450201209, 021893, 011153,  166.9, 18.2919,
0450201208, 021893, 011127,  165.8, 18.2984,
0450201207, 021893, 011101,  164.8, 18.3166,
0450201324, -00009, -00009,    6.4, 23.9193,
0450201323, -00009, -00009,   50.9, 22.9799,
0450201322, -00009, -00009,   50.8, 22.9857,
0450201321, -00009, -00009,   50.8, 22.9907,
0450201320, -00009, -00009,   50.4, 22.9962,
0450201319, 021893, 034213,   64.9, 22.4545,
0450201318, 021893, 033751,   65.8, 22.4587,
0450201317, 021893, 033714,   65.9, 22.4788,
0450201316, 021893, 033639,   65.2, 22.5283,
0450201315, 021893, 033610,   89.1, 22.0296,
0450201314, 021893, 033457,   89.4, 22.0278,
0450201313, 021893, 033329,   89.5, 22.0325,
0450201312, 021893, 033138,   89.5, 22.0337,
0450201311, 021893, 033013,  120.1, 20.8947,
0450201310, 021893, 032848,  120.0, 20.8709,
0450201309, 021893, 032819,  120.0, 20.8771,
0450201308, 021893, 032723,  120.2, 20.8401,
0450201421, -00009, -00009,    7.2, 23.9995,
0450201420, -00009, -00009,   97.8, 21.8635,
0450201419, -00009, -00009,  136.3, 20.0098,
0450201418, -00009, -00009,  136.3, 19.9970,
0450201417, -00009, -00009,  136.5, 19.9732,
0450201416, 021893, 073657,  138.4, 19.7425,
0450201415, 021893, 073215,  159.0, 18.5040,
0450201414, 021893, 073037,  159.6, 18.4707,
0450201413, 021893, 073003,  159.8, 18.4729,
0450201412, 021893, 072930,  159.8, 18.4740,
0450201411, 021893, 072838,  178.7, 17.3501,
0450201410, 021893, 072704,  178.7, 17.3419,
0450201409, 021893, 072627,  178.2, 17.4117,
0450201408, 021893, 072553,  177.7, 17.4301,
0450201521, -00009, -00009,    5.8, 23.9205,
0450201520, -00009, -00009,   26.1, 23.9181,
0450201519, -00009, -00009,   46.0, 23.1096,
0450201518, -00009, -00009,   64.9, 22.7115,
0450201517, -00009, -00009,   71.0, 22.6137,
0450201516, 021893, 094807,   75.5, 22.5267,
0450201515, 021893, 094627,   85.2, 22.3096,
0450201514, 021893, 094501,   95.2, 22.1947,
0450201513, 021893, 094357,  105.2, 22.0530,
0450201512, 021893, 094300,  125.2, 21.1712,
0450201511, 021893, 094205,  150.9, 19.5482,
0450201510, 021893, 094111,  176.6, 18.2043,
0450201623, -00009, -00009,    5.7, 23.8107,
0450201622, -00009, -00009,   29.8, 23.7639,
0450201621, -00009, -00009,   55.5, 22.8482,
0450201620, -00009, -00009,   81.0, 22.3431,
0450201619, -00009, -00009,   90.4, 22.2237,
0450201618, 021893, 114557,  110.3, 21.9676,
0450201617, 021893, 114351,  121.2, 21.3093,
0450201616, 021893, 114205,  130.7, 20.8078,
0450201615, 021893, 114026,  140.2, 20.1802,
0450201614, 021893, 113917,  155.6, 19.0137,
0450201613, 021893, 113818,  162.2, 18.5218,
0450201612, 021893, 113723,  174.0, 18.3994,
0450201721, -00009, -00009,    5.5, 23.6917,
0450201720, -00009, -00009,   24.9, 23.5460,
0450201719, -00009, -00009,   44.7, 22.9105,
0450201718, -00009, -00009,   74.4, 22.1294,
0450201717, -00009, -00009,   99.3, 21.8475,
0450201716, 021893, 135830,  125.4, 20.8276,
0450201715, 021893, 135630,  169.6, 18.7016,
0450201714, 021893, 135501,  169.6, 18.7022,
0450201713, 021893, 135325,  169.5, 18.6974,
0450201712, 021893, 135150,  169.5, 18.6975,
0460200124, 041393, 212305,   11.2, 23.3786,
0460200123, 041393, 211723,  191.9, 20.2886,
0460200224, 041493, 020841,    5.9, 23.6015,
0460200223, 041493, 020522,   57.3, 22.8590,
0460200222, 041493, 020140,   57.3, 22.8590,
0460200221, 041493, 020018,  158.0, 20.5008,
0460200220, 041493, 015810,  175.1, 19.8359,
0460200219, 041493, 015718,  181.4, 19.5623,
0460200218, 041493, 015554,  197.8, 19.3074,
0460200324, 041493, 071343,    3.8, 23.4749,
0460200323, 041493, 071322,    3.8, 23.4727,
0460200322, 041493, 071130,   15.0, 23.4759,
0460200321, 041493, 071030,   26.2, 23.4674,
0460200320, 041493, 071013,   26.0, 23.4715,
0460200319, 041493, 070922,   34.9, 23.4010,
0460200318, 041493, 070831,   44.4, 23.3744,
0460200317, 041493, 070738,   60.2, 22.9854,
0460200316, 041493, 070643,   75.5, 22.6153,
0460200315, 041493, 070547,   85.4, 22.5137,
0460200314, 041493, 070452,   95.9, 22.3205,
0460200313, 041493, 070356,  104.9, 22.0810,
0460200312, 041493, 070245,  115.0, 21.9574,
0460200311, 041493, 070154,  125.0, 21.7863,
0460200310, 041493, 070057,  134.9, 21.4188,
0460200309, 041493, 065937,  150.4, 21.1146,
0460200308, 041493, 065841,  160.0, 20.8836,
0460200307, 041493, 065652,  176.2, 20.4559,
0460200306, 041493, 065540,  186.8, 20.1050,
0460200305, 041493, 065418,  196.2, 19.8750,
0460200418, 041493, 104256,    5.6, 23.4944,
0460200417, 041493, 103826,  104.2, 22.2208,
0460200416, 041493, 103653,  148.1, 21.5435,
0460200415, 041493, 103520,  179.0, 20.7742,
0460200518, 041493, 153805,    5.5, 23.4635,
0460200517, 041493, 153609,   28.6, 23.4581,
0460200516, 041493, 153552,   28.0, 23.4620,
0460200515, 041493, 153424,   44.8, 23.0131,
0460200514, 041493, 153242,   74.6, 22.2558,
0460200513, 041493, 153121,   89.7, 22.0613,
0460200512, 041493, 153020,   99.8, 21.8732,
0460200511, 041493, 152950,   99.8, 21.8764,
0460200510, 041493, 152845,  109.0, 21.6912,
0460200509, 041493, 152737,  126.0, 21.2407,
0460200508, 041493, 152555,  140.5, 20.9390,
0460200507, 041493, 152454,  148.2, 20.7811,
0460200506, 041493, 152303,  174.1, 19.6918,
0460200619, 041493, 175353,    5.7, 23.4520,
0460200618, 041493, 175139,   64.5, 22.5347,
0460200617, 041493, 175113,   64.3, 22.5391,
0460200616, 041493, 175053,   64.0, 22.5388,
0460200615, 041493, 175018,   64.2, 22.5376,
0460200614, 041493, 174828,  108.9, 21.7548,
0460200613, 041493, 174812,  108.6, 21.7590,
0460200612, 041493, 174755,  109.0, 21.7619,
0460200611, 041493, 174729,  109.0, 21.7577,
0460200610, 041493, 174557,  139.2, 21.1773,
0460200609, 041493, 174534,  139.3, 21.1776,
0460200608, 041493, 174513,  139.0, 21.1779,
0460200607, 041493, 174448,  138.9, 21.1761,
0460200606, 041493, 174237,  176.7, 20.2664,
0460200605, 041493, 174220,  176.7, 20.2538,
0460200604, 041493, 174154,  176.9, 20.2410,
0460200603, 041493, 174132,  177.0, 20.2231,
0460200723, 041493, 221006,    4.4, 23.5013,
0460200722, 041493, 220916,   25.5, 23.4469,
0460200721, 041493, 220754,   46.6, 23.2202,
0460200720, 041493, 220628,   46.5, 23.2374,
0460200719, 041493, 220608,   74.5, 22.4627,
0460200718, 041493, 220452,   99.3, 21.9536,
0460200717, 041493, 220339,  124.1, 21.5365,
0460200716, 041493, 220237,  139.8, 21.0360,
0460200715, 041493, 220126,  139.9, 21.0347,
0460200714, 041493, 220111,  139.9, 21.0317,
0460200713, 041493, 220051,  139.7, 21.0239,
0460200712, 041493, 220032,  149.5, 20.9501,
0460200711, 041493, 215931,  175.4, 20.1772,
0460200710, 041493, 215802,  180.2, 20.0181,
0460200709, 041493, 215659,  179.8, 20.0303,
0460200708, 041493, 215629,  179.7, 20.0418,
0460200707, 041493, 215540,  184.7, 19.8918,
0460200812, 041593, 005851,    4.9, 23.6453,
0460200811, 041593, 005804,   15.6, 23.4510,
0460200810, 041593, 005745,   15.5, 23.4541,
0460200809, 041593, 005728,   15.5, 23.4556,
0460200808, 041593, 005708,   15.4, 23.4550,
0460200807, 041593, 005550,   36.6, 23.3962,
0460200806, 041593, 005532,   36.5, 23.3943,
0460200805, 041593, 005512,   36.5, 23.3940,
0460200804, 041593, 005452,   36.2, 23.3976,
0460200803, 041593, 005118,  162.5, 20.6065,
0460200924, 041593, 074146,    5.8, 23.5760,
0460200923, 041593, 073917,   23.7, 23.4346,
0460200922, 041593, 073706,   43.8, 23.3407,
0460200921, 041593, 073446,   74.2, 22.2573,
0460200920, 041593, 073259,   89.6, 21.8080,
0460200919, 041593, 073056,  100.2, 21.6566,
0460200918, 041593, 072907,  103.7, 21.6445,
0460200917, 041593, 072714,  109.2, 21.5118,
0460200916, 041593, 072534,  114.1, 21.4663,
0460200915, 041593, 072320,  119.1, 21.4295,
0460200914, 041593, 072122,  119.9, 21.3217,
0460200913, 041593, 071938,  119.5, 21.3048,
0460200912, 041593, 071736,  119.2, 21.3120,
0460200911, 041593, 071518,  119.5, 21.3222,
0460200910, 041593, 071311,  124.6, 21.2648,
0460200909, 041593, 071047,  135.1, 20.9122,
0460200908, 041593, 070838,  149.8, 20.4486,
0460200907, 041593, 070624,  160.3, 20.0406,
0460200906, 041593, 070424,  160.6, 20.0209,
0460200905, 041593, 070405,  160.7, 20.0203,
0460200904, 041593, 070246,  160.5, 19.9202,
0460200903, 041593, 065936,  173.1, 19.5028,
0460201024, 041593, 104106,    5.4, 23.5120,
0460201023, 041593, 103937,    9.9, 23.5218,
0460201022, 041593, 103836,    9.8, 23.5225,
0460201021, 041593, 103746,   10.2, 23.5230,
0460201020, 041593, 103644,   10.0, 23.5257,
0460201019, 041593, 103500,   21.5, 23.4807,
0460201018, 041593, 103412,   21.5, 23.4872,
0460201017, 041593, 103248,   21.7, 23.5105,
0460201016, 041593, 103131,   21.3, 23.5060,
0460201015, 041593, 103017,   24.3, 23.4785,
0460201014, 041593, 102834,   44.2, 23.4142,
0460201013, 041593, 102640,   75.6, 22.5299,
0460201012, 041593, 102446,   90.3, 22.1265,
0460201011, 041593, 102259,   99.3, 21.9346,
0460201010, 041593, 102137,  105.4, 21.7869,
0460201009, 041593, 102018,  109.9, 21.6446,
0460201008, 041593, 101837,  114.4, 21.5728,
0460201007, 041593, 101547,  121.1, 21.5203,
0460201006, 041593, 101348,  124.5, 21.4733,
0460201005, 041593, 101213,  134.3, 21.4427,
0460201004, 041593, 101018,  148.0, 21.2761,
0460201003, 041593, 100810,  173.4, 20.2939,
0460201222, 041593, 154331,    5.7, 23.4781,
0460201221, 041593, 154145,   20.7, 23.4384,
0460201220, 041593, 154042,   20.8, 23.4728,
0460201219, 041593, 153945,   20.7, 23.4704,
0460201218, 041593, 153851,   20.8, 23.4703,
0460201217, 041593, 153612,   58.9, 22.5052,
0460201216, 041593, 153507,   59.2, 22.5200,
0460201215, 041593, 153405,   58.5, 22.5405,
0460201214, 041593, 153303,   58.9, 22.5460,
0460201213, 041593, 153049,   89.9, 21.7227,
0460201212, 041593, 152949,   89.8, 21.7169,
0460201211, 041593, 152844,   90.1, 21.6950,
0460201210, 041593, 152623,  120.6, 21.2527,
0460201209, 041593, 152512,  120.8, 21.1963,
0460201208, 041593, 152308,  141.0, 20.7853,
0460201207, 041593, 152202,  141.5, 20.7275,
0460201304, 041593, 183446,   12.9, 23.4739,
0460201303, 041593, 183101,  140.8, 20.6120,
0460201412, 041593, 202618,   51.6, 23.1572,
0460201411, 041593, 202425,   51.4, 23.1947,
0460201410, 041593, 202346,   51.6, 23.1762,
0460201409, 041593, 202318,   51.7, 23.1742,
0460201408, 041593, 202247,   92.1, 21.8626,
0460201407, 041593, 202059,   92.1, 21.8599,
0460201406, 041593, 202025,   92.1, 21.8531,
0460201405, 041593, 201942,   91.6, 21.8392,
0460201404, 041593, 201856,  130.6, 21.0713,
0460201504, 041593, 222510,    7.9, 23.5456,
0460201503, 041593, 222137,  133.9, 20.9888,
0460201607, 041693, 004528,   11.5, 23.4613,
0460201606, 041693, 004344,   51.8, 23.2438,
0460201605, 041693, 004148,  101.0, 21.5735,
0460201604, 041693, 003956,  134.3, 21.1444,
0460201603, 041693, 003807,  143.8, 20.8144,
0460201708, 041693, 030638,    4.9, 23.7481,
0460201707, 041693, 030420,   24.4, 23.4311,
0460201706, 041693, 030320,   24.6, 23.4334,
0460201705, 041693, 030211,   24.9, 23.4330,
0460201704, 041693, 030112,   24.5, 23.4353,
0460201703, 041693, 025719,  135.9, 20.9723,
0460201824, 041693, 080553,    4.5, 23.5720,
0460201823, 041693, 080356,   26.1, 23.3924,
0460201822, 041693, 080200,   49.1, 22.9120,
0460201821, 041693, 075952,   74.2, 22.0536,
0460201820, 041693, 075747,   97.8, 21.5279,
0460201819, 041693, 075525,  124.7, 21.0851,
0460201818, 041693, 075311,  151.6, 20.4036,
0460201817, 041693, 075132,  173.9, 19.3347,
0460201816, 041693, 074919,  199.5, 18.7081,
0460201904, 041693, 103040,    5.6, 23.5784,
0460201903, 041693, 102624,  152.0, 20.7114,
0460202004, -00009, -00009,    8.0, 23.5302,
0460202003, -00009, -00009,  144.8, 20.6931,
0460202106, -00009, -00009,    9.9, 23.4847,
0460202105, -00009, -00009,   25.7, 23.4460,
0460202104, -00009, -00009,   49.8, 22.6746,
0460202103, -00009, -00009,  131.6, 20.9800,
0470200124, 052093, 013246,    5.5, 23.9812,
0470200123, 052093, 012905,   78.9, 22.8559,
0470200122, 052093, 012519,  177.9, 21.1798,
0470200224, 052093, 051746,   14.7, 23.9101,
0470200223, 052093, 051533,   50.5, 23.8139,
0470200222, 052093, 051305,   98.8, 22.6035,
0470200221, 052093, 051048,  162.2, 21.6013,
0470200220, 052093, 050901,  185.2, 20.8513,
0470200324, 052093, 075149,    6.7, 23.8740,
0470200323, 052093, 075043,   24.5, 23.8716,
0470200322, 052093, 074926,   45.1, 23.8412,
0470200321, 052093, 074754,   75.7, 23.0670,
0470200320, 052093, 074629,  100.7, 22.5041,
0470200319, 052093, 074528,  109.4, 22.3525,
0470200318, 052093, 074420,  119.2, 22.2508,
0470200317, 052093, 074250,  128.8, 22.1232,
0470200316, 052093, 074152,  135.1, 21.9990,
0470200315, 052093, 074039,  140.6, 21.9430,
0470200314, 052093, 074019,  140.4, 21.9458,
0470200313, 052093, 073958,  140.2, 21.9454,
0470200312, 052093, 073938,  140.5, 21.9462,
0470200311, 052093, 073917,  140.2, 21.9501,
0470200310, 052093, 073817,  144.1, 21.8769,
0470200309, 052093, 073646,  160.8, 21.5059,
0470200308, 052093, 073515,  174.7, 20.8452,
0470200307, 052093, 073417,  181.9, 20.4063,
0470200306, 052093, 073356,  182.1, 20.4010,
0470200305, 052093, 073329,  180.9, 20.4440,
0470200304, 052093, 073307,  179.9, 20.4929,
0470200424, 052093, 104756,   12.3, 23.8630,
0470200423, 052093, 104607,   49.6, 23.8095,
0470200422, 052093, 104543,   49.7, 23.8165,
0470200421, 052093, 104515,   49.8, 23.8135,
0470200420, 052093, 104452,   49.6, 23.8235,
0470200419, 052093, 104346,   64.7, 23.1912,
0470200418, 052093, 104328,   64.7, 23.1954,
0470200417, 052093, 104309,   64.9, 23.1958,
0470200416, 052093, 104247,   64.9, 23.1906,
0470200415, 052093, 104111,   90.0, 22.4182,
0470200414, 052093, 104049,   89.7, 22.4114,
0470200413, 052093, 104032,   89.7, 22.4071,
0470200412, 052093, 104013,   89.6, 22.4066,
0470200411, 052093, 103857,  110.7, 22.1466,
0470200410, 052093, 103842,  110.7, 22.1480,
0470200409, 052093, 103823,  110.6, 22.1489,
0470200408, 052093, 103809,  110.6, 22.1476,
0470200407, 052093, 103712,  120.6, 21.9839,
0470200406, 052093, 103656,  120.5, 21.9872,
0470200405, 052093, 103638,  120.1, 22.0066,
0470200404, 052093, 103621,  120.1, 22.0173,
0470200403, 052093, 103421,  155.2, 21.0110,
0470200504, 052093, 140100,    7.6, 23.8136,
0470200619, 052093, 172520,    7.3, 23.8047,
0470200618, 052093, 172422,    7.2, 23.8044,
0470200617, 052093, 172209,   27.6, 23.8052,
0470200616, 052093, 172117,   27.5, 23.8033,
0470200615, 052093, 171923,   48.2, 23.8041,
0470200614, 052093, 171816,   48.2, 23.8030,
0470200613, 052093, 171634,   78.7, 23.7438,
0470200612, 052093, 171539,   78.8, 23.7527,
0470200611, 052093, 171336,  103.8, 22.6277,
0470200610, 052093, 171148,  121.3, 22.3672,
0470200609, 052093, 171003,  138.1, 22.0876,
0470200608, 052093, 170818,  149.7, 21.9603,
0470200607, 052093, 170619,  174.8, 21.5400,
0470200719, 052093, 201403,    6.7, 23.8507,
0470200718, 052093, 201307,    6.8, 23.8452,
0470200717, 052093, 201105,   28.1, 23.8160,
0470200716, 052093, 201014,   28.0, 23.8152,
0470200715, 052093, 200817,   48.1, 23.8096,
