botid, date, time, press, theta, 
#, mmddyy, hhmmss, dbar, ITS-90, 
1970201121, 120207, 193740,    8.3, 25.0885,
1970201120, 120207, 193734,    8.3, 25.0885,
1970201119, 120207, 193727,    8.0, 25.0885,
1970201118, 120207, 193417,   21.2, 25.0874,
1970201117, 120207, 193300,   25.5, 25.0877,
1970201116, 120207, 193253,   25.9, 25.0876,
1970201115, 120207, 193117,   40.5, 25.0839,
1970201114, 120207, 193014,   44.6, 25.0807,
1970201113, 120207, 193007,   45.1, 25.0806,
1970201112, 120207, 192816,   74.1, 25.0575,
1970201111, 120207, 192807,   74.0, 25.0604,
1970201110, 120207, 192624,   99.8, 24.0664,
1970201109, 120207, 192618,   99.7, 24.0282,
1970201108, 120207, 192453,  125.3, 21.0081,
1970201107, 120207, 192447,  125.3, 21.0081,
1970201106, 120207, 192313,  149.1, 20.4165,
1970201105, 120207, 192307,  149.4, 20.4164,
1970201104, 120207, 192138,  176.0, 19.3743,
1970201103, 120207, 192132,  176.0, 19.3725,
1970201223, 120207, 220347,    6.9, 25.1438,
1970201222, 120207, 220128,   25.1, 25.1368,
1970201221, 120207, 215942,   45.0, 25.0975,
1970201220, 120207, 215841,   60.9, 25.0841,
1970201219, 120207, 215732,   75.6, 24.9478,
1970201218, 120207, 215632,   84.0, 24.6538,
1970201217, 120207, 215527,  100.2, 22.4645,
1970201216, 120207, 215432,  113.8, 21.6266,
1970201215, 120207, 215329,  126.7, 21.4809,
1970201214, 120207, 215323,  126.6, 21.4766,
1970201213, 120207, 215317,  126.7, 21.5095,
1970201212, 120207, 215212,  148.8, 20.1537,
1970201211, 120207, 215057,  174.7, 18.6858,
1970201324, 120307, 021801,    5.9, 25.1178,
1970201323, 120307, 021325,   26.0, 25.0747,
1970201322, 120307, 021145,   48.4, 25.0579,
1970201321, 120307, 020950,   75.4, 24.2681,
1970201320, 120307, 020750,  101.1, 21.5476,
1970201319, 120307, 020740,  100.9, 21.5473,
1970201318, 120307, 020551,  127.3, 20.5892,
1970201317, 120307, 020540,  127.3, 20.5976,
1970201316, 120307, 020346,  151.3, 19.4622,
1970201315, 120307, 020335,  150.9, 19.4651,
1970201314, 120307, 020136,  199.9, 16.4633,
1970201313, 120307, 020126,  200.0, 16.4507,
1970201424, 120307, 050155,    6.8, 25.1218,
1970201423, 120307, 050145,    6.6, 25.1205,
1970201422, 120307, 045815,   15.5, 25.1188,
1970201421, 120307, 045629,   26.6, 25.1171,
1970201420, 120307, 045622,   27.0, 25.1170,
1970201419, 120307, 045441,   35.2, 25.1062,
1970201418, 120307, 045430,   35.0, 25.1048,
1970201417, 120307, 045256,   44.9, 25.0658,
1970201416, 120307, 045246,   45.1, 25.0657,
1970201415, 120307, 045236,   45.1, 25.0657,
1970201414, 120307, 045045,   59.8, 25.0348,
1970201413, 120307, 044801,   74.7, 24.8171,
1970201412, 120307, 044745,   74.3, 24.7872,
1970201411, 120307, 044735,   74.6, 24.7599,
1970201410, 120307, 044536,  100.5, 22.7343,
1970201409, 120307, 044525,  100.5, 22.7551,
1970201408, 120307, 044326,  126.0, 21.0052,
1970201407, 120307, 044316,  125.9, 21.0683,
1970201406, 120307, 044130,  152.4, 19.9459,
1970201405, 120307, 044120,  152.5, 19.9436,
1970201404, 120307, 043919,  175.9, 18.6012,
1970201403, 120307, 043910,  176.0, 18.5968,
1970201524, 120307, 080610,    6.1, 25.1190,
1970201523, 120307, 080229,   27.4, 25.1234,
1970201522, 120307, 080047,   47.1, 25.0660,
1970201521, 120307, 075904,   61.8, 25.0090,
1970201520, 120307, 075714,   76.6, 23.9765,
1970201519, 120307, 075554,   86.2, 23.2275,
1970201518, 120307, 075404,  101.2, 22.7770,
1970201517, 120307, 075235,  113.9, 22.5278,
1970201516, 120307, 075059,  126.1, 21.4759,
1970201515, 120307, 074934,  137.7, 20.6816,
1970201514, 120307, 074814,  151.8, 20.1301,
1970201513, 120307, 074614,  175.5, 18.5511,
1970201624, 120307, 140031,    7.9, 24.9518,
1970201623, 120307, 135936,   13.1, 24.9530,
1970201622, 120307, 135353,   75.1, 24.4970,
1970201621, 120307, 135217,   89.7, 22.9150,
1970201620, 120307, 135047,  100.6, 22.2899,
1970201619, 120307, 134833,  126.2, 21.1109,
1970201618, 120307, 134623,  174.6, 18.9956,
1980200119, 122007, 094226,    7.5, 24.4685,
1980200118, 122007, 093819,   25.3, 24.4790,
1980200117, 122007, 093813,   25.3, 24.4798,
1980200116, 122007, 093808,   25.3, 24.4809,
1980200115, 122007, 093802,   24.9, 24.4818,
1980200114, 122007, 093757,   24.9, 24.4820,
1980200113, 122007, 093751,   24.9, 24.4819,
1980200112, 122007, 093608,   46.8, 24.4758,
1980200111, 122007, 093600,   46.4, 24.4754,
1980200110, 122007, 093553,   46.4, 24.4756,
1980200109, 122007, 093546,   46.3, 24.4772,
1980200108, 122007, 093539,   46.2, 24.4781,
1980200107, 122007, 093531,   46.0, 24.4765,
1980200106, 122007, 093311,   74.5, 24.4945,
1980200105, 122007, 093126,  101.0, 24.5380,
1980200104, 122007, 093118,  100.9, 24.5380,
1980200103, 122007, 092943,  123.6, 23.0789,
1980200102, 122007, 092755,  149.5, 21.7777,
1980200101, 122007, 092542,  174.4, 20.5941,
1980200224, 122007, 121611,    5.8, 24.4825,
1980200223, 122007, 121605,    5.8, 24.4831,
1980200222, 122007, 121559,    5.8, 24.4850,
1980200221, 122007, 121440,   11.4, 24.4866,
1980200220, 122007, 121433,   11.3, 24.4884,
1980200219, 122007, 121119,   25.2, 24.4921,
1980200218, 122007, 121112,   25.0, 24.4919,
1980200217, 122007, 121059,   24.0, 24.4879,
1980200216, 122007, 120936,   46.1, 24.4909,
1980200215, 122007, 120927,   45.7, 24.4892,
1980200214, 122007, 120920,   45.8, 24.4883,
1980200213, 122007, 120747,   77.3, 24.5039,
1980200212, 122007, 120740,   77.1, 24.5031,
1980200211, 122007, 120733,   76.0, 24.5022,
1980200210, 122007, 120557,  101.4, 24.5043,
1980200209, 122007, 120551,  101.4, 24.5036,
1980200208, 122007, 120544,  101.1, 24.5030,
1980200207, 122007, 120355,  123.1, 22.8521,
1980200206, 122007, 120347,  123.4, 22.8449,
1980200205, 122007, 120340,  123.1, 22.8359,
1980200204, 122007, 120225,  149.2, 21.5790,
1980200203, 122007, 120114,  175.1, 20.6468,
1980200324, 122007, 135432,   27.6, 24.4815,
1980200323, 122007, 135422,   27.0, 24.4814,
1980200322, 122007, 135411,   26.9, 24.4821,
1980200321, 122007, 135401,   27.2, 24.4831,
1980200320, 122007, 135351,   27.3, 24.4838,
1980200319, 122007, 135341,   27.1, 24.4826,
1980200318, 122007, 135331,   27.1, 24.4827,
1980200317, 122007, 135321,   27.6, 24.4841,
1980200316, 122007, 135311,   27.5, 24.4847,
1980200315, 122007, 135301,   27.4, 24.4848,
1980200314, 122007, 135251,   27.4, 24.4848,
1980200313, 122007, 135241,   27.4, 24.4849,
1980200312, 122007, 135232,   27.3, 24.4847,
1980200311, 122007, 135221,   27.2, 24.4842,
1980200310, 122007, 135211,   26.9, 24.4847,
1980200309, 122007, 135201,   27.1, 24.4846,
1980200308, 122007, 135153,   27.5, 24.4845,
1980200307, 122007, 135142,   27.8, 24.4846,
1980200306, 122007, 135131,   27.7, 24.4846,
1980200305, 122007, 135121,   27.5, 24.4845,
1980200304, 122007, 135112,   27.3, 24.4847,
1980200303, 122007, 135102,   27.1, 24.4767,
1980200302, 122007, 135052,   27.0, 24.4770,
1980200301, 122007, 135041,   26.5, 24.4779,
1980200424, 122007, 190605,    5.9, 24.4797,
1980200524, 122007, 224032,   10.2, 24.4434,
1980200523, 122007, 223657,   66.8, 24.4291,
1980200522, 122007, 223430,  120.2, 23.3008,
1980200521, 122007, 223249,  154.6, 21.5591,
1980200624, 122107, 012502,    6.5, 24.4501,
1980200623, 122107, 012237,   26.4, 24.4506,
1980200622, 122107, 012121,   45.5, 24.4375,
1980200621, 122107, 011939,   76.2, 24.4086,
1980200620, 122107, 011927,   76.1, 24.4089,
1980200619, 122107, 011917,   76.2, 24.4094,
1980200618, 122107, 011910,   76.0, 24.4100,
1980200617, 122107, 011904,   75.9, 24.4101,
1980200616, 122107, 011855,   75.9, 24.4099,
1980200615, 122107, 011709,   99.9, 24.1570,
1980200614, 122107, 011520,  124.2, 22.9271,
1980200613, 122107, 011512,  124.1, 22.9272,
1980200612, 122107, 011504,  124.3, 22.9282,
1980200611, 122107, 011456,  124.5, 22.9278,
1980200610, 122107, 011448,  124.7, 22.9277,
1980200609, 122107, 011440,  124.9, 22.9225,
1980200608, 122107, 011305,  149.7, 21.9900,
1980200607, 122107, 011136,  175.1, 20.7842,
1980200723, 122107, 035307,    6.3, 24.4758,
1980200722, 122107, 035301,    6.3, 24.4771,
1980200721, 122107, 034943,   25.5, 24.4996,
1980200720, 122107, 034936,   25.3, 24.4995,
1980200719, 122107, 034756,   46.3, 24.4979,
1980200718, 122107, 034749,   46.0, 24.4980,
1980200717, 122107, 034600,   76.0, 24.4912,
1980200716, 122107, 034555,   76.0, 24.4914,
1980200715, 122107, 034414,  100.3, 24.3481,
1980200714, 122107, 034407,  100.4, 24.3476,
1980200713, 122107, 034221,  125.4, 22.6298,
1980200712, 122107, 034214,  125.6, 22.6279,
1980200711, 122107, 034206,  125.1, 22.6302,
1980200710, 122107, 034038,  149.3, 21.7095,
1980200709, 122107, 034031,  149.5, 21.7112,
1980200708, 122107, 033843,  175.5, 20.9939,
1980200707, 122107, 033835,  175.4, 21.0098,
1980200822, 122107, 070211,    6.6, 24.4431,
1980200821, 122107, 070205,    6.5, 24.4434,
1980200820, 122107, 065811,   24.9, 24.4528,
1980200819, 122107, 065803,   24.9, 24.4521,
1980200818, 122107, 065623,   44.7, 24.4534,
1980200817, 122107, 065617,   44.9, 24.4529,
1980200816, 122107, 065501,   60.0, 24.4494,
1980200815, 122107, 065340,   74.9, 24.4349,
1980200814, 122107, 065334,   74.9, 24.4366,
1980200813, 122107, 065222,   84.7, 24.4219,
1980200812, 122107, 065110,  100.4, 23.6939,
1980200811, 122107, 065104,  100.6, 23.6908,
1980200810, 122107, 064952,  114.0, 22.7174,
1980200809, 122107, 064845,  124.1, 22.4514,
1980200808, 122107, 064838,  123.5, 22.4688,
1980200807, 122107, 064719,  134.9, 21.9643,
1980200806, 122107, 064554,  149.8, 21.2846,
1980200805, 122107, 064550,  149.4, 21.2814,
1980200804, 122107, 064413,  174.2, 20.2728,
1980200803, 122107, 064407,  173.9, 20.2713,
1980200923, 122107, 102634,    7.6, 24.5108,
1980200922, 122107, 102625,    7.5, 24.5108,
1980200921, 122107, 102519,   15.2, 24.5161,
1980200920, 122107, 102309,   25.5, 24.5171,
1980200919, 122107, 102300,   25.4, 24.5172,
1980200918, 122107, 102148,   34.7, 24.5150,
1980200917, 122107, 102034,   46.5, 24.5135,
1980200916, 122107, 101934,   61.3, 24.5074,
1980200915, 122107, 101803,   76.1, 24.4806,
1980200914, 122107, 101702,   84.9, 24.4357,
1980200913, 122107, 101604,   90.6, 24.4235,
1980200912, 122107, 101502,   98.9, 24.3953,
1980200911, 122107, 101404,  110.2, 24.0467,
1980200910, 122107, 101302,  114.9, 23.7763,
1980200909, 122107, 101147,  125.9, 22.9108,
1980200908, 122107, 101045,  130.5, 22.6226,
1980200907, 122107, 100937,  149.4, 21.7605,
1980200906, 122107, 100819,  166.1, 21.2934,
1980200905, 122107, 100722,  174.7, 20.8612,
1980201024, 122107, 125225,    7.5, 24.5359,
1980201023, 122107, 125220,    7.4, 24.5361,
1980201022, 122107, 125214,    7.6, 24.5359,
1980201021, 122107, 125202,    7.3, 24.5354,
1980201020, 122107, 124949,   26.9, 24.5484,
1980201019, 122107, 124942,   26.7, 24.5484,
1980201018, 122107, 124936,   26.6, 24.5481,
1980201017, 122107, 124929,   26.2, 24.5480,
1980201016, 122107, 124814,   47.2, 24.5462,
1980201015, 122107, 124807,   47.8, 24.5465,
1980201014, 122107, 124800,   47.9, 24.5465,
1980201013, 122107, 124753,   47.6, 24.5461,
1980201012, 122107, 124623,   74.3, 24.5182,
1980201011, 122107, 124616,   74.3, 24.5191,
1980201010, 122107, 124609,   74.3, 24.5236,
1980201009, 122107, 124602,   73.7, 24.5295,
1980201008, 122107, 124436,  101.7, 24.3135,
1980201007, 122107, 124430,  101.9, 24.3071,
1980201006, 122107, 124423,  101.8, 24.3079,
1980201005, 122107, 124418,  101.7, 24.3066,
1980201004, 122107, 124244,  123.7, 22.8908,
1980201003, 122107, 124237,  123.8, 22.9198,
1980201002, 122107, 124231,  123.8, 22.9117,
1980201001, 122107, 124221,  124.1, 22.8688,
1980201109, 122107, 160737,    5.2, 24.4598,
1980201108, 122107, 155819,  124.4, 22.2157,
1980201220, 122107, 190839,    8.3, 24.4863,
1980201219, 122107, 190829,    8.2, 24.4870,
1980201218, 122107, 190819,    8.1, 24.4869,
1980201217, 122107, 190450,   27.7, 24.4850,
1980201216, 122107, 190438,   27.6, 24.4851,
1980201215, 122107, 190153,   45.6, 24.4801,
1980201214, 122107, 190138,   45.3, 24.4807,
1980201213, 122107, 185858,   77.1, 24.4412,
1980201212, 122107, 185849,   77.0, 24.4412,
1980201211, 122107, 185542,   98.5, 24.4059,
1980201210, 122107, 185534,   98.5, 24.4060,
1980201209, 122107, 185345,  109.7, 24.2655,
1980201208, 122107, 185153,  124.2, 22.7228,
1980201207, 122107, 185142,  124.5, 22.7179,
1980201206, 122107, 184928,  150.2, 21.1804,
1980201205, 122107, 184919,  150.1, 21.1809,
1980201204, 122107, 184708,  176.1, 19.9856,
1980201203, 122107, 184659,  176.0, 19.9867,
1980201322, 122107, 221532,    6.5, 24.5570,
1980201321, 122107, 221253,   26.8, 24.5501,
1980201320, 122107, 221118,   45.3, 24.5284,
1980201319, 122107, 220958,   60.3, 24.5140,
1980201318, 122107, 220842,   74.7, 24.5139,
1980201317, 122107, 220733,   85.1, 24.4920,
1980201316, 122107, 220613,  100.9, 24.4786,
1980201315, 122107, 220507,  110.1, 24.1668,
1980201314, 122107, 220402,  114.1, 24.0404,
1980201313, 122107, 220258,  124.4, 23.5550,
1980201312, 122107, 220133,  149.5, 21.9720,
1980201311, 122107, 220007,  175.1, 20.9988,
1980201310, 122107, 215843,  199.7, 19.3570,
1980201420, 122207, 010907,    7.7, 24.5891,
1980201419, 122207, 010647,   27.5, 24.5460,
1980201418, 122207, 010436,   46.5, 24.4986,
1980201417, 122207, 010304,   75.0, 24.4446,
1980201416, 122207, 010130,   98.6, 24.3890,
1980201415, 122207, 010124,   98.6, 24.3889,
1980201414, 122207, 005951,  124.5, 23.5561,
1980201413, 122207, 005942,  124.5, 23.5587,
1980201412, 122207, 005741,  150.1, 21.9131,
1980201411, 122207, 005731,  149.9, 21.9145,
1980201410, 122207, 005541,  199.7, 19.7416,
1980201409, 122207, 005531,  199.8, 19.7404,
1980201524, 122207, 040700,    7.1, 24.5637,
1980201523, 122207, 040651,    6.7, 24.5637,
1980201522, 122207, 040140,   15.6, 24.5734,
1980201521, 122207, 040007,   25.1, 24.5694,
1980201520, 122207, 040000,   24.3, 24.5703,
1980201519, 122207, 035818,   37.4, 24.5128,
1980201518, 122207, 035811,   37.4, 24.5161,
1980201517, 122207, 035654,   44.9, 24.4609,
1980201516, 122207, 035648,   44.7, 24.4655,
1980201515, 122207, 035643,   44.6, 24.4709,
1980201514, 122207, 035516,   60.3, 24.4222,
1980201513, 122207, 035342,   74.4, 24.3992,
1980201512, 122207, 035335,   74.2, 24.3964,
1980201511, 122207, 035134,  102.8, 24.3673,
1980201510, 122207, 035127,  102.4, 24.3681,
1980201509, 122207, 034934,  125.3, 22.6979,
1980201508, 122207, 034927,  125.7, 22.6965,
1980201507, 122207, 034738,  149.5, 21.6147,
1980201506, 122207, 034732,  149.6, 21.6144,
1980201505, 122207, 034533,  174.4, 20.7820,
1980201504, 122207, 034523,  174.2, 20.7793,
1980201624, 122207, 071702,    5.6, 24.5074,
1980201623, 122207, 071304,   25.2, 24.5021,
1980201622, 122207, 071111,   46.3, 24.4477,
1980201621, 122207, 070931,   61.0, 24.3781,
1980201620, 122207, 070800,   74.6, 24.3600,
1980201619, 122207, 070641,   84.0, 24.3547,
1980201618, 122207, 070516,   99.4, 23.8102,
1980201617, 122207, 070400,  114.6, 22.8579,
1980201616, 122207, 070240,  124.4, 22.5150,
1980201615, 122207, 070100,  135.1, 21.7326,
1980201614, 122207, 065900,  149.8, 21.2026,
1980201613, 122207, 065618,  175.4, 20.3532,
1980201724, 122207, 125542,    7.0, 24.4775,
1980201723, 122207, 124513,  185.7, 20.1450,
1980201722, 122207, 124314,  199.5, 19.9658,
1990200124, 012908, 113317,   26.1, 23.1236,
1990200123, 012908, 113308,   26.0, 23.1236,
1990200122, 012908, 113301,   26.0, 23.1235,
1990200121, 012908, 113251,   26.0, 23.1233,
1990200120, 012908, 113240,   26.0, 23.1231,
1990200119, 012908, 113010,   30.3, 23.1272,
1990200118, 012908, 113002,   30.1, 23.1272,
1990200117, 012908, 112953,   30.1, 23.1272,
1990200116, 012908, 112939,   30.2, 23.1256,
1990200115, 012908, 112929,   30.3, 23.1237,
1990200114, 012908, 112917,   30.0, 23.1235,
1990200113, 012908, 112907,   30.3, 23.1236,
1990200112, 012908, 112858,   30.3, 23.1245,
1990200111, 012908, 112848,   30.2, 23.1247,
1990200110, 012908, 112838,   30.3, 23.1236,
1990200109, 012908, 112827,   30.3, 23.1234,
1990200108, 012908, 112818,   30.2, 23.1268,
1990200107, 012908, 112809,   30.0, 23.1281,
1990200106, 012908, 112759,   30.2, 23.1273,
1990200105, 012908, 112458,   45.8, 23.1294,
1990200104, 012908, 112449,   46.0, 23.1289,
1990200103, 012908, 112437,   45.9, 23.1289,
1990200102, 012908, 112428,   45.9, 23.1282,
1990200101, 012908, 112413,   46.0, 23.1275,
1990200224, 012908, 134600,    6.0, 23.1214,
1990200223, 012908, 134553,    6.3, 23.1217,
1990200222, 012908, 134548,    5.8, 23.1212,
1990200221, 012908, 134446,   10.9, 23.1214,
1990200220, 012908, 134441,   10.7, 23.1214,
1990200219, 012908, 134010,   23.5, 23.1169,
1990200218, 012908, 134004,   24.5, 23.1166,
1990200217, 012908, 133955,   24.5, 23.1160,
1990200216, 012908, 133819,   45.8, 23.1121,
1990200215, 012908, 133812,   46.1, 23.1125,
1990200214, 012908, 133806,   45.7, 23.1126,
1990200213, 012908, 133620,   74.2, 23.1088,
1990200212, 012908, 133613,   74.4, 23.1117,
1990200211, 012908, 133607,   74.5, 23.1128,
1990200210, 012908, 133359,   99.7, 22.9239,
1990200209, 012908, 133352,   99.3, 22.9247,
1990200208, 012908, 133346,   99.7, 22.9196,
1990200207, 012908, 133149,  124.6, 20.9246,
1990200206, 012908, 133142,  124.9, 20.9218,
1990200205, 012908, 133136,  124.2, 20.9205,
1990200204, 012908, 132926,  150.5, 19.8769,
1990200203, 012908, 132707,  177.2, 18.4391,
1990200324, 012908, 193114,    9.0, 23.0766,
1990200424, 012908, 232242,   13.3, 23.1032,
1990200423, 012908, 231913,   69.7, 23.1031,
1990200422, 012908, 231553,  124.9, 20.9303,
1990200421, 012908, 231332,  174.0, 18.6685,
1990200524, 013008, 014714,    6.6, 23.1124,
1990200523, 013008, 014413,   25.3, 23.1120,
1990200522, 013008, 014248,   45.3, 23.1109,
1990200521, 013008, 014118,   74.8, 23.1101,
1990200520, 013008, 014107,   74.8, 23.1112,
1990200519, 013008, 014058,   75.2, 23.1108,
1990200518, 013008, 014048,   74.9, 23.1117,
1990200517, 013008, 014038,   74.9, 23.1121,
1990200516, 013008, 014029,   75.0, 23.1121,
1990200515, 013008, 013858,  100.4, 23.0973,
1990200514, 013008, 013728,  126.5, 21.5982,
1990200513, 013008, 013718,  126.5, 21.5914,
1990200512, 013008, 013708,  126.3, 21.5798,
1990200511, 013008, 013658,  126.7, 21.5730,
1990200510, 013008, 013648,  126.6, 21.5647,
1990200509, 013008, 013638,  126.6, 21.5532,
1990200508, 013008, 013508,  148.8, 20.0042,
1990200507, 013008, 013328,  173.2, 18.7670,
1990200506, 013008, 013143,  199.6, 17.3273,
1990200623, 013008, 044122,    5.9, 23.0958,
1990200622, 013008, 044112,    5.8, 23.0966,
1990200621, 013008, 044102,    5.9, 23.0998,
1990200620, 013008, 043656,   25.1, 23.0999,
1990200619, 013008, 043647,   25.0, 23.0981,
1990200618, 013008, 043507,   44.8, 23.1006,
1990200617, 013008, 043457,   45.1, 23.1006,
1990200616, 013008, 043307,   74.8, 23.1030,
1990200615, 013008, 043257,   74.4, 23.1016,
1990200614, 013008, 043122,  101.4, 23.0905,
1990200613, 013008, 043112,  101.4, 23.0903,
1990200612, 013008, 042941,  125.1, 21.6221,
1990200611, 013008, 042931,  125.0, 21.6240,
1990200610, 013008, 042801,  148.7, 20.4388,
1990200609, 013008, 042752,  148.3, 20.4512,
1990200608, 013008, 042602,  174.4, 18.8643,
1990200607, 013008, 042552,  174.2, 18.8967,
1990200606, 013008, 042412,  198.3, 17.5348,
1990200722, 013008, 073240,    8.1, 23.0890,
1990200721, 013008, 073231,    8.3, 23.0890,
1990200720, 013008, 072746,   25.0, 23.0886,
1990200719, 013008, 072736,   25.0, 23.0882,
1990200718, 013008, 072547,   44.1, 23.0884,
1990200717, 013008, 072538,   44.0, 23.0898,
1990200716, 013008, 072419,   58.5, 23.0903,
1990200715, 013008, 072231,   75.5, 23.0890,
1990200714, 013008, 072221,   75.9, 23.0886,
1990200713, 013008, 072024,   82.4, 23.0849,
1990200712, 013008, 071832,   98.5, 23.0842,
1990200711, 013008, 071822,   98.5, 23.0864,
1990200710, 013008, 071631,  114.4, 23.0388,
1990200709, 013008, 071507,  122.4, 22.4455,
1990200708, 013008, 071457,  122.4, 22.3839,
1990200707, 013008, 071302,  135.1, 21.2371,
1990200706, 013008, 071133,  148.6, 20.5352,
1990200705, 013008, 071125,  148.3, 20.5247,
1990200704, 013008, 070912,  174.4, 19.3029,
1990200703, 013008, 070902,  174.4, 19.2946,
1990200823, 013008, 103500,    7.3, 23.0658,
1990200822, 013008, 103450,    6.9, 23.0656,
1990200821, 013008, 103150,   13.5, 23.0662,
1990200820, 013008, 103031,   25.8, 23.0651,
1990200819, 013008, 103020,   25.8, 23.0651,
1990200818, 013008, 102856,   33.8, 23.0649,
1990200817, 013008, 102735,   44.8, 23.0659,
1990200816, 013008, 102609,   58.8, 23.0657,
1990200815, 013008, 102416,   75.8, 23.0615,
1990200814, 013008, 102240,   84.6, 23.0614,
1990200813, 013008, 102120,   90.3, 23.0553,
1990200812, 013008, 101940,  100.2, 23.0397,
1990200811, 013008, 101820,  110.2, 23.0008,
1990200810, 013008, 101705,  114.6, 22.5178,
1990200809, 013008, 101552,  124.0, 21.5084,
1990200808, 013008, 101445,  129.6, 21.3193,
1990200807, 013008, 101321,  148.6, 20.1705,
1990200806, 013008, 101155,  165.2, 19.4544,
1990200805, 013008, 101022,  173.9, 19.0406,
1990200804, 013008, 100831,  199.9, 17.7451,
1990200924, 013008, 130651,    9.3, 23.0440,
1990200923, 013008, 130644,    9.3, 23.0441,
1990200922, 013008, 130638,    8.9, 23.0443,
1990200921, 013008, 130632,    9.3, 23.0444,
1990200920, 013008, 130349,   24.4, 23.0464,
1990200919, 013008, 130343,   23.9, 23.0464,
1990200918, 013008, 130336,   24.4, 23.0460,
1990200917, 013008, 130330,   24.4, 23.0455,
1990200916, 013008, 130209,   44.7, 23.0489,
1990200915, 013008, 130203,   44.7, 23.0489,
1990200914, 013008, 130156,   44.3, 23.0490,
1990200913, 013008, 130150,   44.8, 23.0489,
1990200912, 013008, 125951,   75.2, 23.0439,
1990200911, 013008, 125944,   75.0, 23.0440,
1990200910, 013008, 125937,   75.4, 23.0437,
1990200909, 013008, 125930,   75.4, 23.0434,
1990200908, 013008, 125738,  100.9, 23.0250,
1990200907, 013008, 125731,  101.1, 23.0237,
1990200906, 013008, 125725,  101.1, 23.0226,
1990200905, 013008, 125520,  125.4, 20.8064,
1990200904, 013008, 125510,  125.4, 20.8012,
1990200903, 013008, 125500,  125.4, 20.7928,
1990200902, 013008, 125244,  150.5, 18.9759,
1990200901, 013008, 124810,  175.1, 17.8714,
1990201021, 013008, 161455,    9.5, 22.9602,
1990201020, 013008, 161449,    9.3, 22.9607,
1990201019, 013008, 161219,   14.4, 22.9736,
1990201018, 013008, 161049,   44.1, 22.9769,
1990201017, 013008, 160919,   74.0, 22.9755,
1990201016, 013008, 160759,   99.2, 22.9146,
1990201015, 013008, 160644,  124.4, 20.9053,
1990201014, 013008, 160519,  151.6, 19.7179,
1990201013, 013008, 160404,  174.7, 18.3258,
1990201123, 013008, 191455,    8.5, 23.0606,
1990201122, 013008, 191448,    8.5, 23.0605,
1990201121, 013008, 191139,   24.7, 23.0610,
1990201120, 013008, 191132,   24.9, 23.0611,
1990201119, 013008, 191004,   45.6, 23.0610,
1990201118, 013008, 190958,   44.9, 23.0609,
1990201117, 013008, 190824,   74.1, 23.0588,
1990201116, 013008, 190817,   73.8, 23.0585,
1990201115, 013008, 190639,   98.8, 23.0493,
1990201114, 013008, 190633,   98.5, 23.0482,
1990201113, 013008, 190459,  125.5, 21.0841,
1990201112, 013008, 190452,  125.3, 21.0774,
1990201111, 013008, 190329,  149.6, 20.0689,
1990201110, 013008, 190323,  149.9, 20.0401,
1990201109, 013008, 190212,  172.7, 19.0920,
1990201108, 013008, 190203,  172.8, 19.0904,
1990201107, 013008, 190017,  199.4, 17.5899,
1990201221, 013008, 220507,    7.3, 23.0972,
1990201220, 013008, 220235,   25.4, 23.0973,
1990201219, 013008, 220112,   44.2, 23.0903,
1990201218, 013008, 215957,   60.1, 23.0884,
1990201217, 013008, 215857,   74.7, 23.0889,
1990201216, 013008, 215747,   84.7, 23.0796,
1990201215, 013008, 215632,   99.7, 23.0794,
1990201214, 013008, 215522,  113.9, 23.0554,
1990201213, 013008, 215417,  124.6, 22.0846,
1990201212, 013008, 215252,  148.4, 20.5487,
1990201211, 013008, 215117,  174.2, 19.0624,
1990201210, 013008, 214947,  199.2, 17.7910,
1990201323, 013108, 011215,    7.8, 23.1169,
1990201322, 013108, 011031,   23.7, 23.1150,
1990201321, 013108, 010736,   45.3, 23.0950,
1990201320, 013108, 010508,   72.9, 23.0751,
1990201319, 013108, 010231,   98.8, 23.0166,
1990201318, 013108, 010221,   98.7, 23.0166,
1990201317, 013108, 005952,  123.3, 20.9086,
1990201316, 013108, 005943,  123.0, 20.9062,
1990201315, 013108, 005731,  149.7, 19.7481,
1990201314, 013108, 005721,  149.7, 19.7175,
1990201313, 013108, 005526,  197.9, 17.3670,
1990201312, 013108, 005518,  197.9, 17.3583,
1990201424, 013108, 035811,    5.8, 23.0819,
1990201423, 013108, 035802,    5.8, 23.0821,
1990201422, 013108, 035516,   15.7, 23.0812,
1990201421, 013108, 035406,   24.9, 23.0834,
1990201420, 013108, 035356,   25.0, 23.0836,
1990201419, 013108, 035246,   34.5, 23.0849,
1990201418, 013108, 035236,   34.5, 23.0847,
1990201417, 013108, 035126,   44.1, 23.0773,
1990201416, 013108, 035116,   44.3, 23.0777,
1990201415, 013108, 035106,   44.3, 23.0767,
1990201414, 013108, 034946,   60.1, 23.0536,
1990201413, 013108, 034806,   76.0, 23.0487,
1990201412, 013108, 034756,   75.9, 23.0488,
1990201411, 013108, 034746,   75.7, 23.0489,
1990201410, 013108, 034616,  100.5, 23.0439,
1990201409, 013108, 034606,  100.9, 23.0436,
1990201408, 013108, 034441,  125.8, 20.7332,
1990201407, 013108, 034431,  126.3, 20.7264,
1990201406, 013108, 034301,  150.2, 19.2832,
1990201405, 013108, 034251,  150.3, 19.2806,
1990201404, 013108, 034116,  176.1, 18.4724,
1990201403, 013108, 034107,  175.9, 18.4752,
